time,fp_l_force_x,fp_l_force_y,fp_l_force_z,fp_l_cop_x,fp_l_cop_y,fp_l_cop_z,fp_r_force_x,fp_r_force_y,fp_r_force_z,fp_r_cop_x,fp_r_cop_y,fp_r_cop_z
19.575,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
19.58,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
19.585,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
19.59,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
19.595,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
19.6,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
19.605,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
19.61,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
19.615,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
19.62,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
19.625,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
19.63,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
19.635,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
19.64,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
19.645,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
19.65,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
19.655,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
19.66,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
19.665,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
19.67,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
19.675,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
19.68,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
19.685,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
19.69,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
19.695,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
19.7,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
19.705,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
19.71,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
19.715,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
19.72,0,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN,NaN
19.725,-3.192964,20.91851,-7.249671,-5.192206,0.1772059,-2.012746,NaN,NaN,NaN,NaN,NaN,NaN
19.73,-2.434266,26.9489,-4.856387,-5.195073,0.1772127,-2.012644,NaN,NaN,NaN,NaN,NaN,NaN
19.735,-0.4122603,32.64123,-0.2080984,-5.198944,0.1772138,-2.012853,NaN,NaN,NaN,NaN,NaN,NaN
19.74,2.794833,38.68105,6.062783,-5.203817,0.177207,-2.013469,NaN,NaN,NaN,NaN,NaN,NaN
19.745,6.78965,46.42912,12.78688,-5.209125,0.1771926,-2.014448,NaN,NaN,NaN,NaN,NaN,NaN
19.75,10.95057,57.60781,18.54981,-5.21385,0.177175,-2.015527,NaN,NaN,NaN,NaN,NaN,NaN
19.755,14.61735,73.82749,22.07473,-5.217199,0.1771607,-2.016368,NaN,NaN,NaN,NaN,NaN,NaN
19.76,17.29639,96.1249,22.56023,-5.219097,0.177154,-2.016783,NaN,NaN,NaN,NaN,NaN,NaN
19.765,18.79809,124.6763,19.84644,-5.219971,0.1771557,-2.016767,NaN,NaN,NaN,NaN,NaN,NaN
19.77,19.24734,158.7713,14.34806,-5.220305,0.1771647,-2.016401,NaN,NaN,NaN,NaN,NaN,NaN
19.775,18.96893,197.029,6.793088,-5.220432,0.1771796,-2.015761,NaN,NaN,NaN,NaN,NaN,NaN
19.78,18.30652,237.7576,-2.110242,-5.220524,0.1771996,-2.014897,NaN,NaN,NaN,NaN,NaN,NaN
19.785,17.45883,279.3246,-11.92955,-5.220638,0.177224,-2.013846,NaN,NaN,NaN,NaN,NaN,NaN
19.79,16.40175,320.4338,-22.58226,-5.220767,0.1772518,-2.012647,NaN,NaN,NaN,NaN,NaN,NaN
19.795,14.91928,360.2579,-34.21398,-5.220873,0.1772817,-2.011355,NaN,NaN,NaN,NaN,NaN,NaN
19.8,12.7151,398.4338,-46.96235,-5.220911,0.1773119,-2.010046,NaN,NaN,NaN,NaN,NaN,NaN
19.805,9.544174,434.9662,-60.73315,-5.220846,0.1773403,-2.008809,NaN,NaN,NaN,NaN,NaN,NaN
19.81,5.305998,470.0941,-75.09316,-5.22066,0.1773647,-2.007738,NaN,NaN,NaN,NaN,NaN,NaN
19.815,0.07027205,504.1624,-89.31561,-5.220353,0.1773831,-2.006914,NaN,NaN,NaN,NaN,NaN,NaN
19.82,-5.957301,537.5226,-102.5449,-5.219942,0.1773945,-2.006395,NaN,NaN,NaN,NaN,NaN,NaN
19.825,-12.49746,570.4597,-114.0064,-5.219454,0.1773982,-2.006203,NaN,NaN,NaN,NaN,NaN,NaN
