time,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r
19.575,49.3552771621717,-4.73338766408024,-12.0681212721138,-81.7683982897957,8.97044082175195,3.63563102561295,-5.77762492112074,-0.289579992854756,-11.2891059324037,-0.0999797577955887,-3.81034999399301,0.660186258497138
19.58,49.5786321349266,-4.63194022596094,-12.3299289443842,-80.9852052780219,9.0105938145107,3.94338742077653,-6.26974807480602,-0.411182247244565,-10.9890703702297,0.24968523613422,-3.80772841367657,0.614107388516351
19.585,49.7999599485707,-4.53062218900782,-12.5903364387863,-80.1994483840218,9.04317170844138,4.25365537453368,-6.7607877388162,-0.532783840193935,-10.6865452425633,0.596245108059881,-3.80422760065724,0.564797869734617
19.59,50.0159737921294,-4.42981844164714,-12.847573400361,-79.4146560388545,9.06484487783876,4.56420645521849,-7.2476346116063,-0.653887387771486,-10.3806992083687,0.935249553977612,-3.79863142192266,0.509014440885879
19.595,50.2233718499204,-4.32985331916821,-13.0999409173384,-78.6342332318539,9.07241247849289,4.87266387539102,-7.72728969798808,-0.774008467842678,-10.0705597502579,1.26221775819977,-3.78964455065391,0.443370761582778
19.6,50.4189034267427,-4.23098618599916,-13.3458371670589,-77.8614435181425,9.06291197645935,5.17651475044863,-8.19690363337517,-0.89267679562056,-9.75506326737015,1.57272095461437,-3.77592615840343,0.364439286010833
19.605,50.5994332223963,-4.13340914721113,-13.5837808794941,-77.0993950593878,9.03372427400892,5.47312685846356,-8.6538118633979,-1.00943770969368,-9.43310852458098,1.8624639789284,-3.75612717560651,0.268859655972701
19.61,50.7620020011996,-4.03724692076743,-13.8124321986976,-76.351029786289,8.98267080231272,5.75977038749035,-9.09556515003029,-1.12385418029454,-9.10361145922572,2.12736371947737,-3.72893031049126,0.15345072423309
19.615,50.9038820764882,-3.94255883173522,-14.030610553664,-75.6191147566173,8.90809923367325,6.03364493919131,-9.5199549503752,-1.23550948306917,-8.76555939857191,2.36362245466603,-3.69309192830224,0.0153231998738239
19.62,51.022626251001,-3.84934282135841,-14.2373091900061,-74.9062348294234,8.80895487220476,6.29191180784282,-9.92503328926137,-1.34401060313408,-8.41806286692254,2.56779419887302,-3.64748482454332,-0.148010134835604
19.625,51.116109109303,-3.75754130010476,-14.4317060656013,-74.2147858734777,8.6848352911748,6.53173128738533,-10.3091268248515,-1.44899235258629,-8.06040334808903,2.73684236140402,-3.59114087875342,-0.33852965692339
19.63,51.1825598352033,-3.66704861680706,-14.6131708788428,-73.5469678641293,8.53602637465528,6.75030449221041,-10.6708448905747,-1.55012210643803,-7.69207560268837,2.86818724982865,-3.52329255000565,-0.557612510463409
19.635,51.2205860131763,-3.57771986780071,-14.7812680778309,-72.9047773852414,8.36351856547702,6.94491892478438,-11.0090813892081,-1.64710499283585,-7.3128234053541,2.95974221382322,-3.44341217246247,-0.805947362016951
19.64,51.2291881570742,-3.48938073212598,-14.9357557912184,-72.2899992299283,8.16900279451306,7.11299679747627,-11.3230105169205,-1.73968931749279,-6.92266785016162,3.00993752144901,-3.35124802904306,-1.08346287029632
19.645,51.2077649827596,-3.40183799243704,-15.0765807230703,-71.704196974718,7.95484624177973,7.25214492660486,-11.6120764062171,-1.82767196198465,-6.5219276600952,3.01773137880164,-3.24685622298169,-1.38927218296543
19.65,51.1561096962299,-3.31489038658268,-15.2038691604234,-71.1487025769467,7.7240487324664,7.36020487066986,-11.87597689538,-1.91090347219076,-6.11123121618951,2.98260783777965,-3.13062742950383,-1.72163547570902
19.655,51.0743977993209,-3.22833943164951,-15.317914348331,-70.624605206368,7.48018117758124,7.43530188688749,-12.1146417555077,-1.98929254714157,-5.69152028352902,2.90456167650219,-3.00330769130581,-2.07794220975896
19.66,50.9631671163283,-3.14199986994299,-15.4191605882712,-70.1327396622779,7.22730800944295,7.47589123361485,-12.3282058311592,-2.06280964958417,-5.2640456461604,2.78407067350645,-2.8660125202345,-2.45471440691708
19.665,50.8232909133913,-3.0557094040439,-15.5081845073727,-69.6736748416226,6.96989602095961,7.48080035225581,-12.5169776727668,-2.1314894865074,-4.83035506558973,2.62205602104877,-2.72023368200146,-2.8476318286347
19.67,50.6559451161392,-2.96933741472945,-15.5856740237384,-69.2477028079742,6.71271238324477,7.44926552007226,-12.6814043538129,-2.19543214851522,-4.39227414543125,2.4198319256474,-2.56783816965026,-3.2515795006848
