time,hip_flexion_l_power,hip_adduction_l_power,hip_rotation_l_power,knee_angle_l_power,ankle_angle_l_power,subtalar_angle_l_power,hip_flexion_r_power,hip_adduction_r_power,hip_rotation_r_power,knee_angle_r_power,ankle_angle_r_power,subtalar_angle_r_power
92.405,0.114837626251249,-0.00275042867427938,-0.000584756093996121,-0.0270506017010112,-0.00226315107718003,-0.000145177417386539,NaN,NaN,NaN,NaN,NaN,NaN
92.41,0.103640241314106,-0.00334815211582055,-0.00157377649439128,-0.0217689878843758,-0.00128208083764734,-0.000126908873182222,NaN,NaN,NaN,NaN,NaN,NaN
92.415,0.0905422845324805,-0.00376218837791129,-0.00254971708954377,-0.0167553293309503,-0.000756591477180772,-9.85208899283635e-05,NaN,NaN,NaN,NaN,NaN,NaN
92.42,0.0763014021811288,-0.00400163776333987,-0.00347643056508469,-0.0119470209537133,-0.00077465423977628,-6.10424967590134e-05,NaN,NaN,NaN,NaN,NaN,NaN
92.425,0.0617441045125636,-0.0040492922511532,-0.00431972442586875,-0.00747352751294705,-0.00141178802113067,-1.76470689977134e-05,NaN,NaN,NaN,NaN,NaN,NaN
92.43,0.0475958435219678,-0.00390175189539474,-0.00504733467960729,-0.00345718919555359,-0.00268744635288243,2.66745172510296e-05,NaN,NaN,NaN,NaN,NaN,NaN
92.435,0.0344256448165256,-0.00357006353396947,-0.00563056964447621,-1.0769084634854e-05,-0.00455038862475156,6.52659874451449e-05,NaN,NaN,NaN,NaN,NaN,NaN
92.44,0.022607652257642,-0.00307924411779369,-0.00604590528710104,0.00276574833155959,-0.00686779447472202,9.01999424625273e-05,NaN,NaN,NaN,NaN,NaN,NaN
92.445,0.0123026507150162,-0.0024667486750311,-0.00627642975693938,0.00478930326872672,-0.00942006751373838,9.2909960925969e-05,NaN,NaN,NaN,NaN,NaN,NaN
92.45,0.00346048377746082,-0.00178005139424483,-0.00631302958659741,0.00599882790474428,-0.0119031996778457,6.50273554532651e-05,NaN,NaN,NaN,NaN,NaN,NaN
92.455,-0.00415785289902635,-0.00107360188128735,-0.00615521411215123,0.00636095174558344,-0.013940297025578,-6.38794210953786e-07,NaN,NaN,NaN,NaN,NaN,NaN
92.46,-0.0109415498491136,-0.000405486746089059,-0.00581148942403442,0.00587580063497942,-0.0151033800745997,-0.000109064081191939,NaN,NaN,NaN,NaN,NaN,NaN
92.465,-0.01737931004502,0.000165839626814491,-0.0052992184537301,0.00458212407726772,-0.014945863540871,-0.000262017026279584,NaN,NaN,NaN,NaN,NaN,NaN
92.47,-0.0240021015739611,0.000584397867454167,-0.00464393793816369,0.00256084585136547,-0.0130452122212466,-0.000457224907772534,NaN,NaN,NaN,NaN,NaN,NaN
92.475,-0.0313250346022904,0.000798791055308205,-0.00387814307835215,-6.38923147196302e-05,-0.00905421005662883,-0.000687806590379261,NaN,NaN,NaN,NaN,NaN,NaN
92.48,-0.0397937168373924,0.000763354252491391,-0.00303959308811212,-0.00312701397058884,-0.00275814522206151,-0.000942068079345383,NaN,NaN,NaN,NaN,NaN,NaN
92.485,-0.0497395827276655,0.000438239339971591,-0.00216923156103003,-0.00642868757553834,0.0058658913971129,-0.00120373190903306,NaN,NaN,NaN,NaN,NaN,NaN
92.49,-0.0613474575188641,-0.000211539016459939,-0.00130885075400315,-0.00974459532273368,0.0165923515453271,-0.00145263742297745,NaN,NaN,NaN,NaN,NaN,NaN
92.495,-0.0746371789746642,-0.00121793589777307,-0.000498654974156078,-0.0128400137618409,0.0288986496142901,-0.00166590796418067,NaN,NaN,NaN,NaN,NaN,NaN
92.5,-0.0894596349410982,-0.00261230605474384,0.00022510750493479,-0.0154869146233099,0.0419303578098365,-0.00181953624797486,NaN,NaN,NaN,NaN,NaN,NaN
92.505,-0.105506246245249,-0.00442805793472568,0.000832273909151463,-0.0174827973872184,0.0544856425971816,-0.00189029463694152,NaN,NaN,NaN,NaN,NaN,NaN
92.51,-0.122329860011626,-0.00670310679925689,0.0013005011455583,-0.0186695520807804,0.0650236098672854,-0.00185783691779767,NaN,NaN,NaN,NaN,NaN,NaN
92.515,-0.139374300580166,-0.00948169811057826,0.00161647477286985,-0.0189503849335797,0.0716998562199952,-0.00170682670793339,NaN,NaN,NaN,NaN,NaN,NaN
92.52,-0.156009484712217,-0.0128152184294733,0.00177650090504858,-0.0183027727733466,0.0724306378799928,-0.00142890857187058,NaN,NaN,NaN,NaN,NaN,NaN
92.525,-0.171569026055902,-0.0167617031489746,0.00178643556553396,-0.01678557711187,0.0649847877391581,-0.00102433423677999,NaN,NaN,NaN,NaN,NaN,NaN
92.53,-0.185387570857542,-0.0213838792710642,0.00166095687813592,-0.014538853245546,0.0471000154700489,-0.000503069686743356,NaN,NaN,NaN,NaN,NaN,NaN
92.535,-0.196835633957892,-0.0267457336351058,0.0014222366032291,-0.0117755122292592,0.0166177424199444,0.000114760380823397,NaN,NaN,NaN,NaN,NaN,NaN
92.54,-0.205350339176237,-0.032907756330211,0.00109811460343795,-0.00876478432983244,-0.0283715965389575,0.000799187707799899,NaN,NaN,NaN,NaN,NaN,NaN
92.545,-0.210461111309657,-0.0399211583452497,0.000719918868508874,-0.00580831627835556,-0.089382559316981,0.0015115130861864,NaN,NaN,NaN,NaN,NaN,NaN
92.55,-0.211809933640516,-0.0478214856518371,0.000320101432222021,-0.00321061779382626,-0.167398764771382,0.00220618751569785,NaN,NaN,NaN,NaN,NaN,NaN
92.555,-0.209166215725245,-0.0566221354754374,-7.01254708115725e-05,-0.00124635356562156,-0.262757869045642,0.0028333648093731,NaN,NaN,NaN,NaN,NaN,NaN
92.56,-0.202436582361646,-0.0663083154648013,-0.000422969507508199,-0.000127556701843644,-0.375067427169266,0.00334196577486525,NaN,NaN,NaN,NaN,NaN,NaN
92.565,-0.191669997576865,-0.0768319692842679,-0.000715886722935687,2.58642047925559e-05,-0.503159806418887,0.00368304342340541,NaN,NaN,NaN,NaN,NaN,NaN
92.57,-0.177058605030265,-0.0881081251516589,-0.000932919552980457,-0.000791004312778906,-0.645091687860756,0.00381320576448367,NaN,NaN,NaN,NaN,NaN,NaN
92.575,-0.158934544773708,-0.100013014783265,-0.00106544555941927,-0.00245475744936643,-0.798190458280975,0.00369784147863476,NaN,NaN,NaN,NaN,NaN,NaN
92.58,-0.137762851490013,-0.112384171182558,-0.00111228574714677,-0.00471207725096001,-0.959146243962078,0.00331390545526935,NaN,NaN,NaN,NaN,NaN,NaN
92.585,-0.114130406168115,-0.125022559629653,-0.00107917276261687,-0.00719102070602189,-1.12414479858232,0.00265205437805397,NaN,NaN,NaN,NaN,NaN,NaN
92.59,-0.0887308469116862,-0.137696643054363,-0.000977630402062636,-0.00942513129181926,-1.28903326173129,0.00171797327396928,NaN,NaN,NaN,NaN,NaN,NaN
92.595,-0.0623453735588465,-0.150148145887471,-0.000823362750995311,-0.0108890314204247,-1.44950825137507,0.000532796526246222,NaN,NaN,NaN,NaN,NaN,NaN
92.6,-0.0358195127771306,-0.162099172181914,-0.000634290437468605,-0.0110429338667057,-1.60131407784165,-0.000867405136675314,NaN,NaN,NaN,NaN,NaN,NaN
92.605,-0.0100361328502702,-0.173260263144374,-0.000428400057821739,-0.00938248586801425,-1.74043821458046,-0.00243303299377708,NaN,NaN,NaN,NaN,NaN,NaN
92.61,0.014114718101991,-0.183338950409085,-0.000221588760967474,-0.00548964521159123,-1.86329157507514,-0.00410316451761703,NaN,NaN,NaN,NaN,NaN,NaN
92.615,0.0357682684689785,-0.192048373681952,-2.56880727523378e-05,0.000920031638670609,-1.96686256296901,-0.00580840379732268,NaN,NaN,NaN,NaN,NaN,NaN
92.62,0.0541186006055433,-0.199115579461539,0.00015316094732542,0.00995818890137453,-2.04883612392664,-0.00747419236084967,NaN,NaN,NaN,NaN,NaN,NaN
92.625,0.0684519376435488,-0.204289192393164,0.000315634507913919,0.0215364995062633,-2.10767189615837,-0.00902437390029299,NaN,NaN,NaN,NaN,NaN,NaN
92.63,0.0781780704070588,-0.207346241051747,0.000469745299051202,0.0353545150066473,-2.14263874600855,-0.0103848016397801,NaN,NaN,NaN,NaN,NaN,NaN
