time,hip_flexion_l_moment,hip_adduction_l_moment,hip_rotation_l_moment,knee_angle_l_moment,ankle_angle_l_moment,subtalar_angle_l_moment,hip_flexion_r_moment,hip_adduction_r_moment,hip_rotation_r_moment,knee_angle_r_moment,ankle_angle_r_moment,subtalar_angle_r_moment
92.405,0.216092919460886,-0.0221280252634954,0.00052343317896818,0.0389947107999483,0.00196454393700625,0.000720948605699665,NaN,NaN,NaN,NaN,NaN,NaN
92.41,0.197335238862175,-0.027581635083637,0.0014105972527556,0.0311725733905256,0.00110431313282029,0.000635612354055887,NaN,NaN,NaN,NaN,NaN,NaN
92.415,0.178941343503306,-0.032860767053025,0.00230102787083687,0.0236902840538167,0.00064467643613234,0.00050800196478473,NaN,NaN,NaN,NaN,NaN,NaN
92.42,0.161176446059125,-0.037921015654516,0.00318600140539539,0.016696642371804,0.0006592461044651,0.00033250663009595,NaN,NaN,NaN,NaN,NaN,NaN
92.425,0.144302391847104,-0.0427226627564474,0.00405616929033499,0.01033415063666,0.00121246522546322,0.000104634947444367,NaN,NaN,NaN,NaN,NaN,NaN
92.43,0.128571313770205,-0.0472317873973354,0.00490165580176865,0.00473458153562138,0.00235597811922306,-0.000178638439543234,NaN,NaN,NaN,NaN,NaN,NaN
92.435,0.114219248947251,-0.0514213444058182,0.00571218254234385,1.46225331129365e-05,0.00412501093286181,-0.000518535312917622,NaN,NaN,NaN,NaN,NaN,NaN
92.44,0.101459883948401,-0.0552721815668081,0.00647721984488558,-0.00372826626786983,0.00653488652029155,-0.000914157893157655,NaN,NaN,NaN,NaN,NaN,NaN
92.445,0.0904785993225819,-0.0587739587331672,0.00718616400251658,-0.00641964422666584,0.00957780512786299,-0.00136220709800788,NaN,NaN,NaN,NaN,NaN,NaN
92.45,0.0814269834477733,-0.0619259274230869,0.00782853786796035,-0.00801139997653308,0.013220025869244,-0.00185674761520147,NaN,NaN,NaN,NaN,NaN,NaN
92.455,0.0744179804185616,-0.0647375268625431,0.00839421103295263,-0.00848445508547813,0.0173995829504167,-0.00238903178214955,NaN,NaN,NaN,NaN,NaN,NaN
