time,insole_l_force_x,insole_l_force_y,insole_l_force_z,insole_l_cop_x,insole_l_cop_z,insole_r_force_x,insole_r_force_y,insole_r_force_z,insole_r_cop_x,insole_r_cop_z
92.405,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
92.41,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
92.415,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
92.42,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
92.425,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
92.43,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
92.435,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
92.44,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
92.445,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
92.45,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
92.455,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
92.46,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
92.465,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
92.47,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
92.475,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
92.48,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
92.485,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
92.49,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
92.495,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
92.5,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
92.505,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
92.51,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
92.515,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
92.52,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
92.525,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
92.53,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
92.535,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
92.54,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
92.545,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
92.55,0,0,0,0,0,NaN,NaN,NaN,NaN,NaN
92.555,-2.36973054308924,-1.39535219268999,4.21595534185482,0.336651615824588,-0.0859461908076247,NaN,NaN,NaN,NaN,NaN
92.56,-20.8685631547039,34.4967719993512,11.3413338536366,0.29594910357335,-0.0605769887334544,NaN,NaN,NaN,NaN,NaN
