time,hip_flexion_l_velocity,hip_adduction_l_velocity,hip_rotation_l_velocity,knee_angle_l_velocity,ankle_angle_l_velocity,subtalar_angle_l_velocity,hip_flexion_r_velocity,hip_adduction_r_velocity,hip_rotation_r_velocity,knee_angle_r_velocity,ankle_angle_r_velocity,subtalar_angle_r_velocity
92.405,30.4485280217072,7.12164565122508,-64.0082776116294,-39.746039372073,-66.0046348062355,-11.5376508548558,100.635053344557,-35.9774826140308,16.2605235491937,-150.298785315171,101.130900655574,49.1322538977413
92.41,30.0916777421749,6.9551708889848,-63.9238101799546,-40.0118114863511,-66.5190142257811,-11.4399016471334,100.115316651831,-35.811380375616,16.1102222825986,-150.185811669012,101.076698548559,49.1688065132756
92.415,28.9910127509908,6.55972258467542,-63.4881611104111,-40.5233492698684,-67.2422567793806,-11.1118294378255,98.5024041364748,-35.3404228463871,15.6790034937501,-149.572647622469,100.762108023854,49.22240911756
92.42,27.1239900295684,6.0461712594515,-62.5187417721534,-40.9970976894184,-67.3260231960094,-10.5185193877885,95.7685672755717,-34.603200112418,14.9862531624885,-148.215341910782,100.059751594132,49.249825547771
92.425,24.5157169822446,5.43054531335582,-61.0186509847106,-41.4355857217468,-66.7148990990732,-9.66314409325557,91.978692280777,-33.6252928577785,14.034055162034,-146.179591577895,99.0208586049915,49.2752809622547
92.43,21.2103374866952,4.73312420791214,-58.998629570678,-41.8373510717146,-65.3568606735477,-8.55547810953091,87.2222013710438,-32.4381063525647,12.8298882563694,-143.54035836895,97.699892842207,49.3198351055776
92.435,17.2689294771518,3.97791180790026,-56.4771651626156,-42.1967311703632,-63.2042114762892,-7.21159298740893,81.609851559948,-31.078050819817,11.3866237673751,-140.37990246091,96.1529591709774,49.4007848994387
92.44,12.7668494054364,3.19197989004311,-53.4804846187583,-42.5038597589903,-60.214609196807,-5.65337350813028,75.2699025992629,-29.5855919605852,9.72238899023022,-136.785758128959,94.4362300115009,49.5312321594225
92.445,7.79068164263792,2.40470935164373,-50.0424058450394,-42.74487096441,-56.3521708846804,-3.90788496372423,68.3438359524208,-28.0042056157189,7.86028671898227,-132.848701842794,92.6044243782517,49.7198182504042
92.45,2.43495592157314,1.6469584946189,-46.2040239638632,-42.9023044628827,-51.5886361333603,-2.00662329649193,60.981811795122,-26.3792712996608,5.82796567399303,-128.660758908443,90.7093701950303,49.9706228244512
92.455,-3.20120784803002,0.950188548377516,-42.0132147311026,-42.9556978069343,-45.9045591495206,0.0153201027037448,53.3380485942017,-24.756939499016,3.65704432151914,-124.313291263185,88.7986795375104,50.2832206602028
92.46,-9.01737855120416,0.345576531599393,-37.5239495796549,-42.8823454727904,-39.2904930493698,2.12014856534834,45.5663015274363,-23.1830072973541,1.38240058979077,-119.895206320989,86.9145655941273,50.6528884146371
92.465,-14.914883709307,-0.13685547027217,-32.7954292853697,-42.658198690506,-31.748123439596,4.26827733836077,37.8156021198087,-21.7018356561177,-0.958649784585025,-115.491323926599,85.0928283765107,51.0709509812921
92.47,-20.79955775945,-0.469067676867035,-27.8910546399412,-42.2588755572344,-23.2913036827169,6.41925297352708,30.2264017292136,-20.355339072894,-3.32725530757526,-111.18093442306,83.3620327259565,51.5252545227561
92.475,-26.5840804132356,-0.625762904266872,-22.8772612905752,-41.660747247096,-13.9469416180687,8.53265363609855,22.9272362823857,-19.1820742581115,-5.68397525253401,-107.036575030979,81.7428968644838,52.0007500914785
92.48,-32.1898430787017,-0.585060004677906,-17.8222518204603,-40.8420633419779,-3.75568733198741,10.5689527424352,16.0320003067479,-18.2164492808001,-7.98973322393922,-103.123044359319,80.247903192871,52.4801685811454
92.485,-37.5483083887357,-0.32906500644495,-12.794661573166,-39.7840775069223,7.22762587629671,12.4903318548135,9.63788680422588,-17.4880688782447,-10.2067417056205,-99.4966665118144,78.8811359743462,52.9447650984194
92.49,-42.6018541131956,0.155671085749951,-7.86219614356623,-38.4721340483423,18.9338298752345,14.2614318273195,3.82401789945767,-17.0212257399439,-12.2993650746734,-96.2048075675718,77.6383434794016,53.3751087926941
92.495,-47.3041167965166,0.877814516573404,-3.09027825107627,-36.8966764512601,31.2795941153127,15.8500336150704,-1.34923877677869,-16.8345418189551,-14.2348935703483,-93.285638743281,76.5072154269525,53.7518924020772
92.5,-51.6198713277453,1.84103351435539,1.45925980432517,-35.0541408673437,44.1679467464141,17.2276618806454,-5.84029996634053,-16.9407582792656,-15.9842066015894,-90.7681327277311,75.4678604773677,54.0567340609401
92.505,-55.5244996541371,3.04390411547032,5.72940443417333,-32.9477006855769,57.4891574115463,18.3701056572351,-9.62579789808147,-17.3466677820722,-17.5223100613678,-88.6722728722862,74.4934635112595,54.2729425906623
92.51,-59.0031146772326,4.47993225711815,9.66907942341786,-30.5878326187933,71.1219818767088,19.2578510467402,-12.6994860121206,-18.0531787023031,-18.8287385873463,-87.0094493851272,73.5510987449687,54.3862172629081
