time,insole_l_force_x,insole_l_force_y,insole_l_force_z,insole_l_cop_x,insole_l_cop_z,insole_r_force_x,insole_r_force_y,insole_r_force_z,insole_r_cop_x,insole_r_cop_z
185,-17.3893245754582,962.895166571449,126.766978724731,0.115757667518259,-0.00913546218708849,0,0,0,0,0
185.005,-16.885849634477,957.878733992361,125.654528096065,0.116271626305379,-0.00901626306649517,0,0,0,0,0
185.01,-16.3390573116647,952.386688731399,124.264430832924,0.116757713920291,-0.00888353244266105,0,0,0,0,0
185.015,-15.736162187506,946.588440244255,122.571261428048,0.117186463530991,-0.00874451897146789,0,0,0,0,0
185.02,-15.0619366748389,940.680813913412,120.615539010195,0.11752838720767,-0.00860469725596769,0,0,0,0,0
185.025,-14.3148218032642,934.858844283006,118.472816951576,0.117771936574582,-0.00846727651787216,0,0,0,0,0
185.03,-13.5164047587023,929.281754297597,116.213198669918,0.117939558283841,-0.00833422031663211,0,0,0,0,0
185.035,-12.7042566672125,924.043194673827,113.883443433826,0.118086610806824,-0.00820588362859087,0,0,0,0,0
185.04,-11.9124745970242,919.159848737313,111.522182523809,0.118278260135121,-0.00808106485505622,0,0,0,0,0
185.045,-11.1547705897773,914.582240257625,109.188663420975,0.11856433819464,-0.00795665461373818,0,0,0,0,0
185.05,-10.4223298883355,910.221888977007,106.974141900203,0.118955273038143,-0.00782827263302099,0,0,0,0,0
185.055,-9.69589324924569,905.984636949875,104.979871467235,0.119423177554103,-0.00769229945968197,0,0,0,0,0
185.06,-8.96256316372242,901.797488034778,103.2722169639,0.119921075503815,-0.00754905866709155,0,0,0,0,0
185.065,-8.22768193070631,897.620039180823,101.843159592263,0.12040900471239,-0.00740382818202456,0,0,0,0,0
185.07,-7.51543535215268,893.439923383954,100.603671674909,0.120875934097491,-0.00726518365668283,0,0,0,0,0
185.075,-6.8580434525921,889.256724756237,99.4199906672874,0.121339423088544,-0.00714036751704505,0,0,0,0,0
185.08,-6.27776701702929,885.0674063641,98.1784379709267,0.121831220643408,-0.00703023472803321,0,0,0,0,0
185.085,-5.76902610328198,880.86210644339,96.8451124118942,0.122371126837711,-0.00692797113383781,0,0,0,0,0
185.09,-5.2918127648833,876.633381596773,95.4854687879234,0.122960076642002,-0.00681999267530564,0,0,0,0,0
185.095,-4.78289872755592,872.39569984874,94.2296553982255,0.123576706470014,-0.00669261457294323,0,0,0,0,0
185.1,-4.18139698571546,868.201893207387,93.2023847701147,0.124194905890761,-0.00653734067084077,0,0,0,0,0
185.105,-3.45531330902542,864.144193853674,92.458705390653,0.124798378814118,-0.00635581752363312,0,0,0,0,0
185.11,-2.61135281567357,860.335160131089,91.9629590203055,0.125382767330577,-0.00615932403271835,0,0,0,0,0
185.115,-1.68027920590289,856.871796876,91.6200750615718,0.12595250244594,-0.00596506961214405,0,0,0,0,0
185.12,-0.688887154128313,853.796647610266,91.3377058953905,0.126505451923865,-0.00579072005388537,0,0,0,0,0
185.125,0.36097271720161,851.077217220625,91.0823467269478,0.127029482931593,-0.00564807616197571,0,0,0,0,0
185.13,1.49176882411214,848.615594006669,90.899143442112,0.127509163323973,-0.00553869690772846,0,0,0,0,0
185.135,2.72957476341017,846.290765020583,90.8850966954538,0.127938779905143,-0.00545354292119871,0,0,0,0,0
185.14,4.08032562041748,844.017424491515,91.1303874001781,0.128333602485899,-0.00537580615085309,0,0,0,0,0
185.145,5.51851694988763,841.800365259166,91.6590254307532,0.128726449200418,-0.00528779110138766,0,0,0,0,0
185.15,6.99344131753935,839.765558830948,92.4003742623862,0.129149332305474,-0.0051791570278511,0,0,0,0,0
185.155,8.44923981116746,838.153270261975,93.204197746914,0.129613902006035,-0.00505286375690062,0,0,0,0,0
185.16,9.84798506939592,837.266458654014,93.8875539814066,0.130097568496786,-0.00492739368843853,0,0,0,0,0
185.165,11.1830194985153,837.379800496004,94.2880513410308,0.130550065703159,-0.00483233034035502,0,0,0,0,0
185.17,12.4711040547622,838.624014243366,94.3010109646478,0.130915580767096,-0.00479911750881235,0,0,0,0,0
185.175,13.7207520145871,840.876901633421,93.8906761073438,0.131178440105738,-0.0048468358707412,0,0,0,0,0
185.18,14.892534026639,843.695826603825,93.0750163819952,0.131390864063557,-0.00497013664962642,42.6230259071484,52.5331907042773,7.91639130654788,0.0345925368973974,0.0646723629131826
185.185,15.8804457560383,846.325805619569,91.889718637364,0.131669342146181,-0.00513548522734475,48.3440011569827,91.3551467229572,5.01649710526147,0.0244497366096306,0.0477785071974176
185.19,16.5348122233331,847.796541226071,90.3407894485376,0.132152078495082,-0.00529009251877277,47.7540629040591,141.407766344635,-0.114106296886243,0.0238760879528532,0.0346148564052826
185.195,16.7184096644679,847.085327766918,88.3622925474282,0.132946417428339,-0.00538064746143274,40.5255188406462,200.945362312014,-6.14215643223459,0.0279228372675682,0.0244103491063078
185.2,16.354914296824,843.292567037021,85.8019179390253,0.134088406362067,-0.00537167312421882,27.6761018028435,266.546775657227,-11.0390908599604,0.0341787717732338,0.0167025759241645
185.205,15.424016159796,835.764820769098,82.4520850327769,0.13555644376431,-0.00525135683509814,11.1092743616578,333.426053635692,-12.7469770226067,0.0413506918408537,0.011048835234733
185.21,13.9027345224693,824.146462192679,78.1194812500989,0.137324610667584,-0.00502223715615024,-6.96471090542671,396.242744160576,-9.96451882019364,0.048746461039098,0.00698802638687229
185.215,11.7152889326855,808.381335573289,72.6951962326639,0.13940655550062,-0.00468816402259697,-24.4694856304583,450.24072058963,-2.70310826236418,0.0559462241275313,0.00408877690346354
185.22,8.7597118496595,788.696027198632,66.1832675995486,0.141863905314973,-0.00424823849564004,-39.6869378368154,492.325673073546,7.65614668624356,0.0625695417947361,0.00200501622878202
185.225,5.00216439700806,765.56683961564,58.6821468190878,0.144753934304934,-0.00370491525432637,-51.3542375416633,521.677462419533,18.8506989086701,0.0681642399885189,0.000508245274680408
185.23,0.551523946099563,739.656161636904,50.3547648156703,0.148075468233566,-0.00307338053554262,-58.7543399913852,539.674286502605,28.5567739923285,0.0722336729953359,-0.000511090285821914
185.235,-4.36072994889275,711.709751482715,41.4242337997437,0.151756945626455,-0.00238058790337126,-61.8206514035033,549.191614324476,35.1668117867898,0.0744044269433615,-0.00108149461087353
185.24,-9.48201377279801,682.439243318727,32.1907935209169,0.155694945952882,-0.00164848346821789,-61.1674574018444,553.591384094643,38.1870304153875,0.0746433032209475,-0.00121229018792224
185.245,-14.6327821265864,652.449187935464,23.0279968933926,0.159817917806138,-0.000870724791066202,-57.9496923975973,555.799004567113,38.1305055337915,0.073359673043766,-0.000945486984196553
185.25,-19.7154507406631,622.248472499392,14.3233211310836,0.164103703545254,-8.90058581548558e-06,-53.5510341359964,557.746058148575,36.0342772915661,0.0712917230128227,-0.000373305682675129
185.255,-24.6496456248705,592.327467292395,6.37598142104463,0.168543895127377,0.000984454760423525,-49.2120535272836,560.241788193733,32.889710042185,0.0692106496898408,0.000384548416420882
185.26,-29.3176557864008,563.221625287967,-0.690299098538745,0.173078123028709,0.00212758228722187,-45.7501403409604,563.165192728722,29.2714498942071,0.0676447969771974,0.00121554750577246
185.265,-33.5846374005614,535.499587905527,-6.94145391457043,0.177575162772577,0.00338581281441364,-43.4694092993909,565.820467539052,25.298881599808,0.0667898234275062,0.00203601104417001
185.27,-37.3729900812805,509.672173810241,-12.5601342218219,0.181862864836761,0.00467761462938099,-42.2555114474545,567.320955536973,20.8616143989511,0.0665932648496148,0.00279697121618705
185.275,-40.7144638415923,486.073097312411,-17.7258821746082,0.185806274603821,0.00591177950388044,-41.7646000429858,566.920112804094,15.9089363850006,0.0669068654247591,0.00347960401999114
185.28,-43.7277499752682,464.779303650201,-22.5149024853944,0.189353971144143,0.00702826343595075,-41.6014190819274,564.245206492955,10.6075987725436,0.0675815448014532,0.0040910759469821
185.285,-46.5376467937557,445.606711520139,-26.8698380694377,0.192544304415771,0.00801778968016265,-41.4364726327945,559.410210307864,5.29426008742228,0.0684897591349165,0.00465835580115581
185.29,-49.1991656008792,428.17590679014,-30.6459714373732,0.195465140506381,0.00890975123314297,-41.0735149343163,552.993165598001,0.296113093903955,0.0694926389137343,0.00521999227774539
185.295,-51.6795910936503,412.007311459113,-33.6952900502213,0.19821959532161,0.00974640947775507,-40.4878598681247,545.894383064457,-4.23008781610812,0.0704495361547206,0.00580650141358319
185.3,-53.9005665454406,396.614303790094,-35.9323987909372,0.20091210507695,0.0105640692076181,-39.8275128037446,539.125800407465,-8.32665210250109,0.0712511960709905,0.00642455709868317
185.305,-55.7958578333064,381.582508490919,-37.3481974569027,0.20363422439378,0.0113862582776059,-39.3549100216469,533.600514439559,-12.1305093940237,0.0718686959161259,0.00705043229019597
185.31,-57.3362106972813,366.633356257337,-37.9806681293521,0.206440063386442,0.0122222531715289,-39.3331926873513,529.988364114383,-15.7344791134617,0.0723482160417928,0.00764573146251762
185.315,-58.5113499902258,351.661017273061,-37.8797340182503,0.209309998750506,0.0130592244175465,-39.9039972011908,528.66647102876,-19.1228351524619,0.0727553514195902,0.00818165203031379
185.32,-59.3015616187508,336.721386862293,-37.0943082103813,0.212126972170907,0.0138530155482242,-41.0195938253209,529.746002508471,-22.2155587606349,0.0731095389914722,0.00865689751337284
185.325,-59.6743283421116,321.970910016181,-35.6800106557083,0.21471270224865,0.014531536033443,-42.4636081158262,533.131278772683,-24.9651711163889,0.073365106357802,0.00909185758318981
185.33,-59.6077349105127,307.57669821442,-33.7058687338484,0.216901451185384,0.015017168040761,-43.9452843804659,538.575136693808,-27.4154292804889,0.0734598842930678,0.00950424654383614
185.335,-59.1146884837546,293.636728127816,-31.2453072021501,0.218621111351181,0.0152601468702935,-45.2145382206494,545.726785127387,-29.6746472231371,0.0733893983535678,0.00988372926240788
185.34,-58.2451939955678,280.142405429852,-28.359185479507,0.219905948067784,0.0152609779972583,-46.138643770525,554.184092117779,-31.8342934626541,0.0732431936103326,0.0101882457383752
185.345,-57.0687085903535,266.989269090112,-25.0926498610926,0.22087154606495,0.0150717317816873,-46.7128923388106,563.56476970297,-33.9054888906291,0.0731657194700068,0.0103645238006687
185.35,-55.6560537657941,254.018293680046,-21.4992424117126,0.221654040039432,0.0147729902209428,-47.0199471543785,573.579721510049,-35.8264989874627,0.0732802122007754,0.0103775762921373
185.355,-54.072828005878,241.061301659498,-17.6796275254732,0.222371568207688,0.0144473068428973,-47.1730962850359,584.084322853777,-37.5333879911311,0.0736181305717345,0.010229424535749
185.36,-52.3820781946404,227.974458706755,-13.8018194348714,0.223117461025587,0.0141601532274497,-47.2718467394218,595.083961771421,-39.0361571616479,0.0741109605729287,0.00995494887038606
185.365,-50.6497244404707,214.660369337314,-10.0772978865519,0.223959832875479,0.0139508666186122,-47.3746331549454,606.697360332383,-40.4417867884536,0.07463035514424,0.00960472677617807
185.37,-48.9445488016669,201.077650008919,-6.70076878121336,0.224946815130835,0.0138313296837378,-47.4820466105053,619.098149563134,-41.9099005282547,0.0750439699174261,0.0092288867508683
185.375,-47.3293048682732,187.24012156363,-3.79416101272036,0.226092832325639,0.0137854516200838,-47.5337831334363,632.454405286947,-43.5769590262366,0.0752722571589439,0.00886501266717549
185.38,-45.8450108592671,173.207205866302,-1.39390015547249,0.227377379867576,0.0137709581303959,-47.4283238608838,646.875076024961,-45.5048101722289,0.0753003313021126,0.00853599960564272
185.385,-44.4961126348523,159.067567194156,0.516997182501362,0.228774724354571,0.013729655317978,-47.0624746359095,662.375632984355,-47.6857749868139,0.075172945456319,0.00824599009188137
185.39,-43.2483161708309,144.923727604205,1.96792078478386,0.23030814718285,0.0136095937591385,-46.3709205806415,678.867008879517,-50.0921905326042,0.0749541389288717,0.0079832427898277
185.395,-42.0438917993248,130.886406717703,2.98809782724692,0.232118149011842,0.0133990969176788,-45.3418045187273,696.175083979939,-52.7268035586492,0.0746976063040601,0.00772495444121146
185.4,-40.8259217652064,117.078746712275,3.62551028693871,0.23447560767944,0.0131591109760163,-44.001338175751,714.084650224781,-55.6322866117571,0.0744306982911709,0.00744789812689856
185.405,-39.5595932801725,103.644902149516,3.96615203959315,0.237726996850102,0.0130345581280413,-42.3831413021779,732.391770774565,-58.8490173231843,0.0741534762130065,0.00714230098074514
185.41,-38.2380337882408,90.7493685712468,4.12332770647866,0.242158165074611,0.0132199187378382,-40.5065086842429,750.943540537838,-62.349686284942,0.0738592349003535,0.00681670948232638
