time,hip_flexion_l_moment,hip_adduction_l_moment,hip_rotation_l_moment,knee_angle_l_moment,ankle_angle_l_moment,subtalar_angle_l_moment,hip_flexion_r_moment,hip_adduction_r_moment,hip_rotation_r_moment,knee_angle_r_moment,ankle_angle_r_moment,subtalar_angle_r_moment
185,-0.128790956803049,-0.631166186093912,-0.0273416578929957,-0.264997949840484,-0.63535336927926,0.101418780279535,-0.178036665875054,-0.0632189620006205,0.0129454815101919,-0.165288497491937,0.00518088713061799,-0.00113382884738962
185.005,-0.128954453057646,-0.628859290696853,-0.0273967058002143,-0.265238112739305,-0.635981590529674,0.101009871137911,-0.193222410925667,-0.0611703250681344,0.0142377623289011,-0.171068102398879,0.00374387219302769,-0.000680055971306014
185.01,-0.128805672317281,-0.625936982673028,-0.0274545733617087,-0.26541229780038,-0.636495953646512,0.10061417640023,-0.207190218490141,-0.0601401087158255,0.0154630226332273,-0.175729636393698,0.00240027951083372,-0.000304284297590479
185.015,-0.128281572065117,-0.622387681606933,-0.0275157712628706,-0.265520394243057,-0.636907868805935,0.10022719214629,-0.219661106290885,-0.0601833987663733,0.016592707700892,-0.179151027130919,0.00117524804557045,-1.83120069231278e-05
185.02,-0.12732392912394,-0.618209687746635,-0.0275805248955613,-0.265563314187602,-0.637230880262505,0.0998433872306886,-0.230368098654887,-0.0613306921622417,0.017599673232561,-0.181227168703061,9.36272116599034e-05,0.000167485863856375
185.025,-0.125881652388182,-0.613411977897463,-0.0276487724940166,-0.265543527967052,-0.637480753123215,0.099456366539357,-0.239063978883681,-0.0635859826086979,0.0184586722215171,-0.18187323717908,-0.000820519239791582,0.000244547580864746
185.03,-0.123912971532585,-0.608014692571781,-0.0277201650755185,-0.265465556626583,-0.637675508300108,0.0990590734204133,-0.245529082153296,-0.0669255646023331,0.0191467897624738,-0.181027693236118,-0.00154443611798082,0.000206499838426924
185.035,-0.12138741688953,-0.602049286139518,-0.0277940674776745,-0.265336391839901,-0.637835399782133,0.0986440281886865,-0.249578894509817,-0.0712976122696385,0.019643820405729,-0.178654874545703,-0.00205722014779079,4.95063995464503e-05
185.04,-0.118287507833305,-0.595558320995552,-0.0278695599441802,-0.265165814803629,-0.637982830009838,0.098203598098384,-0.251071206678391,-0.0766225594800373,0.0199325847750459,-0.174747085186482,-0.00234037643785902,-0.000227421096576246
185.045,-0.114610072263478,-0.588594896324456,-0.0279454398650979,-0.264966588108033,-0.638142200572055,0.0977302926698606,-0.249912561984054,-0.0827942766965379,0.0199991841955735,-0.169326096955673,-0.00237837954661922,-0.000622161120333421
185.05,-0.110367128185776,-0.581221711598268,-0.0280202234082312,-0.264754498095282,-0.638339696592672,0.0972170768287548,-0.2460637371091,-0.0896820095835727,0.0198331939086956,-0.162443988130406,-0.00215922933671851,-0.00112927932512526
185.055,-0.105586269903326,-0.573509774289034,-0.0280921468777315,-0.264548229772818,-0.638603004046724,0.0966576930540668,-0.239544003858965,-0.0971330160731533,0.0194277969839184,-0.154183258990237,-0.00167499042606221,-0.0017398940681537
185.06,-0.10031051581502,-0.565536770334495,-0.0281591677087519,-0.264369061912342,-0.638960959929537,0.0960469827132686,-0.230433940410691,-0.104975813836855,0.0187798621951643,-0.144656180151736,-0.000922302632191577,-0.00244161854656436
185.065,-0.0945975920232426,-0.557385124697801,-0.0282189650669874,-0.264240376475055,-0.639443135848573,0.0953811960492573,-0.218876592078913,-0.113023930143133,0.017889969859666,-0.134003349265789,9.71515578441617e-05,-0.00321858627992167
185.07,-0.088518645501646,-0.549139788034693,-0.0282689400900743,-0.26418698385525,-0.640079356381788,0.0946582799184907,-0.205076824353648,-0.121080031820254,0.0167623899243842,-0.122391453540324,0.00137623768453187,-0.00405156500012822
185.075,-0.0821564019318452,-0.540885794181481,-0.0283062159061143,-0.264234273449777,-0.640899154596407,0.0938781323852677,-0.189298764185242,-0.128940305059631,0.0154050164445932,-0.11001025939305,0.00290203435054165,-0.00491816211993696
185.08,-0.0756028057815827,-0.53270564201614,-0.0283276377107158,-0.264407207478107,-0.641931168548532,0.0930428136619061,-0.171861287974104,-0.136398953251558,0.0138292620829592,-0.0970688756928077,0.00465558938040905,-0.00579312285532456
185.085,-0.0689562028924833,-0.52467656420435,-0.0283297733862143,-0.264729184451955,-0.643202484428962,0.0921567036474837,-0.153131584643512,-0.143252685707177,0.0120499154462866,-0.0837913627668962,0.00661178402930025,-0.00664871979229211
185.09,-0.0623181477583846,-0.516867754207002,-0.0283089154011761,-0.265220806817453,-0.644737934269719,0.0912265974533833,-0.133516897160258,-0.149305080358451,0.0100849630764689,-0.0704117847707453,0.00873932170592872,-0.00745523023733024
