time,left,right
155,1,1
155.005,1,1
155.01,1,1
155.015,1,1
155.02,1,1
155.025,1,1
155.03,1,1
155.035,1,1
155.04,1,1
155.045,1,1
155.05,1,1
155.055,1,1
155.06,1,1
155.065,1,1
155.07,1,1
155.075,1,1
155.08,1,1
155.085,1,1
155.09,1,1
155.095,1,1
155.1,1,1
155.105,1,1
155.11,1,1
155.115,1,1
155.12,1,1
155.125,1,1
155.13,1,1
155.135,1,1
155.14,1,1
155.145,1,1
155.15,1,1
155.155,1,1
155.16,1,1
155.165,1,1
155.17,1,1
155.175,1,1
155.18,1,1
155.185,1,1
155.19,1,1
155.195,1,1
155.2,1,1
155.205,1,1
155.21,1,1
155.215,1,1
155.22,1,1
155.225,1,1
155.23,1,1
155.235,1,1
155.24,1,1
155.245,1,1
155.25,1,1
155.255,1,1
155.26,1,1
155.265,1,1
155.27,1,1
155.275,1,1
155.28,1,1
155.285,1,1
155.29,1,1
155.295,1,1
155.3,1,1
155.305,1,1
155.31,1,1
155.315,1,1
155.32,1,1
155.325,1,1
155.33,1,1
155.335,1,1
155.34,1,1
155.345,1,1
155.35,1,1
155.355,1,1
155.36,1,1
155.365,1,1
155.37,1,1
155.375,1,1
155.38,1,1
155.385,1,1
155.39,1,1
155.395,1,1
155.4,1,1
155.405,1,1
155.41,1,1
155.415,1,1
155.42,1,1
155.425,1,1
155.43,1,1
155.435,1,1
155.44,1,1
155.445,1,1
155.45,1,1
155.455,1,1
155.46,1,1
155.465,1,1
155.47,1,1
155.475,1,1
155.48,1,1
155.485,1,1
155.49,1,1
155.495,1,1
155.5,1,1
155.505,1,1
155.51,1,1
155.515,1,1
155.52,1,1
155.525,1,1
155.53,1,1
155.535,1,1
155.54,1,1
155.545,1,1
155.55,1,1
155.555,1,1
155.56,1,1
155.565,1,1
155.57,1,1
155.575,1,1
155.58,1,1
155.585,1,1
155.59,1,1
155.595,1,1
155.6,1,1
155.605,1,1
155.61,1,1
155.615,1,1
155.62,1,1
155.625,1,1
155.63,1,1
155.635,1,1
155.64,1,1
155.645,1,1
155.65,1,1
155.655,1,1
155.66,1,1
155.665,1,1
155.67,1,1
155.675,1,1
155.68,1,1
155.685,1,1
155.69,1,1
155.695,1,1
155.7,1,1
155.705,1,1
155.71,1,1
155.715,1,1
155.72,1,1
155.725,1,1
155.73,1,1
155.735,1,1
155.74,1,1
155.745,1,1
155.75,1,1
155.755,1,1
155.76,1,1
155.765,1,1
155.77,1,1
155.775,1,1
155.78,1,1
155.785,1,1
155.79,1,1
155.795,1,1
155.8,1,1
155.805,1,1
155.81,1,1
155.815,1,1
155.82,1,1
155.825,1,1
155.83,1,1
155.835,1,1
155.84,1,1
155.845,1,1
155.85,1,1
155.855,1,1
155.86,1,1
155.865,1,1
155.87,1,1
155.875,1,1
155.88,1,1
155.885,1,1
155.89,1,1
155.895,1,1
155.9,1,1
155.905,1,1
155.91,1,1
155.915,1,1
155.92,1,1
155.925,1,1
155.93,1,1
155.935,1,1
155.94,1,1
155.945,1,1
155.95,1,1
155.955,1,1
155.96,1,1
155.965,1,1
155.97,1,1
155.975,1,1
155.98,1,1
155.985,1,1
155.99,1,1
155.995,1,1
156,1,1
156.005,1,1
156.01,1,1
156.015,1,1
156.02,1,1
156.025,1,1
156.03,1,1
156.035,1,1
156.04,1,1
156.045,1,1
156.05,1,1
156.055,1,1
156.06,1,1
156.065,1,1
156.07,1,1
156.075,1,1
156.08,1,1
156.085,1,1
156.09,1,1
156.095,1,1
156.1,1,1
156.105,1,1
156.11,1,1
156.115,1,1
156.12,1,1
156.125,1,1
156.13,1,1
156.135,1,1
156.14,1,1
156.145,1,1
156.15,1,1
156.155,1,1
156.16,1,1
156.165,1,1
156.17,1,1
156.175,1,1
156.18,1,1
156.185,1,1
156.19,1,1
156.195,1,1
156.2,1,1
156.205,1,1
156.21,1,1
156.215,1,1
156.22,1,1
156.225,1,1
156.23,1,1
156.235,1,1
156.24,1,1
156.245,1,1
156.25,1,1
156.255,1,1
156.26,1,1
156.265,1,1
156.27,1,1
156.275,1,1
156.28,1,1
156.285,1,1
156.29,1,1
156.295,1,1
156.3,1,1
156.305,1,1
156.31,1,1
156.315,1,1
156.32,1,1
156.325,1,1
156.33,1,1
156.335,1,1
156.34,1,1
156.345,1,1
156.35,1,1
156.355,1,1
156.36,1,1
156.365,1,1
156.37,1,1
156.375,1,1
156.38,1,1
156.385,1,1
156.39,1,1
156.395,1,1
156.4,1,1
156.405,1,1
156.41,1,1
156.415,1,1
156.42,1,1
156.425,1,1
156.43,1,1
156.435,1,1
156.44,1,1
156.445,1,1
156.45,1,1
156.455,1,1
156.46,1,1
156.465,1,1
156.47,1,1
156.475,1,1
156.48,1,1
156.485,1,1
156.49,1,1
156.495,1,1
156.5,1,1
156.505,1,1
156.51,1,1
156.515,1,1
156.52,1,1
156.525,1,1
156.53,1,1
156.535,1,1
156.54,1,1
156.545,1,1
156.55,1,1
156.555,1,1
156.56,1,1
156.565,1,1
156.57,1,1
156.575,1,1
156.58,1,1
156.585,1,1
156.59,1,1
156.595,1,1
156.6,1,1
156.605,1,1
156.61,1,1
156.615,1,1
156.62,1,1
156.625,1,1
156.63,1,1
156.635,1,1
156.64,1,1
156.645,1,1
156.65,1,1
156.655,1,1
156.66,1,1
156.665,1,1
156.67,1,1
156.675,1,1
156.68,1,1
156.685,1,1
156.69,1,1
156.695,1,1
156.7,1,1
156.705,1,1
156.71,1,1
156.715,1,1
156.72,1,1
156.725,1,1
156.73,1,1
156.735,1,1
156.74,1,1
156.745,1,1
156.75,1,1
156.755,1,1
156.76,1,1
156.765,1,1
156.77,1,1
156.775,1,1
156.78,1,1
156.785,1,1
156.79,1,1
156.795,1,1
156.8,1,1
156.805,1,1
156.81,1,1
156.815,1,1
156.82,1,1
156.825,1,1
156.83,1,1
156.835,1,1
156.84,1,1
156.845,1,1
156.85,1,1
156.855,1,1
156.86,1,1
156.865,1,1
156.87,1,1
156.875,1,1
156.88,1,1
156.885,1,1
156.89,1,1
156.895,1,1
156.9,1,1
156.905,1,1
156.91,1,1
156.915,1,1
156.92,1,1
156.925,1,1
156.93,1,1
156.935,1,1
156.94,1,1
156.945,1,1
156.95,1,1
156.955,1,1
156.96,1,1
156.965,1,1
