time,left,right
120,1,1
120.005,1,1
120.01,1,1
120.015,1,1
120.02,1,1
120.025,1,1
120.03,1,1
120.035,1,1
120.04,1,1
120.045,1,1
120.05,1,1
120.055,1,1
120.06,1,1
120.065,1,1
120.07,1,1
120.075,1,1
120.08,1,1
120.085,1,1
120.09,1,1
120.095,1,1
120.1,1,1
120.105,1,1
120.11,1,1
120.115,1,1
120.12,1,1
120.125,1,1
120.13,1,1
120.135,1,1
120.14,1,1
120.145,1,1
120.15,1,1
120.155,1,1
120.16,1,1
120.165,1,1
120.17,1,1
120.175,1,1
120.18,1,1
120.185,1,1
120.19,1,1
120.195,1,1
120.2,1,1
120.205,1,1
120.21,1,1
120.215,1,1
120.22,1,1
120.225,1,1
120.23,1,1
120.235,1,1
120.24,1,1
120.245,1,1
120.25,1,1
120.255,1,1
120.26,1,1
120.265,1,1
120.27,1,1
120.275,1,1
120.28,1,1
120.285,1,1
120.29,1,1
120.295,1,1
120.3,1,1
120.305,1,1
120.31,1,1
120.315,1,1
120.32,1,1
120.325,1,1
120.33,1,1
120.335,1,1
120.34,1,1
120.345,1,1
120.35,1,1
120.355,1,1
120.36,1,1
120.365,1,1
120.37,1,1
120.375,1,1
120.38,1,1
120.385,1,1
120.39,1,1
120.395,1,1
120.4,1,1
120.405,1,1
120.41,1,1
120.415,1,1
120.42,1,1
120.425,1,1
120.43,1,1
120.435,1,1
120.44,1,1
120.445,1,1
120.45,1,1
120.455,1,1
120.46,1,1
120.465,1,1
120.47,1,1
120.475,1,1
120.48,1,1
120.485,1,1
120.49,1,1
120.495,1,1
120.5,1,1
120.505,1,1
120.51,1,1
120.515,1,1
120.52,1,1
120.525,1,1
120.53,1,1
120.535,1,1
120.54,1,1
120.545,1,1
120.55,1,1
120.555,1,1
120.56,1,1
120.565,1,1
120.57,1,1
120.575,1,1
120.58,1,1
120.585,1,1
120.59,1,1
120.595,1,1
120.6,1,1
120.605,1,1
120.61,1,1
120.615,1,1
120.62,1,1
120.625,1,1
120.63,1,1
120.635,1,1
120.64,1,1
120.645,1,1
120.65,1,1
120.655,1,1
120.66,1,1
120.665,1,1
120.67,1,1
120.675,1,1
120.68,1,1
120.685,1,1
120.69,1,1
120.695,1,1
120.7,1,1
120.705,1,1
120.71,1,1
120.715,1,1
120.72,1,1
120.725,1,1
120.73,1,1
120.735,1,1
120.74,1,1
120.745,1,1
120.75,1,1
120.755,1,1
120.76,1,1
120.765,1,1
120.77,1,1
120.775,1,1
120.78,1,1
120.785,1,1
120.79,1,1
120.795,1,1
120.8,1,1
120.805,1,1
120.81,1,1
120.815,1,1
120.82,1,1
120.825,1,1
120.83,1,1
120.835,1,1
120.84,1,1
120.845,1,1
120.85,1,1
120.855,1,1
120.86,1,1
120.865,1,1
120.87,1,1
120.875,1,1
120.88,1,1
120.885,1,1
120.89,1,1
120.895,1,1
120.9,1,1
120.905,1,1
120.91,1,1
120.915,1,1
120.92,1,1
120.925,1,1
120.93,1,1
120.935,1,1
120.94,1,1
120.945,1,1
120.95,1,1
120.955,1,1
120.96,1,1
120.965,1,1
120.97,1,1
120.975,1,1
120.98,1,1
120.985,1,1
120.99,1,1
120.995,1,1
121,1,1
121.005,1,1
121.01,1,1
121.015,1,1
121.02,1,1
121.025,1,1
121.03,1,1
121.035,1,1
121.04,1,1
121.045,1,1
121.05,1,1
121.055,1,1
121.06,1,1
121.065,1,1
121.07,1,1
121.075,1,1
121.08,1,1
121.085,1,1
121.09,1,1
121.095,1,1
121.1,1,1
121.105,1,1
121.11,1,1
121.115,1,1
121.12,1,1
121.125,1,1
121.13,1,1
121.135,1,1
121.14,1,1
121.145,1,1
121.15,1,1
121.155,1,1
121.16,1,1
121.165,1,1
121.17,1,1
121.175,1,1
121.18,1,1
121.185,1,1
121.19,1,1
121.195,1,1
121.2,1,1
121.205,1,1
121.21,1,1
121.215,1,1
121.22,1,1
121.225,1,1
121.23,1,1
121.235,1,1
121.24,1,1
121.245,1,1
121.25,1,1
121.255,1,1
121.26,1,1
121.265,1,1
121.27,1,1
121.275,1,1
121.28,1,1
121.285,1,1
121.29,1,1
121.295,1,1
121.3,1,1
121.305,1,1
121.31,1,1
121.315,1,1
121.32,1,1
121.325,1,1
121.33,1,1
121.335,1,1
121.34,1,1
121.345,1,1
121.35,1,1
121.355,1,1
121.36,1,1
121.365,1,1
121.37,1,1
121.375,1,1
121.38,1,1
121.385,1,1
121.39,1,1
121.395,1,1
121.4,1,1
121.405,1,1
121.41,1,1
121.415,1,1
121.42,1,1
121.425,1,1
121.43,1,1
121.435,1,1
121.44,1,1
121.445,1,1
121.45,1,1
121.455,1,1
121.46,1,1
121.465,1,1
121.47,1,1
121.475,1,1
121.48,1,1
121.485,1,1
121.49,1,1
121.495,1,1
121.5,1,1
121.505,1,1
121.51,1,1
121.515,1,1
121.52,1,1
121.525,1,1
121.53,1,1
121.535,1,1
121.54,1,1
121.545,1,1
121.55,1,1
121.555,1,1
121.56,1,1
121.565,1,1
121.57,1,1
121.575,1,1
121.58,1,1
121.585,1,1
121.59,1,1
121.595,1,1
121.6,1,1
121.605,1,1
