time_s,left_angle_x_deg,left_angular_velocity_x_dps,right_angle_x_deg,right_angular_velocity_x_dps,left_cmd_torque_nm,right_cmd_torque_nm,left_actual_torque_nm,right_actual_torque_nm
0.0000,-3.1921,2.3239,-3.2643,9.9982,0.0063,-0.0063,-0.0009,0.0043
0.0100,-3.2141,1.7136,-3.2698,11.2799,0.0058,-0.0058,-0.0009,0.0043
0.0200,-3.2470,0.4929,-3.2643,12.7448,0.0044,-0.0044,-0.0009,0.0043
0.0300,-3.2800,1.7746,-3.2314,14.6979,0.0016,-0.0016,-0.0009,0.0043
0.0400,-3.3129,1.2253,-3.1710,18.0548,-0.0030,0.0030,-0.0174,-0.0073
0.0500,-3.3569,0.3098,-3.0721,20.4962,-0.0102,0.0102,-0.0174,-0.0073
0.0600,-3.4173,-0.3006,-2.9677,21.7169,-0.0198,0.0198,-0.0009,-0.0073
0.0700,-3.4722,0.1877,-2.8688,20.0079,-0.0306,0.0306,-0.0009,-0.0073
0.0800,-3.5217,0.4318,-2.8249,13.5382,-0.0405,0.0405,-0.0033,-0.0275
0.0900,-3.5711,0.6760,-2.8249,10.5475,-0.0486,0.0486,-0.0033,-0.0275
0.1000,-3.6151,0.9811,-2.7974,13.7213,-0.0561,0.0561,-0.0009,-0.0012
0.1100,-3.6480,1.8967,-2.7315,16.9562,-0.0639,0.0639,-0.0009,-0.0012
0.1200,-3.6700,2.9953,-2.6491,18.1769,-0.0722,0.0722,-0.0024,-0.0012
0.1300,-3.6920,3.1174,-2.5612,18.1158,-0.0809,0.0809,-0.0197,0.0043
0.1400,-3.7139,2.8732,-2.4843,17.4445,-0.0895,0.0895,-0.0197,0.0043
0.1500,-3.7359,2.3239,-2.4129,17.7496,-0.0980,0.0980,-0.0197,0.0043
0.1600,-3.7634,1.8967,-2.3195,19.8248,-0.1072,0.1072,-0.0212,-0.0012
0.1700,-3.8018,1.2253,-2.2151,21.5948,-0.1174,0.1174,-0.0212,-0.0012
0.1800,-3.8403,1.4084,-2.0943,22.1442,-0.1289,0.1289,-0.0827,0.0519
0.1900,-3.8623,3.1784,-1.9899,20.8624,-0.1402,0.1402,-0.0827,0.0519
0.2000,-3.8842,3.1174,-1.8965,18.9093,-0.1511,0.1511,-0.0390,0.0458
0.2100,-3.9007,2.6291,-1.8306,16.4679,-0.1607,0.1607,-0.0390,0.0458
0.2200,-3.9172,2.7512,-1.7977,13.1720,-0.1687,0.1687,-0.0931,0.0732
0.2300,-3.9282,3.1174,-1.7757,11.7682,-0.1749,0.1749,-0.0931,0.0732
0.2400,-3.9392,3.1174,-1.7647,11.4630,-0.1797,0.1797,-0.0851,0.0689
0.2500,-3.9556,3.2394,-1.7482,11.5240,-0.1839,0.1839,-0.0851,0.0689
0.2600,-3.9721,2.8732,-1.7317,12.0734,-0.1876,0.1876,-0.1274,0.0702
0.2700,-3.9996,1.4084,-1.7043,12.7448,-0.1917,0.1917,-0.1274,0.0702
0.2800,-4.0380,0.7980,-1.6713,13.1720,-0.1965,0.1965,-0.0851,0.1104
0.2900,-4.0710,1.2863,-1.6439,12.7448,-0.2015,0.2015,-0.0851,0.1104
0.3000,-4.1040,1.9577,-1.6219,12.5006,-0.2064,0.2064,-0.0851,0.1104
0.3100,-4.1204,3.0563,-1.5944,12.6837,-0.2109,0.2109,-0.0851,0.1104
0.3200,-4.1314,4.0939,-1.5615,13.0499,-0.2152,0.2152,-0.0851,0.1104
0.3300,-4.1369,4.0329,-1.5395,12.5616,-0.2189,0.2189,-0.1927,0.1562
0.3400,-4.1534,2.2018,-1.5175,12.0123,-0.2225,0.2225,-0.1654,0.1934
0.3500,-4.1864,1.5915,-1.4955,12.2565,-0.2264,0.2264,-0.1654,0.1934
0.3600,-4.2083,2.9953,-1.4681,12.6837,-0.2305,0.2305,-0.1927,0.1903
0.3700,-4.2248,3.5446,-1.4516,11.3409,-0.2342,0.2342,-0.1927,0.1903
0.3800,-4.2413,2.8732,-1.4461,10.4254,-0.2373,0.2373,-0.2068,0.2025
0.3900,-4.2633,2.9953,-1.4296,11.2799,-0.2405,0.2405,-0.2068,0.2025
0.4000,-4.2743,3.9108,-1.4077,11.5851,-0.2436,0.2436,-0.2505,0.2025
0.4100,-4.2852,3.7888,-1.3912,10.9747,-0.2464,0.2464,-0.2505,0.2025
0.4200,-4.2907,3.7277,-1.3802,10.6085,-0.2488,0.2488,-0.2505,0.2025
0.4300,-4.3017,3.5446,-1.3692,10.8527,-0.2510,0.2510,-0.2505,0.2025
0.4400,-4.3127,3.6667,-1.3582,10.9137,-0.2532,0.2532,-0.2280,0.2025
0.4500,-4.3182,3.9719,-1.3527,10.3644,-0.2549,0.2549,-0.2280,0.2025
0.4600,-4.3292,3.6667,-1.3527,9.9982,-0.2564,0.2564,-0.2637,0.2300
0.4700,-4.3457,3.0563,-1.3582,10.1202,-0.2577,0.2577,-0.2637,0.2300
0.4800,-4.3621,2.9953,-1.3582,10.4254,-0.2590,0.2590,-0.2637,0.2300
0.4900,-4.3786,3.3615,-1.3527,10.6696,-0.2606,0.2606,-0.2637,0.2300
0.5000,-4.3951,3.6667,-1.3472,10.8527,-0.2622,0.2622,-0.2364,0.2672
0.5100,-4.4006,3.8498,-1.3417,10.8527,-0.2637,0.2637,-0.2552,0.2513
0.5200,-4.4061,4.0329,-1.3362,10.7916,-0.2649,0.2649,-0.2552,0.2513
0.5300,-4.4116,4.2770,-1.3307,10.8527,-0.2661,0.2661,-0.2552,0.2513
0.5400,-4.4116,4.3991,-1.3198,10.7916,-0.2672,0.2672,-0.2482,0.3221
0.5500,-4.4171,4.3381,-1.3088,10.7916,-0.2684,0.2684,-0.2482,0.3221
0.5600,-4.4226,4.2160,-1.3033,10.7306,-0.2695,0.2695,-0.2472,0.2654
0.5700,-4.4281,4.0939,-1.2923,10.6696,-0.2708,0.2708,-0.2472,0.2654
0.5800,-4.4336,3.9719,-1.2813,10.4254,-0.2721,0.2721,-0.2684,0.2129
0.5900,-4.4390,4.0939,-1.2758,9.9982,-0.2733,0.2733,-0.2552,0.2916
0.6000,-4.4445,4.3991,-1.2758,9.9371,-0.2742,0.2742,-0.2552,0.2916
0.6100,-4.4390,4.7653,-1.2648,10.1813,-0.2750,0.2750,-0.2552,0.2916
0.6200,-4.4390,4.7653,-1.2593,10.3644,-0.2757,0.2757,-0.2825,0.2672
0.6300,-4.4336,5.0095,-1.2483,10.3033,-0.2763,0.2763,-0.3041,0.2946
0.6400,-4.4226,5.4977,-1.2374,10.3033,-0.2767,0.2767,-0.3041,0.2946
0.6500,-4.4116,5.0705,-1.2264,10.7306,-0.2770,0.2770,-0.3041,0.2946
0.6600,-4.4061,4.8874,-1.2099,10.9747,-0.2775,0.2775,-0.2402,0.2410
0.6700,-4.4006,5.0705,-1.1989,10.7916,-0.2780,0.2780,-0.2402,0.2410
0.6800,-4.3896,5.3757,-1.1879,10.3033,-0.2784,0.2784,-0.2721,0.2885
0.6900,-4.3841,5.1315,-1.1879,9.9982,-0.2784,0.2784,-0.2721,0.2885
0.7000,-4.3786,4.7043,-1.1934,9.8151,-0.2781,0.2781,-0.3168,0.2684
0.7100,-4.3841,4.4601,-1.1989,9.8151,-0.2780,0.2780,-0.3168,0.2684
0.7200,-4.3841,4.3991,-1.1989,10.1202,-0.2778,0.2778,-0.2909,0.2885
0.7300,-4.3841,4.5822,-1.1989,10.6085,-0.2778,0.2778,-0.2909,0.2885
0.7400,-4.3841,4.8264,-1.1879,11.0358,-0.2780,0.2780,-0.2909,0.2885
0.7500,-4.3841,5.0705,-1.1769,11.4020,-0.2785,0.2785,-0.2909,0.2885
0.7600,-4.3786,5.0705,-1.1605,11.4630,-0.2792,0.2792,-0.2707,0.2422
0.7700,-4.3786,4.8264,-1.1495,11.2189,-0.2799,0.2799,-0.2707,0.2422
0.7800,-4.3786,4.7043,-1.1440,10.7916,-0.2806,0.2806,-0.2684,0.2684
0.7900,-4.3731,4.8264,-1.1385,10.6085,-0.2810,0.2810,-0.2684,0.2684
0.8000,-4.3731,4.8264,-1.1330,10.6085,-0.2815,0.2815,-0.2623,0.2684
0.8100,-4.3676,4.8264,-1.1275,10.7306,-0.2818,0.2818,-0.2623,0.2684
0.8200,-4.3676,4.9484,-1.1165,11.0968,-0.2823,0.2823,-0.2623,0.2684
0.8300,-4.3621,4.9484,-1.1000,11.4020,-0.2830,0.2830,-0.2623,0.2684
0.8400,-4.3566,4.7043,-1.0836,11.5851,-0.2837,0.2837,-0.2886,0.2867
0.8500,-4.3566,4.5822,-1.0671,11.2189,-0.2847,0.2847,-0.2660,0.3148
0.8600,-4.3566,4.5212,-1.0616,10.7916,-0.2855,0.2855,-0.2660,0.3148
0.8700,-4.3566,4.5822,-1.0506,10.6696,-0.2864,0.2864,-0.2660,0.3148
0.8800,-4.3566,4.5822,-1.0451,10.7306,-0.2871,0.2871,-0.2660,0.3148
0.8900,-4.3566,4.5822,-1.0341,10.8527,-0.2879,0.2879,-0.2684,0.3129
0.9000,-4.3566,4.6432,-1.0286,11.0968,-0.2886,0.2886,-0.2599,0.2593
0.9100,-4.3566,4.6432,-1.0176,11.1578,-0.2894,0.2894,-0.2599,0.2593
0.9200,-4.3566,4.5822,-1.0066,11.0968,-0.2903,0.2903,-0.2684,0.2684
0.9300,-4.3621,4.5212,-0.9957,11.0358,-0.2913,0.2913,-0.2684,0.2684
0.9400,-4.3621,4.5212,-0.9847,11.0968,-0.2923,0.2923,-0.2660,0.3221
0.9500,-4.3621,4.5212,-0.9737,11.0968,-0.2933,0.2933,-0.2660,0.3221
0.9600,-4.3621,4.6432,-0.9627,10.9137,-0.2943,0.2943,-0.2660,0.2702
0.9700,-4.3621,4.8874,-0.9517,10.6085,-0.2953,0.2953,-0.2660,0.2702
0.9800,-4.3566,4.9484,-0.9462,10.5475,-0.2959,0.2959,-0.2862,0.3087
0.9900,-4.3512,4.8264,-0.9407,10.5475,-0.2964,0.2964,-0.2862,0.3087
1.0000,-4.3512,4.7653,-0.9297,10.5475,-0.2970,0.2970,-0.2862,0.3087
1.0100,-4.3457,4.8264,-0.9243,10.6085,-0.2974,0.2974,-0.2862,0.3087
1.0200,-4.3457,4.8264,-0.9133,10.7916,-0.2980,0.2980,-0.2862,0.3087
1.0300,-4.3402,4.8264,-0.9023,10.8527,-0.2985,0.2985,-0.2684,0.2702
1.0400,-4.3402,4.8874,-0.8913,10.7916,-0.2992,0.2992,-0.3050,0.2959
1.0500,-4.3347,5.0095,-0.8858,10.5475,-0.2997,0.2997,-0.3050,0.2959
1.0600,-4.3292,4.9484,-0.8803,10.2423,-0.3000,0.3000,-0.3050,0.2959
1.0700,-4.3292,4.7653,-0.8748,10.1202,-0.3004,0.3004,-0.3050,0.2959
1.0800,-4.3237,4.7653,-0.8748,10.2423,-0.3004,0.3004,-0.3050,0.2959
1.0900,-4.3237,4.9484,-0.8693,10.4254,-0.3007,0.3007,-0.3074,0.2824
1.1000,-4.3182,4.9484,-0.8583,10.6696,-0.3010,0.3010,-0.3050,0.2824
1.1100,-4.3072,5.0705,-0.8473,10.8527,-0.3012,0.3012,-0.3050,0.2824
1.1200,-4.3017,5.1315,-0.8364,10.9137,-0.3015,0.3015,-0.2919,0.3221
1.1300,-4.2962,5.1315,-0.8309,10.7916,-0.3017,0.3017,-0.2919,0.3221
1.1400,-4.2907,4.8874,-0.8199,10.7306,-0.3019,0.3019,-0.2919,0.3221
1.1500,-4.2907,4.3381,-0.8089,10.7916,-0.3025,0.3025,-0.2919,0.3221
1.1600,-4.2962,4.1550,-0.8034,10.7306,-0.3031,0.3031,-0.2825,0.2977
1.1700,-4.2962,4.7043,-0.7924,10.4865,-0.3039,0.3039,-0.2825,0.2977
1.1800,-4.2907,5.0095,-0.7869,10.4254,-0.3044,0.3044,-0.3299,0.2977
1.1900,-4.2907,5.3146,-0.7814,10.2423,-0.3049,0.3049,-0.3299,0.2977
1.2000,-4.2797,5.7419,-0.7759,10.1202,-0.3051,0.3051,-0.2933,0.2806
1.2100,-4.2688,5.2536,-0.7704,10.7306,-0.3050,0.3050,-0.2933,0.2806
1.2200,-4.2578,4.8264,-0.7540,10.9747,-0.3052,0.3052,-0.3050,0.2977
1.2300,-4.2523,5.2536,-0.7485,10.6696,-0.3052,0.3052,-0.3050,0.2977
1.2400,-4.2413,5.6198,-0.7375,10.3644,-0.3053,0.3053,-0.2778,0.3312
1.2500,-4.2303,5.2536,-0.7320,10.4254,-0.3052,0.3052,-0.2778,0.3312
1.2600,-4.2248,4.7653,-0.7265,10.5475,-0.3051,0.3051,-0.3097,0.2977
1.2700,-4.2248,4.5212,-0.7210,10.4865,-0.3052,0.3052,-0.3097,0.2977
1.2800,-4.2248,4.3991,-0.7100,10.6085,-0.3056,0.3056,-0.3088,0.2715
1.2900,-4.2303,4.3991,-0.7045,10.6696,-0.3062,0.3062,-0.3088,0.2715
1.3000,-4.2303,4.6432,-0.6990,10.4865,-0.3067,0.3067,-0.3088,0.2715
1.3100,-4.2303,4.9484,-0.6990,10.4865,-0.3071,0.3071,-0.3088,0.2715
1.3200,-4.2248,5.0705,-0.6935,10.4865,-0.3073,0.3073,-0.2825,0.3068
1.3300,-4.2138,5.3146,-0.6880,10.6696,-0.3073,0.3073,-0.2825,0.3068
1.3400,-4.2028,5.4367,-0.6771,11.0358,-0.3073,0.3073,-0.2825,0.3068
1.3500,-4.1973,5.4367,-0.6606,11.3409,-0.3077,0.3077,-0.2825,0.3068
1.3600,-4.1864,5.3757,-0.6496,11.0968,-0.3079,0.3079,-0.3299,0.2959
1.3700,-4.1809,5.3757,-0.6386,10.7916,-0.3082,0.3082,-0.3299,0.2959
1.3800,-4.1754,5.0095,-0.6276,10.5475,-0.3085,0.3085,-0.3323,0.2672
1.3900,-4.1699,4.7653,-0.6221,10.3644,-0.3088,0.3088,-0.3323,0.2672
1.4000,-4.1699,4.7043,-0.6166,10.6085,-0.3091,0.3091,-0.2895,0.2684
1.4100,-4.1699,4.6432,-0.6056,10.9747,-0.3096,0.3096,-0.2895,0.2684
1.4200,-4.1699,4.8874,-0.5947,11.0968,-0.3103,0.3103,-0.3135,0.3239
1.4300,-4.1644,5.0095,-0.5782,11.1578,-0.3111,0.3111,-0.2933,0.2977
1.4400,-4.1589,5.1926,-0.5672,10.9747,-0.3117,0.3117,-0.2933,0.2977
1.4500,-4.1534,5.3757,-0.5562,10.8527,-0.3124,0.3124,-0.2933,0.2977
1.4600,-4.1424,5.6198,-0.5452,10.7916,-0.3128,0.3128,-0.2989,0.3068
1.4700,-4.1314,5.6198,-0.5397,10.7916,-0.3129,0.3129,-0.2989,0.3068
1.4800,-4.1149,5.4977,-0.5287,10.6696,-0.3128,0.3128,-0.3205,0.2946
1.4900,-4.1095,5.4367,-0.5233,10.5475,-0.3128,0.3128,-0.3205,0.2946
1.5000,-4.0985,5.1926,-0.5178,10.5475,-0.3126,0.3126,-0.3205,0.2946
1.5100,-4.0930,5.0705,-0.5068,10.7306,-0.3126,0.3126,-0.2989,0.3239
1.5200,-4.0875,5.0095,-0.4958,10.7916,-0.3128,0.3128,-0.2909,0.2977
1.5300,-4.0820,5.1315,-0.4848,10.7916,-0.3130,0.3130,-0.2909,0.2977
1.5400,-4.0765,5.3146,-0.4738,10.8527,-0.3134,0.3134,-0.2778,0.3331
1.5500,-4.0710,5.3757,-0.4683,10.7916,-0.3136,0.3136,-0.2778,0.3331
1.5600,-4.0600,5.6808,-0.4573,10.7916,-0.3138,0.3138,-0.2919,0.3160
1.5700,-4.0435,5.8029,-0.4463,10.7916,-0.3137,0.3137,-0.2919,0.3160
1.5800,-4.0326,5.8029,-0.4354,10.8527,-0.3137,0.3137,-0.2919,0.3160
1.5900,-4.0161,5.8640,-0.4244,10.9747,-0.3135,0.3135,-0.2848,0.2684
1.6000,-4.0051,5.9250,-0.4134,11.0358,-0.3134,0.3134,-0.3205,0.3221
1.6100,-3.9886,5.8640,-0.4024,11.0358,-0.3132,0.3132,-0.3205,0.3221
1.6200,-3.9776,5.6808,-0.3914,10.9137,-0.3130,0.3130,-0.3205,0.2959
1.6300,-3.9666,5.6198,-0.3804,10.8527,-0.3129,0.3129,-0.3276,0.3239
1.6400,-3.9556,5.5588,-0.3694,10.9747,-0.3128,0.3128,-0.3276,0.3239
1.6500,-3.9447,5.6198,-0.3530,11.0358,-0.3129,0.3129,-0.3276,0.3239
1.6600,-3.9337,5.6198,-0.3420,10.9747,-0.3130,0.3130,-0.2919,0.2977
1.6700,-3.9172,5.6808,-0.3310,11.0358,-0.3129,0.3129,-0.2919,0.2977
1.6800,-3.9062,5.7419,-0.3145,11.2189,-0.3130,0.3130,-0.3205,0.3038
1.6900,-3.8952,5.7419,-0.3035,11.0968,-0.3131,0.3131,-0.3205,0.3038
1.7000,-3.8787,5.7419,-0.2870,11.2189,-0.3131,0.3131,-0.3361,0.2977
1.7100,-3.8678,5.7419,-0.2761,11.2799,-0.3131,0.3131,-0.2989,0.3068
1.7200,-3.8568,5.8640,-0.2596,11.2189,-0.3133,0.3133,-0.2989,0.3068
1.7300,-3.8403,5.8640,-0.2486,11.1578,-0.3133,0.3133,-0.2989,0.3068
1.7400,-3.8293,5.9860,-0.2376,11.0968,-0.3132,0.3132,-0.2966,0.2977
1.7500,-3.8128,5.9250,-0.2211,11.0968,-0.3132,0.3132,-0.3191,0.2977
1.7600,-3.8018,5.8640,-0.2101,11.0358,-0.3132,0.3132,-0.3191,0.2977
1.7700,-3.7854,5.8640,-0.1992,10.9137,-0.3130,0.3130,-0.3191,0.2977
1.7800,-3.7744,5.8029,-0.1937,10.8527,-0.3128,0.3128,-0.2933,0.2977
1.7900,-3.7634,5.9250,-0.1827,10.7916,-0.3126,0.3126,-0.2933,0.2977
1.8000,-3.7524,5.9860,-0.1717,10.8527,-0.3125,0.3125,-0.2933,0.3221
1.8100,-3.7359,5.9860,-0.1607,11.1578,-0.3122,0.3122,-0.3144,0.2977
1.8200,-3.7194,5.9860,-0.1442,11.0968,-0.3121,0.3121,-0.3144,0.2977
1.8300,-3.7085,5.9250,-0.1332,10.9747,-0.3120,0.3120,-0.3144,0.2977
1.8400,-3.6920,5.6808,-0.1223,11.0358,-0.3118,0.3118,-0.3182,0.3501
1.8500,-3.6810,5.2536,-0.1058,11.1578,-0.3118,0.3118,-0.3182,0.3501
1.8600,-3.6755,5.3757,-0.0948,11.0968,-0.3119,0.3119,-0.3182,0.3501
1.8700,-3.6590,6.1081,-0.0783,10.9747,-0.3120,0.3120,-0.3182,0.3221
1.8800,-3.6370,6.3522,-0.0673,10.8527,-0.3118,0.3118,-0.3182,0.3221
1.8900,-3.6206,6.3522,-0.0618,10.3644,-0.3113,0.3113,-0.3182,0.3221
1.9000,-3.6041,6.7184,-0.0563,10.1202,-0.3107,0.3107,-0.3158,0.3221
1.9100,-3.5876,5.8640,-0.0453,11.2189,-0.3101,0.3101,-0.3158,0.3221
1.9200,-3.5821,4.8264,-0.0234,12.1344,-0.3102,0.3102,-0.2919,0.2989
1.9300,-3.5821,4.8264,-0.0014,11.8903,-0.3109,0.3109,-0.2919,0.2989
1.9400,-3.5766,5.4977,0.0151,11.2799,-0.3117,0.3117,-0.2919,0.2989
1.9500,-3.5601,6.1691,0.0261,10.9137,-0.3120,0.3120,-0.2919,0.2989
1.9600,-3.5382,7.0236,0.0371,10.8527,-0.3119,0.3119,-0.2919,0.2989
1.9700,-3.5107,7.0847,0.0480,10.7306,-0.3114,0.3114,-0.2919,0.2989
1.9800,-3.4942,6.1691,0.0535,11.5240,-0.3108,0.3108,-0.3017,0.2794
1.9900,-3.4777,5.4977,0.0810,13.1110,-0.3106,0.3106,-0.3017,0.2794
2.0000,-3.4668,5.6198,0.1085,12.4396,-0.3110,0.3110,-0.3017,0.2794
2.0100,-3.4503,6.2912,0.1194,10.7916,-0.3111,0.3111,-0.3229,0.3160
2.0200,-3.4338,6.3522,0.1194,10.4865,-0.3107,0.3107,-0.2989,0.2806
2.0300,-3.4118,6.2912,0.1304,11.4630,-0.3101,0.3101,-0.3361,0.2989
2.0400,-3.3953,6.2912,0.1469,12.0123,-0.3097,0.3097,-0.3361,0.2989
2.0500,-3.3844,5.7419,0.1634,11.6461,-0.3096,0.3096,-0.3361,0.2989
2.0600,-3.3789,4.8874,0.1689,10.9137,-0.3096,0.3096,-0.3361,0.2989
2.0700,-3.3789,4.7043,0.1689,10.6085,-0.3095,0.3095,-0.3361,0.2989
2.0800,-3.3789,4.6432,0.1689,11.0358,-0.3095,0.3095,-0.3361,0.2989
2.0900,-3.3844,4.6432,0.1854,11.7072,-0.3101,0.3101,-0.2646,0.3129
2.1000,-3.3844,4.7653,0.2018,11.6461,-0.3110,0.3110,-0.2646,0.3129
2.1100,-3.3844,4.8874,0.2183,11.2189,-0.3121,0.3121,-0.2646,0.3129
2.1200,-3.3789,6.0471,0.2238,10.7916,-0.3128,0.3128,-0.2646,0.3129
2.1300,-3.3569,6.6574,0.2293,10.6696,-0.3128,0.3128,-0.2646,0.3129
2.1400,-3.3404,5.4977,0.2403,11.8292,-0.3126,0.3126,-0.2646,0.3129
2.1500,-3.3349,5.3146,0.2678,13.0499,-0.3132,0.3132,-0.2792,0.2977
2.1600,-3.3294,5.3757,0.2897,12.1954,-0.3140,0.3140,-0.3097,0.2898
2.1700,-3.3294,4.8874,0.2952,10.4865,-0.3147,0.3147,-0.3097,0.2898
2.1800,-3.3294,4.8264,0.2952,9.8761,-0.3152,0.3152,-0.3525,0.3404
2.1900,-3.3349,4.5212,0.2952,10.6085,-0.3157,0.3157,-0.3525,0.3404
2.2000,-3.3404,4.1550,0.3117,11.9513,-0.3166,0.3166,-0.2919,0.3099
2.2100,-3.3514,4.2770,0.3337,12.3175,-0.3182,0.3182,-0.2919,0.3099
2.2200,-3.3514,4.7043,0.3557,11.5851,-0.3199,0.3199,-0.3158,0.2916
2.2300,-3.3459,4.8264,0.3666,11.0358,-0.3212,0.3212,-0.3158,0.2916
2.2400,-3.3459,4.0939,0.3886,12.2565,-0.3227,0.3227,-0.3238,0.3129
2.2500,-3.3294,6.9016,0.4161,12.4396,-0.3240,0.3240,-0.3238,0.3129
2.2600,-3.2965,7.8781,0.4326,11.2799,-0.3244,0.3244,-0.2942,0.3117
2.2700,-3.2800,5.6198,0.4545,12.5006,-0.3249,0.3249,-0.2942,0.3117
2.2800,-3.2745,6.1081,0.4875,12.6227,-0.3259,0.3259,-0.3440,0.2867
2.2900,-3.2580,6.1691,0.5040,10.7916,-0.3267,0.3267,-0.3440,0.2867
2.3000,-3.2470,5.1315,0.5095,10.4254,-0.3270,0.3270,-0.3440,0.2867
2.3100,-3.2415,4.8264,0.5150,10.1813,-0.3272,0.3272,-0.3440,0.2867
2.3200,-3.2305,5.7419,0.5204,9.8761,-0.3272,0.3272,-0.3017,0.2867
2.3300,-3.2086,6.9626,0.5259,10.1813,-0.3267,0.3267,-0.3017,0.2867
2.3400,-3.1866,6.9016,0.5369,10.1813,-0.3261,0.3261,-0.3370,0.2776
2.3500,-3.1646,5.8029,0.5424,9.5709,-0.3252,0.3252,-0.3370,0.2776
2.3600,-3.1536,5.4367,0.5479,9.0826,-0.3244,0.3244,-0.3041,0.3562
2.3700,-3.1427,5.4367,0.5479,9.1437,-0.3236,0.3236,-0.3041,0.3562
2.3800,-3.1372,4.1550,0.5534,10.0592,-0.3231,0.3231,-0.3205,0.3361
2.3900,-3.1427,3.7277,0.5699,10.8527,-0.3233,0.3233,-0.3205,0.3361
2.4000,-3.1427,4.0939,0.5919,10.5475,-0.3241,0.3241,-0.3581,0.2776
2.4100,-3.1427,3.7277,0.5919,8.8385,-0.3247,0.3247,-0.3581,0.2776
2.4200,-3.1317,5.9250,0.5809,7.1295,-0.3244,0.3244,-0.3581,0.2776
2.4300,-3.1097,6.9626,0.5644,7.3126,-0.3231,0.3231,-0.3581,0.2776
2.4400,-3.0877,7.0236,0.5479,7.6788,-0.3211,0.3211,-0.3144,0.2928
2.4500,-3.0603,6.7184,0.5424,9.0216,-0.3189,0.3189,-0.3144,0.2928
2.4600,-3.0438,5.2536,0.5479,10.1202,-0.3170,0.3170,-0.3229,0.3056
2.4700,-3.0328,5.1315,0.5534,9.5099,-0.3157,0.3157,-0.3309,0.3483
2.4800,-3.0108,6.1081,0.5534,8.8385,-0.3141,0.3141,-0.3309,0.3483
2.4900,-2.9779,7.6340,0.5534,9.0216,-0.3121,0.3121,-0.3309,0.3483
2.5000,-2.9339,8.6105,0.5534,9.5099,-0.3095,0.3095,-0.3229,0.3331
2.5100,-2.8900,7.6340,0.5589,9.8151,-0.3067,0.3067,-0.3229,0.3331
2.5200,-2.8570,6.1691,0.5644,9.4489,-0.3040,0.3040,-0.3285,0.3209
2.5300,-2.8405,5.3146,0.5644,9.0826,-0.3017,0.3017,-0.3285,0.3209
2.5400,-2.8295,5.0705,0.5589,9.0216,-0.2997,0.2997,-0.3299,0.3483
2.5500,-2.8186,5.0705,0.5589,9.1437,-0.2980,0.2980,-0.3238,0.3483
2.5600,-2.8131,4.5822,0.5589,9.3268,-0.2967,0.2967,-0.3238,0.3483
2.5700,-2.8076,4.5822,0.5534,9.5709,-0.2956,0.2956,-0.3238,0.3483
2.5800,-2.7966,4.9484,0.5589,9.8761,-0.2946,0.2946,-0.3144,0.3209
2.5900,-2.7911,4.8264,0.5644,9.9982,-0.2940,0.2940,-0.3144,0.3209
2.6000,-2.7856,5.0095,0.5644,9.7540,-0.2934,0.2934,-0.3285,0.3038
2.6100,-2.7746,5.9250,0.5644,9.3268,-0.2927,0.2927,-0.3285,0.3038
2.6200,-2.7526,5.8029,0.5644,9.7540,-0.2916,0.2916,-0.2566,0.2928
2.6300,-2.7417,5.1926,0.5754,10.4254,-0.2909,0.2909,-0.2566,0.2928
2.6400,-2.7307,4.7043,0.5864,10.6085,-0.2904,0.2904,-0.2942,0.3361
2.6500,-2.7252,4.9484,0.5974,10.3644,-0.2902,0.2902,-0.2942,0.3361
2.6600,-2.7142,5.0705,0.6028,10.1813,-0.2899,0.2899,-0.2942,0.3361
2.6700,-2.7087,5.0095,0.6083,10.1813,-0.2898,0.2898,-0.2942,0.3361
2.6800,-2.7032,4.8264,0.6083,10.1813,-0.2895,0.2895,-0.2942,0.3361
2.6900,-2.7032,4.5822,0.6083,10.3644,-0.2893,0.2893,-0.2942,0.3361
2.7000,-2.7087,4.4601,0.6138,10.6085,-0.2895,0.2895,-0.2942,0.3361
2.7100,-2.7087,4.7653,0.6138,10.9137,-0.2896,0.2896,-0.2707,0.2806
2.7200,-2.7087,4.9484,0.6193,11.4020,-0.2898,0.2898,-0.2707,0.2806
2.7300,-2.7032,5.3146,0.6303,12.1344,-0.2902,0.2902,-0.2707,0.2806
2.7400,-2.6977,5.9250,0.6468,12.5616,-0.2907,0.2907,-0.2942,0.2928
2.7500,-2.6867,6.1691,0.6688,12.6837,-0.2914,0.2914,-0.2942,0.2928
2.7600,-2.6757,6.2912,0.6852,12.5006,-0.2920,0.2920,-0.2942,0.2928
2.7700,-2.6593,6.3522,0.6962,12.1954,-0.2922,0.2922,-0.2942,0.2806
2.7800,-2.6483,6.0471,0.7072,11.7682,-0.2924,0.2924,-0.2942,0.2794
2.7900,-2.6373,5.6198,0.7182,11.6461,-0.2925,0.2925,-0.2942,0.2794
2.8000,-2.6373,5.2536,0.7347,11.5851,-0.2931,0.2931,-0.2942,0.2763
2.8100,-2.6318,4.9484,0.7512,11.7072,-0.2937,0.2937,-0.2942,0.2763
2.8200,-2.6318,4.7653,0.7676,11.5240,-0.2947,0.2947,-0.2895,0.2928
2.8300,-2.6373,4.5822,0.7786,11.4630,-0.2958,0.2958,-0.2895,0.2928
2.8400,-2.6373,4.5822,0.8006,11.7072,-0.2971,0.2971,-0.2895,0.2928
