time_s,left_angle_x_deg,left_angular_velocity_x_dps,right_angle_x_deg,right_angular_velocity_x_dps,left_cmd_torque_nm,right_cmd_torque_nm,left_actual_torque_nm,right_actual_torque_nm
21.5300,19.2768,7.8546,-8.2479,113.9673,2.7068,-2.7068,2.8468,-2.8640
21.5400,19.5460,67.9132,-8.1655,-22.0190,2.6003,-2.6003,3.0743,-3.0653
21.5500,19.9800,63.0914,-7.9952,31.4478,2.5357,-2.5357,3.0743,-3.0653
21.5600,19.8316,-24.3719,-7.4953,62.4536,2.4741,-2.4741,3.1250,-3.0762
21.5700,18.3924,-150.8978,-6.6329,103.0420,2.3692,-2.3692,3.1250,-3.0762
21.5800,16.1457,-201.3129,-5.5013,122.9395,2.2053,-2.2053,3.0470,-3.0561
21.5900,13.9979,-180.1337,-4.2818,128.3105,2.0011,-2.0011,3.0470,-3.0561
21.6000,12.1357,-166.8280,-3.1392,113.3569,1.7793,-1.7793,2.8327,-2.8627
21.6100,10.2955,-146.1981,-2.1450,101.3940,1.5501,-1.5501,2.8327,-2.8627
21.6200,8.9826,-105.4877,-1.0573,110.9155,1.3277,-1.3277,2.7072,-2.6919
21.6300,8.2905,-52.7533,0.2116,125.1367,1.1221,-1.1221,2.7072,-2.6919
21.6400,8.1751,1.4459,1.5519,134.1699,0.9421,-0.9421,2.7072,-2.6919
21.6500,8.4883,39.6539,2.8538,129.8975,0.7928,-0.7928,2.4882,-2.4803
21.6600,8.9936,46.7340,4.1227,132.5830,0.6705,-0.6705,2.4882,-2.4803
21.6700,9.2903,12.4933,5.4246,135.2075,0.5596,-0.5596,2.0755,-2.0252
21.6800,9.0156,-39.7528,6.5947,117.5684,0.4439,-0.4439,1.7949,-1.7568
21.6900,8.2575,-85.5902,7.6493,108.9014,0.3147,-0.3147,1.7949,-1.7568
21.7000,7.2193,-110.7977,8.6875,103.8354,0.1690,-0.1690,1.7949,-1.7568
21.7100,6.1207,-115.3143,9.7038,100.1733,0.0110,-0.0110,1.3926,-1.3420
21.7200,5.1979,-85.4071,10.7804,105.2393,-0.1518,0.1518,1.3926,-1.3420
21.7300,4.5991,-54.5844,11.9340,110.6714,-0.3107,0.3107,0.9560,-0.8766
21.7400,4.1157,-49.6405,13.1755,115.7983,-0.4660,0.4660,0.6980,-0.6497
21.7500,3.5499,-67.3407,14.4773,117.5684,-0.6228,0.6228,0.6980,-0.6497
21.7600,2.6985,-98.2245,15.7188,117.2021,-0.7870,0.7870,0.6980,-0.6497
21.7700,1.5119,-123.6151,16.8724,115.9814,-0.9630,0.9630,0.6980,-0.6497
21.7800,0.2815,-126.0565,18.0204,118.1787,-1.1479,1.1479,0.6980,-0.6497
21.7900,-0.9435,-121.3568,19.2070,123.5498,-1.3395,1.3395,0.2068,-0.1812
21.8000,-2.0971,-109.0887,20.6022,125.5640,-1.5390,1.5390,0.2068,-0.1812
21.8100,-3.0529,-88.5809,21.9865,122.4512,-1.7375,1.7375,0.2068,-0.1812
21.8200,-3.8109,-70.5145,23.2994,113.9673,-1.9272,1.9272,0.2068,-0.1812
21.8300,-4.3932,-54.5844,24.5134,103.5913,-2.1031,2.1031,0.2068,-0.1812
21.8400,-4.8601,-45.9174,25.5955,90.7739,-2.2625,2.2625,0.2068,-0.1812
21.8500,-5.3325,-49.3353,26.5403,78.3228,-2.4072,2.4072,-0.0804,0.0781
21.8600,-5.9478,-69.1718,27.4083,75.6982,-2.5440,2.5440,-0.0804,0.0781
21.8700,-6.8706,-99.9945,28.1333,78.5059,-2.6804,2.6804,-0.0804,0.0781
21.8800,-7.9143,-106.2201,28.8694,71.3037,-2.8202,2.8202,-0.7948,0.7674
21.8900,-8.8317,-87.2992,29.2979,56.5332,-2.9507,2.9507,-1.0768,1.1578
21.9000,-9.5458,-65.4486,29.5945,34.0112,-3.0658,3.0658,-1.0768,1.1578
21.9100,-10.1665,-62.3358,29.6440,12.1606,-3.1616,3.1616,-1.0768,1.1578
21.9200,-10.8971,-75.7025,29.5561,2.6392,-3.2442,3.2442,-1.0768,1.1578
21.9300,-11.6991,-82.1112,29.3364,-13.6572,-3.3167,3.3167,-1.6436,1.7214
21.9400,-12.3913,-74.0546,28.9079,-38.9258,-3.3740,3.3740,-1.6436,1.7214
21.9500,-13.0175,-63.6176,28.2652,-65.9644,-3.4138,3.4138,-2.2598,2.2387
21.9600,-13.5998,-56.5985,27.5236,-72.5562,-3.4379,3.4379,-2.5615,2.6334
21.9700,-14.2095,-59.1010,26.9633,-45.4565,-3.4569,3.4569,-2.5615,2.6334
21.9800,-14.7918,-54.0961,26.7656,-11.6431,-3.4806,3.4806,-3.0860,3.0884
21.9900,-15.3136,-50.4340,26.6447,-16.9531,-3.5079,3.5079,-3.0860,3.0884
22.0000,-15.8574,-52.7533,26.2602,-47.8369,-3.5314,3.5314,-3.0860,3.0884
22.0100,-16.4507,-55.8661,25.6944,-61.7529,-3.5489,3.5489,-3.2825,3.3404
22.0200,-17.0385,-55.4388,24.8265,-101.4868,-3.5544,3.5544,-3.2825,3.3404
22.0300,-17.5603,-49.2743,23.1730,-187.1191,-3.5293,3.5293,-3.2825,3.3404
22.0400,-17.9339,-30.3534,21.0417,-209.9463,-3.4663,3.4663,-3.2825,3.3404
22.0500,-18.0163,3.3990,19.8716,-85.2515,-3.3947,3.3947,-3.4019,3.4306
22.0600,-17.6262,58.1476,20.1573,33.4619,-3.3430,3.3430,-3.4268,3.5075
22.0700,-16.6155,118.8776,20.9538,48.5376,-3.3018,3.3018,-3.4268,3.5075
22.0800,-15.5553,98.1866,21.2175,-14.8779,-3.2520,3.2520,-3.4268,3.5075
22.0900,-14.9456,49.0533,20.5693,-86.2891,-3.1843,3.1843,-3.4940,3.5026
22.1000,-14.4073,48.1989,19.3388,-117.3560,-3.0908,3.0908,-3.5095,3.5703
22.1100,-13.7151,61.8097,18.0754,-102.1582,-2.9746,2.9746,-3.5095,3.5703
22.1200,-13.2152,36.1139,17.0481,-66.3306,-2.8545,2.8545,-3.5095,3.5703
22.1300,-13.0120,21.8317,16.3395,-51.0107,-2.7487,2.7487,-3.5095,3.5703
22.1400,-12.6220,55.1569,15.6089,-58.3350,-2.6466,2.6466,-3.5095,3.5703
22.1500,-11.7321,95.6232,14.9662,-65.8423,-2.5353,2.5353,-3.2529,3.3050
22.1600,-10.7873,87.8717,14.3235,-72.4341,-2.4162,2.4162,-3.3050,3.3617
22.1700,-9.8919,85.9796,13.5765,-82.9932,-2.2901,2.2901,-3.3050,3.3617
22.1800,-8.8042,110.0275,12.7470,-88.9136,-2.1515,2.1515,-3.0870,3.0897
22.1900,-7.4090,139.0192,11.8571,-94.9561,-1.9940,1.9940,-3.0870,3.0897
22.2000,-5.8544,147.9913,10.8409,-108.0786,-1.8153,1.8153,-3.0277,2.9670
22.2100,-4.3053,146.5265,9.6598,-116.7456,-1.6178,1.6178,-3.0277,2.9670
22.2200,-2.6409,159.4049,8.5612,-111.0693,-1.4064,1.4064,-2.6400,2.5644
22.2300,-0.8501,168.1329,7.5944,-95.1392,-1.1855,1.1855,-2.4008,2.4278
22.2400,0.9461,165.2643,6.7814,-78.5376,-0.9624,0.9624,-2.4008,2.4278
22.2500,2.6875,157.2687,6.0893,-63.5229,-0.7429,0.7429,-2.4008,2.4278
22.2600,4.2695,143.7799,5.4960,-59.3726,-0.5331,0.5331,-2.2988,2.3125
22.2700,5.7527,139.2023,4.9357,-56.8701,-0.3338,0.3338,-2.2988,2.3125
22.2800,7.1424,129.2535,4.4358,-53.6353,-0.1461,0.1461,-2.2988,2.3125
22.2900,8.4004,118.9386,3.8810,-62.3633,0.0316,-0.0316,-1.8480,1.8306
22.3000,9.6253,117.5958,3.1504,-78.4766,0.2065,-0.2065,-1.4410,1.4542
22.3100,10.8503,118.4503,2.2715,-89.4629,0.3838,-0.3838,-1.4410,1.4542
22.3200,12.0368,114.2999,1.3322,-88.9136,0.5631,-0.5631,-1.4410,1.4542
22.3300,12.9597,107.6471,0.4203,-82.2607,0.7354,-0.7354,-1.4410,1.4542
22.3400,13.9594,99.2853,-0.3872,-68.5278,0.9021,-0.9021,-1.4410,1.4542
22.3500,14.8878,94.8297,-1.0903,-62.1802,1.0600,-1.0600,-0.5560,0.5173
22.3600,15.7942,94.7076,-1.7824,-63.7061,1.2108,-1.2108,-0.5193,0.5033
22.3700,16.6621,90.7404,-2.5240,-71.8848,1.3573,-1.3573,-0.5193,0.5033
22.3800,17.3927,78.3502,-3.3645,-80.4907,1.4996,-1.4996,-0.2768,0.1995
22.3900,17.9750,67.2418,-4.1719,-74.3872,1.6342,-1.6342,-0.2768,0.1995
22.4000,18.4803,64.1901,-4.8476,-63.7671,1.7575,-1.7575,-0.2768,0.1995
22.4100,18.9308,60.5280,-5.4409,-62.3633,1.8694,-1.8694,0.4813,-0.6893
22.4200,19.2768,48.9313,-6.0122,-62.1802,1.9701,-1.9701,0.4813,-0.6893
22.4300,19.5515,40.9357,-6.6713,-70.7861,2.0639,-2.0639,1.0721,-0.9949
22.4400,19.9525,47.1613,-7.3470,-69.3823,2.1570,-2.1570,1.0721,-0.9949
22.4500,20.5293,48.6871,-7.9842,-66.0864,2.2531,-2.2531,1.0721,-0.9949
22.4600,21.0292,32.6959,-8.5390,-58.5791,2.3468,-2.3468,1.1844,-1.2529
22.4700,21.5071,39.5319,-8.9895,-49.9121,2.4352,-2.4352,1.1844,-1.2529
22.4800,22.0454,60.2838,-9.3850,-46.7993,2.5201,-2.5201,1.1844,-1.2529
22.4900,22.5617,72.9181,-9.8464,-51.4990,2.6038,-2.6038,1.4979,-1.4585
22.5000,23.0836,74.9323,-10.3737,-53.7573,2.6887,-2.6887,1.4979,-1.4585
22.5100,23.8307,86.2848,-10.8956,-50.4614,2.7802,-2.7802,1.9961,-2.0270
22.5200,24.6931,72.8571,-11.2801,-46.3721,2.8750,-2.8750,1.9961,-2.0270
22.5300,25.1765,17.4982,-11.7580,-46.1279,2.9646,-2.9646,1.9961,-2.0270
22.5400,25.0172,-40.3021,-12.2963,-49.5459,3.0356,-3.0356,2.3415,-2.3631
22.5500,24.5338,-51.6547,-12.9006,-54.5508,3.0874,-3.0874,2.3415,-2.3631
22.5600,24.1767,-30.2924,-13.5103,-53.1470,3.1298,-3.1298,2.3415,-2.3631
22.5700,23.9021,-36.6400,-13.9608,-32.8223,3.1637,-3.1637,2.6978,-2.5705
22.5800,23.3418,-76.6791,-14.0047,11.3672,3.1728,-3.1728,2.7321,-2.6810
22.5900,22.3860,-110.3705,-13.5268,64.8340,3.1403,-3.1403,2.7321,-2.6810
22.6000,20.7600,-168.4149,-12.4941,121.7798,3.0464,-3.0464,2.7321,-2.6810
22.6100,19.4032,-93.8300,-10.7088,193.3130,2.8968,-2.8968,2.7321,-2.6810
22.6200,19.1889,21.6486,-9.0993,125.6860,2.7449,-2.7449,2.7321,-2.6810
22.6300,19.5075,55.0348,-8.9455,-6.0889,2.6470,-2.6470,3.0705,-3.0592
22.6400,19.6943,31.9025,-8.6324,43.4717,2.5774,-2.5774,3.0705,-3.0592
22.6500,19.3098,-38.1049,-7.9677,72.9517,2.5014,-2.5014,3.2068,-3.1744
22.6600,18.2441,-104.1449,-7.1602,87.8442,2.3985,-2.3985,3.1556,-3.1586
22.6700,16.4698,-167.1942,-6.3912,81.4355,2.2591,-2.2591,3.1556,-3.1586
22.6800,14.3220,-181.0492,-5.6496,81.7407,2.0853,-2.0853,3.1556,-3.1586
22.6900,12.3774,-168.7811,-4.7927,95.9619,1.8899,-1.8899,3.1556,-3.1586
22.7000,10.5647,-168.9642,-3.8039,106.0938,1.6795,-1.6795,3.1556,-3.1586
22.7100,8.8563,-138.2025,-2.6613,117.9956,1.4571,-1.4571,3.1189,-3.1372
22.7200,7.9609,-72.7728,-1.3759,129.1650,1.2452,-1.2452,3.1189,-3.1372
22.7300,7.8730,5.5963,0.0248,143.0811,1.0601,-1.0601,3.1189,-3.1372
22.7400,8.4004,59.3073,1.4036,135.3906,0.9111,-0.9111,2.5216,-2.5632
22.7500,9.1584,73.1622,2.6780,131.6064,0.7961,-0.7961,2.5216,-2.5632
22.7600,9.6748,35.1984,4.0293,140.4565,0.6947,-0.6947,2.5216,-2.5632
22.7700,9.4605,-36.6400,5.3093,128.8599,0.5840,-0.5840,2.4872,-2.5187
22.7800,8.6091,-96.2103,6.4738,120.0098,0.4522,-0.4522,2.4872,-2.5187
22.7900,7.3951,-126.0565,7.5999,117.6904,0.2971,-0.2971,2.2884,-2.1698
22.8000,6.2635,-108.1122,8.7095,117.0190,0.1293,-0.1293,2.2884,-2.1698
22.8100,5.4121,-81.2567,9.8851,124.3433,-0.0410,0.0410,2.2884,-2.1698
22.8200,4.7364,-64.8383,11.1485,130.0806,-0.2104,0.2104,2.2884,-2.1698
22.8300,4.2311,-46.4667,12.4229,126.0522,-0.3744,0.3744,0.9489,-0.8723
22.8400,3.7477,-57.2089,13.6589,120.0708,-0.5329,0.5329,0.8484,-0.8979
22.8500,3.0061,-92.1820,14.9552,124.8315,-0.6966,0.6966,0.8484,-0.8979
22.8600,1.8086,-127.0941,16.3285,130.5078,-0.8790,0.8790,0.6505,-0.5667
22.8700,0.5396,-125.9344,17.7513,132.5220,-1.0769,1.0769,0.6505,-0.5667
22.8800,-0.5480,-103.7787,19.2070,135.0244,-1.2808,1.2808,0.1288,-0.1549
22.8900,-1.4818,-89.1302,20.6791,134.5361,-1.4842,1.4842,0.1288,-0.1549
22.9000,-2.3498,-86.3226,22.1403,131.2402,-1.6848,1.6848,0.1288,-0.1549
22.9100,-3.1902,-85.8344,23.5850,126.9067,-1.8818,1.8818,-0.1062,0.1592
22.9200,-4.0032,-85.6512,24.9418,115.8594,-2.0728,2.0728,-0.1062,0.1592
22.9300,-4.7503,-73.6273,26.1229,97.1216,-2.2529,2.2529,-0.3727,0.3727
22.9400,-5.4040,-64.4110,27.1556,88.2715,-2.4188,2.4188,-0.3727,0.3727
22.9500,-6.0796,-67.0355,28.1279,86.8677,-2.5741,2.5741,-0.3727,0.3727
22.9600,-6.7772,-69.6600,28.7651,84.6094,-2.7140,2.7140,-1.6906,1.7428
22.9700,-7.5133,-75.8856,29.2814,77.8345,-2.8416,2.8416,-1.6906,1.7428
22.9800,-8.3263,-83.7592,29.8143,61.0498,-2.9636,2.9636,-1.6906,1.7428
22.9900,-9.2107,-89.0082,30.0889,38.1006,-3.0772,3.0772,-1.6906,1.7428
23.0000,-10.0457,-82.2943,30.1109,17.4707,-3.1775,3.1775,-2.1075,2.0411
23.0100,-10.7873,-75.5194,30.0175,7.9492,-3.2633,3.2633,-2.1075,2.0411
23.0200,-11.5014,-75.0922,29.8307,-6.0278,-3.3363,3.3363,-2.4116,2.4339
23.0300,-12.1990,-68.5614,29.5066,-27.0239,-3.3967,3.3967,-2.4116,2.4339
23.0400,-12.7923,-55.9882,28.9848,-53.0249,-3.4408,3.4408,-2.4116,2.4339
23.0500,-13.2647,-50.8612,28.3476,-64.7437,-3.4676,3.4676,-2.5911,2.5352
23.0600,-13.6657,-50.4950,27.8422,-46.4941,-3.4839,3.4839,-2.7048,2.7304
23.0700,-14.0832,-53.9130,27.7104,-14.7559,-3.5031,3.5031,-2.7048,2.7304
23.0800,-14.6599,-55.9882,27.7214,-9.8120,-3.5323,3.5323,-3.0823,3.1726
23.0900,-15.2367,-55.0726,27.5621,-30.5640,-3.5639,3.5639,-3.0823,3.1726
23.1000,-15.7970,-52.8143,27.2325,-39.8413,-3.5921,3.5921,-3.3770,3.3526
23.1100,-16.3573,-54.2792,26.7820,-52.2314,-3.6151,3.6151,-3.3770,3.3526
23.1200,-16.9616,-57.8802,26.0514,-81.3452,-3.6284,3.6284,-3.4409,3.4386
23.1300,-17.5384,-50.7391,24.8100,-136.2158,-3.6211,3.6211,-3.4409,3.4386
23.1400,-17.9119,-27.5458,22.9863,-185.7153,-3.5788,3.5788,-3.4399,3.4367
23.1500,-17.9833,6.2067,21.4262,-135.3003,-3.5111,3.5111,-3.4399,3.4367
23.1600,-17.6262,55.6451,20.9263,-41.9165,-3.4420,3.4420,-3.5415,3.5136
23.1700,-16.7803,100.9943,21.0691,-15.1221,-3.3760,3.3760,-3.5415,3.5136
23.1800,-15.8904,87.3224,21.3108,-22.2632,-3.3135,3.3135,-3.5415,3.5136
23.1900,-15.2422,58.0865,21.4097,-20.1270,-3.2563,3.2563,-3.5429,3.5703
23.2000,-14.5885,60.7721,21.0746,-48.4473,-3.1909,3.1909,-3.5429,3.5703
23.2100,-13.8909,60.7111,20.0914,-107.7734,-3.1012,3.1012,-3.5993,3.6332
23.2200,-13.4350,33.8556,18.5752,-153.6719,-2.9873,2.9873,-3.5095,3.5490
23.2300,-13.2702,16.8268,16.8504,-166.2451,-2.8594,2.8594,-3.5095,3.5490
23.2400,-12.9461,44.1705,15.0267,-158.1274,-2.7143,2.7143,-3.4526,3.4306
23.2500,-12.3418,61.0162,13.5710,-124.6802,-2.5595,2.5595,-3.4526,3.4306
23.2600,-11.7541,52.9596,12.6481,-72.5562,-2.4131,2.4131,-3.4526,3.4306
23.2700,-11.0949,65.5939,12.2142,-35.0195,-2.2839,2.2839,-3.2656,3.2727
23.2800,-10.0402,108.8678,11.9670,-24.8877,-2.1605,2.1605,-3.1866,3.1653
23.2900,-8.5296,149.7614,11.5934,-41.0010,-2.0244,2.0244,-3.1866,3.1653
23.3000,-6.8377,158.9166,10.9233,-71.8237,-1.8661,1.8661,-3.0682,3.0158
23.3100,-5.1128,163.9825,9.9455,-104.9658,-1.6830,1.6830,-3.0682,3.0158
23.3200,-3.2012,185.9552,8.7809,-119.9805,-1.4724,1.4724,-3.0682,3.0158
23.3300,-1.0973,204.5099,7.5944,-110.8862,-1.2370,1.2370,-3.0682,3.0158
23.3400,0.9901,195.2325,6.6496,-90.6226,-0.9920,0.9920,-3.0682,3.0158
23.3500,2.9127,170.8795,5.8915,-70.1758,-0.7506,0.7506,-3.0682,3.0158
23.3600,4.5881,148.7238,5.3312,-54.0015,-0.5244,0.5244,-3.0682,3.0158
23.3700,6.1372,143.4747,4.8423,-49.5459,-0.3143,0.3143,-2.3096,2.3082
23.3800,7.6258,141.3995,4.2710,-59.1895,-0.1144,0.1144,-2.3096,2.3082
23.3900,9.0705,141.3995,3.6064,-66.6968,0.0799,-0.0799,-2.2353,2.2588
23.4000,10.4768,137.7985,2.9087,-70.8472,0.2701,-0.2701,-2.2353,2.2588
23.4100,11.7951,128.6432,2.1946,-71.5796,0.4554,-0.4554,-2.0092,1.9612
23.4200,12.9487,121.5631,1.4860,-70.7861,0.6324,-0.6324,-1.5618,1.4835
23.4300,14.1078,113.5065,0.7170,-77.5610,0.8056,-0.8056,-1.5618,1.4835
23.4400,15.1405,101.6656,-0.1290,-83.0542,0.9747,-0.9747,-0.5950,0.5124
23.4500,16.0963,96.2335,-0.9749,-80.1855,1.1389,-1.1389,-0.5950,0.5124
23.4600,17.0301,95.1959,-1.7824,-77.3169,1.2980,-1.2980,-0.5950,0.5124
23.4700,17.9035,89.6417,-2.5789,-76.4624,1.4514,-1.4514,-0.5950,0.5124
23.4800,18.5957,75.1764,-3.3535,-73.0444,1.5954,-1.5954,-0.5950,0.5124
23.4900,19.1120,63.3356,-4.0676,-68.4058,1.7264,-1.7264,0.2674,-0.3038
23.5000,19.5185,58.2697,-4.6828,-60.3491,1.8428,-1.8428,0.5617,-0.4679
23.5100,19.8207,47.9547,-5.2156,-56.5039,1.9442,-1.9442,0.5617,-0.4679
23.5200,20.0678,44.2316,-5.8199,-63.2788,2.0362,-2.0362,0.5617,-0.4679
23.5300,20.4853,57.8424,-6.4956,-67.9785,2.1284,-2.1284,0.7558,-0.8534
23.5400,21.0456,56.6827,-7.1273,-64.0112,2.2234,-2.2234,0.7558,-0.8534
23.5500,21.4741,39.8370,-7.6986,-62.4243,2.3148,-2.3148,1.3677,-1.3914
23.5600,21.7817,33.7946,-8.3303,-68.4058,2.4023,-2.4023,1.5736,-1.6000
23.5700,21.9190,17.6813,-9.0773,-75.3638,2.4859,-2.4859,1.5736,-1.6000
23.5800,21.8586,-1.8500,-9.8519,-73.3496,2.5623,-2.5623,1.7973,-1.8215
23.5900,21.9740,20.5499,-10.4891,-59.6777,2.6346,-2.6346,1.7973,-1.8215
23.6000,22.5892,80.6085,-10.9285,-41.9165,2.7118,-2.7118,1.7973,-1.8215
23.6100,23.9680,146.2213,-11.3076,-36.4844,2.8110,-2.8110,2.1061,-2.1130
23.6200,25.4566,128.3990,-11.6976,-42.8931,2.9276,-2.9276,2.1061,-2.1130
23.6300,26.0829,31.8414,-12.2414,-50.6445,3.0372,-3.0372,2.3157,-2.2741
23.6400,25.7478,-47.3822,-12.7797,-55.4663,3.1168,-3.1168,2.4647,-2.3973
23.6500,24.9952,-64.4720,-13.4115,-55.7715,3.1682,-3.1682,2.4647,-2.3973
23.6600,24.5283,-27.8510,-13.9992,-49.3018,3.2069,-3.2069,2.6090,-2.5156
23.6700,24.3525,-17.7191,-14.3947,-26.7188,3.2393,-3.2393,2.6090,-2.5156
23.6800,23.9955,-54.8895,-14.4442,7.7661,3.2530,-3.2530,2.6090,-2.5156
23.6900,23.3033,-87.0551,-14.1091,44.8145,3.2345,-3.2345,2.6090,-2.5156
23.7000,22.2376,-119.5868,-13.4224,82.9004,3.1749,-3.1749,2.9286,-2.9408
23.7100,20.8259,-133.9301,-12.1206,156.9971,3.0609,-3.0609,2.9286,-2.9408
23.7200,19.7987,-62.7020,-9.8079,239.8828,2.8918,-2.8918,3.1236,-3.1037
23.7300,19.4746,4.9860,-8.1820,108.5352,2.7233,-2.7233,3.1236,-3.1037
23.7400,19.5240,34.3439,-8.2863,-27.6343,2.6143,-2.6143,3.1236,-3.1037
23.7500,19.5954,23.1744,-8.2644,21.9263,2.5423,-2.5423,3.2242,-3.1879
23.7600,19.2329,-37.8607,-7.8084,60.1953,2.4712,-2.4712,3.2242,-3.1879
23.7700,17.9859,-125.4462,-7.0614,87.2949,2.3684,-2.3684,3.2242,-3.1879
23.7800,15.9370,-186.0541,-6.2594,85.5249,2.2206,-2.2206,3.2242,-3.2068
23.7900,13.7232,-189.0448,-5.4189,92.9712,2.0362,-2.0362,3.2242,-3.2068
23.8000,11.7622,-175.3119,-4.4246,107.2534,1.8293,-1.8293,3.2242,-3.2068
23.8100,9.9604,-151.2030,-3.3699,109.8779,1.6093,-1.6093,3.1890,-3.1927
23.8200,8.6750,-101.7645,-2.2603,111.9531,1.3932,-1.3932,3.1890,-3.1927
23.8300,8.1367,-35.7855,-1.0848,121.9019,1.1989,-1.1989,2.8802,-2.9390
23.8400,8.2850,27.5079,0.2720,142.9590,1.0336,-1.0336,2.5465,-2.5663
23.8500,8.7574,51.0065,1.6288,137.7100,0.8970,-0.8970,2.5465,-2.5663
23.8600,9.2298,34.5270,2.9032,135.3906,0.7821,-0.7821,2.2457,-2.2204
23.8700,9.1969,-15.5219,4.2656,143.8135,0.6650,-0.6650,2.2457,-2.2204
23.8800,8.6036,-70.2094,5.5235,126.2964,0.5336,-0.5336,2.2457,-2.2204
23.8900,7.6643,-99.9335,6.6496,115.3101,0.3865,-0.3865,1.8208,-1.7135
23.9000,6.6975,-94.2572,7.7867,117.9346,0.2279,-0.2279,1.8208,-1.7135
23.9100,5.9999,-68.6224,8.9897,123.3057,0.0673,-0.0673,1.2009,-1.2237
23.9200,5.4286,-55.4999,10.2531,127.0288,-0.0926,0.0926,1.0364,-1.0059
23.9300,4.8902,-53.9130,11.5715,128.6768,-0.2526,0.2526,1.0364,-1.0059
23.9400,4.2860,-63.7396,12.9173,128.9819,-0.4150,0.4150,1.0364,-1.0059
23.9500,3.5279,-85.1630,14.3125,131.9727,-0.5848,0.5848,1.0364,-1.0059
23.9600,2.5721,-100.4218,15.7737,137.2217,-0.7667,0.7667,1.0364,-1.0059
23.9700,1.5174,-109.5770,17.2898,140.2734,-0.9610,0.9610,0.4291,-0.3654
23.9800,0.3968,-112.6898,18.6521,140.6396,-1.1607,1.1607,0.4291,-0.3654
23.9900,-0.6963,-106.7084,20.1133,142.5317,-1.3659,1.3659,0.4291,-0.3654
24.0000,-1.7016,-97.6141,21.6459,139.7852,-1.5736,1.5736,-0.0686,0.0537
24.0100,-2.6134,-87.3602,23.1401,135.4517,-1.7790,1.7790,-0.0686,0.0537
24.0200,-3.3385,-64.8993,24.5683,127.5171,-1.9751,1.9751,-0.0686,0.0537
24.0300,-3.8494,-45.0018,25.9031,118.2397,-2.1560,2.1560,-0.3666,0.3666
24.0400,-4.2504,-37.9218,27.1006,104.6289,-2.3195,2.3195,-0.3666,0.3666
24.0500,-4.7393,-51.4716,28.2048,100.4175,-2.4712,2.4712,-0.8577,0.8534
24.0600,-5.4369,-73.2611,29.2540,96.5112,-2.6193,2.6193,-1.1774,1.1718
24.0700,-6.1840,-76.1908,30.1603,84.1211,-2.7625,2.7625,-1.1774,1.1718
24.0800,-6.9256,-75.4584,30.9019,69.8389,-2.8979,2.8979,-1.1774,1.1718
24.0900,-7.6287,-66.6083,31.3469,39.3213,-3.0194,3.0194,-1.1774,1.1718
24.1000,-8.1670,-51.4716,31.3963,2.7612,-3.1172,3.1172,-1.1774,1.1718
24.1100,-8.6559,-53.7299,31.1875,-12.6196,-3.1914,3.1914,-2.0055,2.0636
24.1200,-9.2107,-64.8993,30.9239,-9.2017,-3.2503,3.2503,-2.2104,2.1606
24.1300,-9.8864,-75.9467,30.6437,-10.1782,-3.3020,3.3020,-2.2104,2.1606
24.1400,-10.7049,-85.4071,30.3141,-17.1362,-3.3518,3.3518,-2.4219,2.4510
24.1500,-11.5288,-81.2567,29.9186,-31.0522,-3.3986,3.3986,-2.4219,2.4510
24.1600,-12.2045,-66.1810,29.4517,-42.2827,-3.4373,3.4373,-2.4219,2.4510
24.1700,-12.8032,-60.7489,29.3144,-8.0420,-3.4766,3.4766,-2.9723,2.9378
24.1800,-13.5009,-72.4677,29.4682,3.7378,-3.5264,3.5264,-2.9723,2.9378
24.1900,-14.3084,-77.2894,29.4682,-17.3193,-3.5823,3.5823,-2.9723,2.9378
24.2000,-15.0170,-66.1810,29.2320,-34.4092,-3.6336,3.6336,-2.9723,2.9378
24.2100,-15.5938,-55.9271,28.7541,-47.2266,-3.6720,3.6720,-2.9723,2.9378
24.2200,-16.1156,-53.2416,27.9136,-78.8428,-3.6909,3.6909,-2.9723,2.9378
24.2300,-16.6430,-52.4481,26.5019,-138.5352,-3.6823,3.6823,-2.9723,2.9378
24.2400,-17.0934,-37.6166,24.6177,-176.5601,-3.6405,3.6405,-2.9723,2.9378
24.2500,-17.2417,-4.9017,23.2170,-110.0928,-3.5798,3.5798,-3.1828,3.2958
24.2600,-16.9451,45.9406,22.9588,-20.7373,-3.5236,3.5236,-3.2021,3.2891
24.2700,-15.9893,115.8868,23.2499,-15.1221,-3.4669,3.4669,-3.2021,3.2891
24.2800,-14.7918,116.9244,23.2499,-54.1846,-3.3956,3.3956,-3.4301,3.4740
24.2900,-13.9403,73.5895,22.9368,-61.3257,-3.3159,3.3159,-3.4301,3.4740
24.3000,-13.0999,74.1388,22.2886,-73.9600,-3.2218,3.2218,-3.4301,3.4740
24.3100,-12.3803,49.9078,21.1186,-115.2197,-3.1074,3.1074,-3.5842,3.6210
24.3200,-12.2375,-5.5121,19.5970,-144.0283,-2.9859,2.9859,-3.5842,3.6210
24.3300,-12.4242,-12.8363,18.0149,-147.3853,-2.8667,2.8667,-3.5748,3.6271
24.3400,-12.1990,42.4005,16.5208,-132.7979,-2.7395,2.7395,-3.5748,3.6271
24.3500,-11.5343,70.6598,15.3837,-91.2329,-2.6040,2.6040,-3.5748,3.6271
24.3600,-10.9136,58.6359,14.6586,-58.7622,-2.4753,2.4753,-3.5748,3.6271
