time,insole_l_force_x,insole_l_force_y,insole_l_force_z,insole_l_cop_x,insole_l_cop_z,insole_r_force_x,insole_r_force_y,insole_r_force_z,insole_r_cop_x,insole_r_cop_z
64.01,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0
64.015,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0
64.02,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0
64.025,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0
64.03,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0
64.035,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0
64.04,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0
64.045,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0
64.05,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0
64.055,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0
64.06,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0
64.065,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0
64.07,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0
64.075,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0
64.08,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0
64.085,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0
64.09,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0
64.095,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0
64.1,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0
64.105,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0
64.11,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0
64.115,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0
64.12,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0
64.125,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0
64.13,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0
64.135,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0
64.14,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0
64.145,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0
64.15,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0
64.155,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0
64.16,NaN,NaN,NaN,NaN,NaN,-6.27439627919071,20.4236133725461,-5.58004490521848,0.136957398647954,0.0494109379175107
64.165,NaN,NaN,NaN,NaN,NaN,-1.48623819347126,28.1163751467688,-5.9312794781193,0.133499997855611,0.0486899210956446
64.17,NaN,NaN,NaN,NaN,NaN,6.02527508657084,35.9907452613805,-4.95229819063192,0.130010722818992,0.0467363051618435
64.175,NaN,NaN,NaN,NaN,NaN,15.1953977854517,44.0555190600191,-2.61313940527689,0.126532658410505,0.0434604536550012
64.18,NaN,NaN,NaN,NaN,NaN,24.4387419923077,52.6636985247861,0.743566331521954,0.123299003302154,0.0390263424641644
64.185,NaN,NaN,NaN,NaN,NaN,32.0828093145818,62.3922536621721,4.4799121172794,0.120650347327382,0.0339474231228873
64.19,NaN,NaN,NaN,NaN,NaN,36.8192321672379,73.8535175106154,7.85130669499422,0.118882136067518,0.0289544464034233
64.195,NaN,NaN,NaN,NaN,NaN,38.0154645672909,87.5232161595345,10.2473439615175,0.118103865181925,0.0246761444289918
64.2,NaN,NaN,NaN,NaN,NaN,35.7929543916434,103.646928442586,11.3947188409796,0.11823364678319,0.0213969760569093
64.205,NaN,NaN,NaN,NaN,NaN,30.8686081809384,122.237475323685,11.4367047336234,0.119088279494143,0.0190523336071653
64.21,NaN,NaN,NaN,NaN,NaN,24.239582582464,143.131505750465,10.8510520865252,0.120483330948477,0.017388666719957
64.215,NaN,NaN,NaN,NaN,NaN,16.8404940078701,166.057277783569,10.2395609324187,0.122268540441282,0.016128004633571
64.22,NaN,NaN,NaN,NaN,NaN,9.29534967813685,190.681199023083,10.0817920340644,0.124339172972696,0.0150599347139524
64.225,NaN,NaN,NaN,NaN,NaN,1.82920126135991,216.62432603079,10.5612696106953,0.126616377632468,0.0140639988127926
64.23,NaN,NaN,NaN,NaN,NaN,-5.6678290819433,243.463663095315,11.5343989359259,0.129040088635029,0.0130953474473738
64.235,NaN,NaN,NaN,NaN,NaN,-13.4838424024235,270.739895018231,12.6402419159976,0.131563407456469,0.0121459518894742
64.24,NaN,NaN,NaN,NaN,NaN,-21.9127290143153,297.989065395337,13.484532807879,0.13414720718018,0.0112188624681631
64.245,NaN,NaN,NaN,NaN,NaN,-31.1270723062978,324.80128994622,13.8065587302442,0.136750292032019,0.0103161829500111
64.25,NaN,NaN,NaN,NaN,NaN,-41.1221853390113,350.894181129292,13.5617856629095,0.139327796781492,0.00943705977655007
64.255,NaN,NaN,NaN,NaN,NaN,-51.7221675793945,376.182456098711,12.9032301119536,0.141819966273257,0.00858607527978794
64.26,NaN,NaN,NaN,NaN,NaN,-62.6213161970533,400.821049628216,12.0908062411953,0.144149609550776,0.00777139926443571
64.265,NaN,NaN,NaN,NaN,NaN,-73.4383013936697,425.206321545696,11.3802472087115,0.146227872130424,0.00701185097258872
64.27,NaN,NaN,NaN,NaN,NaN,-83.774601787633,449.930652030931,10.9394164710695,0.147970799327107,0.00632727709019498
64.275,NaN,NaN,NaN,NaN,NaN,-93.2768610983329,475.696907704434,10.8184804763784,0.14930766836088,0.00572806268019121
64.28,NaN,NaN,NaN,NaN,NaN,-101.698534203967,503.206857709221,10.9738134606518,0.150208425046307,0.00521107467883564
64.285,NaN,NaN,NaN,NaN,NaN,-108.945544623038,533.035977881639,11.3244151611229,0.15069279473516,0.00475420597507892
64.29,NaN,NaN,NaN,NaN,NaN,-115.087205258636,565.508137015036,11.8113062669921,0.1508272747029,0.00431780322877007
64.295,NaN,NaN,NaN,NaN,NaN,-120.323951352627,600.595007650476,12.4354388555746,0.150707492370407,0.00386333121659899
64.3,0,0,0,0,0,-124.9214329207,637.867077688119,13.2640443113339,0.150440157142536,0.00336205254997868
64.305,0,0,0,0,0,-129.131580811183,676.520762506624,14.4095422224744,0.150118222934803,0.0027986243672995
64.31,0,0,0,0,0,-133.125559519352,715.480177934722,15.9924329394564,0.149808232845618,0.00217488536307542
64.315,0,0,0,0,0,-136.954483307772,753.547609070854,18.098773016898,0.149547824524348,0.00150723376918283
64.32,0,0,0,0,0,-140.545129284165,789.567260944604,20.7414726934631,0.149348084539902,0.000822259248661084
64.325,0,0,0,0,0,-143.728439859571,822.562033964139,23.8359926932162,0.149199749126388,0.00015085699479922
64.33,0,0,0,0,0,-146.289189720978,851.821562854488,27.2005517576394,0.14908481017242,-0.000475357704646129
64.335,0,0,0,0,0,-148.028576952879,876.933177093652,30.5861231370622,0.148984618002679,-0.00103112410074768
64.34,0,0,0,0,0,-148.823774223564,897.763815002207,33.731296453544,0.148884893088198,-0.0014981277854238
