time,fp_l_force_x,fp_l_force_y,fp_l_force_z,fp_l_cop_x,fp_l_cop_y,fp_l_cop_z,fp_r_force_x,fp_r_force_y,fp_r_force_z,fp_r_cop_x,fp_r_cop_y,fp_r_cop_z
65,63.7475,619.6829,-32.92552,0.4660268,0,-0.9134678,0,0,0,0,0,0
65.005,64.49366,646.6198,-37.79861,0.4661115,0,-0.9053448,0,0,0,0,0,0
65.01,65.33072,673.8815,-43.58511,0.4662456,0,-0.8974465,0,0,0,0,0,0
65.015,66.21995,701.115,-50.36252,0.4664167,0,-0.8896987,0,0,0,0,0,0
65.02,67.0956,728.2095,-58.16945,0.466612,0,-0.8819965,0,0,0,0,0,0
65.025,67.8823,755.2905,-66.97128,0.4668234,0,-0.8742506,0,0,0,0,0,0
65.03,68.49446,782.6604,-76.63837,0.4670439,0,-0.8664134,0,0,0,0,0,0
65.035,68.83312,810.7045,-86.94722,0.4672641,0,-0.8584797,0,0,0,0,0,0
65.04,68.79783,839.784,-97.60881,0.4674737,0,-0.850471,0,0,0,0,0,0
65.045,68.32194,870.1315,-108.3207,0.4676662,0,-0.8424174,0,0,0,0,0,0
65.05,67.42277,901.7673,-118.8296,0.4678408,0,-0.8343441,0,0,0,0,0,0
65.055,66.24398,934.4449,-128.9879,0.4680002,0,-0.8262673,0,0,0,0,0,0
65.06,65.06442,967.6383,-138.7815,0.4681456,0,-0.8182012,0,0,0,0,0,0
65.065,64.2602,1000.58,-148.318,0.4682746,0,-0.8101717,0,0,0,0,0,0
65.07,64.22613,1032.34,-157.7754,0.4683826,0,-0.8022264,0,0,0,0,0,0
65.075,65.27687,1061.931,-167.335,0.4684676,0,-0.7944286,0,0,0,0,0,0
65.08,67.5498,1088.399,-177.125,0.4685346,0,-0.7868386,0,0,0,0,0,0
65.085,70.92797,1110.897,-187.1949,0.4685957,0,-0.7794903,0,0,0,0,0,0
65.09,75.00191,1128.739,-197.523,0.4686666,0,-0.772375,0,0,0,0,0,0
65.095,79.09493,1141.438,-208.0431,0.4687635,0,-0.7654354,0,0,0,0,0,0
65.1,82.37205,1148.729,-218.6692,0.4689009,0,-0.7585717,0,0,0,0,0,0
65.105,84.02325,1150.569,-229.2969,0.4690917,0,-0.7516636,0,0,0,0,0,0
65.11,83.4692,1147.1,-239.7768,0.469348,0,-0.7446027,0,0,0,0,0,0
65.115,80.511,1138.589,-249.8748,0.469682,0,-0.7373288,4.758995,110.4241,-53.98712,0.6742664,0,-1.303582
65.12,75.36336,1125.324,-259.2554,0.4701073,0,-0.729857,13.78065,192.891,-64.52759,0.6721875,0,-1.295942
65.125,68.56258,1107.497,-267.5215,0.4706394,0,-0.7222773,25.02989,283.5928,-63.26796,0.6704322,0,-1.293112
65.13,60.7894,1085.102,-274.3246,0.4712925,0,-0.7147228,36.20461,372.4321,-47.53359,0.6686049,0,-1.292268
65.135,52.66892,1057.863,-279.505,0.4720693,0,-0.7073148,44.25207,451.2376,-17.98453,0.6665714,0,-1.292248
65.14,44.60985,1025.224,-283.1756,0.4729494,0,-0.7001097,46.24309,516.4085,21.5009,0.664367,0,-1.292316
65.145,36.73567,986.3785,-285.6464,0.4738828,0,-0.6930771,40.43326,569.7737,65.12087,0.6622233,0,-1.291959
65.15,28.94052,940.3601,-287.1565,0.4748003,0,-0.6861185,27.08477,617.2788,107.0876,0.6605613,0,-1.290968
65.155,21.05877,886.2278,-287.4998,0.4756364,0,-0.6791148,8.629011,666.1336,143.3655,0.6598587,0,-1.289551
65.16,13.07091,823.3667,-285.7528,0.4763548,0,-0.6719792,-11.0078,721.7294,172.4935,0.6604083,0,-1.288229
65.165,5.225737,751.8621,-280.3273,0.4769622,0,-0.6646885,-27.71399,785.5961,195.2638,0.6621354,0,-1.28746
65.17,-1.99992,672.8157,-269.4187,0.4775027,0,-0.6572883,-38.61793,855.0433,213.5736,0.6646298,0,-1.287264
65.175,-8.068211,588.445,-251.6941,0.4780359,0,-0.6498878,-43.03353,924.3664,229.1021,0.667342,0,-1.287138
