time,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r
205,13.1638167966367,-2.2219518628169,-8.14093268691884,-5.58317110603622,-11.9413381069926,-7.45167486096991,1.46291020916052,-2.4634394178177,0.886298794839008,-18.6383913471863,3.04817475699674,-2.7181736108861
205.005,13.0802150461375,-2.11995448398846,-8.15757633183099,-5.61515013414356,-11.8018890942529,-7.53894591052584,1.84117273402003,-2.64168477944515,0.744820182488484,-19.4621232752643,3.10068710740968,-2.10327967876536
205.01,12.9919271826656,-2.0171282612886,-8.17622942750993,-5.64477311587601,-11.6622293250564,-7.62139026165134,2.23351547610749,-2.82524321396831,0.597666637946985,-20.3166420670403,3.14351500714735,-1.47344575584207
205.015,12.8984346688187,-1.91284095262106,-8.1965983228151,-5.67146836485127,-11.5228674985794,-7.69923769542867,2.6393312187519,-3.01452717839133,0.445308695159384,-21.2009692632804,3.17556265530293,-0.832804938526913
205.02,12.7992743748166,-1.80652149127772,-8.21837371255103,-5.69467070436544,-11.384296767026,-7.77272089466098,3.05793976205065,-3.20982587016265,0.288289772490704,-22.113843268575,3.19583798396204,-0.185858287985691
205.025,12.6940446663274,-1.69767240215259,-8.24123420944583,-5.71382803071084,-11.2469935711899,-7.84207432294263,3.48858935305222,-3.41129381409261,0.127217865680686,-23.0537125200645,3.20347793165142,0.46257788526809
205.03,12.5824105654979,-1.58588079096267,-8.26485008868077,-5.72840795034082,-11.1114164200178,-7.907532781121,3.93045905200959,-3.61894192817444,-0.0372442659282219,-24.0187323940053,3.19777136725502,1.1074321836576
205.035,12.4641079158712,-1.47082768782282,-8.28888719996228,-5.7379044151388,-10.9780045828021,-7.9693296568308,4.38266207365378,-3.83263127704832,-0.2043901089308,-25.0067660709299,3.17817900732146,1.74344478874727
205.04,12.3389465016366,-1.35229555658016,-8.31301102992882,-5.74184427585164,-10.8471766683799,-8.02769490768456,4.84425012145701,-4.05206966751873,-0.373481256313022,-26.015389510908,3.14434974231336,2.36523954358644
205.045,12.2068120915325,-1.23017381647545,-8.33689088463127,-5.73979367036991,-10.71932907306,-8.08285284059028,5.3142187098247,-4.2768111815247,-0.543759752885217,-27.0419006163135,3.09613288064544,2.96740024076308
205.05,12.0676673970909,-1.1044622624952,-8.36020414850095,-5.73136416070829,-10.5948342880246,-8.13501976748579,5.79151344489866,-4.50625867947784,-0.714460552287445,-28.0833325822272,3.03358593075303,3.54454980714634
205.055,11.9215519531831,-0.975272314386231,-8.38264056330861,-5.7162185299935,-10.4740390675072,-8.1844016307334,6.27503721004232,-4.73966924245094,-0.884823718390877,-29.1364713558514,2.95697766741644,4.09143100323522
205.06,11.7685809456303,-0.842826070491559,-8.4039064588786,-5.69407614844943,-10.3572624707093,-8.23119169904773,6.76365817801485,-4.97616245717271,-1.05410602330978,-30.197877047781,2.86678636475264,4.602987208531
205.065,11.6089430259624,-0.707453189746512,-8.4237288575667,-5.66471781560518,-10.2447938025418,-8.27556843709273,7.25621854937598,-5.21473138529918,-1.22159162582372,-31.2639090615139,2.76369321981786,5.07444184536513
205.07,11.4428971676586,-0.569585671639834,-8.44185936749867,-5.62798998542333,-10.136890490179,-8.31769364913215,7.75154389703212,-5.4542560001761,-1.38660155657191,-32.3307546351595,2.64857113279162,5.50137500310432
205.075,11.2707686318751,-0.429750648201439,-8.45807777584135,-5.58380828256027,-10.0337759434411,-8.35771098992596,8.24845298116241,-5.69351882214245,-1.54850178843669,-33.3944604228259,2.52246914741395,5.8797958627946
205.08,11.0929441239294,-0.288561343042302,-8.47219525316484,-5.53216022219996,-9.93563745658833,-8.39574492504137,8.74576788763457,-5.93122243861781,-1.70670973018453,-34.4509666841713,2.38659298357949,6.20620958739877
205.085,10.9098662343401,-0.14670638932526,-8.48405708328063,-5.47310705325748,-9.84262421664261,-8.43190020844324,9.24232433638051,-6.16600855858129,-1.86069904629291,-35.4961436001826,2.24228220731864,6.47767743145361
205.09,10.7220272695401,-0.00493773036144902,-8.49354483984931,-5.40678465538817,-9.75484548827203,-8.46626192823022,9.73698200376688,-6.3964782234222,-2.01000277319168,-36.5258291922012,2.09098467690985,6.69186893298672
205.095,10.5299625872027,0.13594264786751,-8.50057794164345,-5.33340343410068,-9.67236904714171,-8.49889615239661,10.2286347046866,-6.62121277858607,-2.1542147689843,-37.5358682902904,1.93422897411171,6.84710517831782
205.1,10.3342435593712,0.275096884568357,-8.50511453252886,-5.2532471750587,-9.59521993223397,-8.52985118631095,10.7162202859405,-6.83879520376684,-2.29298959728629,-38.5221519767435,1.77359557465314,6.94239227646302
205.105,10.1354702930659,0.411666033705852,-8.50715164942745,-5.16667083779079,-9.52337958307812,-8.55915943288722,11.1987300921193,-7.04783140342047,-2.42604100356849,-39.4806569209166,1.61068753153665,6.97744434311871
205.11,9.93426424220145,0.54478519226385,-8.50672466071832,-5.07409728968234,-9.45678542048842,-8.58683982563044,11.6752178776048,-7.24697107267204,-2.55313919206384,-40.407484022057,1.4471014385561,6.95269547187731
205.115,9.73126084568413,0.673598685090909,-8.5039059775047,-4.97601300237857,-9.39533091982018,-8.61290078413786,12.1448080519514,-7.4349277741049,-2.67410715097174,-41.2988957864253,1.28439941056422,6.86930035865295
205.12,9.52710232367368,0.797275029071536,-8.49880305981362,-4.87296275378927,-9.3388662144432,-8.63734362149586,12.6067031591829,-7.6104978863238,-2.78881630183232,-42.1513518827458,1.12408276303048,6.7291234405477
205.125,9.32243075669544,0.91502140720262,-8.49155575823528,-4.76554339920149,-9.28719925457596,-8.66016631372308,13.0601905030954,-7.77257811388853,-2.89718176441448,-42.9615423449689,0.967567998668665,6.53471660948172
205.13,9.11788156046905,1.02609739343325,-8.48233304811914,-4.65439679422495,-9.24009753331667,-8.68136752352104,13.5046478396386,-7.92018127900462,-2.99915753055844,-43.726417922778,0.816165616531314,6.28928576127579
205.135,8.91407745335225,1.12982768171404,-8.47132922779734,-4.54020197010863,-9.19729037820033,-8.70095075480949,13.9395480636305,-8.0524501475145,-3.09473182885885,-44.4432171176962,0.671062152725288,5.99664663990158
205.14,8.71162299411155,1.22561358808355,-8.4587596641786,-4.42366667800926,-9.15847179343054,-8.71892850172306,14.3644628211965,-8.16866907526242,-3.18392293703672,-45.1094894859408,0.533305745790788,5.66117063109419
205.145,8.51109974677073,1.31294311390584,-8.44485617837606,-4.3055184326423,-9.12330382544124,-8.73532624693903,14.7790649830732,-8.26827329658324,-3.26677566102205,-45.7231148386594,0.403795397723947,5.28772134554854
205.15,8.31306210820753,1.39139938278874,-8.42986217079516,-4.18649519705009,-9.09142041279779,-8.7501861603677,15.1831299192396,-8.35085571551907,-3.34335865050543,-46.2823180263297,0.283273977486289,4.88158300535416
205.155,8.11803381435059,1.46066729385301,-8.41402758933172,-4.06733585877735,-9.06243167072164,-8.76357035108673,15.5765355236271,-8.41617110289272,-3.41376266212336,-46.7856790569821,0.172324891717818,4.44838180443884
