time,left,right
205,1,1
205.005,1,1
205.01,1,1
205.015,1,1
205.02,1,1
205.025,1,1
205.03,1,1
205.035,1,1
205.04,1,1
205.045,1,1
205.05,1,1
205.055,1,1
205.06,1,1
205.065,1,1
205.07,1,1
205.075,1,1
205.08,1,1
205.085,1,1
205.09,1,1
205.095,1,1
205.1,1,1
205.105,1,1
205.11,1,1
205.115,1,1
205.12,1,1
205.125,1,1
205.13,1,1
205.135,1,1
205.14,1,1
205.145,1,1
205.15,1,1
205.155,1,1
205.16,1,1
205.165,1,1
205.17,1,1
205.175,1,1
205.18,1,1
205.185,1,1
205.19,1,1
205.195,1,1
205.2,1,1
205.205,1,1
205.21,1,1
205.215,1,1
205.22,1,1
205.225,1,1
205.23,1,1
205.235,1,1
205.24,1,1
205.245,1,1
205.25,1,1
205.255,1,1
205.26,1,1
205.265,1,1
205.27,1,1
205.275,1,1
205.28,1,1
205.285,1,1
205.29,1,1
205.295,1,1
205.3,1,1
205.305,1,1
205.31,1,1
205.315,1,1
205.32,1,1
205.325,1,1
205.33,1,1
205.335,1,1
205.34,1,1
205.345,1,1
205.35,1,1
205.355,1,1
205.36,1,1
205.365,1,1
205.37,1,1
205.375,1,1
205.38,1,1
205.385,1,1
205.39,1,1
205.395,1,1
205.4,1,1
205.405,1,1
205.41,1,1
205.415,1,1
205.42,1,1
205.425,1,1
205.43,1,1
205.435,1,1
205.44,1,1
205.445,1,1
205.45,1,1
205.455,1,1
205.46,1,1
205.465,1,1
205.47,1,1
205.475,1,1
205.48,1,1
205.485,1,1
205.49,1,1
205.495,1,1
205.5,1,1
205.505,1,1
205.51,1,1
205.515,1,1
205.52,1,1
205.525,1,1
205.53,1,1
205.535,1,1
205.54,1,1
205.545,1,1
205.55,1,1
205.555,1,1
205.56,1,1
205.565,1,1
205.57,1,1
205.575,1,1
205.58,1,1
205.585,1,1
205.59,1,1
205.595,1,1
205.6,1,1
205.605,1,1
205.61,1,1
205.615,1,1
205.62,1,1
205.625,1,1
205.63,1,1
205.635,1,1
205.64,1,1
205.645,1,1
205.65,1,1
205.655,1,1
205.66,1,1
205.665,1,1
205.67,1,1
205.675,1,1
205.68,1,1
205.685,1,1
205.69,1,1
205.695,1,1
205.7,1,1
205.705,1,1
205.71,1,1
205.715,1,1
205.72,1,1
205.725,1,1
205.73,1,1
205.735,1,1
205.74,1,1
205.745,1,1
205.75,1,1
205.755,1,1
205.76,1,1
205.765,1,1
205.77,1,1
205.775,1,1
205.78,1,1
205.785,1,1
205.79,1,1
205.795,1,1
205.8,1,1
205.805,1,1
205.81,1,1
205.815,1,1
205.82,1,1
205.825,1,1
205.83,1,1
205.835,1,1
205.84,1,1
205.845,1,1
205.85,1,1
205.855,1,1
205.86,1,1
205.865,1,1
205.87,1,1
205.875,1,1
205.88,1,1
205.885,1,1
205.89,1,1
205.895,1,1
205.9,1,1
205.905,1,1
205.91,1,1
205.915,1,1
205.92,1,1
205.925,1,1
205.93,1,1
205.935,1,1
205.94,1,1
205.945,1,1
205.95,1,1
205.955,1,1
205.96,1,1
205.965,1,1
205.97,1,1
205.975,1,1
205.98,1,1
205.985,1,1
205.99,1,1
205.995,1,1
206,1,1
206.005,1,1
206.01,1,1
206.015,1,1
206.02,1,1
206.025,1,1
206.03,1,1
206.035,1,1
206.04,1,1
206.045,1,1
206.05,1,1
206.055,1,1
206.06,1,1
206.065,1,1
206.07,1,1
206.075,1,1
206.08,1,1
206.085,1,1
206.09,1,1
206.095,1,1
206.1,1,1
206.105,1,1
206.11,1,1
206.115,1,1
206.12,1,1
206.125,1,1
206.13,1,1
206.135,1,1
206.14,1,1
206.145,1,1
206.15,1,1
206.155,1,1
206.16,1,1
206.165,1,1
206.17,1,1
206.175,1,1
206.18,1,1
206.185,1,1
206.19,1,1
206.195,1,1
206.2,1,1
206.205,1,1
206.21,1,1
206.215,1,1
206.22,1,1
206.225,1,1
206.23,1,1
206.235,1,1
206.24,1,1
206.245,1,1
206.25,1,1
206.255,1,1
206.26,1,1
206.265,1,1
206.27,1,1
206.275,1,1
206.28,1,1
206.285,1,1
206.29,1,1
206.295,1,1
206.3,1,1
206.305,1,1
206.31,1,1
206.315,1,1
206.32,1,1
206.325,1,1
206.33,1,1
206.335,1,1
206.34,1,1
206.345,1,1
206.35,1,1
206.355,1,1
206.36,1,1
206.365,1,1
206.37,1,1
206.375,1,1
206.38,1,1
206.385,1,1
206.39,1,1
206.395,1,1
206.4,1,1
206.405,1,1
206.41,1,1
206.415,1,1
206.42,1,1
206.425,1,1
206.43,1,1
206.435,1,1
206.44,1,1
206.445,1,1
206.45,1,1
206.455,1,1
206.46,1,1
206.465,1,1
206.47,1,1
206.475,1,1
206.48,1,1
206.485,1,1
206.49,1,1
206.495,1,1
206.5,1,1
206.505,1,1
206.51,1,1
206.515,1,1
206.52,1,1
206.525,1,1
206.53,1,1
206.535,1,1
206.54,1,1
206.545,1,1
206.55,1,1
206.555,1,1
206.56,1,1
206.565,1,1
206.57,1,1
206.575,1,1
206.58,1,1
206.585,1,1
206.59,1,1
206.595,1,1
206.6,1,1
206.605,1,1
206.61,1,1
206.615,1,1
206.62,1,1
206.625,1,1
206.63,1,1
206.635,1,1
206.64,1,1
206.645,1,1
206.65,1,1
206.655,1,1
206.66,1,1
206.665,1,1
206.67,1,1
206.675,1,1
206.68,1,1
206.685,1,1
206.69,1,1
206.695,1,1
206.7,1,1
206.705,1,1
206.71,1,1
206.715,1,1
206.72,1,1
206.725,1,1
206.73,1,1
206.735,1,1
206.74,1,1
206.745,1,1
206.75,1,1
206.755,1,1
206.76,1,1
206.765,1,1
206.77,1,1
206.775,1,1
206.78,1,1
206.785,1,1
206.79,1,1
206.795,1,1
206.8,1,1
206.805,1,1
206.81,1,1
206.815,1,1
206.82,1,1
206.825,1,1
206.83,1,1
206.835,1,1
206.84,1,1
206.845,1,1
206.85,1,1
206.855,1,1
206.86,1,1
206.865,1,1
206.87,1,1
206.875,1,1
206.88,1,1
206.885,1,1
206.89,1,1
206.895,1,1
206.9,1,1
206.905,1,1
206.91,1,1
206.915,1,1
206.92,1,1
206.925,1,1
206.93,1,1
206.935,1,1
206.94,1,1
206.945,1,1
206.95,1,1
206.955,1,1
206.96,1,1
206.965,1,1
206.97,1,1
206.975,1,1
206.98,1,1
206.985,1,1
206.99,1,1
206.995,1,1
207,1,1
207.005,1,1
207.01,1,1
207.015,1,1
207.02,1,1
207.025,1,1
207.03,1,1
207.035,1,1
207.04,1,1
207.045,1,1
207.05,1,1
207.055,1,1
207.06,1,1
207.065,1,1
207.07,1,1
207.075,1,1
207.08,1,1
207.085,1,1
207.09,1,1
207.095,1,1
207.1,1,1
207.105,1,1
207.11,1,1
207.115,1,1
207.12,1,1
207.125,1,1
207.13,1,1
207.135,1,1
207.14,1,1
207.145,1,1
207.15,1,1
207.155,1,1
207.16,1,1
207.165,1,1
207.17,1,1
207.175,1,1
207.18,1,1
207.185,1,1
207.19,1,1
207.195,1,1
207.2,1,1
207.205,1,1
207.21,1,1
207.215,1,1
207.22,1,1
