time,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r
205,13.21772616,-2.19056959,-8.15214602,-5.58448573,-11.93284437,-7.49866772,1.52427169,-2.4994758,0.88809961,-18.66498232,3.14894678,-2.543115
205.005,13.05072498,-2.15400692,-8.10883549,-5.58918703,-11.8252506,-7.5323098,1.78997164,-2.58151699,0.81982716,-19.41254579,3.01082898,-2.42681528
205.01,13.03622221,-1.99341927,-8.18735058,-5.64496263,-11.65786378,-7.65788854,2.27635875,-2.84911993,0.61280708,-20.32594934,3.25511075,-1.31332356
205.015,12.89555829,-1.92187076,-8.19181036,-5.67937171,-11.50186299,-7.72883993,2.6075866,-2.98961576,0.48643803,-21.16397946,3.11318646,-0.9949255
205.02,12.83066251,-1.7872328,-8.22015407,-5.68967059,-11.37547648,-7.80043865,3.07949807,-3.22504365,0.30448092,-22.10325155,3.30383833,-0.03807016
205.025,12.67188342,-1.73588837,-8.210882,-5.72643662,-11.25363252,-7.84501986,3.41924251,-3.34593252,0.17344693,-22.98954843,3.14451492,0.1797623
205.03,12.62242735,-1.56992626,-8.26868356,-5.72918347,-11.11104393,-7.93381169,3.9576282,-3.63107616,-0.06506051,-24.01658442,3.35713744,1.28929831
205.035,12.45604488,-1.50726807,-8.26242383,-5.75581617,-10.97779165,-7.97816973,4.33498461,-3.7763396,-0.20063952,-24.96125755,3.15852493,1.54900995
205.04,12.37568469,-1.36300516,-8.32242001,-5.742627,-10.8632787,-8.03736266,4.8773975,-4.04771711,-0.41768106,-26.01579107,3.34258255,2.58710377
205.045,12.16136531,-1.31388872,-8.285239,-5.70425781,-10.75718073,-8.05490996,5.24840576,-4.17041334,-0.55097436,-26.97662918,3.14366574,2.72449293
205.05,12.06309579,-1.08304573,-8.37315323,-5.71215976,-10.5804388,-8.13491857,5.7843137,-4.52817713,-0.73455011,-28.0544655,3.11718002,3.67678646
205.055,11.87756705,-1.0449509,-8.35758992,-5.70579385,-10.48719334,-8.15629597,6.20830121,-4.65316807,-0.90817143,-29.08327234,2.9529664,3.86870194
205.06,11.80931321,-0.81976537,-8.42962508,-5.69002739,-10.37203706,-8.22900527,6.81229569,-5.01219902,-1.1063129,-30.20497859,3.06053851,4.87826628
205.065,11.65086161,-0.67964785,-8.43592387,-5.66134429,-10.25237697,-8.28251997,7.30457412,-5.25101947,-1.27256005,-31.26721383,2.90426388,5.29294846
205.07,11.44047323,-0.62405915,-8.42150277,-5.63104517,-10.15217293,-8.30078541,7.74207951,-5.39936821,-1.44674804,-32.31522647,2.6932254,5.43769776
205.075,11.22757701,-0.51769516,-8.42426532,-5.58834525,-10.03867459,-8.32468708,8.17784661,-5.5902267,-1.60146435,-33.34520806,2.47695808,5.65468341
