time,fp_l_force_x,fp_l_force_y,fp_l_force_z,fp_l_cop_x,fp_l_cop_y,fp_l_cop_z,fp_r_force_x,fp_r_force_y,fp_r_force_z,fp_r_cop_x,fp_r_cop_y,fp_r_cop_z
205,44.41033,554.3481,32.35993,0.4460096,0,-1.305841,13.47111,211.3571,-15.75363,0.7302876,0,-1.136543
205.005,45.24265,568.3978,33.22942,0.4457377,0,-1.304457,14.56403,198.6634,-15.49735,0.7315734,0,-1.138204
205.01,46.14042,582.2363,34.00512,0.4454523,0,-1.303169,15.48183,186.2789,-15.16007,0.7329745,0,-1.140388
205.015,47.06793,595.7948,34.65538,0.4451882,0,-1.301971,16.25645,174.201,-14.75512,0.7345195,0,-1.142926
205.02,48.05292,609.0381,35.14023,0.4449753,0,-1.300792,16.9372,162.4561,-14.31108,0.7362435,0,-1.145619
205.025,49.15806,621.9561,35.42701,0.4448275,0,-1.299545,17.56286,151.097,-13.84916,0.7381735,0,-1.148338
205.03,50.42251,634.5536,35.50983,0.4447357,0,-1.298171,18.14655,140.1863,-13.36575,0.7403206,0,-1.151086
205.035,51.81032,646.8375,35.42649,0.4446696,0,-1.296668,18.67763,129.7724,-12.83219,0.742687,0,-1.154004
205.04,53.20048,658.8039,35.26159,0.4445911,0,-1.295094,19.13311,119.8634,-12.21077,0.7452846,0,-1.157319
205.045,54.42922,670.4289,35.12701,0.4444707,0,-1.293537,19.48846,110.413,-11.47677,0.748157,0,-1.161261
205.05,55.36284,681.6663,35.12485,0.4443001,0,-1.292075,19.72267,101.3274,-10.63477,0.7513943,0,-1.166012
205.055,55.95937,692.4512,35.31082,0.4440941,0,-1.29074,19.82098,92.50035,-9.719565,0.7551384,0,-1.17171
205.06,56.28215,702.7073,35.67642,0.4438803,0,-1.28952,19.77933,83.86269,-8.778422,0.7595758,0,-1.178477
205.065,56.45795,712.3542,36.15753,0.4436843,0,-1.288366,19.60973,75.42979,-7.840845,0.7649209,0,-1.186457
205.07,56.60678,721.3147,36.66058,0.4435168,0,-1.287224,19.34323,67.32313,-6.889672,0.7713938,0,-1.195832
205.075,56.78728,729.5199,37.09011,0.4433716,0,-1.286051,19.02504,59.75145,-5.851544,0.7791871,0,-1.206792
205.08,56.98787,736.9134,37.36689,0.4432327,0,-1.284821,0,0,0,0,0,0
205.085,57.16056,743.4532,37.43646,0.4430867,0,-1.283521,0,0,0,0,0,0
205.09,57.26647,749.1148,37.27399,0.4429337,0,-1.282146,0,0,0,0,0,0
205.095,57.30004,753.8968,36.88724,0.4427885,0,-1.280701,0,0,0,0,0,0
205.1,57.27977,757.8293,36.31301,0.4426738,0,-1.279198,0,0,0,0,0,0
205.105,57.2209,760.9825,35.60286,0.4426072,0,-1.277663,0,0,0,0,0,0
205.11,57.1176,763.4693,34.80181,0.4425904,0,-1.276118,0,0,0,0,0,0
205.115,56.95197,765.434,33.93241,0.4426058,0,-1.274569,0,0,0,0,0,0
205.12,56.72263,767.0234,32.99658,0.4426235,0,-1.273005,0,0,0,0,0,0
205.125,56.46761,768.347,31.99294,0.4426132,0,-1.271404,0,0,0,0,0,0
205.13,56.25946,769.4427,30.93348,0.4425561,0,-1.269745,0,0,0,0,0,0
205.135,56.17219,770.2641,29.84403,0.4424485,0,-1.268029,0,0,0,0,0,0
205.14,56.24292,770.6941,28.74832,0.4422977,0,-1.266281,0,0,0,0,0,0
205.145,56.45638,770.5784,27.65258,0.4421165,0,-1.264544,0,0,0,0,0,0
205.15,56.76209,769.768,26.54456,0.441919,0,-1.262868,0,0,0,0,0,0
205.155,57.10894,768.1611,25.40423,0.4417199,0,-1.261286,0,0,0,0,0,0
205.16,57.46857,765.7405,24.21471,0.4415344,0,-1.259803,0,0,0,0,0,0
205.165,57.82929,762.5968,22.9659,0.4413747,0,-1.258384,0,0,0,0,0,0
205.17,58.16663,758.9283,21.65441,0.4412449,0,-1.256965,0,0,0,0,0,0
205.175,58.41829,755.0067,20.28745,0.4411386,0,-1.255473,0,0,0,0,0,0
205.18,58.49104,751.1173,18.89081,0.4410418,0,-1.253863,0,0,0,0,0,0
205.185,58.30311,747.4923,17.51202,0.4409412,0,-1.252132,0,0,0,0,0,0
205.19,57.83569,744.2675,16.2106,0.440832,0,-1.250322,0,0,0,0,0,0
205.195,57.15555,741.4772,15.03797,0.44072,0,-1.248493,0,0,0,0,0,0
205.2,56.39038,739.0821,14.02112,0.4406189,0,-1.246698,0,0,0,0,0,0
205.205,55.67219,737.0133,13.16301,0.4405442,0,-1.244968,0,0,0,0,0,0
205.21,55.08534,735.2148,12.4556,0.4405069,0,-1.243314,0,0,0,0,0,0
205.215,54.64886,733.6706,11.88891,0.4405108,0,-1.241722,0,0,0,0,0,0
205.22,54.33571,732.4133,11.44661,0.44055,0,-1.240164,0,0,0,0,0,0
205.225,54.10808,731.5127,11.09659,0.4406104,0,-1.238592,0,0,0,0,0,0
205.23,53.94233,731.047,10.79268,0.4406713,0,-1.236946,0,0,0,0,0,0
205.235,53.83158,731.0654,10.49087,0.4407115,0,-1.235173,0,0,0,0,0,0
205.24,53.77339,731.5592,10.16756,0.4407146,0,-1.233241,0,0,0,0,0,0
205.245,53.7586,732.4529,9.825885,0.4406758,0,-1.231157,0,0,0,0,0,0
205.25,53.77123,733.6191,9.487897,0.4406046,0,-1.228965,0,0,0,0,0,0
205.255,53.79719,734.9132,9.180928,0.4405252,0,-1.226729,0,0,0,0,0,0
205.26,53.83191,736.2125,8.927597,0.4404714,0,-1.224517,0,0,0,0,0,0
205.265,53.87879,737.4484,8.741362,0.4404768,0,-1.222376,0,0,0,0,0,0
205.27,53.93668,738.623,8.623863,0.4405634,0,-1.220317,0,0,0,0,0,0
205.275,53.98277,739.8057,8.560871,0.4407303,0,-1.218317,0,0,0,0,0,0
205.28,53.96299,741.109,8.519956,0.4409521,0,-1.216327,0,0,0,0,0,0
205.285,53.80283,742.6459,8.456956,0.4411875,0,-1.214296,0,0,0,0,0,0
205.29,53.43969,744.482,8.331156,0.4413972,0,-1.212197,0,0,0,0,0,0
205.295,52.86025,746.5978,8.118813,0.4415609,0,-1.210036,0,0,0,0,0,0
205.3,52.11768,748.8776,7.814823,0.4416849,0,-1.207842,0,0,0,0,0,0
205.305,51.31464,751.13,7.422547,0.4417954,0,-1.205648,0,0,0,0,0,0
205.31,50.56149,753.1346,6.941983,0.4419221,0,-1.203469,0,0,0,0,0,0
205.315,49.93561,754.6953,6.364925,0.4420825,0,-1.201299,0,0,0,0,0,0
205.32,49.46367,755.6835,5.675714,0.4422728,0,-1.199117,0,0,0,0,0,0
205.325,49.13163,756.0576,4.852991,0.4424699,0,-1.196896,0,0,0,0,0,0
205.33,48.91043,755.8587,3.872363,0.4426415,0,-1.194618,0,0,0,0,0,0
205.335,48.77949,755.1882,2.712781,0.4427606,0,-1.192274,0,0,0,0,0,0
205.34,48.73682,754.1763,1.367133,0.4428176,0,-1.189866,0,0,0,0,0,0
205.345,48.79535,752.9525,-0.1489978,0.4428249,0,-1.187407,0,0,0,0,0,0
205.35,48.97242,751.6252,-1.798902,0.4428137,0,-1.18491,0,0,0,0,0,0
205.355,49.28087,750.2788,-3.537841,0.4428218,0,-1.182395,0,0,0,0,0,0
205.36,49.7249,748.9888,-5.329812,0.4428796,0,-1.179877,0,0,0,0,0,0
205.365,50.29892,747.8435,-7.156981,0.4429993,0,-1.177365,0,0,0,0,0,0
205.37,50.98564,746.9585,-9.015449,0.4431711,0,-1.174859,0,0,0,0,0,0
205.375,51.75219,746.4735,-10.90066,0.4433681,0,-1.172341,0,0,0,0,0,0
205.38,52.54641,746.5288,-12.7912,0.4435566,0,-1.169786,0,0,0,0,0,0
205.385,53.29733,747.2305,-14.63902,0.4437069,0,-1.167174,0,0,0,0,0,0
205.39,53.92278,748.6162,-16.3711,0.4438029,0,-1.164511,0,0,0,0,0,0
205.395,54.34415,750.6335,-17.90214,0.4438448,0,-1.161835,0,0,0,0,0,0
205.4,54.50553,753.1391,-19.15521,0.4438479,0,-1.159216,0,0,0,0,0,0
205.405,54.39184,755.9219,-20.08636,0.4438374,0,-1.156726,0,0,0,0,0,0
205.41,54.03926,758.7476,-20.70552,0.4438397,0,-1.154417,0,0,0,0,0,0
205.415,53.5323,761.4142,-21.08479,0.4438747,0,-1.152294,0,0,0,0,0,0
205.42,52.9857,763.7983,-21.34749,0.4439495,0,-1.150318,0,0,0,0,0,0
205.425,52.51587,765.8714,-21.63827,0.4440566,0,-1.148419,0,0,0,0,0,0
205.43,52.21207,767.6793,-22.08519,0.4441773,0,-1.146532,0,0,0,0,0,0
205.435,52.11911,769.2937,-22.77035,0.4442868,0,-1.14461,0,0,0,0,0,0
