elapsed_s,left_angle_x_deg,left_angular_velocity_x_dps,right_angle_x_deg,right_angular_velocity_x_dps,left_actual_torque_nm,right_actual_torque_nm,left_nn_command_nm,right_nn_command_nm
6.7100,19.1455,-219.0247,-14.8683,60.9714,0.0000,-0.0226,-3.1523,4.7151
6.7200,17.2723,-185.5164,-14.5057,42.0505,0.0000,-0.0226,-3.0528,5.0000
6.7300,15.8935,-128.0212,-14.0608,47.8488,0.0000,-0.0226,-2.5528,5.0000
6.7401,14.8608,-88.8977,-12.8193,53.5251,0.0000,-0.0226,-2.4161,5.0000
6.7501,13.4985,-47.8821,-12.8193,53.5251,0.0000,-0.0226,-2.9161,5.0000
6.7600,13.1634,-31.0974,-12.8193,53.5251,0.0000,-0.0226,-3.3062,5.0000
6.7700,12.6800,-38.8489,-11.6328,55.7834,0.0000,-0.0226,-3.1702,5.0000
6.7800,12.6800,-38.8489,-11.0341,67.8683,0.0000,-0.0226,-2.6702,5.0000
6.7900,12.1691,-47.9431,-10.3419,87.3996,0.0000,-0.0226,-2.1702,5.0000
6.8000,11.6748,-49.8352,-10.3419,87.3996,0.0000,-0.0226,-1.6702,5.0000
6.8101,11.2078,-43.9758,-8.4248,138.0588,0.0000,-0.0226,-1.1702,5.0000
6.8200,10.1861,-43.4265,-7.2383,132.4435,0.0000,-0.0226,-0.6702,5.0000
6.8305,9.7192,-38.7268,-6.2111,111.8137,0.0000,-0.0226,-0.1702,5.0000
6.8400,9.7192,-38.7268,-5.3816,98.1418,0.0000,-0.0226,0.2939,5.0000
6.8504,8.6865,-34.8206,-4.4148,114.4992,0.0000,-0.0226,0.4873,5.0000
6.8604,8.6865,-34.8206,-3.2997,121.6403,0.0000,-0.0226,0.5498,5.0000
6.8700,8.1646,-34.9426,-1.9868,145.0778,0.0000,-0.0226,0.9622,5.0000
6.8800,7.6263,-38.5437,0.7598,136.1667,0.0000,-0.0226,0.7757,5.0000
6.8900,6.3739,-51.9714,0.7598,136.1667,0.0000,-0.0226,0.9990,5.0000
6.9002,5.7202,-50.0183,1.8914,117.6120,0.0000,-0.0226,1.0336,5.0000
6.9102,5.0994,-46.2952,2.9955,122.9221,0.0000,-0.0226,1.4112,5.0000
6.9200,5.0994,-46.2952,4.0392,115.1706,0.0000,-0.0226,1.4063,5.0000
6.9303,4.4842,-47.4548,4.9510,109.6164,0.0000,-0.0226,1.6146,5.0000
6.9405,3.8305,-53.6804,6.0222,130.0021,0.0000,-0.0226,1.6181,5.0000
6.9500,3.8305,-53.6804,7.1703,132.4435,0.0000,-0.0226,1.8594,5.0000
6.9600,2.4298,-62.2864,8.2195,124.2038,0.0000,-0.0226,1.7787,5.0000
6.9700,1.6717,-65.6433,9.2137,120.2365,0.0000,-0.0226,1.9186,5.0000
6.9801,0.1281,-67.1692,9.2137,120.2365,0.0000,-0.0226,1.9949,5.0000
6.9900,0.1281,-67.1692,11.0924,113.8278,0.0000,-0.0226,2.0497,5.0000
7.0002,-0.6025,-63.2019,11.9164,106.8088,0.0000,-0.0226,2.2123,5.0000
7.0103,-0.6025,-63.2019,12.4217,101.3156,0.0000,-0.0226,2.2033,5.0000
7.0200,-1.2507,-55.0842,12.8337,98.1418,0.0000,-0.0226,2.2194,5.0000
7.0300,-1.7945,-45.1965,13.1468,95.5783,0.0000,-0.0226,2.2977,5.0000
7.0405,-2.9975,-27.1301,13.1468,95.5783,0.0000,-0.0226,2.3519,5.0000
7.0500,-3.3051,-23.3459,13.1468,95.5783,0.0000,-0.0226,2.3023,5.0000
7.0600,-3.3051,-23.3459,13.4105,78.6105,0.0000,-0.0226,2.2041,5.0000
7.0700,-3.5853,-22.3694,13.3336,75.8029,0.0000,-0.0226,2.1507,5.0000
7.0802,-3.8709,-25.1770,13.3721,74.0939,0.0000,-0.0226,2.0701,5.0000
7.0900,-4.2115,-31.7078,13.5314,69.3332,0.0000,-0.0226,1.9857,5.0000
7.1000,-4.2115,-31.7078,13.6467,59.0182,0.0000,-0.0226,1.8968,5.0000
7.1100,-4.6180,-38.6047,13.6632,43.2712,0.0000,-0.0226,1.8154,5.0000
7.1200,-6.0242,-39.1541,13.4984,20.1999,0.0000,-0.0226,1.7340,5.0000
7.1300,-6.0242,-39.1541,13.1414,2.9269,0.0000,-0.0226,1.9086,4.9576
7.1405,-6.4692,-36.0413,12.5701,8.8474,0.0000,-0.0226,2.0035,4.7478
7.1501,-6.8866,-34.6375,12.4053,29.2941,0.0000,-0.0226,2.1121,4.6701
7.1600,-7.2931,-33.5999,12.3448,48.5812,0.0000,-0.0226,2.2027,4.5941
7.1700,-7.6832,-32.8674,12.3998,73.4225,0.0000,-0.0226,2.2006,4.4663
7.1801,-8.0567,-32.0740,12.7294,110.8981,0.0000,-0.0226,2.1900,4.5248
7.1900,-8.8092,-33.0505,12.7294,110.8981,0.0000,-0.0226,2.1706,4.4787
7.2000,-8.8092,-33.0505,12.7294,110.8981,0.0000,-0.0226,2.1841,4.6489
7.2100,-8.8092,-33.0505,13.3281,132.6877,0.0000,-0.0226,2.0980,5.0000
7.2200,-9.4959,-31.0364,15.3386,141.7819,0.0000,-0.0226,1.9721,5.0000
7.2300,-9.8145,-32.0129,16.4427,155.8200,0.0000,-0.0226,1.8673,5.0000
7.2400,-10.5616,-35.5530,17.5414,147.8854,0.0000,-0.0226,1.6207,5.0000
7.2500,-10.9681,-36.8347,17.5414,147.8854,0.0000,-0.0226,1.3369,5.0000
7.2606,-11.3746,-37.2009,17.0800,-36.9901,0.0000,-0.0226,0.9094,5.0000
7.2700,-11.7701,-35.0647,15.5034,-95.4617,0.0000,-0.0226,1.4094,5.0000
7.2800,-11.7701,-35.0647,15.5034,-95.4617,0.0000,-0.0226,1.6351,5.0000
7.2900,-12.1161,-28.9001,12.9216,-75.6253,0.0000,-0.0226,2.1351,5.0000
7.3001,-12.3194,-11.0168,11.9219,-97.7200,0.0000,-0.0226,2.6351,4.6489
7.3102,-12.2535,18.3411,10.7024,-138.2474,0.0000,-0.0226,3.1351,4.1489
7.3200,-11.2867,71.1975,9.4445,-152.2244,0.0000,-0.0226,3.6351,3.6489
7.3300,-11.2867,71.1975,8.4392,-138.6136,0.0000,-0.0226,4.1351,3.1489
7.3400,-11.2867,71.1975,7.9778,-86.6116,0.0000,-0.0226,4.6351,2.6489
7.3501,-11.2867,71.1975,7.9778,-86.6116,0.0000,-0.0226,5.0000,2.1489
7.3601,-8.9246,87.1277,7.8514,-35.7083,0.0000,-0.0226,5.0000,1.6489
7.3701,-8.9246,87.1277,7.2307,-78.7991,0.0000,-0.0226,5.0000,1.1489
7.3800,-6.3373,104.7058,7.2307,-78.7991,0.0000,-0.0226,5.0000,0.6489
7.3900,-6.3373,104.7058,7.2307,-78.7991,0.0000,-0.0226,5.0000,0.1489
7.4000,-6.3373,104.7058,7.2307,-78.7991,0.0000,-0.0226,5.0000,-0.3511
7.4100,-6.3373,104.7058,7.2307,-78.7991,0.0000,-0.0226,5.0000,-0.1054
7.4201,-6.3373,104.7058,6.1980,-102.5418,0.0000,-0.0226,5.0000,0.0045
7.4300,-6.3373,104.7058,3.0339,-23.8675,0.0000,-0.0226,5.0000,0.0534
7.4400,-2.8437,105.4382,2.7483,-16.1771,0.0000,-0.0226,5.0000,0.2676
7.4500,-1.0968,106.9641,2.4132,-10.8060,0.0000,-0.0226,5.0000,0.5832
7.4600,0.5511,95.0012,2.4132,-10.8060,0.0000,-0.0226,5.0000,0.8144
7.4700,1.2432,88.1653,1.4849,-18.6795,0.0000,-0.0226,5.0000,1.0717
7.4800,1.9189,87.3108,0.9630,-18.0692,0.0000,-0.0226,5.0000,1.1139
7.4900,1.9189,87.3108,0.4027,-16.7874,0.0000,-0.0226,5.0000,1.6139
7.5000,2.6440,91.2170,-0.2015,-19.5340,0.0000,-0.0226,5.0000,1.7351
7.5100,3.4735,100.9827,-1.4924,-20.5106,0.0000,-0.0226,5.0000,1.8531
7.5200,5.4016,110.1990,-1.4924,-20.5106,0.0000,-0.0226,5.0000,1.9377
7.5303,6.3793,110.0769,-2.0912,-18.9847,0.0000,-0.0226,5.0000,2.0538
7.5400,7.3297,106.8420,-2.6460,-19.4119,0.0000,-0.0226,5.0000,2.0835
7.5502,8.2470,103.4241,-3.1953,-23.0740,0.0000,-0.0226,5.0000,2.1151
7.5600,8.2470,103.4241,-3.7666,-28.4451,0.0000,-0.0226,5.0000,2.0244
7.5700,9.1040,96.5881,-4.3599,-34.4266,0.0000,-0.0226,5.0000,1.9653
7.5800,9.8840,88.6536,-4.9476,-38.5770,0.0000,-0.0226,5.0000,1.8403
7.5900,11.0815,81.0852,-4.9476,-38.5770,0.0000,-0.0226,5.0000,1.8393
7.6001,11.0815,81.0852,-6.0957,-43.2767,0.0000,-0.0226,5.0000,1.8819
7.6100,12.4108,81.6956,-6.0957,-43.2767,0.0000,-0.0226,5.0000,1.9083
7.6200,12.4108,81.6956,-7.2218,-49.6854,0.0000,-0.0226,5.0000,1.9041
7.6300,13.1579,76.9958,-7.7546,-51.8216,0.0000,-0.0226,5.0000,1.8288
7.6400,13.8885,73.5779,-8.3040,-55.9720,0.0000,-0.0226,5.0000,1.8639
7.6500,14.6136,72.1130,-8.8917,-60.4886,0.0000,-0.0226,5.0000,1.8377
7.6600,15.9814,63.5681,-9.5180,-63.2962,0.0000,-0.0226,5.0000,1.8959
7.6700,16.6131,60.3943,-10.1442,-61.7703,0.0000,-0.0226,5.0000,1.8723
7.6805,17.2009,56.1218,-10.1442,-61.7703,0.0000,-0.0226,5.0000,1.9005
7.6900,17.2009,56.1218,-11.2428,-49.7464,0.0000,-0.0226,5.0000,1.9184
7.7000,17.7227,49.5911,-11.7262,-45.9012,0.0000,-0.0226,5.0000,1.9077
7.7101,18.1512,40.0085,-12.1876,-45.0467,0.0000,-0.0226,5.0000,1.8808
7.7200,18.4918,32.5012,-12.6545,-45.2908,0.0000,-0.0226,5.0000,1.8406
7.7300,18.8324,34.6985,-13.1215,-44.9246,0.0000,-0.0226,4.9265,1.8776
7.7400,20.0738,86.5173,-13.5994,-44.6194,0.0000,-0.0226,5.0000,1.6859
7.7500,21.2274,117.9504,-14.0883,-45.4739,0.0000,-0.0226,5.0000,1.5188
7.7600,21.2274,117.9504,-14.5991,-47.6102,0.0000,-0.0226,5.0000,1.1856
7.7700,22.4743,125.1526,-15.1430,-50.5399,0.0000,-0.0226,5.0000,0.9245
7.7800,23.6004,110.1379,-15.7307,-53.3475,0.0000,-0.0226,5.0000,0.7463
7.7900,24.4848,86.7615,-16.3789,-53.2254,0.0000,-0.0226,5.0000,0.7107
7.8002,25.5340,45.5627,-16.9941,-45.2908,0.0000,-0.0226,5.0000,0.7912
7.8100,25.5340,45.5627,-17.5050,-32.7176,0.0000,-0.0226,5.0000,0.7269
7.8201,25.7537,29.8157,-17.9060,-19.8392,0.0000,-0.0226,5.0000,0.8267
7.8302,25.8032,10.8337,-18.2136,-7.9373,0.0000,-0.0226,4.8422,0.8629
7.8400,25.5011,-18.5242,-18.2136,-7.9373,0.0000,-0.0226,4.3422,0.8863
7.8500,24.7814,-58.5022,-18.5597,11.9601,0.0000,-0.0226,3.8422,1.1755
7.8601,23.6444,-94.1467,-18.6201,19.5895,0.0000,-0.0226,3.3422,1.6755
7.8700,21.0296,-95.8557,-18.6201,25.8762,0.0000,-0.0226,2.8422,2.1755
7.8800,20.0354,-64.6057,-18.5927,27.8903,0.0000,-0.0226,2.3422,2.3256
7.8900,19.3707,-39.8865,-18.5927,24.9606,0.0000,-0.0226,1.8422,2.4542
7.9000,19.3707,-39.8865,-18.6146,22.9465,0.0000,-0.0226,1.3422,2.5915
7.9100,18.9147,-36.3464,-18.6146,22.9465,0.0000,-0.0226,0.8422,2.8678
7.9200,18.2391,-70.8313,-18.6146,26.6696,0.0000,-0.0226,0.3422,3.3077
7.9300,17.0031,-139.1296,-18.3400,50.8395,0.0000,-0.0226,-0.1578,3.8077
7.9401,13.6303,-162.5061,-17.9994,63.2907,0.0000,-0.0226,-0.6578,4.3077
7.9500,12.6251,-87.4939,-17.5380,72.0798,0.0000,-0.0226,-1.1578,4.8077
7.9600,12.4108,-22.1863,-17.0271,69.6384,0.0000,-0.0226,-1.5481,4.8084
7.9700,12.3944,-20.5994,-16.5767,55.9055,0.0000,-0.0226,-1.4356,4.8319
7.9805,12.3944,-20.5994,-16.5767,55.9055,0.0000,-0.0226,-1.3259,4.7766
7.9900,12.0648,-58.3191,-16.5767,55.9055,0.0000,-0.0226,-1.8259,5.0000
8.0000,11.2188,-109.5886,-16.2526,39.0598,0.0000,-0.0226,-2.3259,5.0000
8.0100,9.9444,-135.1624,-15.0660,45.6516,0.0000,-0.0226,-2.6444,5.0000
8.0205,7.1594,-122.4670,-14.3904,56.4548,0.0000,-0.0226,-2.1444,5.0000
8.0300,5.5059,-160.3088,-13.5829,67.5021,0.0000,-0.0226,-1.6444,5.0000
8.0400,5.5059,-160.3088,-12.6381,77.2678,0.0000,-0.0226,-1.7230,5.0000
8.0500,3.4899,-195.2820,-11.6823,77.5729,0.0000,-0.0226,-2.1180,5.0000
8.0600,1.5728,-175.4456,-10.6825,88.5593,0.0000,-0.0226,-2.5646,5.0000
8.0700,0.1556,-123.4436,-9.5839,107.7853,0.0000,-0.0226,-2.2183,5.0000
8.0800,-0.8002,-83.5266,-8.3754,127.4387,0.0000,-0.0226,-1.9204,5.0000
8.0900,-1.5308,-66.7419,-7.0295,146.7868,0.0000,-0.0226,-1.5169,5.0000
8.1000,-2.5086,-20.7825,-5.5903,158.8718,0.0000,-0.0226,-1.0446,5.0000
8.1100,-2.5086,-20.7825,-4.1182,159.7263,0.0000,-0.0226,-0.6931,5.0000
8.1203,-2.7997,-22.6746,-4.1182,159.7263,0.0000,-0.0226,-0.4317,5.0000
8.1300,-3.0799,-12.8479,-4.1182,159.7263,0.0000,-0.0226,0.0683,5.0000
8.1400,-3.3710,-15.2283,-0.1411,147.2751,0.0000,-0.0226,0.4845,5.0000
8.1501,-4.1456,-27.4963,1.0674,139.4626,0.0000,-0.0226,0.6117,5.0000
8.1600,-4.5411,-25.9094,2.1550,130.1242,0.0000,-0.0226,0.7646,5.0000
8.1700,-4.9476,-28.7781,2.1550,130.1242,0.0000,-0.0226,0.8316,5.0000
8.1800,-4.9476,-28.7781,4.0941,125.1193,0.0000,-0.0226,0.8928,5.0000
8.1902,-5.4255,-37.9333,4.9895,127.6218,0.0000,-0.0226,1.0711,5.0000
8.2001,-6.0077,-51.2390,5.8574,128.7204,0.0000,-0.0226,0.9978,5.0000
8.2100,-6.6944,-62.0422,6.6979,130.4904,0.0000,-0.0226,1.0671,5.0000
8.2200,-8.2380,-64.7888,7.5273,132.5046,0.0000,-0.0226,1.0742,5.0000
8.2301,-8.9246,-54.2908,8.3403,134.5798,0.0000,-0.0226,1.2342,5.0000
8.2406,-9.4574,-40.3137,9.1368,135.0070,0.0000,-0.0226,1.3295,5.0000
8.2500,-9.4574,-40.3137,9.1368,135.0070,0.0000,-0.0226,1.4069,5.0000
8.2600,-9.8475,-27.3132,10.6749,134.5798,0.0000,-0.0226,1.4734,5.0000
8.2700,-10.1166,-17.4866,11.3506,126.3400,0.0000,-0.0226,1.5699,5.0000
8.2800,-10.3199,-12.1155,11.8999,112.5461,0.0000,-0.0226,1.5339,5.0000
8.2900,-10.7044,-11.3831,12.3339,100.8884,0.0000,-0.0226,1.4735,5.0000
8.3000,-10.9351,-14.1907,12.4272,84.8361,0.0000,-0.0226,1.3698,5.0000
8.3100,-11.1878,-15.4724,12.4877,62.0090,0.0000,-0.0226,1.2976,5.0000
8.3200,-11.1878,-15.4724,12.6085,51.7551,0.0000,-0.0226,1.3519,5.0000
8.3306,-11.4295,-14.9841,12.7239,44.4308,0.0000,-0.0226,1.3987,5.0000
8.3400,-11.7041,-14.6790,12.7733,44.9191,0.0000,-0.0226,1.5068,5.0000
8.3500,-11.9678,-13.7634,12.9436,58.2858,0.0000,-0.0226,1.6174,5.0000
8.3600,-12.2095,-11.5051,13.4160,66.0373,0.0000,-0.0226,1.6977,4.8702
8.3700,-12.3578,-10.6506,14.0038,71.8967,0.0000,-0.0226,1.7473,4.5217
8.3804,-12.6600,-16.2659,14.0038,71.8967,0.0000,-0.0226,1.7584,4.2028
8.3900,-12.6600,-16.2659,15.2727,83.9816,0.0000,-0.0226,1.7137,4.2002
8.4000,-12.8467,-20.6604,16.1461,98.2639,0.0000,-0.0226,1.6139,4.3622
8.4100,-12.8467,-20.6604,17.0250,87.5217,0.0000,-0.0226,1.4946,4.5221
8.4200,-13.4015,-28.5339,17.7666,68.4177,0.0000,-0.0226,1.2984,4.6092
8.4305,-13.4015,-28.5339,18.4587,60.7272,0.0000,-0.0226,1.1593,4.5939
8.4400,-13.7586,-31.6467,19.1289,53.7082,0.0000,-0.0226,1.0967,4.6103
8.4500,-14.8572,-31.6467,19.6178,38.5715,0.0000,-0.0226,1.0933,4.4489
8.4600,-14.8572,-31.6467,20.1561,59.5676,0.0000,-0.0226,1.0845,4.5547
8.4700,-15.2033,-31.5247,20.8428,58.3469,0.0000,-0.0226,0.9484,4.4443
8.4800,-15.5768,-34.0881,20.8428,58.3469,0.0000,-0.0226,0.9171,3.9648
8.4900,-15.5768,-34.0881,20.7988,-39.6146,0.0000,-0.0226,1.1612,3.4648
8.5000,-16.8128,-27.6794,20.0133,-84.7806,0.0000,-0.0226,1.6076,2.9648
8.5100,-17.0600,-11.0779,20.0133,-84.7806,0.0000,-0.0226,1.8890,2.4648
8.5200,-17.1094,10.6506,17.6952,-135.5618,0.0000,-0.0226,2.3890,1.9648
8.5300,-17.1094,10.6506,16.0912,-172.1219,0.0000,-0.0226,2.8890,1.4648
8.5407,-16.8897,39.6423,14.2510,-183.6575,0.0000,-0.0226,3.3890,0.9648
8.5500,-16.3404,71.4417,12.6030,-145.5716,0.0000,-0.0226,3.8890,0.4648
8.5600,-15.5768,87.2498,11.6033,-67.1414,0.0000,-0.0226,4.3890,-0.0352
8.5702,-14.7913,84.8694,11.3011,2.5607,0.0000,-0.0226,4.8890,-0.5352
8.5800,-14.0717,80.9631,11.4440,42.5388,0.0000,-0.0226,5.0000,-1.0352
8.5900,-12.4183,96.2219,11.7406,49.8630,0.0000,-0.0226,5.0000,-1.1361
8.6000,-12.4183,96.2219,11.8779,21.2375,0.0000,-0.0226,5.0000,-1.1112
8.6100,-11.5943,90.1184,11.5209,-39.9197,0.0000,-0.0226,5.0000,-1.2486
8.6200,-10.7868,92.4988,10.4827,-112.7957,0.0000,-0.0226,5.0000,-1.0510
8.6300,-9.9628,95.0623,8.7908,-178.1644,0.0000,-0.0226,5.0000,-0.6661
8.6400,-8.3643,100.3723,6.5770,-224.4290,0.0000,-0.0226,5.0000,-0.3162
8.6500,-7.5238,105.6824,4.3248,-212.6492,0.0000,-0.0226,5.0000,-0.2136
8.6600,-6.6449,109.2834,2.5505,-153.2010,0.0000,-0.0226,5.0000,-0.3486
8.6701,-6.6449,109.2834,1.4409,-82.4612,0.0000,-0.0226,5.0000,-0.5969
8.6803,-5.7221,112.6404,1.0015,-18.4354,0.0000,-0.0226,5.0000,-0.6641
8.6906,-4.7333,115.8752,0.9191,-6.6556,0.0000,-0.0226,5.0000,-0.6214
8.7003,-3.7006,116.2415,0.9191,-6.6556,0.0000,-0.0226,5.0000,-0.4673
8.7100,-1.7341,98.6023,0.7927,-19.8392,0.0000,-0.0226,5.0000,-0.2181
8.7200,-1.7341,98.6023,0.7927,-19.8392,0.0000,-0.0226,5.0000,0.2531
8.7301,-1.7341,98.6023,0.0072,-71.2308,0.0000,-0.0226,5.0000,0.6401
8.7403,-1.7341,98.6023,-0.8992,-104.3118,0.0000,-0.0226,5.0000,0.8450
8.7500,-1.7341,98.6023,-2.0857,-128.6649,0.0000,-0.0226,5.0000,0.7729
8.7600,3.1054,102.0203,-3.4260,-139.2850,0.0000,-0.0226,5.0000,0.7734
8.7700,4.1711,111.1145,-4.7444,-129.6414,0.0000,-0.0226,5.0000,0.8792
8.7800,6.2640,106.5979,-5.8430,-103.4573,0.0000,-0.0226,5.0000,1.2088
8.7902,7.3132,104.7058,-5.8430,-103.4573,0.0000,-0.0226,5.0000,1.2968
8.8001,8.3129,99.2737,-7.3042,-59.0237,0.0000,-0.0226,5.0000,1.4227
8.8100,8.3129,99.2737,-7.8206,-52.5540,0.0000,-0.0226,5.0000,1.7343
8.8200,9.2248,97.9919,-8.3259,-54.6292,0.0000,-0.0226,5.0000,1.8595
8.8300,10.0488,95.7947,-8.3259,-54.6292,0.0000,-0.0226,5.0000,2.0256
8.8400,10.8453,91.8274,-8.8807,-58.7186,0.0000,-0.0226,5.0000,1.9522
8.8503,11.7791,88.4705,-10.0947,-61.2210,0.0000,-0.0226,5.0000,1.8420
8.8600,11.7791,88.4705,-10.7210,-60.2444,0.0000,-0.0226,5.0000,1.9059
8.8701,12.6965,86.0291,-11.3417,-59.5731,0.0000,-0.0226,5.0000,1.7233
8.8806,12.6965,86.0291,-11.9679,-59.5731,0.0000,-0.0226,5.0000,1.6880
8.8904,15.2343,71.9910,-11.9679,-59.5731,0.0000,-0.0226,5.0000,1.6804
8.9000,15.9594,65.3381,-13.2094,-59.0237,0.0000,-0.0226,5.0000,1.7053
8.9100,16.6296,61.0657,-13.8191,-57.8030,0.0000,-0.0226,5.0000,1.7547
8.9200,17.2503,56.6101,-14.4179,-57.1927,0.0000,-0.0226,5.0000,1.8121
8.9300,18.2116,35.7361,-15.0001,-57.3758,0.0000,-0.0226,5.0000,1.7459
8.9400,18.4753,21.9421,-15.0001,-57.3758,0.0000,-0.0226,5.0000,1.8115
8.9500,18.4753,21.9421,-16.1427,-57.1317,0.0000,-0.0226,5.0000,1.7901
8.9601,18.7060,24.6887,-16.1427,-57.1317,0.0000,-0.0226,4.7235,1.8289
8.9701,19.1894,57.9529,-17.2029,-53.8358,0.0000,-0.0226,4.4845,1.6714
8.9800,19.1894,57.9529,-17.6973,-52.5540,0.0000,-0.0226,4.2901,1.5502
8.9900,19.1894,57.9529,-17.6973,-52.5540,0.0000,-0.0226,4.0291,1.4039
9.0000,19.1894,57.9529,-18.2136,-50.9671,0.0000,-0.0226,3.7897,1.3523
9.0100,21.7987,169.5862,-18.2136,-50.9671,0.0000,-0.0226,4.2897,1.0275
9.0204,26.0394,75.0427,-19.1310,-48.9529,0.0000,-0.0226,4.3365,0.9350
9.0300,26.0394,75.0427,-19.9824,-46.5115,0.0000,-0.0226,4.4040,0.7378
9.0400,27.0501,33.0505,-20.4329,-44.7415,0.0000,-0.0226,4.5477,0.7686
9.0500,27.0501,33.0505,-20.8668,-43.6429,0.0000,-0.0226,4.0477,0.6969
9.0600,26.4074,-64.3616,-21.3063,-43.8260,0.0000,-0.0226,3.5477,1.1969
9.0700,25.5944,-80.7800,-21.3063,-43.8260,0.0000,-0.0226,3.0477,1.4408
9.0801,25.5944,-80.7800,-21.3063,-43.8260,0.0000,-0.0226,2.5477,1.4399
9.0901,24.7155,-85.1135,-22.5972,-40.2859,0.0000,-0.0226,2.0477,1.7401
9.1000,24.7155,-85.1135,-22.9542,-32.9617,0.0000,-0.0226,1.5477,2.0550
9.1100,22.8808,-91.6443,-23.2069,-22.1585,0.0000,-0.0226,1.0477,2.3673
9.1200,22.8808,-91.6443,-23.3333,-7.5711,0.0000,-0.0226,0.5477,2.5441
9.1300,20.8978,-107.9407,-23.2673,12.5095,0.0000,-0.0226,0.0477,3.0441
9.1400,19.3432,-168.7927,-22.9597,38.8766,0.0000,-0.0226,-0.4523,3.5441
9.1500,14.8333,-206.6345,-22.3390,71.9577,0.0000,-0.0226,-0.9523,4.0441
9.1600,14.8333,-206.6345,-22.3390,71.9577,0.0000,-0.0226,-1.4523,4.5441
9.1700,13.7402,-68.4509,-19.9550,154.6603,0.0000,-0.0226,-1.9523,5.0000
9.1800,13.9764,43.1213,-18.5817,134.5798,0.0000,-0.0226,-1.9691,5.0000
9.1904,14.6246,56.2439,-17.7412,75.5588,0.0000,-0.0226,-1.9844,5.0000
9.2000,14.9432,-31.6467,-17.7412,75.5588,0.0000,-0.0226,-2.4844,5.0000
9.2100,14.0643,-112.0911,-17.7412,75.5588,0.0000,-0.0226,-2.9844,5.0000
9.2200,12.3504,-195.3430,-16.2251,84.6530,0.0000,-0.0226,-3.4844,5.0000
9.2300,12.3504,-195.3430,-14.3300,79.7092,0.0000,-0.0226,-3.3979,5.0000
9.2400,10.1092,-233.7341,-13.4181,77.8171,0.0000,-0.0226,-2.8979,5.0000
9.2500,7.7471,-233.7341,-13.4181,77.8171,0.0000,-0.0226,-2.3979,5.0000
9.2600,5.4785,-215.1184,-13.4181,77.8171,0.0000,-0.0226,-2.3941,5.0000
9.2701,1.9024,-116.7908,-12.4403,83.4933,0.0000,-0.0226,-2.8941,5.0000
9.2801,1.2542,-45.3796,-8.9412,116.6965,0.0000,-0.0226,-2.9528,5.0000
9.2900,1.2542,-45.3796,-8.9412,116.6965,0.0000,-0.0226,-2.6800,5.0000
9.3001,1.3256,15.9607,-5.9364,158.8107,0.0000,-0.0226,-2.1800,5.0000
9.3100,1.5509,14.1907,-5.9364,158.8107,0.0000,-0.0226,-1.6800,5.0000
9.3200,1.4245,-20.9045,-2.6735,170.3464,0.0000,-0.0226,-1.1800,5.0000
9.3300,1.0125,-42.1448,-1.0695,160.5197,0.0000,-0.0226,-0.6800,5.0000
9.3406,0.4742,-55.9387,0.4192,149.4113,0.0000,-0.0226,-0.1800,5.0000
9.3500,-0.2454,-76.6296,1.9353,155.8810,0.0000,-0.0226,0.3200,5.0000
9.3602,-2.0417,-89.8743,3.4130,143.4299,0.0000,-0.0226,0.8200,5.0000
9.3700,-2.0417,-89.8743,4.6819,125.4855,0.0000,-0.0226,0.7408,5.0000
9.3800,-2.0417,-89.8743,5.9508,126.3400,0.0000,-0.0226,0.6977,5.0000
9.3900,-2.0417,-89.8743,7.1868,122.6169,0.0000,-0.0226,0.7635,5.0000
9.4006,-3.8929,-36.4685,8.3513,118.2834,0.0000,-0.0226,1.1958,5.0000
9.4100,-4.4312,-31.0974,9.4664,115.8420,0.0000,-0.0226,1.5312,5.0000
9.4204,-4.7992,-39.8865,10.5046,110.1047,0.0000,-0.0226,1.4929,5.0000
9.4300,-5.3046,-50.9338,11.4934,110.7150,0.0000,-0.0226,1.6568,5.0000
9.4400,-5.3046,-50.9338,12.4437,109.5554,0.0000,-0.0226,1.7862,5.0000
9.4506,-5.9144,-60.7605,13.3666,110.8371,0.0000,-0.0226,1.7826,5.0000
9.4600,-6.5516,-65.7654,14.2565,111.5695,0.0000,-0.0226,1.7939,5.0000
9.4700,-6.5516,-65.7654,14.9871,111.8137,0.0000,-0.0226,1.6949,5.0000
9.4805,-7.8699,-63.2019,14.9871,111.8137,0.0000,-0.0226,1.6479,5.0000
9.4900,-9.0894,-55.2063,16.0253,103.0856,0.0000,-0.0226,1.7206,5.0000
9.5000,-9.6552,-53.6804,16.7119,97.7145,0.0000,-0.0226,1.7937,5.0000
9.5106,-9.6552,-53.6804,17.3436,87.1555,0.0000,-0.0226,1.7355,5.0000
9.5202,-10.2375,-55.3284,17.8600,67.1359,0.0000,-0.0226,1.7297,5.0000
9.5300,-10.8417,-59.0515,18.2225,44.9802,0.0000,-0.0226,1.6933,5.0000
9.5401,-11.4789,-63.5071,18.4972,31.1252,0.0000,-0.0226,1.6609,5.0000
9.5501,-12.1436,-66.1316,18.4972,31.1252,0.0000,-0.0226,1.5820,5.0000
9.5607,-13.4125,-61.1877,18.8213,31.4304,0.0000,-0.0226,1.5816,5.0000
9.5700,-13.9783,-56.4880,18.8213,31.4304,0.0000,-0.0226,1.6174,4.8886
9.5800,-13.9783,-56.4880,20.0518,72.1408,0.0000,-0.0226,1.5842,4.6564
