time,hip_flexion_l_moment,hip_adduction_l_moment,hip_rotation_l_moment,knee_angle_l_moment,ankle_angle_l_moment,subtalar_angle_l_moment,hip_flexion_r_moment,hip_adduction_r_moment,hip_rotation_r_moment,knee_angle_r_moment,ankle_angle_r_moment,subtalar_angle_r_moment
81.2,0.363718508836649,-0.0439968123404219,-0.023384919944015,-0.0358202609633699,0.0127512566898277,0.000303144429893555,NaN,NaN,NaN,NaN,NaN,NaN
81.205,0.3143962686863,-0.0374533085016848,-0.0201583533442087,-0.0573908752682871,0.0116353962837661,9.91368434545717e-05,NaN,NaN,NaN,NaN,NaN,NaN
81.21,0.266100580593851,-0.0311089162101972,-0.0169499481202868,-0.0786767083323875,0.0106639302234684,-0.000134535696375746,NaN,NaN,NaN,NaN,NaN,NaN
81.215,0.218663166730776,-0.0250661625063486,-0.0137883108462892,-0.099949293111982,0.00986243995546509,-0.000400171732391196,NaN,NaN,NaN,NaN,NaN,NaN
81.22,0.173051817490472,-0.0194243291733046,-0.0107009937533225,-0.12056532633127,0.0092523044535803,-0.000699348873712535,NaN,NaN,NaN,NaN,NaN,NaN
81.225,0.130280519630972,-0.0142766813773179,-0.00771407373766974,-0.139984597052815,0.00884959660725742,-0.00103270857048844,NaN,NaN,NaN,NaN,NaN,NaN
81.23,0.0910016335304336,-0.00970771869450682,-0.00485181230395986,-0.157921655799795,0.00866405546240811,-0.00139973952552756,NaN,NaN,NaN,NaN,NaN,NaN
81.235,0.0587425570726379,-0.0057905289542406,-0.00213640643161941,-0.172635785262229,0.0086981731733555,-0.00179856749159281,NaN,NaN,NaN,NaN,NaN,NaN
81.24,0.0306816057750573,-0.00258432659003702,0.000412163997938606,-0.185583051985312,0.00894643441909602,-0.0022257598936737,NaN,NaN,NaN,NaN,NaN,NaN
81.245,0.00711658148819253,-0.000132256138996003,0.00277619130423953,-0.19663786355521,0.00939474347522361,-0.00267615413876415,NaN,NaN,NaN,NaN,NaN,NaN
81.25,-0.0125099288462439,0.00154046194032695,0.00494020163944086,-0.206096810177509,0.0100200700725842,-0.00314271858144812,NaN,NaN,NaN,NaN,NaN,NaN
81.255,-0.0299031957234212,0.00242797190889707,0.00689083201706346,-0.214825027219278,0.0107903396274315,-0.00361645486015197,NaN,NaN,NaN,NaN,NaN,NaN
81.26,-0.0424835293634987,0.00254474703883908,0.00861663620848673,-0.221514213995359,0.0116645864682644,-0.00408634967565527,NaN,NaN,NaN,NaN,NaN,NaN
81.265,-0.050347226054173,0.00192602554950668,0.0101078370827673,-0.226193578081605,0.012593380448958,-0.00453938303368216,NaN,NaN,NaN,NaN,NaN,NaN
81.27,-0.0536900608686855,0.000627679213321713,0.0113560463512318,-0.228929344076643,0.0135195280302049,-0.00496059851682429,NaN,NaN,NaN,NaN,NaN,NaN
81.275,-0.0504560360386803,-0.00127450932315303,0.0123539751441206,-0.229005043950332,0.0143790388018167,-0.00533323930579672,NaN,NaN,NaN,NaN,NaN,NaN
81.28,-0.0418497054070496,-0.00368616777632657,0.0130951602222655,-0.226839401740875,0.0151023378402835,-0.00563895147412518,NaN,NaN,NaN,NaN,NaN,NaN
81.285,-0.0298439059803626,-0.00649624336675224,0.013573730783566,-0.223117385005013,0.0156156936392519,-0.00585805359251575,NaN,NaN,NaN,NaN,NaN,NaN
81.29,-0.0149579686839522,-0.00957947053495071,0.0137842396832548,-0.218015422143766,0.0158428210530733,-0.00596986897872452,NaN,NaN,NaN,NaN,NaN,NaN
81.295,0.000397105090132707,-0.0127993490553855,0.0137215804273972,-0.212193957422181,0.0157066092283255,-0.00595311411474479,NaN,NaN,NaN,NaN,NaN,NaN
81.3,0.0162585444588083,-0.0160115659949493,0.0133810075619158,-0.205686751032135,0.0151309163578305,-0.00578633394220858,NaN,NaN,NaN,NaN,NaN,NaN
81.305,0.0331990359253087,-0.019067777746226,0.0127582731706931,-0.198386723757165,0.0140423667693209,-0.00544837207014247,NaN,NaN,NaN,NaN,NaN,NaN
81.31,0.0505894485320203,-0.021819653029336,0.0118498862863036,-0.190487394187639,0.0123720818281326,-0.00491886152775095,NaN,NaN,NaN,NaN,NaN,NaN
81.315,0.0676406237429422,-0.0241230650178066,0.0106534953366341,-0.182170305996036,0.0100572748149335,-0.0041787197142215,NaN,NaN,NaN,NaN,NaN,NaN
81.32,0.0838130021510938,-0.0258423112885552,0.00916838658459196,-0.173599740193743,0.00704264168560241,-0.00321062978056954,NaN,NaN,NaN,NaN,NaN,NaN
81.325,0.0986842755779338,-0.0268542347357743,0.00739608419385885,-0.164917296829165,0.00328148467565159,-0.00199948995735756,NaN,NaN,NaN,NaN,NaN,NaN
81.33,0.111762622648806,-0.0270521174175542,0.00534103042785681,-0.15623768693129,-0.00126348581749798,-0.000532812428483055,NaN,NaN,NaN,NaN,NaN,NaN
81.335,0.122620968712754,-0.0263492228488815,0.00301131793012161,-0.147645444611155,-0.00661971382126633,0.00119894567416151,NaN,NaN,NaN,NaN,NaN,NaN
81.34,0.130904889511195,-0.0246818706191322,0.000419440401815819,-0.139192622806992,-0.0128047526983951,0.00320213467969772,NaN,NaN,NaN,NaN,NaN,NaN
81.345,0.136469483745522,-0.0220119402196148,-0.0024169763859483,-0.131338353369387,-0.0198266227957193,0.00547976090674306,NaN,NaN,NaN,NaN,NaN,NaN
81.35,0.138993168543022,-0.0183287181026701,-0.00547450415959024,-0.123649638081396,-0.0276845630663754,0.00803144039734065,NaN,NaN,NaN,NaN,NaN,NaN
81.355,0.138352674145787,-0.0136500223765115,-0.00872334433788671,-0.116056869314596,-0.0363701480909822,0.0108534626571409,NaN,NaN,NaN,NaN,NaN,NaN
81.36,0.134508704774667,-0.00802256198884553,-0.012126904204572,-0.108482560281467,-0.0458687228360327,0.0139389645021269,NaN,NaN,NaN,NaN,NaN,NaN
81.365,0.127389749193225,-0.00152151052465356,-0.0156415558304156,-0.100377777948647,-0.0561610905324862,0.0172782092797942,NaN,NaN,NaN,NaN,NaN,NaN
