time,left,right
81.2,1,0
81.205,1,0
81.21,1,0
81.215,1,0
81.22,1,0
81.225,1,0
81.23,1,0
81.235,1,0
81.24,1,0
81.245,1,0
81.25,1,0
81.255,1,0
81.26,1,0
81.265,1,0
81.27,1,0
81.275,1,0
81.28,1,0
81.285,1,0
81.29,1,0
81.295,1,0
81.3,1,0
81.305,1,0
81.31,1,0
81.315,1,0
81.32,1,0
81.325,1,0
81.33,1,0
81.335,1,0
81.34,1,0
81.345,1,0
81.35,1,0
81.355,1,0
81.36,1,0
81.365,1,0
81.37,1,0
81.375,1,0
81.38,1,0
81.385,1,0
81.39,1,0
81.395,1,0
81.4,1,0
81.405,1,0
81.41,1,0
81.415,1,0
81.42,1,0
81.425,1,0
81.43,1,0
81.435,1,0
81.44,1,0
81.445,1,0
81.45,1,0
81.455,1,0
81.46,1,0
81.465,1,0
81.47,1,0
81.475,1,0
81.48,1,0
81.485,1,0
81.49,1,0
81.495,1,0
81.5,1,0
81.505,1,0
81.51,1,0
81.515,1,0
81.52,1,0
81.525,1,0
81.53,1,0
81.535,1,0
81.54,1,0
81.545,1,0
81.55,1,0
81.555,1,0
81.56,1,0
81.565,1,0
81.57,1,0
81.575,1,1
81.58,1,1
81.585,1,1
81.59,1,1
81.595,1,1
81.6,1,1
81.605,1,1
81.61,1,1
81.615,1,1
81.62,1,1
81.625,1,1
81.63,1,1
81.635,1,1
81.64,1,1
81.645,1,1
81.65,1,1
81.655,1,1
81.66,1,1
81.665,1,1
81.67,1,1
81.675,1,1
81.68,1,1
81.685,1,1
81.69,1,1
81.695,1,1
81.7,1,1
81.705,1,1
81.71,1,1
81.715,1,1
81.72,1,1
81.725,1,1
81.73,1,1
81.735,1,1
81.74,1,1
81.745,1,1
81.75,1,1
81.755,1,1
81.76,1,1
81.765,1,1
81.77,1,1
81.775,1,1
81.78,1,1
81.785,1,1
81.79,1,1
81.795,1,1
81.8,1,1
81.805,1,1
81.81,1,1
81.815,1,1
81.82,1,1
81.825,1,1
81.83,1,1
81.835,1,1
81.84,1,1
81.845,1,1
81.85,1,1
81.855,1,1
81.86,1,1
81.865,1,1
81.87,1,1
81.875,1,1
81.88,1,1
81.885,1,1
81.89,1,1
81.895,1,1
81.9,1,1
81.905,1,1
81.91,1,1
81.915,1,1
81.92,1,1
81.925,1,1
81.93,1,1
81.935,1,1
81.94,1,1
81.945,1,1
81.95,1,1
81.955,1,1
81.96,1,1
81.965,1,1
81.97,1,1
81.975,1,1
81.98,1,1
81.985,1,1
81.99,1,1
81.995,1,1
82,1,1
82.005,1,1
82.01,1,1
82.015,1,1
82.02,1,1
82.025,1,1
82.03,1,1
82.035,1,1
82.04,1,1
82.045,1,1
82.05,1,1
82.055,1,1
82.06,1,1
82.065,1,1
82.07,1,1
82.075,1,1
82.08,1,1
82.085,1,1
82.09,1,1
82.095,1,1
82.1,1,1
82.105,1,1
82.11,1,1
82.115,1,1
82.12,1,1
82.125,1,1
82.13,1,1
82.135,1,1
82.14,1,1
82.145,1,1
82.15,1,1
82.155,1,1
82.16,1,1
82.165,1,1
82.17,1,1
82.175,1,1
82.18,1,1
82.185,1,1
82.19,1,1
82.195,1,1
82.2,1,1
82.205,1,1
82.21,1,1
82.215,1,1
82.22,1,1
82.225,1,1
82.23,1,1
82.235,1,1
82.24,1,1
82.245,1,1
82.25,1,1
82.255,1,1
82.26,1,1
82.265,1,1
82.27,1,1
82.275,1,1
82.28,1,1
82.285,1,1
82.29,1,1
82.295,1,1
82.3,1,1
82.305,1,1
82.31,1,1
82.315,1,1
82.32,1,1
82.325,1,1
82.33,1,1
82.335,1,1
82.34,1,1
82.345,1,1
82.35,1,1
82.355,1,1
