elapsed_s,left_position_rad,right_position_rad,left_command_torque_nm,right_command_torque_nm,left_actual_torque_nm,right_actual_torque_nm
0.0007,-0.1652864,0.7405292,0.0000,0.0000,-0.0329,-0.0153
0.0100,-0.1652864,0.7405292,0.0000,0.0000,-0.0329,-0.0153
0.0200,-0.1652864,0.7401457,0.0000,0.0000,-0.0056,-0.0153
0.0300,-0.1652864,0.7401457,0.0000,0.0000,-0.0056,-0.0153
0.0400,-0.1652864,0.7401457,0.0000,0.0000,0.0080,-0.0153
0.0500,-0.1652864,0.7401457,0.0000,0.0000,-0.0056,-0.0153
0.0600,-0.1652864,0.7401457,0.0000,0.0000,0.0094,-0.0153
0.0700,-0.1652864,0.7401457,0.0000,0.0000,0.0150,0.0134
0.0800,-0.1652864,0.7401457,0.0000,0.0000,0.0150,0.0122
0.0900,-0.1652864,0.7401457,0.0000,0.0000,0.0150,0.0122
0.1000,-0.1652864,0.7401457,0.0000,0.0000,-0.0056,-0.0153
0.1100,-0.1652864,0.7401457,0.0000,0.0000,-0.0056,0.0122
0.1200,-0.1652864,0.7401457,0.0000,0.0000,0.0150,-0.0153
0.1300,-0.1652864,0.7401457,0.0000,0.0000,-0.0188,0.0317
0.1400,-0.1652864,0.7401457,0.0000,0.0000,-0.0188,0.0317
0.1500,-0.1652864,0.7401457,0.0000,0.0000,0.0080,-0.0153
0.1600,-0.1652864,0.7401457,0.0000,0.0000,0.0024,-0.0153
0.1700,-0.1652864,0.7405292,0.0000,0.0000,-0.0127,0.0122
0.1800,-0.1652864,0.7401457,0.0000,0.0000,-0.0188,-0.0153
0.1900,-0.1652864,0.7401457,0.0000,0.0000,-0.0188,-0.0153
0.2000,-0.1652864,0.7405292,0.0000,0.0000,0.0024,-0.0153
0.2100,-0.1652864,0.7405292,0.0000,0.0000,-0.0343,-0.0153
0.2200,-0.1652864,0.7405292,0.0000,0.0000,-0.0400,0.0122
0.2300,-0.1652864,0.7405292,0.0000,0.0000,-0.0400,0.0122
0.2400,-0.1652864,0.7401457,0.0000,0.0000,0.0150,0.0671
0.2500,-0.1652864,0.7401457,-0.0039,0.0039,0.0150,-0.0153
0.2600,-0.1652864,0.7401457,-0.0038,0.0038,0.0009,-0.0226
0.2700,-0.1652864,0.7405292,-0.0037,0.0037,-0.0056,-0.0153
0.2800,-0.1652864,0.7405292,-0.0037,0.0037,-0.0056,-0.0153
0.2900,-0.1652864,0.7405292,-0.0036,0.0036,0.0150,0.0122
0.3000,-0.1652864,0.7405292,-0.0035,0.0035,0.0150,0.0122
0.3100,-0.1652864,0.7401457,-0.0034,0.0034,-0.0555,-0.0153
0.3200,-0.1652864,0.7401457,-0.0034,0.0034,-0.0555,-0.0153
0.3300,-0.1652864,0.7405292,-0.0033,0.0033,-0.0197,-0.0153
0.3400,-0.1652864,0.7405292,-0.0032,0.0032,-0.0127,-0.0153
0.3500,-0.1652864,0.7405292,-0.0032,0.0032,0.0150,-0.0153
0.3600,-0.1652864,0.7405292,-0.0032,0.0032,0.0150,-0.0153
0.3700,-0.1652864,0.7405292,-0.0031,0.0031,0.0024,0.0122
0.3800,-0.1652864,0.7405292,-0.0030,0.0030,-0.0056,0.0122
0.3900,-0.1652864,0.7405292,-0.0030,0.0030,-0.0056,0.0122
0.4000,-0.1652864,0.7401457,-0.0029,0.0029,-0.0056,-0.0153
0.4100,-0.1652864,0.7401457,-0.0029,0.0029,-0.0343,0.0122
0.4200,-0.1652864,0.7401457,-0.0029,0.0029,-0.0484,0.0134
0.4300,-0.1652864,0.7401457,-0.0029,0.0029,-0.0484,0.0134
0.4400,-0.1652864,0.7405292,-0.0029,0.0029,-0.0197,0.0043
0.4500,-0.1652864,0.7405292,-0.0029,0.0029,0.0150,-0.0153
0.4600,-0.1656699,0.7401457,-0.0030,0.0030,0.0150,-0.0153
0.4700,-0.1656699,0.7401457,-0.0030,0.0030,0.0150,-0.0153
0.4800,-0.1652864,0.7401457,-0.0031,0.0031,0.0009,-0.0153
0.4900,-0.1652864,0.7405292,-0.0030,0.0030,-0.0127,0.0134
0.5000,-0.1652864,0.7401457,-0.0030,0.0030,-0.0268,0.0122
0.5100,-0.1656699,0.7401457,-0.0029,0.0029,0.0009,0.0122
0.5200,-0.1652864,0.7401457,-0.0029,0.0029,0.0367,0.0122
0.5300,-0.1656699,0.7401457,-0.0030,0.0030,-0.0197,0.0122
0.5400,-0.1656699,0.7401457,-0.0030,0.0030,-0.0197,0.0122
0.5500,-0.1652864,0.7401457,-0.0030,0.0030,-0.0197,0.0122
0.5600,-0.1656699,0.7405292,-0.0031,0.0031,0.0080,0.0122
0.5700,-0.1652864,0.7401457,-0.0030,0.0030,-0.0056,-0.0409
0.5800,-0.1656699,0.7401457,-0.0031,0.0031,-0.0268,0.0122
0.5900,-0.1656699,0.7401457,-0.0031,0.0031,0.0150,-0.0153
0.6000,-0.1652864,0.7401457,-0.0031,0.0031,0.0150,-0.0153
0.6100,-0.1656699,0.7401457,-0.0032,0.0032,0.0150,-0.0153
0.6200,-0.1656699,0.7405292,-0.0032,0.0032,0.0009,0.0122
0.6300,-0.1656699,0.7405292,-0.0033,0.0033,-0.0056,0.0122
0.6400,-0.1656699,0.7405292,-0.0033,0.0033,-0.0056,0.0122
0.6500,-0.1656699,0.7401457,-0.0032,0.0032,-0.0268,0.0043
0.6600,-0.1656699,0.7405292,-0.0032,0.0032,0.0150,0.0317
