X[s],"Avanti sensor 2: ACC.X 2",X[s],"Avanti sensor 2: ACC.Y 2",X[s],"Avanti sensor 2: ACC.Z 2",X[s],"Avanti sensor 2: GYRO.X 2",X[s],"Avanti sensor 2: GYRO.Y 2",X[s],"Avanti sensor 2: GYRO.Z 2",X[s],"L RECTUS FEMORIS: EMG 4",X[s],"L BICEPS FEMORIS: EMG 5",X[s],"Avanti sensor 7: ACC.X 7",X[s],"Avanti sensor 7: ACC.Y 7",X[s],"Avanti sensor 7: ACC.Z 7",X[s],"Avanti sensor 7: GYRO.X 7",X[s],"Avanti sensor 7: GYRO.Y 7",X[s],"Avanti sensor 7: GYRO.Z 7",X[s],"R RECTUS FEMORIS: EMG 10",X[s],"R BICEPS FEMORIS: EMG 15"
0.0864,0,0.0864,0,0.0864,0,0.0864,0,0.0864,0,0.0864,0,0.01489655,0,0.01489655,0,0.0864,0,0.0864,0,0.0864,0,0.0864,0,0.0864,0,0.0864,0,0.01489655,0,0.01489655,0
0.0891,0,0.0891,0,0.0891,0,0.0891,0,0.0891,0,0.0891,0,0.01536207,0,0.01536207,0,0.0891,0,0.0891,0,0.0891,0,0.0891,0,0.0891,0,0.0891,0,0.01536207,0,0.01536207,0
0.0918,0,0.0918,0,0.0918,0,0.0918,0,0.0918,0,0.0918,0,0.01582759,0,0.01582759,0,0.0918,0,0.0918,0,0.0918,0,0.0918,0,0.0918,0,0.0918,0,0.01582759,0,0.01582759,0
0.09450001,-0.2304688,0.09450001,0.9384766,0.09450001,-0.2807617,0.09450001,-3.536585,0.09450001,5.731708,0.09450001,1.219512,0.0162931,0,0.0162931,0,0.09450001,0,0.09450001,0,0.09450001,0,0.09450001,0,0.09450001,0,0.09450001,0,0.0162931,0,0.0162931,0
0.0972,-0.2304688,0.0972,0.9399414,0.0972,-0.2802734,0.0972,-3.780488,0.0972,5.853659,0.0972,0.9756098,0.01675862,0,0.01675862,0,0.0972,0,0.0972,0,0.0972,0,0.0972,0,0.0972,0,0.0972,0,0.01675862,0,0.01675862,0
0.0999,-0.2294922,0.0999,0.9423828,0.0999,-0.2890625,0.0999,-3.536585,0.0999,6.036585,0.0999,0.9756098,0.01722414,0,0.01722414,0,0.0999,0,0.0999,0,0.0999,0,0.0999,0,0.0999,0,0.0999,0,0.01722414,0,0.01722414,0
0.1026,-0.2260742,0.1026,0.9360352,0.1026,-0.2836914,0.1026,-3.719512,0.1026,5.914634,0.1026,0.8536586,0.01768965,0,0.01768965,0,0.1026,0,0.1026,0,0.1026,0,0.1026,0,0.1026,0,0.1026,0,0.01768965,0,0.01768965,0
0.1053,-0.2226563,0.1053,0.9355469,0.1053,-0.28125,0.1053,-3.963415,0.1053,6.036585,0.1053,0.7926829,0.01815517,0,0.01815517,0,0.1053,0,0.1053,0,0.1053,0,0.1053,0,0.1053,0,0.1053,0,0.01815517,0,0.01815517,0
0.108,-0.2255859,0.108,0.9379883,0.108,-0.2827148,0.108,-3.963415,0.108,6.158537,0.108,1.158537,0.01862069,0,0.01862069,0,0.108,-0.1582031,0.108,-0.9716797,0.108,-0.3066406,0.108,-2.987805,0.108,0.2439024,0.108,0.1219512,0.01862069,0,0.01862069,0
0.1107,-0.2270508,0.1107,0.9355469,0.1107,-0.2832031,0.1107,-4.268293,0.1107,6.158537,0.1107,1.097561,0.01908621,0,0.01908621,0,0.1107,-0.1586914,0.1107,-0.9716797,0.1107,-0.3071289,0.1107,-2.865854,0.1107,0,0.1107,0.3048781,0.01908621,0,0.01908621,0
0.1134,-0.2226563,0.1134,0.9370117,0.1134,-0.2817383,0.1134,-4.085366,0.1134,6.219512,0.1134,1.158537,0.01955172,0,0.01955172,0,0.1134,-0.1567383,0.1134,-0.9716797,0.1134,-0.309082,0.1134,-2.804878,0.1134,-0.3048781,0.1134,0,0.01955172,0,0.01955172,0
0.1161,-0.2236328,0.1161,0.9345703,0.1161,-0.2836914,0.1161,-4.085366,0.1161,6.402439,0.1161,0.8536586,0.02001724,0,0.02001724,0,0.1161,-0.15625,0.1161,-0.9736328,0.1161,-0.3071289,0.1161,-2.926829,0.1161,-0.3658537,0.1161,0.1219512,0.02001724,0,0.02001724,0
0.1188,-0.2275391,0.1188,0.9350586,0.1188,-0.2875977,0.1188,-4.207317,0.1188,6.463415,0.1188,1.341463,0.02048276,0,0.02048276,0,0.1188,-0.1557617,0.1188,-0.9726563,0.1188,-0.3071289,0.1188,-2.743902,0.1188,-0.4878049,0.1188,0.3658537,0.02048276,0,0.02048276,0
0.1215,-0.2265625,0.1215,0.9384766,0.1215,-0.2895508,0.1215,-4.02439,0.1215,6.768293,0.1215,0.9146342,0.02094828,0,0.02094828,0,0.1215,-0.1523438,0.1215,-0.9755859,0.1215,-0.309082,0.1215,-2.5,0.1215,-0.6707317,0.1215,0.1829268,0.02094828,0,0.02094828,0
0.1242,-0.2255859,0.1242,0.9350586,0.1242,-0.2807617,0.1242,-4.085366,0.1242,6.95122,0.1242,1.036585,0.02141379,0,0.02141379,0,0.1242,-0.1533203,0.1242,-0.9760742,0.1242,-0.3071289,0.1242,-2.439024,0.1242,-0.4878049,0.1242,0,0.02141379,0,0.02141379,0
0.1269,-0.2255859,0.1269,0.9379883,0.1269,-0.28125,0.1269,-3.841464,0.1269,6.890244,0.1269,1.097561,0.02187931,0,0.02187931,0,0.1269,-0.1469727,0.1269,-0.9736328,0.1269,-0.3066406,0.1269,-2.134146,0.1269,-0.6707317,0.1269,0.06097561,0.02187931,0,0.02187931,0
0.1296,-0.2270508,0.1296,0.9370117,0.1296,-0.2822266,0.1296,-4.02439,0.1296,6.890244,0.1296,0.9756098,0.02234483,0,0.02234483,0,0.1296,-0.1469727,0.1296,-0.9741211,0.1296,-0.3071289,0.1296,-2.073171,0.1296,-0.6097561,0.1296,0.4268293,0.02234483,0,0.02234483,0
0.1323,-0.2333984,0.1323,0.9370117,0.1323,-0.2827148,0.1323,-3.963415,0.1323,7.195122,0.1323,0.8536586,0.02281034,0,0.02281034,0,0.1323,-0.1479492,0.1323,-0.9711914,0.1323,-0.3129883,0.1323,-1.829268,0.1323,-0.5487805,0.1323,0.2439024,0.02281034,0,0.02281034,0
0.135,-0.2275391,0.135,0.9365234,0.135,-0.2797852,0.135,-3.719512,0.135,7.378049,0.135,1.280488,0.02327586,0,0.02327586,0,0.135,-0.1445313,0.135,-0.9736328,0.135,-0.3085938,0.135,-1.95122,0.135,-0.6097561,0.135,0.3658537,0.02327586,0,0.02327586,0
0.1377,-0.230957,0.1377,0.940918,0.1377,-0.2822266,0.1377,-3.658537,0.1377,7.134147,0.1377,0.9756098,0.02374138,0,0.02374138,0,0.1377,-0.1445313,0.1377,-0.9760742,0.1377,-0.3110352,0.1377,-1.707317,0.1377,-0.4878049,0.1377,0.1219512,0.02374138,0,0.02374138,0
0.1404,-0.234375,0.1404,0.9389648,0.1404,-0.2773438,0.1404,-4.085366,0.1404,6.95122,0.1404,1.097561,0.0242069,0,0.0242069,0,0.1404,-0.1420898,0.1404,-0.9711914,0.1404,-0.3125,0.1404,-1.341463,0.1404,-0.6097561,0.1404,0.1829268,0.0242069,0,0.0242069,0
0.1431,-0.2329102,0.1431,0.9423828,0.1431,-0.2729492,0.1431,-3.963415,0.1431,6.768293,0.1431,1.036585,0.02467241,0,0.02467241,0,0.1431,-0.1430664,0.1431,-0.9711914,0.1431,-0.3076172,0.1431,-1.52439,0.1431,-0.3658537,0.1431,0.06097561,0.02467241,0,0.02467241,0
0.1458,-0.2338867,0.1458,0.9423828,0.1458,-0.2744141,0.1458,-3.658537,0.1458,6.890244,0.1458,1.219512,0.02513793,0,0.02513793,0,0.1458,-0.144043,0.1458,-0.9648438,0.1458,-0.3125,0.1458,-1.341463,0.1458,-0.4878049,0.1458,0.2439024,0.02513793,0,0.02513793,0
0.1485,-0.2368164,0.1485,0.940918,0.1485,-0.2705078,0.1485,-3.841464,0.1485,6.829268,0.1485,1.280488,0.02560345,0,0.02560345,0,0.1485,-0.1435547,0.1485,-0.9633789,0.1485,-0.3100586,0.1485,-1.280488,0.1485,-0.3658537,0.1485,0.4268293,0.02560345,0,0.02560345,0
0.1512,-0.2407227,0.1512,0.9448242,0.1512,-0.2661133,0.1512,-3.719512,0.1512,6.890244,0.1512,1.158537,0.02606896,0,0.02606896,0,0.1512,-0.1386719,0.1512,-0.9628906,0.1512,-0.3120117,0.1512,-1.341463,0.1512,-0.6097561,0.1512,0.3048781,0.02606896,0,0.02606896,0
0.1539,-0.2397461,0.1539,0.940918,0.1539,-0.2700195,0.1539,-3.170732,0.1539,6.707317,0.1539,1.219512,0.02653448,0,0.02653448,0,0.1539,-0.1435547,0.1539,-0.9648438,0.1539,-0.3144531,0.1539,-1.341463,0.1539,-0.06097561,0.1539,0.3048781,0.02653448,0,0.02653448,0
0.1566,-0.2397461,0.1566,0.9414063,0.1566,-0.2724609,0.1566,-3.47561,0.1566,6.585366,0.1566,1.219512,0.027,0,0.027,0,0.1566,-0.1411133,0.1566,-0.9619141,0.1566,-0.3134766,0.1566,-1.52439,0.1566,-0.2439024,0.1566,0.2439024,0.027,0,0.027,0
0.1593,-0.2446289,0.1593,0.9443359,0.1593,-0.2695313,0.1593,-3.719512,0.1593,6.280488,0.1593,1.097561,0.02746552,0,0.02746552,0,0.1593,-0.1401367,0.1593,-0.9619141,0.1593,-0.3134766,0.1593,-1.463415,0.1593,-0.4268293,0.1593,0.1829268,0.02746552,0,0.02746552,0
0.162,-0.2397461,0.162,0.9414063,0.162,-0.269043,0.162,-3.597561,0.162,6.219512,0.162,1.097561,0.02793103,0,0.02793103,0,0.162,-0.1401367,0.162,-0.9628906,0.162,-0.3149414,0.162,-1.646341,0.162,-0.1219512,0.162,0.3048781,0.02793103,0,0.02793103,0
0.1647,-0.2441406,0.1647,0.9399414,0.1647,-0.2646484,0.1647,-3.353659,0.1647,6.036585,0.1647,1.463415,0.02839655,0,0.02839655,0,0.1647,-0.1352539,0.1647,-0.9609375,0.1647,-0.3173828,0.1647,-1.219512,0.1647,-0.06097561,0.1647,0.06097561,0.02839655,0,0.02839655,0
0.1674,-0.2460938,0.1674,0.9389648,0.1674,-0.2666016,0.1674,-3.170732,0.1674,6.219512,0.1674,1.219512,0.02886207,0,0.02886207,0,0.1674,-0.1411133,0.1674,-0.9643555,0.1674,-0.3193359,0.1674,-1.585366,0.1674,0,0.1674,0.2439024,0.02886207,0,0.02886207,0
0.1701,-0.2456055,0.1701,0.9389648,0.1701,-0.2670898,0.1701,-3.658537,0.1701,6.158537,0.1701,1.097561,0.02932759,0,0.02932759,0,0.1701,-0.1391602,0.1701,-0.9628906,0.1701,-0.3183594,0.1701,-1.829268,0.1701,-0.1219512,0.1701,0.2439024,0.02932759,0,0.02932759,0
0.1728,-0.2480469,0.1728,0.9389648,0.1728,-0.2700195,0.1728,-3.414634,0.1728,6.219512,0.1728,1.219512,0.0297931,0,0.0297931,0,0.1728,-0.1420898,0.1728,-0.9604492,0.1728,-0.3203125,0.1728,-1.402439,0.1728,0.1219512,0.1728,0.2439024,0.0297931,0,0.0297931,0
0.1755,-0.2456055,0.1755,0.9399414,0.1755,-0.2695313,0.1755,-3.47561,0.1755,6.036585,0.1755,1.097561,0.03025862,0,0.03025862,0,0.1755,-0.140625,0.1755,-0.9594727,0.1755,-0.3203125,0.1755,-1.463415,0.1755,0,0.1755,0.5487805,0.03025862,0,0.03025862,0
0.1782,-0.2416992,0.1782,0.9360352,0.1782,-0.2719727,0.1782,-3.414634,0.1782,5.731708,0.1782,1.097561,0.03072414,0,0.03072414,0,0.1782,-0.1411133,0.1782,-0.9594727,0.1782,-0.3217773,0.1782,-1.646341,0.1782,-0.1829268,0.1782,0.3048781,0.03072414,0,0.03072414,0
0.1809,-0.2421875,0.1809,0.9345703,0.1809,-0.2709961,0.1809,-3.47561,0.1809,5.853659,0.1809,1.036585,0.03118965,0,0.03118965,0,0.1809,-0.1445313,0.1809,-0.9599609,0.1809,-0.3178711,0.1809,-1.707317,0.1809,0.06097561,0.1809,0.3048781,0.03118965,0,0.03118965,0
0.1836,-0.246582,0.1836,0.9414063,0.1836,-0.2700195,0.1836,-3.47561,0.1836,5.426829,0.1836,1.158537,0.03165517,0,0.03165517,0,0.1836,-0.1435547,0.1836,-0.9633789,0.1836,-0.3222656,0.1836,-1.585366,0.1836,-0.1219512,0.1836,0.4268293,0.03165517,0,0.03165517,0
0.1863,-0.2426758,0.1863,0.9379883,0.1863,-0.2695313,0.1863,-3.658537,0.1863,5.670732,0.1863,1.036585,0.03212069,0,0.03212069,0,0.1863,-0.1459961,0.1863,-0.9594727,0.1863,-0.3242188,0.1863,-1.646341,0.1863,0.06097561,0.1863,0.06097561,0.03212069,0,0.03212069,0
0.189,-0.2490234,0.189,0.9370117,0.189,-0.2695313,0.189,-3.597561,0.189,5.365854,0.189,1.158537,0.03258621,0,0.03258621,0,0.189,-0.1450195,0.189,-0.9599609,0.189,-0.328125,0.189,-1.585366,0.189,0.06097561,0.189,-0.06097561,0.03258621,0,0.03258621,0
0.1917,-0.2426758,0.1917,0.9379883,0.1917,-0.2729492,0.1917,-3.536585,0.1917,5.365854,0.1917,0.9756098,0.03305172,0,0.03305172,0,0.1917,-0.1450195,0.1917,-0.9584961,0.1917,-0.3310547,0.1917,-1.463415,0.1917,-0.1219512,0.1917,0.2439024,0.03305172,0,0.03305172,0
0.1944,-0.246582,0.1944,0.9365234,0.1944,-0.2744141,0.1944,-3.597561,0.1944,5.670732,0.1944,0.9756098,0.03351724,0,0.03351724,0,0.1944,-0.1459961,0.1944,-0.9570313,0.1944,-0.3305664,0.1944,-1.585366,0.1944,0.2439024,0.1944,0.2439024,0.03351724,0,0.03351724,0
0.1971,-0.2412109,0.1971,0.9418945,0.1971,-0.2729492,0.1971,-3.597561,0.1971,5.609756,0.1971,0.8536586,0.03398276,0,0.03398276,0,0.1971,-0.1469727,0.1971,-0.9614258,0.1971,-0.3266602,0.1971,-1.95122,0.1971,0.1829268,0.1971,0.2439024,0.03398276,0,0.03398276,0
0.1998,-0.2402344,0.1998,0.9399414,0.1998,-0.2739258,0.1998,-3.780488,0.1998,5.609756,0.1998,1.280488,0.03444827,0,0.03444827,0,0.1998,-0.1455078,0.1998,-0.9604492,0.1998,-0.3291016,0.1998,-1.890244,0.1998,0.1829268,0.1998,0.2439024,0.03444827,0,0.03444827,0
0.2025,-0.237793,0.2025,0.940918,0.2025,-0.2763672,0.2025,-3.719512,0.2025,5.304878,0.2025,1.036585,0.03491379,0,0.03491379,0,0.2025,-0.1455078,0.2025,-0.9614258,0.2025,-0.3256836,0.2025,-1.95122,0.2025,0.3658537,0.2025,0.1829268,0.03491379,0,0.03491379,0
0.2052,-0.237793,0.2052,0.9438477,0.2052,-0.2788086,0.2052,-3.780488,0.2052,5.182927,0.2052,1.036585,0.03537931,0,0.03537931,0,0.2052,-0.1464844,0.2052,-0.9580078,0.2052,-0.3276367,0.2052,-2.012195,0.2052,0.2439024,0.2052,0.1219512,0.03537931,0,0.03537931,0
0.2079,-0.2338867,0.2079,0.9433594,0.2079,-0.2773438,0.2079,-3.841464,0.2079,5.670732,0.2079,1.097561,0.03584483,0,0.03584483,0,0.2079,-0.1450195,0.2079,-0.9609375,0.2079,-0.3295898,0.2079,-1.95122,0.2079,0.2439024,0.2079,0.2439024,0.03584483,0,0.03584483,0
0.2106,-0.2333984,0.2106,0.9472656,0.2106,-0.2753906,0.2106,-3.658537,0.2106,5.853659,0.2106,0.9756098,0.03631034,0,0.03631034,0,0.2106,-0.1469727,0.2106,-0.9589844,0.2106,-0.3305664,0.2106,-2.012195,0.2106,0.3658537,0.2106,0.3048781,0.03631034,0,0.03631034,0
0.2133,-0.2280273,0.2133,0.9511719,0.2133,-0.2758789,0.2133,-3.597561,0.2133,6.036585,0.2133,0.9756098,0.03677586,0,0.03677586,0,0.2133,-0.1459961,0.2133,-0.9624023,0.2133,-0.3349609,0.2133,-1.707317,0.2133,0.1219512,0.2133,0.3048781,0.03677586,0,0.03677586,0
0.216,-0.2260742,0.216,0.9511719,0.216,-0.2792969,0.216,-3.780488,0.216,6.463415,0.216,1.097561,0.03724138,0,0.03724138,0,0.216,-0.1445313,0.216,-0.9633789,0.216,-0.3334961,0.216,-2.073171,0.216,-0.1219512,0.216,0.2439024,0.03724138,0,0.03724138,0
0.2187,-0.2265625,0.2187,0.9448242,0.2187,-0.2836914,0.2187,-3.841464,0.2187,6.890244,0.2187,0.9146342,0.0377069,0,0.0377069,0,0.2187,-0.1425781,0.2187,-0.9643555,0.2187,-0.3354492,0.2187,-1.646341,0.2187,0.4878049,0.2187,0.2439024,0.0377069,0,0.0377069,0
0.2214,-0.2270508,0.2214,0.9477539,0.2214,-0.2792969,0.2214,-3.658537,0.2214,6.95122,0.2214,0.9146342,0.03817241,0,0.03817241,0,0.2214,-0.1396484,0.2214,-0.9619141,0.2214,-0.3344727,0.2214,-1.463415,0.2214,0.6097561,0.2214,0.3658537,0.03817241,0,0.03817241,0
0.2241,-0.2290039,0.2241,0.9487305,0.2241,-0.277832,0.2241,-3.841464,0.2241,6.95122,0.2241,0.9146342,0.03863793,0,0.03863793,0,0.2241,-0.1416016,0.2241,-0.9677734,0.2241,-0.3359375,0.2241,-1.402439,0.2241,0.6097561,0.2241,0.06097561,0.03863793,0,0.03863793,0
0.2268,-0.2265625,0.2268,0.9501953,0.2268,-0.2758789,0.2268,-3.780488,0.2268,7.073171,0.2268,1.036585,0.03910345,0,0.03910345,0,0.2268,-0.1416016,0.2268,-0.9692383,0.2268,-0.3344727,0.2268,-1.585366,0.2268,0.7926829,0.2268,0,0.03910345,0,0.03910345,0
0.2295,-0.2280273,0.2295,0.9487305,0.2295,-0.2749023,0.2295,-4.02439,0.2295,6.646342,0.2295,1.219512,0.03956896,0,0.03956896,0,0.2295,-0.1401367,0.2295,-0.9599609,0.2295,-0.3330078,0.2295,-1.463415,0.2295,0.8536586,0.2295,0.3048781,0.03956896,0,0.03956896,0
0.2322,-0.2290039,0.2322,0.9506836,0.2322,-0.269043,0.2322,-4.02439,0.2322,6.463415,0.2322,0.9756098,0.04003448,0,0.04003448,0,0.2322,-0.1401367,0.2322,-0.9633789,0.2322,-0.3334961,0.2322,-1.585366,0.2322,1.158537,0.2322,0.2439024,0.04003448,0,0.04003448,0
0.2349,-0.2280273,0.2349,0.9482422,0.2349,-0.2641602,0.2349,-4.329268,0.2349,5.54878,0.2349,1.158537,0.0405,0,0.0405,0,0.2349,-0.1337891,0.2349,-0.9609375,0.2349,-0.3291016,0.2349,-1.707317,0.2349,1.402439,0.2349,0.4268293,0.0405,0,0.0405,0
0.2376,-0.237793,0.2376,0.9438477,0.2376,-0.2587891,0.2376,-4.45122,0.2376,4.756098,0.2376,1.52439,0.04096552,0,0.04096552,0,0.2376,-0.1347656,0.2376,-0.9599609,0.2376,-0.3266602,0.2376,-1.890244,0.2376,1.463415,0.2376,0.3658537,0.04096552,0,0.04096552,0
0.2403,-0.2407227,0.2403,0.9472656,0.2403,-0.2558594,0.2403,-4.512195,0.2403,4.329268,0.2403,1.463415,0.04143103,0,0.04143103,0,0.2403,-0.1396484,0.2403,-0.9541016,0.2403,-0.3266602,0.2403,-1.95122,0.2403,1.768293,0.2403,0.4268293,0.04143103,0,0.04143103,0
0.243,-0.2421875,0.243,0.940918,0.243,-0.2539063,0.243,-4.695122,0.243,3.780488,0.243,1.890244,0.04189655,0,0.04189655,0,0.243,-0.1445313,0.243,-0.9536133,0.243,-0.3251953,0.243,-2.012195,0.243,1.768293,0.243,0.4268293,0.04189655,0,0.04189655,0
