time,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r
63.525,-4.63713262,-8.42359037,-1.68389127,-16.58149827,7.84213113,12.63174434,43.09878178,-6.60534547,-24.82378392,-42.51967254,-1.13468989,12.02243668
63.53,-4.59267892,-8.51811466,-1.60192956,-16.85409681,7.97946718,12.77239663,43.09561979,-6.59340176,-24.83135561,-42.33262924,-1.58187097,12.25551354
63.535,-4.63384359,-8.58415782,-1.58549465,-17.08607793,8.01338694,12.80936453,43.09406185,-6.587721,-24.74759283,-42.22882051,-1.73586344,12.31515545
63.54,-4.55179044,-8.67589736,-1.53995297,-17.41773814,8.18280254,12.98772957,43.11036039,-6.6003407,-24.76256928,-42.05159023,-2.40088132,12.52078029
63.545,-4.5170986,-8.79167146,-1.46695653,-17.68232187,8.41675498,13.31212674,43.12467922,-6.60976966,-24.80288252,-41.90841702,-3.13528982,12.67638991
63.55,-4.56065537,-8.85204706,-1.46121571,-17.92034103,8.45149456,13.3620149,43.09848652,-6.59464753,-24.73410934,-41.77421692,-3.25411655,12.70278072
63.555,-4.40336641,-9.15693946,-1.45889225,-18.27289086,8.85808204,14.19481376,43.12398048,-6.4867007,-24.90246214,-41.54140534,-4.14612732,12.6740118
63.56,-4.41163953,-9.20774593,-1.42516919,-18.54928968,8.94397621,14.28118255,43.1107606,-6.50139066,-24.85151235,-41.40603628,-4.55534568,12.78894452
63.565,-4.41389059,-9.27307144,-1.3722761,-18.80418611,9.09278768,14.47356093,43.09261712,-6.51883661,-24.83836327,-41.25952725,-5.09433037,12.9071088
63.57,-4.45530157,-9.33248426,-1.35618103,-19.04375484,9.11905265,14.50396944,43.06177922,-6.50278923,-24.76537265,-41.14110133,-5.20862678,12.94111652
63.575,-4.38723153,-9.42269811,-1.27586786,-19.3369415,9.34174654,14.79688657,43.0695339,-6.53114175,-24.80206619,-40.99059993,-5.99167997,13.12330358
63.58,-4.34541488,-9.55488016,-1.2398939,-19.59974631,9.51691407,15.11246785,43.05677377,-6.49821444,-24.82828356,-40.83396974,-6.44185027,13.18627967
63.585,-4.39303156,-9.60807947,-1.2278077,-19.81589853,9.53486682,15.13719983,43.02138675,-6.47625774,-24.76239781,-40.73614211,-6.5137064,13.20957534
63.59,-4.38197504,-9.66636994,-1.19793059,-20.08475149,9.59657421,15.21015993,42.98236233,-6.46369138,-24.71949252,-40.60100461,-6.74460373,13.28276115
63.595,-4.31461752,-9.76583771,-1.10037019,-20.32867633,9.86338346,15.60600635,42.98704645,-6.49262673,-24.79465149,-40.48305128,-7.51369044,13.48202779
63.6,-4.35330666,-9.82276974,-1.08735223,-20.52569388,9.88387702,15.64137978,42.9495453,-6.46043143,-24.74469769,-40.4055783,-7.56847823,13.50142849
63.605,-4.34822662,-9.88296058,-1.06086203,-20.76387676,9.94172824,15.72179832,42.90825841,-6.43572474,-24.71502397,-40.30520822,-7.72957951,13.55825836
63.61,-4.27691377,-10.0050895,-0.97347233,-20.96836497,10.23418854,16.20578675,42.90910954,-6.45705254,-24.81067607,-40.22445658,-8.33433678,13.74546791
63.615,-4.31141541,-10.05262822,-0.95390773,-21.169433,10.24471958,16.23264815,42.86411621,-6.40918121,-24.77626681,-40.16812887,-8.35040333,13.75745346
63.62,-4.33400913,-10.10835338,-0.94109466,-21.35001344,10.27103375,16.27203693,42.82167697,-6.37570846,-24.7412752,-40.12622071,-8.39833011,13.78266494
63.625,-4.33568921,-10.16179743,-0.91073501,-21.55578899,10.33063728,16.35678314,42.78376373,-6.35203041,-24.73350335,-40.0854168,-8.49226688,13.83130544
63.63,-4.26234749,-10.2678229,-0.79408828,-21.74803058,10.65077732,16.90656088,42.78884312,-6.37508192,-24.84967711,-40.08609217,-8.79154051,14.01682139
63.635,-4.29103076,-10.31915689,-0.79456807,-21.9059658,10.655608,16.92843257,42.74006951,-6.32214144,-24.83026267,-40.0697585,-8.77606854,14.02246017
63.64,-4.32316798,-10.37172585,-0.7814356,-22.05804767,10.67306726,16.96595869,42.70396042,-6.27588399,-24.81541051,-40.0931942,-8.75932344,14.0313797
63.645,-4.35740319,-10.41960472,-0.76364747,-22.19618724,10.69839461,17.01137043,42.67096065,-6.234217,-24.80791308,-40.1352833,-8.73243877,14.03941056
63.65,-4.34595219,-10.47611438,-0.73691582,-22.36862793,10.78471133,17.15718196,42.64417628,-6.21055027,-24.84831659,-40.19163321,-8.60880136,14.05022696
63.655,-4.39695603,-10.52693623,-0.70101982,-22.47244204,10.81350849,17.21570507,42.61859374,-6.16572376,-24.83681267,-40.28364991,-8.55250294,14.0526595
63.66,-4.29660715,-10.63513732,-0.68596502,-22.65540676,11.08471374,17.91641193,42.66237934,-6.1527125,-24.93850548,-40.39773053,-8.11962791,14.18299239
63.665,-4.35769379,-10.68156262,-0.65847758,-22.74065758,11.08519743,17.92399829,42.63721144,-6.09529573,-24.92338663,-40.50827951,-8.08010403,14.17181475
63.67,-4.41033498,-10.73400745,-0.63748638,-22.84596437,11.09230664,17.94615125,42.61876465,-6.04683762,-24.93292869,-40.65855084,-7.95414963,14.13764908
63.675,-4.41296504,-10.78910626,-0.60498848,-22.95889634,11.15756395,18.09639017,42.61614213,-6.0373928,-24.99121979,-40.84522318,-7.27547018,13.97382496
63.68,-4.48081833,-10.83944682,-0.56518705,-23.02615613,11.15745833,18.1147911,42.60298474,-5.97173687,-24.97625955,-41.0075437,-7.22831471,13.96575007
63.685,-4.49456539,-10.88448149,-0.52850433,-23.12359005,11.20323633,18.30902467,42.63172959,-5.96003536,-25.02273881,-41.2607707,-6.52597178,13.82670064
63.69,-4.5587663,-10.94230614,-0.50318613,-23.17448615,11.19977765,18.32496172,42.62407867,-5.90212186,-25.00281974,-41.44822333,-6.47233321,13.81525586
63.695,-4.5744086,-10.97673788,-0.47656753,-23.25970364,11.2118428,18.52045163,42.67823377,-5.89274863,-25.05228427,-41.74284977,-5.65190332,13.63683761
63.7,-4.64245545,-11.04160943,-0.44550666,-23.30229158,11.20362206,18.54024489,42.68793486,-5.83063375,-25.03454673,-41.97570805,-5.57110281,13.61691137
63.705,-4.66009919,-11.07939132,-0.42020793,-23.36529305,11.17361773,18.71036196,42.74788257,-5.82213844,-25.06530161,-42.30274831,-4.67657952,13.39323195
63.71,-4.69360631,-11.11183329,-0.38468045,-23.40742683,11.14570742,18.83952522,42.80913435,-5.80624975,-25.0569739,-42.60946251,-4.14175487,13.2808655
63.715,-4.76454696,-11.18431948,-0.34789945,-23.43069478,11.12965222,18.85304995,42.83035387,-5.74413138,-25.03266664,-42.86923681,-4.06089474,13.25547553
63.72,-4.79346365,-11.22319106,-0.31761691,-23.46879569,11.02601729,18.97661575,42.90616355,-5.73640716,-25.05528009,-43.23356547,-3.09854325,12.97021834
63.725,-4.8677532,-11.29551011,-0.271272,-23.48025282,11.00068348,18.99497952,42.94539416,-5.67248977,-25.03519035,-43.53355051,-2.98586624,12.93402938
63.73,-4.89297242,-11.32643549,-0.23210291,-23.49936327,10.85029732,19.11115262,43.02515771,-5.68011001,-25.03737031,-43.89233776,-2.00376763,12.63421391
63.735,-4.96868009,-11.39158321,-0.178891,-23.50490262,10.80958763,19.13224669,43.08078422,-5.62245252,-25.02079574,-44.22295396,-1.85231872,12.58390444
63.74,-4.98600212,-11.42397957,-0.12901171,-23.50447034,10.60572322,19.22658937,43.16049443,-5.63541055,-24.9996429,-44.5650122,-0.89177692,12.28227916
63.745,-5.03664945,-11.46413581,-0.09440274,-23.49591736,10.49018223,19.26311452,43.2369407,-5.62511011,-24.97212976,-44.91044292,-0.47956035,12.15039084
63.75,-5.07102946,-11.50978128,-0.01421254,-23.49531275,10.28666441,19.30787309,43.30750854,-5.60343487,-24.93906283,-45.24580476,0.20025994,11.9274334
