time,fp_l_force_x,fp_l_force_y,fp_l_force_z,fp_l_cop_x,fp_l_cop_y,fp_l_cop_z,fp_r_force_x,fp_r_force_y,fp_r_force_z,fp_r_cop_x,fp_r_cop_y,fp_r_cop_z
63.525,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
63.53,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
63.535,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
63.54,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
63.545,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
63.55,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
63.555,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
63.56,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
63.565,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
63.57,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
63.575,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
63.58,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
63.585,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
63.59,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
63.595,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
63.6,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
63.605,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
63.61,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
63.615,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
63.62,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
63.625,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
63.63,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
63.635,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
63.64,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
63.645,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
63.65,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
63.655,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
63.66,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
63.665,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
63.67,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
63.675,NaN,NaN,NaN,NaN,NaN,NaN,6.809479,0,-13.1915,-5.389255,0.178895,-1.952436
63.68,NaN,NaN,NaN,NaN,NaN,NaN,10.36367,29.91668,-20.5175,-5.38623,0.1789197,-1.951163
63.685,NaN,NaN,NaN,NaN,NaN,NaN,13.37529,39.65058,-26.69964,-5.384105,0.178931,-1.950533
63.69,NaN,NaN,NaN,NaN,NaN,NaN,15.22547,47.83237,-30.21167,-5.382427,0.1789262,-1.950631
63.695,NaN,NaN,NaN,NaN,NaN,NaN,15.56424,53.91661,-30.05179,-5.380979,0.1788975,-1.951781
63.7,NaN,NaN,NaN,NaN,NaN,NaN,14.40224,58.09701,-26.09231,-5.379587,0.1788341,-1.954441
63.705,NaN,NaN,NaN,NaN,NaN,NaN,12.07164,61.21102,-19.17289,-5.37805,0.1787267,-1.959005
63.71,NaN,NaN,NaN,NaN,NaN,NaN,9.082304,64.4402,-10.90341,-5.37613,0.1785762,-1.965415
63.715,NaN,NaN,NaN,NaN,NaN,NaN,5.941106,68.9246,-3.244967,-5.373631,0.1784018,-1.972828
