time,left,right
75,1,1
75.005,1,1
75.01,1,1
75.015,1,1
75.02,1,1
75.025,1,1
75.03,1,1
75.035,1,1
75.04,1,1
75.045,1,1
75.05,1,1
75.055,1,1
75.06,1,1
75.065,1,1
75.07,1,1
75.075,1,1
75.08,1,1
75.085,1,1
75.09,1,1
75.095,1,1
75.1,1,1
75.105,1,1
75.11,1,1
75.115,1,1
75.12,1,1
75.125,1,1
75.13,1,1
75.135,1,1
75.14,1,1
75.145,1,1
75.15,1,1
75.155,1,1
75.16,1,1
75.165,1,1
75.17,1,1
75.175,1,1
75.18,1,1
75.185,1,1
75.19,1,1
75.195,1,1
75.2,1,1
75.205,1,1
75.21,1,1
75.215,1,1
75.22,1,1
75.225,1,1
75.23,1,1
75.235,1,1
75.24,1,1
75.245,1,1
75.25,1,1
75.255,1,1
75.26,1,1
75.265,1,1
75.27,1,1
75.275,1,1
75.28,1,1
75.285,1,1
75.29,1,1
75.295,1,1
75.3,1,1
75.305,1,1
75.31,1,1
75.315,1,1
75.32,1,1
75.325,1,1
75.33,1,1
75.335,1,1
75.34,1,1
75.345,1,1
75.35,1,1
75.355,1,1
75.36,1,1
75.365,1,1
75.37,1,1
75.375,1,1
75.38,1,1
75.385,1,1
75.39,1,1
75.395,1,1
75.4,1,1
75.405,1,1
75.41,1,1
75.415,1,1
75.42,1,1
75.425,1,1
75.43,1,1
75.435,1,1
75.44,1,1
75.445,1,1
75.45,1,1
75.455,1,1
75.46,1,1
75.465,1,1
75.47,1,1
75.475,1,1
75.48,1,1
75.485,1,1
75.49,1,1
75.495,1,1
75.5,1,1
75.505,1,1
75.51,1,1
75.515,1,1
75.52,1,1
75.525,1,1
75.53,1,1
75.535,1,1
75.54,1,1
75.545,1,1
75.55,1,1
75.555,1,1
75.56,1,1
75.565,1,1
75.57,1,1
75.575,1,1
75.58,1,1
75.585,1,1
75.59,1,1
75.595,1,1
75.6,1,1
75.605,1,1
75.61,1,1
75.615,1,1
75.62,1,1
75.625,1,1
75.63,1,1
75.635,1,1
75.64,1,1
75.645,1,1
75.65,1,1
75.655,1,1
75.66,1,1
75.665,1,1
75.67,1,1
75.675,1,1
75.68,1,1
75.685,1,1
75.69,1,1
75.695,1,1
75.7,1,1
75.705,1,1
75.71,1,1
75.715,1,1
75.72,1,1
75.725,1,1
75.73,1,1
75.735,1,1
75.74,1,1
75.745,1,1
75.75,1,1
75.755,1,1
75.76,1,1
75.765,1,1
75.77,1,1
75.775,1,1
75.78,1,1
75.785,1,1
75.79,1,1
75.795,1,1
75.8,1,1
75.805,1,1
75.81,1,1
75.815,1,1
75.82,1,1
75.825,1,1
75.83,1,1
75.835,1,1
75.84,1,1
75.845,1,1
75.85,1,1
75.855,1,1
75.86,1,1
75.865,1,1
75.87,1,1
75.875,1,1
75.88,1,1
75.885,1,1
75.89,1,1
75.895,1,1
75.9,1,1
75.905,1,1
75.91,1,1
75.915,1,1
75.92,1,1
75.925,1,1
75.93,1,1
75.935,1,1
75.94,1,1
75.945,1,1
75.95,1,1
75.955,1,1
75.96,1,1
75.965,1,1
75.97,1,1
75.975,1,1
75.98,1,1
75.985,1,1
75.99,1,1
75.995,1,1
76,1,1
76.005,1,1
76.01,1,1
76.015,1,1
76.02,1,1
76.025,1,1
76.03,1,1
76.035,1,1
76.04,1,1
76.045,1,1
76.05,1,1
76.055,1,1
76.06,1,1
76.065,1,1
76.07,1,1
76.075,1,1
76.08,1,1
76.085,1,1
76.09,1,1
76.095,1,1
76.1,1,1
76.105,1,1
76.11,1,1
76.115,1,1
76.12,1,1
76.125,1,1
76.13,1,1
76.135,1,1
76.14,1,1
76.145,1,1
76.15,1,1
76.155,1,1
76.16,1,1
76.165,1,1
76.17,1,1
76.175,1,1
