elapsed_s,left_hip_angle_deg,left_hip_velocity_dps,right_hip_angle_deg,right_hip_velocity_dps,left_measured_torque_nm,right_measured_torque_nm,left_nn_torque_nm,right_nn_torque_nm
0.0,3.6174128457962,-235.682878853087,24.2887576389406,141.425631973744,9.92780261730429,-5.96142075778234,0.5,-0.5
0.010000000000005116,1.30785995213029,-225.461257758475,25.647672932951,130.576561899415,9.30549430847168,-5.9296703338623,1.0,-1.0
0.01999999999999602,-0.884917007931895,-212.490825513288,26.9015926060143,120.24558494953,9.30549430847168,-5.9296703338623,1.5,-1.5
0.030000000000001137,-2.9368634181019,-197.489207082441,28.0520481296293,109.703953750555,9.03258308653072,-5.98544782092098,2.0,-2.0
0.04000000000000625,-4.83165168191143,-181.270121965283,29.0934512345616,98.2848077013037,8.39256545265485,-6.11625437052692,2.5,-2.5
0.04999999999999716,-6.5613524595504,-164.684082402009,30.0142628113247,85.4890107414938,7.27301618519399,-5.75791324017757,3.0,-2.968665361404419
0.060000000000002274,-8.12649267083742,-148.556458996699,30.7991211766496,71.068214295992,5.75247165754984,-4.99053569292839,3.5,-2.468665361404419
0.06999999999999318,-9.53550222529462,-133.62854613842,31.4316460653816,55.0747693652021,4.71406871254648,-4.47212787695447,4.0,-1.968665361404419
0.0799999999999983,-10.8036064498252,-120.506832690877,31.897548757948,37.8720090655703,3.89360257584268,-4.06625893037268,4.0959882736206055,-1.7716988325119019
0.09000000000000341,-11.9512686714386,-109.624622212554,32.1876380016733,20.1034423738964,3.16233176928465,-3.78457585578542,3.5959882736206055,-1.693943738937378
0.09999999999999432,-13.0023215840273,-101.218604153257,32.3003240820349,2.62485579458013,2.47414481129183,-3.56287804381458,3.0959882736206055,-1.7121208906173706
0.10999999999999943,-13.9819433843182,-95.3212330908665,32.2432894220447,-13.591703388108,2.07993395857676,-3.34946001386848,2.5959882736206055,-1.7108007669448853
0.12000000000000455,-14.9146346429933,-91.7681002786462,32.0341042193088,-27.5694205435288,1.77308676008369,-3.13850256490449,2.0959882736206055,-1.6914899349212646
0.12999999999999545,-15.8223362296536,-90.2180649061011,31.6997036418576,-38.4392306068867,1.45700869441225,-2.91389039633989,1.5959882736206055,-1.6408772468566895
0.14000000000000057,-16.722800579095,-90.1828865648984,31.2747888835134,-45.5391857379167,1.12810085515854,-2.66656230684612,1.0959882736206055,-1.5572490692138672
0.15000000000000568,-17.6282927772567,-91.0626021038017,30.7993469181788,-48.4888126673309,0.695308723012426,-2.23377022152463,0.5959882736206055,-1.2453374862670898
0.1599999999999966,-18.5446601321294,-92.1829880279113,30.315584394262,-47.2305193272614,0.272558973569618,-1.76060221063003,0.14822451770305634,-0.9104004502296448
0.1700000000000017,-19.4707748925491,-92.8320895164004,29.8646271620916,-42.0348898300885,-0.108941432112221,-1.12158905293724,-0.21961407363414764,-0.4222427308559418
0.18000000000000682,-20.3983294760365,-92.2938620600545,29.4833440185583,-33.4715240985473,-0.500486769367215,-0.38560148829819,-0.5911132097244263,0.07775726914405823
0.18999999999999773,-21.3119503747396,-89.8782612621551,29.2016147714805,-22.3512092451077,-0.910510388894315,0.528704011123361,-0.9717208743095398,0.5777572393417358
0.20000000000000284,-22.1895965669023,-84.9483090645345,29.0402886537234,-9.64808652635586,-1.0265524444039,1.60747487251344,-1.064623236656189,1.0777572393417358
0.20999999999999375,-23.0032181201835,-76.9454470082366,29.0099837452998,3.58815473137468,-0.832832325459565,2.85956814920731,-0.8906278610229492,1.5777572393417358
0.21999999999999886,-23.7196655067306,-65.4146703093949,29.1107763699168,16.3200705424034,-0.731526282204028,3.82767240884893,-0.8214191198348999,2.0777573585510254
0.23000000000000398,-24.3018535508153,-50.0304722810633,29.3327341990497,27.6014144105242,-0.68536121204782,4.62632812255134,-0.7874783873558044,2.5777573585510254
0.23999999999999488,-24.7101897237551,-30.6236161981921,29.6571672909937,36.6403100149317,-0.672527492046356,4.84835147857666,-0.7280348539352417,3.0777573585510254
0.25,-24.9042702741321,-7.20743133460879,30.0584129488568,42.841975053666,-0.672527492046356,4.84835147857666,-0.6233327984809875,3.5777573585510254
0.2600000000000051,-24.8448277785624,19.9990187369477,30.5059356794454,45.8287800133609,-0.690758533360219,4.87649765462283,-0.5358870029449463,4.077757358551025
0.269999999999996,-24.4958811305009,50.554667476342,30.9665140555535,45.4379694648628,-1.10975281600533,5.52336618169387,-0.8355743288993835,4.577757358551025
0.28000000000000114,-23.826997356574,83.7914717084066,31.4063021427595,41.6998422292295,-1.52874709865044,6.17023470876491,-1.08476984500885,5.077757358551025
0.29000000000000625,-22.8155302680249,118.824997947076,31.7925923934179,34.8013215234705,-2.0768223907081,6.57642934027279,-1.4757522344589233,5.577757358551025
0.29999999999999716,-21.4486623823656,154.583775608797,32.0951646817241,25.0413376433979,-2.69391564070743,6.85393873080503,-1.9352513551712036,6.077757358551025
0.3100000000000023,-19.7250533626895,189.858629541553,32.287174471362,12.7850007546533,-3.31073889890085,7.16279743048906,-2.331275224685669,6.577757358551025
0.3199999999999932,-17.6558989923861,223.370491604697,32.3456015657298,-1.57699800289849,-3.92672561515823,7.56878875122975,-2.684014320373535,7.077757358551025
0.3299999999999983,-15.2652346777047,253.852188069895,32.2513386061943,-17.6588816084953,-4.54271233141562,7.97478007197043,-3.023205518722534,7.577757358551025
0.3400000000000034,-12.5893769688086,280.136934769162,31.9890363877398,-35.0976112003616,-5.21940780506708,8.32169642066144,-3.421337842941284,7.933923244476318
0.3499999999999943,-9.67548046884652,301.24429893234,31.5468357393609,-53.5580767725648,-6.41794025716981,8.160819392585,-3.921337842941284,7.827892780303955
0.35999999999999943,-6.57928516846073,316.453710547382,30.9161029628649,-72.7280279960447,-7.61647270927254,7.99994236450857,-4.421338081359863,7.768085479736328
0.37000000000000455,-3.36222584498459,325.356541125388,30.0912531411617,-92.3066556892882,-8.88323527540205,8.00507800222248,-4.921338081359863,7.9013166427612305
0.37999999999999545,-0.0881540907063517,327.88031910275,29.0697028943125,-111.991181420892,-10.1560609692655,8.02496601156153,-5.421338081359863,8.047883987426758
0.39000000000000057,3.18002977493367,324.282374847829,27.8519522489656,-131.465277364484,-11.5954923605176,8.37706672899742,-5.921338081359863,8.489969253540039
0.4000000000000057,6.38353106464055,315.114277430398,26.4417622228512,-150.392016809189,-13.1035706387323,8.86604972943888,-6.421338081359863,8.989969253540039
0.4099999999999966,9.47033009074864,301.162016058262,24.8463741849275,-168.412762829755,-13.1274218620637,9.18322649699146,-6.823336124420166,9.271002769470215
0.4200000000000017,12.3971592009307,283.369464510789,23.0767091393069,-185.152226353393,-12.7435436801832,9.45320667631518,-6.323336124420166,9.414017677307129
0.4300000000000068,15.1306637917867,262.753990746658,21.1474875610912,-200.22906681046,-11.7548999577131,9.78653399930875,-5.823336124420166,9.555350303649902
0.4399999999999977,17.6477140384661,240.32315428642,19.0772194038831,-213.270957829346,-10.5076558338804,10.1469543173188,-5.323336124420166,9.656848907470703
0.45000000000000284,19.934920161468,217.000574215195,16.8880257743757,-223.932861448134,-8.61904705893592,10.8397145851085,-4.823336124420166,9.876081466674805
0.45999999999999375,21.9874780273992,193.567543324024,14.6052668237931,-231.917162207581,-6.61432845366164,11.592638979182,-4.323336124420166,10.0
0.46999999999999886,23.8075282707119,170.62500224843,12.2569643791529,-236.994199544169,-6.34535775821431,11.0396833282432,-3.823336124420166,9.514318466186523
0.480000000000004,25.4022474093593,148.578284462226,9.87302332823844,-239.021536575256,-6.21795025410272,10.357202019801,-3.323336124420166,9.039349555969238
0.4899999999999949,26.7819022535169,127.644788539946,7.48427370348211,-237.960040753659,-6.33665230148888,9.3391035664807,-3.335024833679199,8.539349555969238
0.5,27.9580892513592,107.882490517841,5.12137567795302,-233.884711941677,-6.43076944351196,8.53186798095703,-3.3202085494995117,8.039349555969238
0.5100000000000051,28.9423483261733,89.2349810365241,2.81364973941124,-226.988425927241,-6.43076944351196,8.53186798095703,-3.4040069580078125,8.249848365783691
0.519999999999996,29.7452870838832,71.5867177250807,0.587909802936612,-217.577412208582,-6.37130534633964,8.25720048449438,-3.3301315307617188,8.120949745178223
0.5300000000000011,30.3762804185752,54.820838110274,-1.53261542484939,-206.058175326985,-6.19964159606784,7.46427744752465,-3.16982102394104,7.620949745178223
0.5400000000000063,30.8437305516755,38.8714229525016,-3.5291895684906,-192.916587381865,-5.89241904303972,6.68342721610518,-3.033207416534424,7.120949745178223
0.5499999999999972,31.1557927862035,23.7626376384895,-5.38823354819922,-178.690926267377,-5.02737201666933,5.952256579525,-2.533207416534424,6.620949745178223
0.5600000000000023,31.3214035352397,9.62889486603662,-7.10169993522884,-163.941407356339,-4.16232499029894,5.22108594294483,-2.033207416534424,6.120949745178223
0.5699999999999932,31.3514017959443,-3.28693529851393,-8.66713550382778,-149.218954016613,-3.58503383991648,4.78576880321896,-1.5332074165344238,5.620949745178223
0.5799999999999983,31.259522699478,-14.6567537295546,-10.0874370257611,-135.035599300623,-3.17349993519948,4.52087341627468,-1.3427536487579346,5.120949745178223
0.5900000000000034,31.0630640973971,-24.1080752239619,-11.3703261748124,-121.838238836647,-2.95579921362399,3.97053594330965,-1.341789722442627,4.620949745178223
0.5999999999999943,30.7830794114484,-31.2760901530293,-12.5275826808696,-109.986656210931,-2.79404855827729,3.33780543857108,-1.3893365859985352,4.120949745178223
0.6099999999999994,30.4440229375785,-35.8590439235941,-13.5740800489588,-99.7359525857984,-2.67286007685037,2.56754288696417,-1.4296164512634277,3.6209497451782227
0.6200000000000045,30.0728556851624,-37.6687867912581,-14.5266660014282,-91.2228838517406,-2.55481428601205,1.78662457834143,-1.3983874320983887,3.1209497451782227
0.6299999999999955,29.6976975877057,-36.6694003394259,-15.4029230124894,-84.4553704859036,-2.26343905231997,1.31925616124977,-1.2130688428878784,2.6209497451782227
0.6400000000000006,29.3461733911266,-32.9989014185328,-16.2198377969447,-79.3047502114964,-1.95417372058292,0.864157312024713,-0.9987621307373047,2.1209497451782227
0.6500000000000057,29.0436367370916,-26.9716435231192,-16.9924077167139,-75.5011164091397,-1.49729432015729,0.495856547158733,-0.642700731754303,1.6209497451782227
0.6599999999999966,28.8114672989158,-19.0616848748286,-17.7322204360141,-72.6330988522646,-1.00413122685506,0.145993246579276,-0.3103659152984619,1.1209497451782227
0.6700000000000017,28.6656209087691,-9.86972703263681,-18.4460618040737,-70.1544076621097,-0.378176509206528,-0.13639233502155,0.17762289941310883,0.6209497451782227
0.6800000000000068,28.615576807093,-0.0780261579951968,-19.1346337651381,-67.4000460028898,0.44818694423546,-0.41596656490932,0.67762291431427,0.12094974517822266
0.6899999999999977,28.6637756487046,9.60121501960784,-19.7914936124363,-63.6149799602227,1.65224227553493,-0.690249441230771,1.17762291431427,-0.37905025482177734
0.7000000000000028,28.8055842146543,18.4781397783629,-20.4023498550393,-57.9970328615497,2.62086675107431,-0.920517127142185,1.67762291431427,-0.8790502548217773
0.7099999999999937,29.0297655103104,25.9327358783009,-20.9448591499601,-49.7538846884987,3.30822815599329,-1.09820241998063,2.1776227951049805,-1.128778100013733
0.7199999999999989,29.3193816638834,31.4528432323533,-21.3890557598813,-38.171610297151,3.59999990463257,-1.17362642288208,2.6776227951049805,-1.1492000818252563
0.730000000000004,29.6530150719609,34.6590513803224,-21.6985063678661,-22.6896248802643,3.59999990463257,-1.17362642288208,3.1776227951049805,-1.0661119222640991
0.7399999999999949,30.0061637258456,35.3143040518916,-21.8322199202499,-2.97467484632844,3.69699061789334,-1.19991361887881,3.35983943939209,-1.010372519493103
0.75,30.3526535197405,33.3178569386039,-21.7472599931864,21.0149622934415,4.00026193787965,-1.28210862869624,3.6719326972961426,-0.9989641904830933
0.7600000000000051,30.6659170732716,28.6853239484903,-21.401915402655,48.9842770027651,4.30353325786596,-1.36430363851367,3.9594733715057373,-0.9784412980079651
0.769999999999996,30.9200165214716,21.5186100205642,-20.7591957343026,80.2835813365535,4.63934495130771,-1.45997140197915,4.270827293395996,-1.012771487236023
0.7800000000000011,31.09033478256,11.9711978846573,-19.7903458232767,113.923766091422,5.09181182046781,-1.60393813307554,4.71518611907959,-1.1136279106140137
0.7900000000000063,31.1539201841884,0.215161017680839,-18.4780298177407,148.627240655963,5.5442786896279,-1.74790486417193,5.153903484344482,-1.1965821981430054
0.7999999999999972,31.0895337066639,-13.5838868007573,-16.8188312543004,182.912782370986,6.68432354865254,-2.9543611774605,5.653903484344482,-1.6965821981430054
0.8100000000000023,30.8775049369947,-29.2790354046267,-14.8247558674782,215.20802819397,8.18908128947902,-4.72439521301162,6.153903484344482,-2.196582317352295
0.8199999999999932,30.499540846549,-46.7389860011617,-12.5235078569233,243.97926920473,8.72222419134278,-6.40681824285805,6.653903484344482,-2.696582317352295
0.8299999999999983,29.9386426841681,-65.8299822200853,-9.9574303203853,267.865249376192,8.89837236705945,-8.05705087612468,7.153903484344482,-3.196582317352295
0.8400000000000034,29.1792680021398,-86.3859830853651,-7.1811423339916,285.800372793156,8.92747211456299,-8.32966995239258,7.653903484344482,-3.696582317352295
0.8499999999999943,28.2078300407396,-108.172647176127,-4.25805058866649,297.113287207084,8.92747211456299,-8.32966995239258,8.15390396118164,-4.196582317352295
0.8599999999999994,27.0135621151807,-130.852245776799,-1.25604444284841,301.589073261601,9.42188370980935,-10.4692021314005,8.65390396118164,-4.696582317352295
0.8700000000000045,25.5896994555378,-153.957139594898,1.75721576269853,299.486922547705,9.92117582595356,-12.6279560705497,9.15390396118164,-5.196582317352295
0.8799999999999955,23.9348565527282,-176.878738972479,4.71894866270049,291.509932468287,10.2868965066789,-11.8687387155005,9.65390396118164,-5.696582317352295
0.8900000000000006,22.054417320884,-198.876869690115,7.57536468931077,278.729122308763,10.6552695795213,-11.0624115991834,10.0,-5.426036834716797
0.9000000000000057,19.9617203083678,-219.111444894017,10.2848156585589,262.469339415242,11.0470439563986,-9.84044840880512,10.0,-4.926036834716797
0.9099999999999966,17.6788193352576,-236.694892459707,12.8196569737089,244.169457494881,11.3632666348696,-8.67627381975142,10.0,-4.426036834716797
0.9200000000000017,15.2366322593261,-250.760537281907,15.1666404382173,225.232457601145,11.4066992632306,-7.72075311649608,10.0,-3.926036834716797
0.9300000000000068,12.6743526518091,-260.539526429821,17.3258208100451,206.882365696487,11.304874548595,-6.89038453081519,9.983290672302246,-3.426036834716797
0.9399999999999977,10.0380828607423,-265.437259456355,19.3081288152787,190.044501632179,10.9807482465783,-6.2515266409576,9.679651260375977,-2.926036834716797
0.9500000000000028,7.37874073545728,-265.099950759698,21.1319178933164,175.263008278104,10.5258534120379,-5.82264659179027,9.44328498840332,-2.615663528442383
0.9599999999999937,4.74938246099683,-259.462987862723,22.8189122018791,162.665343218401,9.95202398092029,-5.58471724141101,9.132774353027344,-2.590277910232544
0.9699999999999989,2.20215769271415,-248.774893233009,24.3900536057962,151.977868406125,9.20642542515543,-5.45075521956538,8.671963691711426,-2.5931038856506348
0.980000000000004,-0.214838247374503,-233.593462464719,25.8617567292848,142.590656220015,8.36392128230636,-5.3754475980948,8.171963691711426,-2.6275103092193604
0.9899999999999949,-2.46053093553059,-214.753663564638,27.2430327532219,133.663820964309,7.50455925544821,-5.32077698363834,7.671963691711426,-2.658841848373413
1.0,-4.50337949650207,-193.310040342226,28.5338386051982,124.262440205372,6.64020498191334,-5.27221775478806,7.171963691711426,-2.677076578140259
