elapsed_s,left_angle_x_deg,left_angular_velocity_x_dps,right_angle_x_deg,right_angular_velocity_x_dps,left_actual_torque_nm,right_actual_torque_nm
0.0015,-0.1370,-0.8871,-0.6813,-0.0128,0.0174,-0.0134
0.0100,-0.1480,-0.9482,-0.6813,-0.0128,0.0174,-0.0134
0.0200,-0.1480,-0.9482,-0.6813,0.1093,0.0047,-0.0061
0.0300,-0.1535,-0.3989,-0.6868,0.1093,0.0047,-0.0061
0.0400,-0.1590,-0.5820,-0.6868,0.2924,-0.0150,-0.0336
0.0500,-0.1700,-1.0092,-0.6923,-0.1349,-0.0150,-0.0336
0.0601,-0.1810,-1.1923,-0.7033,-0.3180,-0.0150,-0.0134
0.0700,-0.1974,-1.3754,-0.7143,-0.5621,-0.0150,-0.0134
0.0800,-0.1974,-1.3754,-0.7143,-0.5621,0.0757,-0.0409
0.0900,-0.2304,-1.6806,-0.7143,-0.5621,0.0757,-0.0409
0.1000,-0.2304,-1.6806,-0.7417,-0.5011,0.0578,-0.0336
0.1100,-0.2798,-2.1078,-0.7527,-0.3180,0.0578,-0.0336
0.1200,-0.2963,-1.7416,-0.7692,-0.2570,0.0827,-0.0610
0.1300,-0.3128,-1.3754,-0.7802,-0.5011,0.0827,-0.0610
0.1400,-0.3238,-0.8871,-0.7857,0.1093,0.0578,-0.0610
0.1500,-0.3348,-0.8261,-0.7857,0.1093,0.0578,-0.0610
0.1602,-0.3348,-0.8261,-0.7857,0.4755,0.0541,-0.0409
0.1700,-0.3457,-1.3144,-0.7857,0.6586,0.0541,-0.0409
0.1800,-0.3457,-1.3144,-0.7857,0.2313,0.0390,-0.0348
0.1900,-0.3787,-1.8637,-0.7967,-0.2570,0.0390,-0.0348
0.2000,-0.3952,-1.8027,-0.8022,-0.1349,0.0578,-0.0336
0.2101,-0.4117,-1.6806,-0.8077,0.4144,0.0578,-0.0336
0.2200,-0.4501,-1.7416,-0.8077,0.4144,0.0625,-0.0689
0.2300,-0.4501,-1.7416,-0.8022,0.8417,0.0625,-0.0689
0.2400,-0.4666,-1.8027,-0.7912,0.7196,0.0423,-0.0610
0.2500,-0.4886,-1.9858,-0.7857,0.7196,0.0423,-0.0610
0.2600,-0.5105,-2.2299,-0.7802,0.8417,0.0423,-0.0610
0.2700,-0.5105,-2.2299,-0.7747,0.8417,0.0423,-0.0610
0.2800,-0.5325,-1.9858,-0.7747,0.8417,0.0390,-0.0061
0.2900,-0.5984,-2.1078,-0.7747,0.6586,0.0390,-0.0061
0.3000,-0.5984,-2.1078,-0.7747,0.4144,0.0555,-0.0336
0.3100,-0.6204,-1.7416,-0.7747,0.3534,0.0555,-0.0336
0.3200,-0.6314,-1.4365,-0.7692,1.0248,0.0047,-0.0610
0.3303,-0.6479,-1.3754,-0.7582,0.8417,0.0047,-0.0610
0.3404,-0.6698,-1.1923,-0.7582,0.7196,0.0174,-0.0689
0.3500,-0.6808,-1.1923,-0.7527,0.7806,0.0174,-0.0689
0.3600,-0.6918,-1.1313,-0.7527,0.7806,0.0174,-0.0750
0.3700,-0.6918,-1.1313,-0.7527,0.7806,0.0174,-0.0750
0.3800,-0.7028,-1.4365,-0.7417,0.7806,0.0898,-0.0134
0.3900,-0.7028,-1.4365,-0.7362,0.7196,0.0898,-0.0134
0.4002,-0.7193,-1.6806,-0.7362,0.6586,0.0625,-0.0336
0.4100,-0.7413,-1.8027,-0.7362,0.4755,0.0625,-0.0336
0.4201,-0.7632,-1.7416,-0.7362,0.2313,0.0578,0.0195
0.4306,-0.8237,-1.6806,-0.7362,0.2313,0.0578,0.0195
0.4400,-0.8237,-1.6806,-0.7362,0.2313,0.0244,-0.0061
0.4500,-0.8456,-1.6196,-0.7637,-0.1959,0.0244,-0.0061
0.4602,-0.8456,-1.6196,-0.7692,0.2313,0.0244,-0.0061
0.4705,-0.8841,-1.7416,-0.7802,0.1093,0.0244,-0.0061
0.4802,-0.9280,-2.0468,-0.7802,0.1093,0.0578,-0.0061
0.4900,-0.9280,-2.0468,-0.7967,-0.3790,0.0578,-0.0061
0.5000,-0.9665,-1.1313,-0.7967,-0.3790,-0.0165,-0.0134
0.5100,-0.9665,-1.1313,-0.8077,-0.4401,-0.0165,-0.0134
0.5200,-0.9775,-1.3754,-0.8351,-0.5621,0.0009,0.0214
0.5301,-0.9775,-1.3754,-0.8516,-0.9283,0.0009,0.0214
0.5400,-1.0159,-1.5585,-0.8516,-0.9283,-0.0188,-0.0061
0.5500,-1.0434,-0.9482,-0.8956,-1.1115,-0.0188,-0.0061
0.5601,-1.0599,-1.3144,-0.9175,-0.8063,0.0212,-0.0134
0.5704,-1.0763,-1.1923,-0.9175,-0.8063,0.0212,-0.0134
0.5800,-1.0763,-1.1923,-0.9340,-0.5621,0.0009,-0.0134
0.5900,-1.0763,-1.1923,-0.9450,-0.3180,0.0009,-0.0134
0.6001,-1.0763,-1.1923,-0.9560,-0.1959,-0.0174,-0.0061
0.6100,-1.1258,-1.3144,-0.9779,-0.5011,-0.0174,-0.0061
0.6201,-1.1587,-1.3754,-0.9889,-0.3790,0.0033,0.0134
0.6300,-1.1697,-1.1313,-0.9999,-0.5621,0.0033,0.0134
0.6400,-1.1807,-1.1313,-0.9999,-0.5621,-0.0174,-0.0134
0.6500,-1.1807,-1.1313,-1.0109,-0.7452,-0.0174,-0.0134
0.6601,-1.1972,-1.0092,-1.0439,-0.4401,-0.0174,0.0214
0.6700,-1.2027,-1.0092,-1.0439,-0.4401,-0.0174,0.0214
0.6802,-1.2192,-1.0703,-1.0549,0.1703,-0.0531,0.0061
0.6900,-1.2301,-1.0092,-1.0603,-0.0128,-0.0531,0.0061
0.7000,-1.2521,-0.8261,-1.0713,-0.2570,0.0343,0.0598
0.7100,-1.2631,-1.1313,-1.0713,-0.2570,0.0343,0.0598
0.7200,-1.2631,-1.1313,-1.0823,-0.3180,-0.0517,0.0061
0.7300,-1.2631,-1.1313,-1.0878,-0.0739,-0.0517,0.0061
0.7400,-1.2906,-0.6430,-1.0933,0.2924,0.0009,0.0409
0.7500,-1.2961,-0.6430,-1.1043,0.1093,0.0009,0.0409
0.7600,-1.3016,-0.3989,-1.1043,0.1093,0.0009,-0.0061
0.7700,-1.3125,-0.4599,-1.1098,0.4144,0.0009,-0.0061
0.7800,-1.3235,-0.5209,-1.1098,0.4144,-0.0188,0.0488
0.7900,-1.3235,-0.5209,-1.1098,0.4144,-0.0188,0.0488
0.8000,-1.3290,-0.5820,-1.1263,-0.4401,0.0188,0.0134
0.8103,-1.3345,-0.3378,-1.1318,0.1703,0.0188,0.0134
0.8200,-1.3455,-0.8871,-1.1318,0.4755,0.0009,0.0134
0.8300,-1.3620,-0.9482,-1.1318,0.7196,0.0009,0.0134
0.8400,-1.3730,-0.8261,-1.1318,0.5975,-0.0390,0.0134
0.8500,-1.3840,-1.0092,-1.1318,0.5975,-0.0390,0.0134
0.8600,-1.3949,-0.5820,-1.1372,0.4755,-0.0165,-0.0061
0.8700,-1.3949,-0.5820,-1.1318,1.0248,-0.0165,-0.0061
0.8800,-1.4059,-0.5209,-1.1263,1.0248,-0.0353,-0.0214
0.8900,-1.4059,-0.5209,-1.1263,0.8417,-0.0353,-0.0214
0.9001,-1.4059,-0.2768,-1.1263,0.8417,-0.0165,0.0043
0.9100,-1.4114,-0.0327,-1.1263,0.6586,-0.0165,0.0043
0.9200,-1.4114,-0.0327,-1.1263,0.6586,0.0009,0.0397
0.9300,-1.4224,-0.5820,-1.1263,0.7806,0.0009,0.0397
0.9400,-1.4279,-0.4599,-1.1263,0.5365,-0.0390,0.0134
0.9500,-1.4279,-0.4599,-1.1318,0.2924,-0.0390,0.0134
0.9600,-1.4389,-0.1547,-1.1372,0.4755,-0.0165,-0.0214
0.9700,-1.4389,0.0894,-1.1427,0.4755,-0.0165,-0.0214
0.9800,-1.4389,0.2115,-1.1427,0.5975,-0.0165,-0.0214
0.9900,-1.4389,0.2725,-1.1427,0.5975,-0.0165,-0.0214
1.0001,-1.4389,0.2725,-1.1427,0.5975,-0.0165,0.0134
1.0100,-1.4334,0.3336,-1.1537,0.2924,-0.0165,0.0134
1.0200,-1.4279,0.2115,-1.1537,0.2924,-0.0188,0.0397
1.0300,-1.4334,-0.2768,-1.1592,0.3534,-0.0188,0.0397
1.0400,-1.4389,-0.5209,-1.1647,0.2313,0.0174,0.0397
1.0500,-1.4499,-0.5209,-1.1647,0.2924,0.0174,0.0397
1.0603,-1.4609,-0.9482,-1.1647,0.2924,-0.0165,0.0317
1.0700,-1.4609,-0.9482,-1.1647,0.5975,-0.0165,0.0317
1.0802,-1.4718,-0.8261,-1.1647,0.5975,-0.0733,0.0476
1.0900,-1.4828,-0.5209,-1.1702,0.3534,-0.0733,0.0476
1.1000,-1.4883,-0.7040,-1.1702,0.1093,-0.0174,0.0336
1.1102,-1.4938,-0.0327,-1.1812,-0.1959,-0.0174,0.0336
1.1200,-1.4993,-0.5209,-1.1867,0.1093,-0.0564,-0.0134
1.1302,-1.5048,-0.3378,-1.1867,0.1093,-0.0564,-0.0134
1.1400,-1.5048,-0.3378,-1.1922,0.1093,-0.0541,0.0336
1.1501,-1.5048,-0.3378,-1.1922,0.2924,-0.0541,0.0336
1.1601,-1.5213,-1.0092,-1.1922,0.5365,-0.0009,0.0671
1.1700,-1.5323,-0.7040,-1.1977,0.4755,-0.0009,0.0671
1.1803,-1.5433,-0.8871,-1.1977,0.5365,-0.0564,0.0134
1.1900,-1.5707,-0.8261,-1.1977,0.1703,-0.0564,0.0134
1.2000,-1.5707,-0.8261,-1.1977,0.1703,-0.0564,0.0061
1.2100,-1.5707,-0.8261,-1.1977,0.1703,-0.0564,0.0061
1.2201,-1.5872,-0.8871,-1.2361,-1.0504,-0.0353,0.0476
1.2300,-1.5872,-0.8871,-1.1043,10.0580,-0.0353,0.0476
1.2400,-1.6037,-0.7040,-1.0329,4.6259,-0.0353,0.0476
1.2500,-1.6147,-0.0937,-1.0823,-6.5436,-0.0353,0.0476
1.2600,-1.6147,-0.3378,-1.1812,-8.0695,-0.0564,0.0214
1.2700,-1.6202,-0.3989,-1.1812,-8.0695,-0.0564,0.0214
1.2800,-1.6202,-0.3989,-1.2142,-0.1349,-0.0353,0.0134
1.2900,-1.6202,0.0284,-1.1592,4.1376,-0.0353,0.0134
1.3000,-1.6202,0.0284,-1.1372,1.5131,-0.0353,0.0317
1.3100,-1.6257,-0.3989,-1.1482,-0.9283,-0.0353,0.0317
1.3201,-1.6312,0.2115,-1.1647,-1.1115,-0.0343,0.0134
1.3300,-1.6312,-0.0937,-1.1647,0.7806,-0.0343,0.0134
1.3401,-1.6312,0.3946,-1.1647,0.7806,-0.0343,0.0134
1.3500,-1.6312,0.3946,-1.1592,1.5741,-0.0353,0.0409
1.3603,-1.6257,0.5167,-1.1427,1.3300,-0.0353,0.0409
1.3700,-1.6257,0.0894,-1.1427,0.6586,0.0000,0.0476
1.3800,-1.6257,0.1505,-1.1482,-0.0739,0.0000,0.0476
1.3900,-1.6257,0.2725,-1.1592,-0.1349,-0.0343,-0.0134
