time,hip_flexion_l_power,hip_adduction_l_power,hip_rotation_l_power,knee_angle_l_power,ankle_angle_l_power,subtalar_angle_l_power,hip_flexion_r_power,hip_adduction_r_power,hip_rotation_r_power,knee_angle_r_power,ankle_angle_r_power,subtalar_angle_r_power
170,-0.00717956892207534,0,0,0.0220044155947913,-0,0,0.0228081138571204,-0,-0,-0.025729937140087,0,-0
170.005,-0.0116704802821781,0,0,0.014193737560756,-0,0,0.0200605426487693,-0,-0,-0.0200702833614577,0,-0
170.01,-0.0164722476554108,0,0,0.00807173412830533,-0,0,0.0165594461808871,-0,-0,-0.0156561780901998,0,0
170.015,-0.0216796149693855,-0,0,0.00374538104270787,-0,0,0.0124258441959026,-0,-0,-0.0120802389540472,0,0
170.02,-0.0269052905956799,-0,0,0.00104983069263624,-0,0,0.0077670038143232,-0,-0,-0.00903424304605574,0,0
170.025,-0.0306492272571495,-0,0,-5.50191598755084e-06,-0,0,0.00276160252266876,-0,-0,-0.00562199533551793,-0,0
170.03,-0.0340544021027087,-0,0,0.000786835869539409,-0,0,-0.00225721328108637,-0,-0,-0.00327659427683493,-0,0
170.035,-0.0370853890557309,-0,0,0.00314158437768169,-0,0,-0.00710680904985326,-0,-0,-0.00184002883166156,-0,0
170.04,-0.0396283983828153,0,0,0.00582495263662771,-0,0,-0.011478327766255,-0,-0,-0.00148620598027949,-0,0
170.045,-0.041525454296176,0,-0,0.00639278964576346,-0,0,-0.0148861178465562,-0,-0,-0.00219876631097243,-0,0
170.05,-0.0429387598055283,0,-0,0.00638965111510649,-0,0,-0.0173990573069723,-0,-0,-0.00284538248240039,-0,0
170.055,-0.0438616217650726,0,-0,0.00589058053864418,-0,0,-0.0189421731376942,-0,0,-0.00327602501154306,-0,0
170.06,-0.0442925494093656,0,-0,0.00498321544489169,-0,-0,-0.019469282631123,-0,0,-0.00337437331934458,-0,0
170.065,-0.0453948793037065,0,-0,0.00511730264067071,-0,-0,-0.0190005010467335,-0,0,-0.00277560477068925,-0,0
170.07,-0.0461954808812491,0,-0,0.00522080688684507,-0,-0,-0.0175191535861791,-0,0,-0.00196183687041308,-0,0
170.075,-0.0465821688834954,0,-0,0.00518319818001268,-0,-0,-0.0150691388092764,-0,0,-0.000938344940130779,-0,0
170.08,-0.0450321467228903,0,-0,0.0048605622941378,-0,-0,-0.011676442304308,-0,0,0.000305530633040817,-0,0
170.085,-0.0387559832803338,0,-0,0.00403259132636989,-0,-0,-0.00743762733690202,-0,0,0.0021276222704674,-0,0
170.09,-0.0320802078011662,0,-0,0.00318176846854649,-0,-0,-0.00270539970240823,-0,0,0.00449714406952895,-0,0
170.095,-0.0251533319455558,0,-0,0.00235076233580417,-0,-0,0.00234424657008068,-0,0,0.00718016929947094,-0,0
170.1,-0.0141719733385051,0,-0,0.00180105502865464,-0,-0,0.0067217781349454,-0,0,0.0100733530157951,-0,0
170.105,-0.000598441225081969,0,-0,0.00128598335674549,-0,-0,0.00878535609753355,-0,0,0.0129936763036595,-0,0
170.11,0.0122548245936065,0,-0,0.000531204582841539,-0,-0,0.00838276572084372,-0,0,0.0157048557382147,-0,0
170.115,0.0240551349490549,0,-0,-0.000537163702109001,-0,-0,0.00529594160095757,-0,0,0.0181026014013063,-0,0
170.12,0.0283905264646528,0,-0,-0.00219157438231211,-0,-0,0.00160049254775856,-0,0,0.0190301701384437,-0,0
170.125,0.0305735998822466,0,-0,-0.00471088353481919,-0,0,-0.00342424624573898,-0,0,0.019400722538769,-0,0
170.13,0.0318928363692275,0,-0,-0.00824613637695491,-0,0,-0.010038940330951,-0,0,0.0195687972220843,-0,0
170.135,0.032252590707995,0,-0,-0.0129588673616036,-0,0,-0.0180470669837478,-0,0,0.0196637887450028,-0,0
170.14,0.0293297597839878,0,-0,-0.017688308081132,0,0,-0.0206254319689874,-0,0,0.0198362478145368,-0,0
170.145,0.0258421459543343,0,-0,-0.0231671373423615,0,0,-0.0226376933758262,-0,0,0.0202033499298181,-0,0
170.15,0.0219050747375669,0,-0,-0.0294564698769555,0,0,-0.0241968993508723,-0,0,0.0208811451203771,-0,0
170.155,0.0175520028751872,0,-0,-0.0365460308323989,0,0,-0.0252169402122428,-0,0,0.0219618033924352,-0,0
170.16,0.00976291386435857,-0,-0,-0.0410697790321619,0,0,-0.0317943716954175,-0,0,0.0218332084720781,-0,0
170.165,0.00355398761022554,-0,-0,-0.0440969408212398,0,0,-0.0398851279747355,-0,0,0.0212773230254259,-0,0
