time,hip_flexion_l_velocity,hip_adduction_l_velocity,hip_rotation_l_velocity,knee_angle_l_velocity,ankle_angle_l_velocity,subtalar_angle_l_velocity,hip_flexion_r_velocity,hip_adduction_r_velocity,hip_rotation_r_velocity,knee_angle_r_velocity,ankle_angle_r_velocity,subtalar_angle_r_velocity
170,-18.2238612053815,4.95105405416335,54.5152332226096,-37.4737814291762,84.9839823211761,66.7582044311168,-31.0406447750088,-4.2030730061027,-62.147904098152,304.002932322714,-22.7531779294011,-13.9379537102411
170.005,-27.3940843531578,2.72260092166544,45.7253210563512,-29.1204451036526,88.2519687281908,66.3215743561479,-25.1048999884025,-3.61725023839675,-63.3419192885107,281.469954122463,-18.4357002567799,-4.76646376719468
170.01,-36.6770796655922,0.891004428309765,37.4425515692938,-21.0926409852207,92.1012052332349,64.3169851594673,-19.2011620308931,-3.04587280267766,-62.9750483892024,258.387691284777,-13.8098043813263,4.16859165850146
170.015,-45.9688302781826,-0.492546662356495,29.7638572581376,-13.472981184753,96.4539876151562,60.840675391995,-13.4289011487931,-2.5181452561612,-60.9741223259318,234.987169619859,-8.95234773601847,12.7025786165016
170.02,-55.167685842761,-1.3902897647076,22.7630657701713,-6.33097288223866,101.200732799021,56.0275491425046,-7.88859766758925,-2.06132502573378,-57.3049508827549,211.504797105851,-3.94740408917271,20.6857733284641
170.025,-64.1752664084586,-1.7789748381046,16.4897415198203,0.276280556636162,106.203818944635,50.0477303652696,-2.67997445910412,-1.70014971420499,-51.9743233819517,188.178053582408,1.11638249064429,27.9879744634919
170.03,-72.8972306905031,-1.65056582835198,10.9687248653696,6.30296847601604,111.302352361001,43.1021107704474,2.09989758945972,-1.45633129991006,-45.0309092591093,165.241039564057,6.14860048142036,34.502551177335
170.035,-81.2439081501163,-1.01253245188574,6.20037883111895,11.713117333811,116.317698257555,35.4169968491112,6.3585809354057,-1.34813077565887,-36.5650104763541,142.919987399502,11.0599266144812,40.1497592965015
170.04,-89.1308002314866,0.112279543877541,2.16153353709716,16.4788680845282,121.059589701364,27.2379906744486,10.0102932345704,-1.39002336256132,-26.7071530088712,121.428840970684,15.7649297046343,44.8791830847822
170.045,-96.4789614672276,1.68619813669297,-1.19290135639345,20.5785728670352,125.332612975319,18.8232651382246,12.9779183517319,-1.59246057360972,-15.6255408005593,100.965010254061,20.1847215158747,48.6711919122314
170.05,-103.215275737635,3.65767998348862,-3.92770519262575,23.9948027835153,128.942858199352,10.4364162375207,15.194951621152,-1.96173136662784,-3.52243128998194,81.7054043680269,24.2493614361937,51.5373385277563
170.055,-109.272646528516,5.96264305941345,-6.12456303973212,26.7123604670478,131.704521737564,2.33909199105522,16.6073225294378,-2.4999206963809,9.37047445220509,63.8028412679227,27.8999333516954,53.5196668700264
170.06,-114.590122408131,8.52613789269578,-7.87881425766234,28.7163894614773,133.446251569972,-5.21639125470786,17.1750378815098,-3.20496020357241,22.7975029543275,47.3829242374206,31.0902277880467,54.6889405417177
