time,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r
49.24,41.5518362,-10.15791911,-18.42296837,-67.90564344,12.27918663,8.58535958,-5.89338084,1.1390309,-7.78900973,-2.50967675,1.37161044,2.10950402
49.245,41.99527464,-10.17267144,-18.47380736,-67.33199731,12.25436061,8.63336934,-6.28776392,1.14701226,-7.6931527,-2.36951372,1.42458297,2.11685575
49.25,42.39025335,-10.06664011,-18.76184207,-66.62302863,11.94107855,9.28142019,-6.68562428,0.91085922,-7.29729801,-2.12904966,1.61100119,1.89666867
49.255,42.83245468,-10.05723349,-18.84128658,-65.95837424,11.83847754,9.42691796,-7.1000544,0.87676043,-7.10632032,-1.9465197,1.69792888,1.86521137
49.26,43.1929348,-10.05379632,-19.10724342,-65.23143067,11.43369421,9.96558881,-7.48840334,0.71942725,-6.82362666,-1.81009338,1.86232928,1.63813951
49.265,43.62922242,-10.04500891,-19.16529774,-64.55399421,11.31688801,10.09579699,-7.89873079,0.68599601,-6.6348965,-1.63229349,1.94074293,1.61481336
49.27,43.93044736,-10.05685879,-19.44234171,-63.80949547,10.80334372,10.71214901,-8.30147394,0.50655175,-6.30094813,-1.50502778,2.08031522,1.3286143
49.275,44.26980026,-10.07602354,-19.57204994,-63.11696634,10.41350745,11.07475124,-8.71980765,0.42067344,-6.03009544,-1.35932541,2.19214408,1.1583581
49.28,44.65035082,-10.07520244,-19.57007019,-62.47090228,10.16536825,11.22744076,-9.13771957,0.39192127,-5.82162123,-1.1806341,2.29992597,1.13147319
49.285,44.93328825,-10.14072091,-19.75100327,-61.82108391,9.56252634,11.70433259,-9.51782322,0.27481585,-5.52910491,-1.08124112,2.4296305,0.90453587
49.29,45.26525397,-10.19499056,-19.72121915,-61.22951116,9.48457703,11.74207164,-9.86611807,0.28558349,-5.49623602,-1.03512748,2.48189137,0.89947335
49.295,45.56352292,-10.2317306,-19.74555639,-60.68476174,8.47906975,12.21069365,-10.26516176,0.20411998,-5.1067871,-0.8864315,2.75024413,0.78284
49.3,45.85110504,-10.28507307,-19.68618089,-60.18570258,8.41403125,12.24121638,-10.5962264,0.19396066,-5.09067926,-0.85428223,2.79354898,0.77780774
49.305,46.09322421,-10.35069453,-19.69666814,-59.73054047,7.3506367,12.701925,-10.98555616,0.11373949,-4.6722342,-0.71674673,3.07189706,0.68121703
