time,insole_l_force_x,insole_l_force_y,insole_l_force_z,insole_l_cop_x,insole_l_cop_z,insole_r_force_x,insole_r_force_y,insole_r_force_z,insole_r_cop_x,insole_r_cop_z
45,0,0,0,0,0,-51.253797408735,507.848431967167,21.6908372137619,0.144868051965142,0.00484788920268431
45.005,0,0,0,0,0,-47.3052838119623,511.597334664625,20.6118482766358,0.144951261183698,0.00509522911208315
45.01,0,0,0,0,0,-43.1286268424483,518.43982546886,19.9867846011558,0.144570457235743,0.00537808832914899
45.015,0,0,0,0,0,-38.9503930437693,528.249146176105,19.8197781317924,0.143721563392968,0.0057008817164399
45.02,0,0,0,0,0,-35.1114965075985,540.739591071542,20.096406826819,0.142493257263586,0.00605220410364182
45.025,0,0,0,0,0,-32.0025490020863,555.512681197217,20.7937013251138,0.141030264255508,0.00640663475450498
45.03,0,0,0,0,0,-29.9673564228876,572.111602413472,21.8998518174219,0.139485961231092,0.00673356220171861
45.035,0,0,0,0,0,-29.2064065682697,590.064374700171,23.4388213247114,0.137987239480445,0.00700816161854834
45.04,0,0,0,0,0,-29.7197225455579,608.906578136592,25.4807206683058,0.136624038903856,0.00721843915698694
45.045,0,0,0,0,0,-31.3070587490317,628.192313774622,28.1216356202579,0.13545437927971,0.00736609987567383
45.05,0,0,0,0,0,-33.6221977928365,647.508721836548,31.4352992022168,0.134518718372808,0.00746284616104909
45.055,0,0,0,0,0,-36.2670087127441,666.499402390358,35.4180754330654,0.133854387001297,0.00752403722634398
45.06,0,0,0,0,0,-38.8989542334241,684.890465026107,39.9587450077359,0.13350698336054,0.00756153442153373
45.065,0,0,0,0,0,-41.3167294004742,702.505539767683,44.8560397757534,0.133532959134795,0.00757958703911865
45.07,0,0,0,0,0,-43.4919101893914,719.259101896734,49.8792985843768,0.13398475502195,0.00757334414263366
45.075,0,0,0,0,0,-45.5366941267769,735.129125583656,54.8409943039137,0.134884315500162,0.00752886096757688
45.08,0,0,0,0,0,-47.6269694907906,750.126870128878,59.6433150031368,0.136201888469909,0.00742825514800938
45.085,0,0,0,0,0,-49.9151384308677,764.278679717209,64.2772460929838,0.137860528106991,0.0072584557117632
