time,hip_flexion_l_velocity,hip_adduction_l_velocity,hip_rotation_l_velocity,knee_angle_l_velocity,ankle_angle_l_velocity,subtalar_angle_l_velocity,hip_flexion_r_velocity,hip_adduction_r_velocity,hip_rotation_r_velocity,knee_angle_r_velocity,ankle_angle_r_velocity,subtalar_angle_r_velocity
78.83,22.0656627021997,8.62429669380911,37.3163546949639,144.652460628289,-91.7414368513249,31.8717919738602,-40.2819559305366,-19.8593520847924,31.711154055117,-6.86897797119069,33.1133787665099,1.03470238923794
78.835,21.9569419530516,8.56674509853741,37.4726725449523,144.865615083601,-92.3758332898892,32.0938932909228,-40.3069729993049,-19.8039994981358,31.7806603160505,-6.88773570032946,33.1338642837991,0.99473393382688
78.84,21.6048910568351,8.41952864653417,37.7013401945503,144.929275587391,-93.6758802542923,32.5298364337479,-40.2710749968776,-19.6448708633917,31.8663275047086,-6.93501284383906,33.1430069988564,0.942367044560224
78.845,20.9861454712203,8.21120712838344,37.7609698448185,144.277487310368,-95.0400391072489,32.9498906683435,-40.0689654895778,-19.393912946908,31.8486564120498,-7.00455373521433,33.0959522178154,0.948364783767582
78.85,20.1087053325123,7.94866608147066,37.6494309681742,142.932124968078,-96.464487652144,33.3533858578105,-39.7125246806792,-19.0618228027582,31.7342263135234,-7.1013893480895,33.0072088341738,1.01879794691584
78.855,18.9863484937784,7.63996526823229,37.3647383854661,140.918929497213,-97.9312918026086,33.7356959350435,-39.2146157677859,-18.6604974728312,31.5292546724012,-7.22957795890302,32.8902852271197,1.15900083898019
78.86,17.6383024424308,7.29409904608242,36.905088709929,138.266581386541,-99.4086153431564,34.0881389642971,-38.5887680833689,-18.2027801400383,31.2394087067867,-7.39207687686513,32.7573633769392,1.37362467520176
78.865,16.0887734003947,6.92072497984161,36.268973707461,135.005894049726,-100.851541061471,34.3980593417985,-37.8488934815114,-17.7021933189953,30.8696844439786,-7.59065108734391,32.6190477506322,1.66671045164321
78.87,14.3663520811106,6.52986818471771,35.4553664995678,131.169140998827,-102.203454316567,34.649089845474,-37.0090380859988,-17.1726603357673,30.4243537084686,-7.82582006512983,32.4841866325601,2.0417682334585
78.875,12.5033185502858,6.13161017420889,34.4639714053785,126.789522415798,-103.397919464146,34.8215845906732,-36.08316913983,-16.628217150235,29.9069763449679,-8.09684293728887,32.3597609281816,2.50184943131002
78.88,10.5348703053327,5.73577213774665,33.2955234510101,121.900769780684,-104.360963740145,34.8932078445443,-35.0849948887235,-16.0827179164877,29.3204723059882,-8.40174120921234,32.2508337629345,3.04959936810222
78.885,8.49829815822281,5.35160347316673,31.9521195516463,116.53688154392,-105.013672194358,34.8396582040222,-34.0278142360356,-15.5495392965079,28.6672460960454,-8.73735737115555,32.1605533293936,3.68727920491202
