time,hip_flexion_l_power,hip_adduction_l_power,hip_rotation_l_power,knee_angle_l_power,ankle_angle_l_power,subtalar_angle_l_power,hip_flexion_r_power,hip_adduction_r_power,hip_rotation_r_power,knee_angle_r_power,ankle_angle_r_power,subtalar_angle_r_power
10,0.0669453220878171,-0,0,0.140140115986716,0,-0,-0.0014551315554918,0,0,0.0158350323407944,-0,-0
10.005,0.0792395998218229,-0,0,0.135139056640377,0,-0,-0.00115299967924441,0,0,0.0150660233835088,-0,-0
10.01,0.0896712889709835,-0,0,0.128360999951375,0,-0,-0.000192991936233473,0,0,0.0140872668944246,-0,-0
10.015,0.0995039347115149,-0,0,0.120951791160749,0,-0,0.00109352440177435,0,0,0.0127896360475724,-0,-0
10.02,0.108589553629112,-0,0,0.112971507041151,0,-0,0.00274263994302102,0,0,0.0112071408774753,-0,-0
10.025,0.110596227797978,-0,0,0.106289333143432,0,-0,0.00571939729579853,0,0,0.00883756112265482,-0,-0
10.03,0.11063699683327,-0,0,0.0994833390234902,0,-0,0.00949820715668289,0,0,0.00644262646176265,-0,-0
10.035,0.109988329526538,-0,0,0.0922748742784612,0,-0,0.0139145743045532,0,0,0.00419968086863049,-0,-0
10.04,0.108622553731843,-0,0,0.0847307806985352,0,-0,0.0189436726688067,0,0,0.00214070037170447,-0,-0
10.045,0.103707157161118,-0,0,0.0758556456798785,0,-0,0.0241016261647773,0,0,0.000279373418797112,-0,-0
10.05,0.0984732620240296,-0,0,0.0669819712795258,0,-0,0.0297375333353688,0,0,-0.00108838256596635,-0,-0
10.055,0.0930228077209009,-0,0,0.0582372814841484,-0,-0,0.0357919567579509,0,0,-0.00197050067949263,-0,-0
10.06,0.0879849429054954,-0,0,0.0513960851505896,-0,-0,0.0410501572534997,0,0,-0.00253225118893044,-0,-0
10.065,0.0842238535620767,-0,-0,0.0488423971885831,-0,-0,0.0433270625111671,0,0,-0.00325233186361253,-0,-0
10.07,0.0803830245737937,-0,-0,0.0460622039856506,-0,-0,0.0454514556557171,0,0,-0.0038805960066668,-0,-0
