elapsed_s,left_angle_x_deg,left_angular_velocity_x_dps,right_angle_x_deg,right_angular_velocity_x_dps,left_actual_torque_nm,right_actual_torque_nm
1.5800,0.4856,0.3220,0.3878,0.3311,-0.0009,0.0061
1.5900,0.4856,0.3220,0.3878,0.3922,0.0141,0.0397
1.6000,0.4911,0.5661,0.3933,0.5142,0.0141,0.0397
1.6100,0.4911,0.3830,0.3933,0.5142,0.0508,-0.0195
1.6200,0.4911,0.1999,0.3987,0.5753,0.0508,-0.0195
1.6300,0.4966,0.1389,0.4042,0.5753,-0.0009,0.0061
1.6400,0.4966,0.5661,0.4042,0.6363,-0.0009,0.0061
1.6501,0.5020,0.6271,0.4152,0.6973,-0.0009,0.0061
1.6601,0.5020,0.6271,0.4207,0.5142,-0.0009,0.0061
1.6700,0.5020,-0.0443,0.4207,0.3311,-0.0009,-0.0043
1.6802,0.5075,0.8102,0.4262,0.3311,-0.0009,-0.0043
1.6900,0.5075,0.8102,0.4262,0.3311,0.0212,0.0226
1.7007,0.5130,0.3830,0.4317,0.5142,0.0212,0.0226
1.7101,0.5240,0.8713,0.4427,0.6363,0.0212,0.0226
1.7200,0.5350,1.4206,0.4482,0.6973,0.0212,0.0226
1.7300,0.5350,1.4206,0.4537,0.8194,0.0353,0.0012
1.7400,0.5460,0.3220,0.4647,0.8804,0.0353,0.0012
1.7500,0.5515,1.2375,0.4702,0.8194,-0.0009,-0.0195
1.7601,0.5680,2.0920,0.4702,0.5142,-0.0009,-0.0195
1.7700,0.5899,2.2751,0.4757,0.4532,0.0141,-0.0043
1.7800,0.6119,2.6413,0.4757,0.5142,0.0141,-0.0043
1.7900,0.6229,1.6647,0.4757,0.5142,0.0141,-0.0195
1.8001,0.6229,1.6647,0.4757,0.5142,0.0141,-0.0195
1.8100,0.6284,0.4440,0.4757,0.2701,0.0291,-0.0043
1.8200,0.6449,0.8102,0.4757,0.2090,0.0291,-0.0043
1.8302,0.6449,-0.1663,0.4757,0.2090,0.0291,-0.0043
1.8405,0.6504,0.9323,0.4757,0.3311,0.0291,-0.0043
1.8500,0.6723,2.2141,0.4757,0.4532,0.0141,0.0012
1.8603,0.6943,1.9699,0.4811,0.5142,0.0141,0.0012
1.8700,0.6943,1.9699,0.4866,0.5142,-0.0009,0.0061
1.8800,0.7163,1.5427,0.4866,0.3311,-0.0009,0.0061
1.8900,0.7492,1.2375,0.4921,0.2701,0.0141,0.0012
1.9000,0.7657,1.2375,0.4921,0.2701,0.0141,0.0012
1.9100,0.7877,1.9089,0.4976,0.3922,0.0353,-0.0153
1.9200,0.8097,2.0920,0.5031,0.4532,0.0353,-0.0153
1.9304,0.8316,1.5427,0.5031,0.4532,0.0353,-0.0153
1.9400,0.8316,1.5427,0.5086,0.5142,0.0353,-0.0153
1.9500,0.8426,1.2985,0.5141,0.5142,0.0353,-0.0153
1.9600,0.8316,-0.8987,0.5196,0.3311,0.0353,-0.0153
1.9700,0.8097,-1.0818,0.5251,0.2701,0.0719,-0.0506
1.9800,0.7987,-0.5325,0.5306,0.2090,0.0719,-0.0506
1.9900,0.7877,-0.7156,0.5306,0.2090,-0.0150,-0.0031
2.0003,0.7767,-0.7767,0.5306,0.0870,-0.0150,-0.0031
2.0100,0.7767,-0.7767,0.5306,0.1480,-0.0009,-0.0256
2.0200,0.7822,0.6882,0.5361,0.2090,-0.0009,-0.0256
2.0300,0.7932,1.1154,0.5361,0.3922,-0.0071,-0.0476
2.0400,0.7987,0.0778,0.5416,0.5142,-0.0071,-0.0476
2.0500,0.8042,-0.1053,0.5471,0.4532,0.0212,-0.0476
2.0600,0.8042,0.0778,0.5471,0.3311,0.0212,-0.0476
