elapsed_s,left_position_rad,right_position_rad,left_command_torque_nm,right_command_torque_nm,left_actual_torque_nm,right_actual_torque_nm
0.0007,0.1185000,0.3785098,0.0000,0.0000,-0.0367,-0.0183
0.0100,0.1188835,0.3777428,0.0000,0.0000,0.0174,0.0061
0.0200,0.1188835,0.3762088,0.0000,0.0000,0.0150,0.0061
0.0300,0.1188835,0.3765923,0.0000,0.0000,-0.0009,0.0061
0.0400,0.1188835,0.3769758,0.0000,0.0000,-0.0009,0.0092
0.0500,0.1188835,0.3765923,0.0000,0.0000,0.0000,0.0275
0.0600,0.1188835,0.3765923,0.0000,0.0000,0.0150,0.0012
0.0700,0.1188835,0.3765923,0.0000,0.0000,-0.0009,-0.0153
0.0800,0.1188835,0.3765923,0.0000,0.0000,0.0000,0.0104
0.0900,0.1188835,0.3765923,0.0000,0.0000,0.0141,-0.0195
0.1000,0.1188835,0.3765923,0.0000,0.0000,0.0000,0.0012
0.1100,0.1188835,0.3765923,0.0000,0.0000,-0.0009,-0.0195
0.1200,0.1192670,0.3765923,0.0000,0.0000,-0.0009,0.0061
0.1300,0.1192670,0.3769758,0.0000,0.0000,0.0000,0.0104
0.1400,0.1192670,0.3765923,0.0000,0.0000,-0.0024,-0.0476
0.1500,0.1196505,0.3769758,0.0000,0.0000,-0.0188,0.0061
0.1600,0.1196505,0.3765923,0.0000,0.0000,-0.0009,-0.0195
0.1700,0.1196505,0.3765923,0.0000,0.0000,0.0174,0.0061
0.1800,0.1200340,0.3765923,0.0000,0.0000,0.0353,-0.0153
0.1900,0.1200340,0.3765923,0.0000,0.0000,0.0000,0.0012
0.2000,0.1204175,0.3765923,0.0000,0.0000,0.0000,0.0104
0.2100,0.1208010,0.3762088,0.0000,0.0000,-0.0033,-0.0153
0.2200,0.1211845,0.3762088,0.0000,0.0000,0.0197,0.0061
0.2300,0.1215680,0.3762088,0.0000,0.0000,-0.0056,-0.0476
0.2400,0.1219515,0.3762088,0.0000,0.0000,0.0268,0.0061
0.2500,0.1219515,0.3762088,0.0041,-0.0041,-0.0071,0.0275
0.2600,0.1219515,0.3762088,0.0042,-0.0042,0.0071,0.0061
0.2700,0.1223350,0.3762088,0.0047,-0.0047,-0.0071,0.0061
0.2800,0.1223350,0.3758253,0.0050,-0.0050,-0.0212,0.0061
0.2900,0.1223350,0.3758253,0.0053,-0.0053,0.0150,0.0061
0.3000,0.1223350,0.3758253,0.0056,-0.0056,0.0150,-0.0000
0.3100,0.1223350,0.3758253,0.0059,-0.0059,0.0009,-0.0134
0.3200,0.1223350,0.3758253,0.0062,-0.0062,0.0009,-0.0275
0.3300,0.1223350,0.3758253,0.0065,-0.0065,0.0080,-0.0214
0.3400,0.1223350,0.3754418,0.0067,-0.0067,-0.0071,-0.0134
0.3500,0.1223350,0.3754418,0.0070,-0.0070,0.0282,-0.0214
0.3600,0.1223350,0.3754418,0.0072,-0.0072,0.0080,0.0061
0.3700,0.1227185,0.3754418,0.0073,-0.0073,0.0221,0.0061
0.3800,0.1227185,0.3754418,0.0074,-0.0074,0.0009,0.0061
0.3900,0.1231020,0.3750583,0.0075,-0.0075,0.0221,-0.0122
0.4000,0.1234855,0.3750583,0.0074,-0.0074,-0.0094,-0.0214
0.4100,0.1234855,0.3750583,0.0075,-0.0075,-0.0212,0.0061
0.4200,0.1242524,0.3746748,0.0075,-0.0075,0.0127,-0.0122
0.4300,0.1246359,0.3746748,0.0074,-0.0074,-0.0118,0.0183
0.4400,0.1261699,0.3739078,0.0073,-0.0073,0.0390,0.0476
0.4500,0.1261699,0.3731408,0.0072,-0.0072,0.0555,-0.0092
0.4600,0.1257864,0.3719904,0.0070,-0.0070,-0.0555,-0.0378
0.4700,0.1261699,0.3716069,0.0068,-0.0068,0.0268,0.0256
0.4800,0.1261699,0.3716069,0.0064,-0.0064,0.0118,0.0537
0.4900,0.1265534,0.3716069,0.0060,-0.0060,0.0188,0.0061
0.5000,0.1261699,0.3712234,0.0056,-0.0056,0.0033,-0.0214
0.5100,0.1261699,0.3716069,0.0053,-0.0053,0.0071,-0.0122
0.5200,0.1261699,0.3716069,0.0048,-0.0048,0.0033,0.0537
0.5300,0.1261699,0.3716069,0.0045,-0.0045,-0.0508,0.0256
0.5400,0.1265534,0.3712234,0.0042,-0.0042,0.0188,-0.0012
0.5500,0.1265534,0.3712234,0.0039,-0.0039,0.0103,-0.0122
0.5600,0.1265534,0.3716069,0.0036,-0.0036,-0.0174,0.0256
0.5700,0.1269369,0.3716069,0.0034,-0.0034,0.0033,-0.0214
0.5800,0.1269369,0.3712234,0.0031,-0.0031,0.0437,-0.0214
0.5900,0.1269369,0.3712234,0.0030,-0.0030,0.0197,-0.0214
0.6000,0.1273204,0.3712234,0.0028,-0.0028,-0.0165,-0.0122
0.6100,0.1273204,0.3712234,0.0027,-0.0027,-0.0343,-0.0122
0.6200,0.1277039,0.3712234,0.0025,-0.0025,0.0212,0.0061
0.6300,0.1277039,0.3712234,0.0023,-0.0023,0.0033,0.0061
0.6400,0.1280874,0.3708399,0.0021,-0.0021,0.0414,-0.0214
0.6500,0.1284709,0.3704564,0.0018,-0.0018,0.0212,-0.0000
0.6600,0.1292379,0.3700729,0.0015,-0.0015,0.0047,0.0061
0.6700,0.1300049,0.3696894,0.0012,-0.0012,0.0047,-0.0195
0.6800,0.1307719,0.3677719,0.0007,-0.0007,-0.0174,0.0031
0.6900,0.1311554,0.3673884,0.0002,-0.0002,-0.0291,0.0043
0.7000,0.1323058,0.3670049,-0.0002,0.0002,0.0047,0.0043
0.7100,0.1330728,0.3670049,-0.0002,0.0002,0.0259,0.0104
0.7200,0.1342233,0.3666214,-0.0002,0.0002,0.0244,-0.0409
0.7300,0.1346068,0.3666214,-0.0002,0.0002,-0.0009,0.0244
0.7400,0.1338398,0.3666214,-0.0002,0.0002,-0.0531,-0.0214
0.7500,0.1342233,0.3662379,-0.0001,0.0001,0.0306,0.0043
0.7600,0.1342233,0.3662379,-0.0001,0.0001,0.0047,-0.0409
0.7700,0.1342233,0.3662379,-0.0001,0.0001,0.0047,0.0043
0.7800,0.1346068,0.3662379,-0.0001,0.0001,0.0244,0.0043
0.7900,0.1342233,0.3662379,-0.0000,0.0000,0.0094,-0.0031
0.8000,0.1346068,0.3662379,-0.0000,0.0000,-0.0165,0.0043
0.8100,0.1346068,0.3658544,-0.0001,0.0001,0.0080,-0.0226
0.8200,0.1346068,0.3658544,-0.0003,0.0003,0.0047,0.0336
0.8300,0.1349903,0.3654709,-0.0004,0.0004,-0.0118,-0.0226
0.8400,0.1349903,0.3650874,-0.0004,0.0004,0.0329,-0.0122
0.8500,0.1349903,0.3647040,-0.0006,0.0006,0.0047,0.0336
0.8600,0.1353738,0.3639370,-0.0007,0.0007,0.0244,0.0031
0.8700,0.1353738,0.3627865,-0.0010,0.0010,0.0056,-0.0244
0.8800,0.1357573,0.3620195,-0.0012,0.0012,-0.0141,-0.0244
0.8900,0.1365243,0.3612525,-0.0014,0.0014,0.0033,0.0226
0.9000,0.1372913,0.3608690,-0.0016,0.0016,-0.0127,0.0012
0.9100,0.1384418,0.3589515,-0.0019,0.0019,-0.0268,0.0031
0.9200,0.1395923,0.3578010,-0.0023,0.0023,0.0080,0.0122
0.9300,0.1403593,0.3574175,-0.0023,0.0023,0.0024,-0.0000
0.9400,0.1418932,0.3570340,-0.0024,0.0024,0.0009,-0.0104
0.9500,0.1426602,0.3562670,-0.0027,0.0027,0.0259,-0.0287
0.9600,0.1430437,0.3555001,-0.0031,0.0031,-0.0071,-0.0153
0.9700,0.1434272,0.3539661,-0.0037,0.0037,0.0174,0.0153
0.9800,0.1438107,0.3531991,-0.0044,0.0044,0.0000,0.0073
0.9900,0.1445777,0.3528156,-0.0048,0.0048,0.0000,0.0165
1.0000,0.1445777,0.3524321,-0.0052,0.0052,-0.0188,0.0165
1.0100,0.1449612,0.3516651,-0.0056,0.0056,0.0009,-0.0244
1.0200,0.1457282,0.3512816,-0.0060,0.0060,0.0033,-0.0031
1.0300,0.1468787,0.3497476,-0.0065,0.0065,0.0047,0.0214
1.0400,0.1472622,0.3474467,-0.0068,0.0068,0.0071,0.0506
1.0500,0.1480291,0.3466797,-0.0072,0.0072,-0.0235,0.0506
1.0600,0.1491796,0.3466797,-0.0075,0.0075,0.0221,-0.0043
1.0700,0.1507136,0.3459127,-0.0078,0.0078,-0.0094,0.0073
1.0800,0.1518641,0.3447622,-0.0081,0.0081,0.0329,0.0226
1.0900,0.1514806,0.3432282,-0.0082,0.0082,-0.0414,-0.0244
1.1000,0.1522476,0.3428447,-0.0083,0.0083,-0.0047,0.0409
1.1100,0.1526311,0.3432282,-0.0082,0.0082,0.0329,-0.0122
1.1200,0.1526311,0.3428447,-0.0079,0.0079,-0.0414,0.0214
1.1300,0.1526311,0.3428447,-0.0075,0.0075,-0.0221,0.0214
1.1400,0.1526311,0.3428447,-0.0071,0.0071,-0.0047,-0.0043
1.1500,0.1530146,0.3424612,-0.0068,0.0068,-0.0423,0.0012
1.1600,0.1533981,0.3424612,-0.0064,0.0064,-0.0047,-0.0000
1.1700,0.1545486,0.3416942,-0.0059,0.0059,-0.0212,-0.0275
1.1800,0.1549321,0.3409272,-0.0056,0.0056,-0.0056,-0.0043
1.1900,0.1560826,0.3393933,-0.0056,0.0056,-0.0056,-0.0031
1.2000,0.1564661,0.3390098,-0.0056,0.0056,-0.0494,-0.0031
1.2100,0.1576165,0.3390098,-0.0055,0.0055,-0.0056,0.0427
1.2200,0.1587670,0.3390098,-0.0051,0.0051,-0.0056,0.0226
1.2300,0.1603010,0.3382428,-0.0047,0.0047,0.0118,0.0165
1.2400,0.1599175,0.3386263,-0.0043,0.0043,-0.0212,0.0226
1.2500,0.1591505,0.3386263,-0.0039,0.0039,-0.0212,-0.0226
1.2600,0.1595340,0.3382428,-0.0034,0.0034,0.0150,0.0226
1.2700,0.1599175,0.3382428,-0.0030,0.0030,-0.0259,-0.0580
1.2800,0.1599175,0.3382428,-0.0025,0.0025,-0.0056,-0.0226
1.2900,0.1599175,0.3382428,-0.0017,0.0017,-0.0056,-0.0031
1.3000,0.1599175,0.3382428,-0.0008,0.0008,0.0315,0.0226
1.3100,0.1599175,0.3378593,-0.0003,0.0003,-0.0898,-0.0214
1.3200,0.1599175,0.3374758,0.0001,-0.0001,0.0517,-0.0122
1.3300,0.1603010,0.3374758,0.0003,-0.0003,-0.0259,0.0244
1.3400,0.1603010,0.3370923,0.0011,-0.0011,0.0000,-0.0183
1.3500,0.1606845,0.3367088,0.0017,-0.0017,-0.0071,0.0397
1.3600,0.1606845,0.3363253,0.0022,-0.0022,-0.0056,0.0244
1.3700,0.1610680,0.3351748,0.0026,-0.0026,-0.0056,0.0104
1.3800,0.1618350,0.3347913,0.0031,-0.0031,0.0127,-0.0397
1.3900,0.1633690,0.3340243,0.0035,-0.0035,0.0009,0.0256
1.4000,0.1641359,0.3336408,0.0039,-0.0039,0.0165,-0.0214
1.4100,0.1641359,0.3332573,0.0042,-0.0042,0.0174,-0.0000
1.4200,0.1645194,0.3328739,0.0044,-0.0044,0.0174,0.0256
1.4300,0.1652864,0.3332573,0.0047,-0.0047,-0.0033,0.0305
1.4400,0.1660534,0.3328739,0.0050,-0.0050,0.0056,-0.0214
1.4500,0.1668204,0.3324904,0.0054,-0.0054,0.0118,-0.0043
1.4600,0.1672039,0.3324904,0.0054,-0.0054,0.0244,0.0031
1.4700,0.1672039,0.3321069,0.0051,-0.0051,-0.0024,-0.0000
1.4800,0.1675874,0.3317234,0.0047,-0.0047,-0.0024,-0.0000
1.4900,0.1675874,0.3309564,0.0043,-0.0043,0.0071,-0.0000
1.5000,0.1679709,0.3309564,0.0041,-0.0041,0.0024,0.0214
1.5100,0.1679709,0.3305729,0.0039,-0.0039,-0.0024,0.0226
1.5200,0.1679709,0.3305729,0.0036,-0.0036,0.0094,0.0226
1.5300,0.1683544,0.3305729,0.0033,-0.0033,-0.0235,-0.0031
1.5400,0.1679709,0.3301894,0.0031,-0.0031,0.0009,0.0012
1.5500,0.1679709,0.3301894,0.0029,-0.0029,-0.0141,0.0012
1.5600,0.1683544,0.3301894,0.0027,-0.0027,-0.0024,-0.0214
1.5700,0.1683544,0.3301894,0.0027,-0.0027,0.0009,-0.0031
1.5800,0.1683544,0.3301894,0.0026,-0.0026,-0.0221,-0.0031
1.5900,0.1683544,0.3301894,0.0026,-0.0026,0.0000,0.0012
1.6000,0.1687379,0.3301894,0.0025,-0.0025,-0.0188,0.0275
1.6100,0.1687379,0.3301894,0.0026,-0.0026,0.0141,0.0012
1.6200,0.1687379,0.3301894,0.0029,-0.0029,-0.0009,-0.0031
1.6300,0.1691214,0.3301894,0.0030,-0.0030,0.0353,-0.0031
1.6400,0.1691214,0.3301894,0.0030,-0.0030,0.0165,-0.0214
1.6500,0.1695049,0.3301894,0.0029,-0.0029,0.0000,-0.0244
