elapsed_s,left_position_rad,right_position_rad,left_command_torque_nm,right_command_torque_nm,left_actual_torque_nm,right_actual_torque_nm
2.7000,-0.0157233,0.5361263,0.0428,-0.0428,-0.0024,-0.0427
2.7100,-0.0157233,0.5361263,0.0428,-0.0428,0.0259,-0.0427
2.7200,-0.0157233,0.5361263,0.0427,-0.0427,0.0898,-0.0659
2.7300,-0.0157233,0.5361263,0.0427,-0.0427,0.0259,-0.0659
2.7400,-0.0157233,0.5361263,0.0426,-0.0426,0.0470,-0.0458
2.7500,-0.0157233,0.5361263,0.0426,-0.0426,0.0470,-0.0165
2.7600,-0.0157233,0.5365098,0.0426,-0.0426,0.0259,-0.0427
2.7700,-0.0157233,0.5361263,0.0461,-0.0461,0.0541,-0.0659
2.7800,-0.0157233,0.5365098,0.0460,-0.0460,0.0686,-0.0427
2.7900,-0.0157233,0.5365098,0.0460,-0.0460,0.0400,-0.0427
2.8000,-0.0157233,0.5365098,0.0460,-0.0460,0.0047,0.0031
2.8100,-0.0157233,0.5365098,0.0460,-0.0460,0.0898,-0.0165
2.8200,-0.0157233,0.5365098,0.0460,-0.0460,0.0400,-0.0659
2.8300,-0.0157233,0.5365098,0.0460,-0.0460,0.0686,-0.0195
2.8400,-0.0157233,0.5365098,0.0460,-0.0460,0.0470,-0.0427
2.8500,-0.0157233,0.5365098,0.0459,-0.0459,0.0470,-0.0689
2.8600,-0.0157233,0.5365098,0.0459,-0.0459,0.0259,-0.0427
2.8700,-0.0157233,0.5368933,0.0459,-0.0459,0.0400,-0.0183
2.8800,-0.0157233,0.5372768,0.0459,-0.0459,0.0259,-0.0183
2.8900,-0.0157233,0.5372768,0.0459,-0.0459,0.0470,-0.0427
2.9000,-0.0157233,0.5376603,0.0495,-0.0495,0.0259,-0.0409
2.9100,-0.0157233,0.5384273,0.0495,-0.0495,0.0611,-0.0195
2.9200,-0.0157233,0.5391943,0.0495,-0.0495,-0.0024,-0.0952
2.9300,-0.0157233,0.5399613,0.0495,-0.0495,0.0259,-0.0488
2.9400,-0.0157233,0.5399613,0.0495,-0.0495,0.0470,-0.0397
2.9500,-0.0157233,0.5399613,0.0495,-0.0495,0.0118,-0.0214
2.9600,-0.0157233,0.5399613,0.0495,-0.0495,0.0827,-0.0214
2.9700,-0.0157233,0.5399613,0.0495,-0.0495,0.0259,-0.0397
2.9800,-0.0157233,0.5399613,0.0495,-0.0495,0.0470,-0.0214
2.9900,-0.0157233,0.5399613,0.0495,-0.0495,0.0531,-0.0488
3.0000,-0.0157233,0.5399613,0.0495,-0.0495,0.1109,-0.0580
3.0100,-0.0157233,0.5399613,0.0494,-0.0494,0.0541,-0.0488
3.0200,-0.0157233,0.5399613,0.0494,-0.0494,0.0470,-0.0671
3.0300,-0.0157233,0.5399613,0.0493,-0.0493,0.0118,-0.0952
3.0400,-0.0157233,0.5399613,0.0492,-0.0492,0.0259,-0.0122
3.0500,-0.0157233,0.5399613,0.0526,-0.0526,0.0188,-0.0397
3.0600,-0.0157233,0.5399613,0.0525,-0.0525,0.0470,-0.0397
3.0700,-0.0157233,0.5399613,0.0523,-0.0523,0.0541,-0.0488
3.0800,-0.0157233,0.5399613,0.0522,-0.0522,0.0400,-0.0671
3.0900,-0.0157233,0.5399613,0.0522,-0.0522,0.0611,-0.0397
3.1000,-0.0161068,0.5399613,0.0521,-0.0521,0.0757,-0.0488
3.1100,-0.0157233,0.5399613,0.0520,-0.0520,0.0400,-0.0397
3.1200,-0.0157233,0.5399613,0.0517,-0.0517,-0.0024,-0.0488
3.1300,-0.0161068,0.5399613,0.0514,-0.0514,0.0470,-0.0952
3.1400,-0.0157233,0.5399613,0.0510,-0.0510,0.0259,-0.0397
3.1500,-0.0157233,0.5399613,0.0506,-0.0506,0.0259,-0.0488
3.1600,-0.0161068,0.5399613,0.0498,-0.0498,0.0400,-0.0031
3.1700,-0.0157233,0.5399613,0.0489,-0.0489,0.0611,-0.0031
3.1800,-0.0161068,0.5399613,0.0476,-0.0476,0.0907,-0.0031
3.1900,-0.0161068,0.5399613,0.0465,-0.0465,0.0470,-0.0378
3.2000,-0.0161068,0.5399613,0.0454,-0.0454,0.0470,-0.0671
3.2100,-0.0161068,0.5403448,0.0443,-0.0443,0.0470,-0.0952
