elapsed_s,left_position_rad,right_position_rad,left_command_torque_nm,right_command_torque_nm,left_actual_torque_nm,right_actual_torque_nm
0.0006,0.0256942,0.4506069,0.0000,0.0000,-0.0268,-0.0226
0.0100,0.0256942,0.4506069,0.0000,0.0000,-0.0127,-0.0104
0.0200,0.0256942,0.4506069,0.0000,0.0000,-0.0127,-0.0104
0.0300,0.0256942,0.4506069,0.0000,0.0000,-0.0127,0.0226
0.0400,0.0256942,0.4506069,0.0000,0.0000,-0.0127,-0.0031
0.0500,0.0256942,0.4506069,0.0000,0.0000,-0.0268,0.0226
0.0600,0.0256942,0.4506069,0.0000,0.0000,-0.0268,0.0226
0.0700,0.0260777,0.4506069,0.0000,0.0000,-0.0188,-0.0226
0.0800,0.0256942,0.4506069,0.0000,0.0000,-0.0329,0.0165
0.0900,0.0256942,0.4506069,0.0000,0.0000,0.0165,0.0427
0.1000,0.0256942,0.4506069,0.0000,0.0000,0.0165,0.0427
0.1100,0.0256942,0.4506069,0.0000,0.0000,-0.0127,-0.0031
0.1200,0.0256942,0.4506069,0.0000,0.0000,0.0024,0.0153
0.1300,0.0260777,0.4506069,0.0000,0.0000,0.0024,0.0226
0.1400,0.0260777,0.4506069,0.0000,0.0000,0.0024,0.0226
0.1500,0.0256942,0.4506069,0.0000,0.0000,-0.0268,-0.0031
0.1600,0.0256942,0.4506069,0.0000,0.0000,-0.0188,-0.0031
0.1700,0.0256942,0.4506069,0.0000,0.0000,0.0024,0.0226
0.1800,0.0256942,0.4506069,0.0000,0.0000,0.0024,0.0226
0.1900,0.0256942,0.4506069,0.0000,0.0000,0.0024,-0.0317
0.2000,0.0256942,0.4506069,0.0000,0.0000,0.0306,0.0165
0.2100,0.0256942,0.4506069,0.0000,0.0000,0.0306,0.0165
0.2200,0.0256942,0.4506069,0.0000,0.0000,-0.0259,-0.0031
0.2300,0.0256942,0.4506069,0.0000,0.0000,-0.0259,0.0092
0.2400,0.0256942,0.4506069,0.0000,0.0000,-0.0259,0.0092
0.2500,0.0256942,0.4506069,0.0000,0.0000,-0.0118,0.0226
0.2600,0.0256942,0.4506069,0.0012,-0.0012,0.0024,-0.0317
0.2700,0.0256942,0.4506069,0.0012,-0.0012,-0.0555,-0.0031
0.2800,0.0256942,0.4506069,0.0012,-0.0012,-0.0056,-0.0031
0.2900,0.0256942,0.4506069,0.0012,-0.0012,-0.0056,-0.0031
0.3000,0.0256942,0.4506069,0.0012,-0.0012,0.0024,-0.0031
0.3100,0.0256942,0.4506069,0.0011,-0.0011,0.0376,0.0226
0.3200,0.0256942,0.4506069,0.0011,-0.0011,0.0376,0.0226
0.3300,0.0256942,0.4506069,0.0011,-0.0011,-0.0127,0.0226
0.3400,0.0256942,0.4506069,0.0011,-0.0011,0.0165,-0.0104
0.3500,0.0256942,0.4502234,0.0011,-0.0011,-0.0400,0.0348
0.3600,0.0256942,0.4506069,0.0011,-0.0011,0.0024,-0.0031
0.3700,0.0256942,0.4506069,0.0011,-0.0011,0.0235,0.0226
0.3800,0.0256942,0.4506069,0.0011,-0.0011,0.0024,-0.0031
0.3900,0.0256942,0.4506069,0.0010,-0.0010,-0.0047,0.0153
0.4000,0.0256942,0.4506069,0.0011,-0.0011,0.0235,-0.0031
0.4100,0.0256942,0.4506069,0.0011,-0.0011,-0.0127,-0.0506
0.4200,0.0256942,0.4506069,0.0011,-0.0011,-0.0188,-0.0317
0.4300,0.0256942,0.4506069,0.0011,-0.0011,0.0024,-0.0031
0.4400,0.0256942,0.4506069,0.0011,-0.0011,0.0024,0.0043
0.4500,0.0256942,0.4506069,0.0011,-0.0011,0.0024,-0.0031
0.4600,0.0256942,0.4506069,0.0011,-0.0011,0.0165,-0.0031
0.4700,0.0256942,0.4506069,0.0011,-0.0011,0.0024,-0.0031
0.4800,0.0256942,0.4506069,0.0011,-0.0011,0.0165,0.0226
