time,pelvis_imu_accel_x,pelvis_imu_accel_y,pelvis_imu_accel_z,pelvis_imu_gyro_x,pelvis_imu_gyro_y,pelvis_imu_gyro_z,thigh_imu_l_accel_x,thigh_imu_l_accel_y,thigh_imu_l_accel_z,thigh_imu_l_gyro_x,thigh_imu_l_gyro_y,thigh_imu_l_gyro_z,shank_imu_l_accel_x,shank_imu_l_accel_y,shank_imu_l_accel_z,shank_imu_l_gyro_x,shank_imu_l_gyro_y,shank_imu_l_gyro_z,foot_imu_l_accel_x,foot_imu_l_accel_y,foot_imu_l_accel_z,foot_imu_l_gyro_x,foot_imu_l_gyro_y,foot_imu_l_gyro_z,thigh_imu_r_accel_x,thigh_imu_r_accel_y,thigh_imu_r_accel_z,thigh_imu_r_gyro_x,thigh_imu_r_gyro_y,thigh_imu_r_gyro_z,shank_imu_r_accel_x,shank_imu_r_accel_y,shank_imu_r_accel_z,shank_imu_r_gyro_x,shank_imu_r_gyro_y,shank_imu_r_gyro_z,foot_imu_r_accel_x,foot_imu_r_accel_y,foot_imu_r_accel_z,foot_imu_r_gyro_x,foot_imu_r_gyro_y,foot_imu_r_gyro_z
48.165,1.01654401068971,9.62849596816474,-0.683776668026811,24.0000832752208,-18.5337389727606,1.18831388565739,7.73838624662066,5.27267275997686,0.700881162968117,-40.3766900164619,20.0802668625506,24.9325742535684,-5.03436456831993,10.5099230318331,1.12395904120946,-25.8719235866651,-36.641315316468,250.746171425432,-3.74462608036631,13.4221510786356,1.89140073590198,-80.8306040968338,-77.1931206500445,258.633671276694,-0.16185352665376,9.87294695227959,-0.897361230340321,-15.2341506271936,74.4654988660259,-60.0338397473873,-0.0711749385383785,10.0041136151904,-0.857948572975773,-15.1039554600774,74.499554524825,-45.5144360317862,-0.618141589064129,10.1077319131486,-1.14415785450414,-92.3612251153554,14.1869635947843,-10.4281843162484
48.17,0.926397340171392,9.55311450612898,-0.742323908122862,23.8663334381013,-18.5249190084995,1.17251930467041,7.36372632433702,5.15532320090908,0.767222962739654,-40.4747760539762,19.9824230256582,24.6135655429229,-5.56748066119219,11.146538115197,1.30199762287193,-25.9831453517626,-36.9102684594212,250.679363501926,-4.73277166964263,15.1469216514881,2.32573764627542,-81.0457764351012,-77.5628056636712,257.9562071988,-0.235437827508175,9.95906668818263,-1.06460004548018,-15.1889383468627,75.1034258205865,-59.9975126235065,-0.055932043735526,10.0902288454114,-1.03235194339578,-14.9600310289852,75.1492557901069,-45.7084043527328,-0.624270542233794,10.2814930535737,-1.32213922614446,-92.6505169098064,14.4664196615188,-10.466036609171
48.175,0.59589238612138,9.44481852474043,-0.80936850557509,23.4584976003562,-18.5059967739669,1.17919994276921,6.58216864539204,5.07282210558999,0.784926113999562,-40.6269275430244,19.5581029082009,23.7105671971851,-6.97517811380902,11.1119528213036,1.22141146370521,-26.3128492573635,-36.6173460342635,249.883465369118,-7.34830701985524,16.162569721498,2.32227930118236,-80.3706892260811,-78.3003970193148,255.752599346144,-0.3278514419887,10.134085527392,-1.22026475172262,-14.659308534131,76.4610192051419,-59.6598618442173,0.0115473679554203,10.1324320835318,-1.24552949170642,-14.3322633532796,76.5227532329007,-46.113145196924,-0.629204735543727,10.4439223603695,-1.52631458857907,-93.2796125007964,15.096836030952,-10.3594774877405
48.18,0.157094622550166,9.37379750665755,-0.849350733774731,22.7857047323402,-18.4869736550132,1.18945604904975,5.80667428902418,5.08945085245404,0.730008409044622,-40.6268522921052,18.9167246157468,22.3519052434716,-8.48616149713288,9.86995799451427,0.753862697835604,-26.3975797132313,-36.2190292068037,247.553675298886,-10.3159763200133,14.7861248241238,1.55127044840598,-79.0505815675425,-78.5753134519547,251.624690435128,-0.379941874774777,10.3030276505982,-1.19350844346663,-14.0311714198622,77.8847762133066,-58.829346286339,0.0922707339434959,10.0345772535535,-1.31132237353035,-13.6093765257584,77.9592217706032,-46.6434348156824,-0.639286083620247,10.4216710044648,-1.49127332639491,-94.0965784650467,15.5652206892623,-10.1764991340299
48.185,-0.197108043359717,9.29735630747645,-0.890637814107168,21.8569077392345,-18.4796572319915,1.20130632052569,5.09148821297903,5.04301531731289,0.692212103439505,-40.4818035417963,18.0715250328942,20.5432249695421,-9.89922510183884,8.64805587746596,0.321628537763997,-26.2425694246183,-35.7362622925201,243.732969965454,-13.1282957992498,13.3878488479779,0.822978362746271,-77.1079257872583,-78.3661922623177,245.659464935902,-0.367524016921985,10.4548282979221,-1.1814385036342,-13.3134770906724,79.3747493129601,-57.5197709142199,0.193694770155576,9.9193377306221,-1.37637510097082,-12.804883992008,79.4579241294727,-47.336468739742,-0.65868217419897,10.3928437187739,-1.43633911002656,-95.1258298676548,15.85644055298,-9.91212045104653
48.19,-0.466308123193322,9.21995918821263,-0.93182854921486,20.6864953835893,-18.4948811080499,1.2120903216676,4.44755088728344,4.94125273072461,0.670957100468431,-40.2005258715097,17.0393786873813,18.2988795766056,-11.2003460512172,7.46601093642665,-0.0692078435759491,-25.8581627340096,-35.189413358049,238.479636868154,-15.7571559859301,11.9946686949184,0.146875668043957,-74.5723272973026,-77.6569540459778,237.973695950477,-0.296332601810471,10.5908414341831,-1.17780846361017,-12.5157913382087,80.9205587368493,-55.7527246969693,0.310333938115543,9.79329089979238,-1.43618241351966,-11.933492309514,81.0079572169256,-48.2249617204008,-0.688572072741951,10.3615305597613,-1.36026649985736,-96.3739021817662,15.9599023928203,-9.56380961504138
48.195,-0.652158572585933,9.14622768306384,-0.97153964596062,19.2939715385362,-18.5422799443202,1.21853651884587,3.88410790126033,4.79335469106199,0.665604348393699,-39.7931970200227,15.8400770692915,15.6414334154833,-12.3781274784431,6.34239965143315,-0.41372649981287,-25.2591549647685,-34.5977918507607,231.865670987047,-18.1788731509554,10.6330190638512,-0.469208449862312,-71.4790949563801,-76.437875930179,228.710739399342,-0.173392551649953,10.7129998590708,-1.17592517888752,-11.6482998861236,82.5012352803289,-53.5567829194351,0.43670463212161,9.66354619865968,-1.48586800350369,-11.0110909538949,82.5881410936634,-49.3361945894442,-0.729307840443336,10.3316509426128,-1.26160471521142,-97.8286671347679,15.8702087712267,-9.13242143087014
48.2,-0.758146992454892,9.08077976371202,-1.00846460538251,17.7034980917496,-18.6301184808048,1.21685366410515,3.40858770910845,4.60957261377793,0.6754627831927,-39.2713207361084,14.4955539742533,12.6009504713686,-13.4236951596866,5.29464354908608,-0.708279267181717,-24.4640206545035,-33.9792689937209,223.975152892214,-20.373980651557,9.32859996010925,-1.01916080451728,-67.8678612368199,-74.706559522942,218.036779302497,-0.00665314593216493,10.8236664697713,-1.16889894828842,-10.7218394227773,84.0854408893929,-50.9665494868093,0.567560324894454,9.53746138206918,-1.52035873759111,-10.0547075676944,84.1672641317931,-50.6912628433216,-0.780334085264093,10.3066694869265,-1.1387988674615,-99.4592259460179,15.5876910239472,-8.6231844412182
48.205,-0.789340312121878,9.02807636804345,-1.0414269056334,15.9433149395802,-18.7651721161299,1.20283875937961,3.02651821310427,4.40081417015694,0.69977369371558,-38.6475606001044,13.029093703769,9.2140981887054,-14.3305902637027,4.33878413908381,-0.950570330997198,-23.4940717438476,-33.3499957689747,214.902640054268,-22.3270454498749,8.10589229865304,-1.49863131082509,-63.7813229261148,-72.4687177494629,206.13664149074,0.195381505314395,10.9254838384731,-1.14989664014464,-9.74793711533722,85.6320509700257,-48.0215770589665,0.69808432094492,9.42235346184414,-1.53460337282975,-9.08239129995035,85.7046645142412,-52.3045499883551,-0.840170153381068,10.2893248840196,-0.990374764105748,-101.216461736753,15.1188047442649,-8.04671265430068
48.21,-0.752111741610219,8.99228029055416,-1.06942504882529,14.0450540436155,-18.9526545116205,1.17199454023425,2.74148078508065,4.17824614672352,0.737678770767261,-37.9355109801303,11.4645564412888,5.52310136170193,-15.0946650025793,3.48914172522776,-1.1397039074443,-22.3725845676751,-32.724209199269,204.751593562484,-24.0265047875568,6.98757545004142,-1.90505534176687,-59.2641550937409,-69.7387141346171,193.209304271025,0.424009190744984,11.0212304794155,-1.112390441431,-8.73884190455858,87.0910739343885,-44.765204311051,0.824035175812085,9.32521791631626,-1.52382188368436,-8.11299470534545,87.1511211475768,-54.1834390280627,-0.906456474753403,10.2813940105125,-0.815189201338277,-103.034218149431,14.4763806198239,-7.4200075918888
