elapsed_s,left_angle_x_deg,left_angular_velocity_x_dps,right_angle_x_deg,right_angular_velocity_x_dps,left_actual_torque_nm,right_actual_torque_nm
2.3600,0.6397,-0.1816,0.4881,-0.5112,-0.0141,0.0104
2.3700,0.6397,-0.1816,0.4881,-0.5112,0.0009,-0.0165
2.3800,0.6397,-0.1816,0.4771,-0.5112,0.0009,-0.0165
2.3902,0.6397,-0.1816,0.4771,-0.5112,0.0009,-0.0165
2.4000,0.6342,-0.2426,0.4716,-0.5112,-0.0141,0.0378
2.4100,0.6342,-0.1205,0.4661,-0.5112,-0.0141,0.0378
2.4200,0.6342,0.1236,0.4606,-0.5112,-0.0141,0.0378
2.4300,0.6397,0.0626,0.4606,-0.5112,-0.0141,0.0378
2.4401,0.6397,-0.0595,0.4551,-0.5112,0.0056,0.0012
2.4500,0.6452,0.0626,0.4551,-0.5112,-0.0353,0.0012
2.4600,0.6507,0.2457,0.4496,-0.5112,-0.0353,0.0012
2.4706,0.6562,-0.1816,0.4441,-0.5112,-0.0564,0.0012
2.4800,0.6562,-0.1816,0.4441,-0.5112,-0.0564,0.0012
2.4901,0.6562,-0.1205,0.4386,-0.5112,-0.0564,0.0012
2.5001,0.6562,-0.1205,0.4386,-0.5112,-0.0564,0.0012
2.5100,0.6562,-0.1205,0.4386,-0.5112,-0.0564,0.0012
2.5200,0.6507,-0.2426,0.4386,-0.5112,-0.0197,0.0031
2.5306,0.6507,-0.2426,0.4386,-0.5112,-0.0197,0.0031
2.5400,0.6507,-0.1816,0.4276,-0.5112,-0.0141,-0.0244
2.5501,0.6507,-0.1816,0.4222,-0.5112,-0.0141,-0.0244
2.5600,0.6507,-0.1205,0.4222,-0.5112,0.0071,0.0287
2.5700,0.6507,-0.3036,0.4167,-0.5112,0.0071,0.0287
2.5800,0.6507,-0.3036,0.4167,-0.5112,0.0071,0.0287
2.5900,0.6507,-0.3036,0.3947,-1.3046,0.0071,0.0287
2.6000,0.6342,-0.7919,0.3837,-1.3046,0.0071,0.0287
2.6100,0.6287,-0.7919,0.3727,-1.3657,0.0071,0.0720
2.6202,0.6177,-0.9140,0.3617,-1.3046,0.0071,0.0720
2.6300,0.6177,-0.9140,0.3562,-1.0605,0.0071,0.0720
2.6400,0.6177,-0.9140,0.3507,-0.7553,0.0071,0.0720
2.6501,0.6012,-1.0361,0.3507,-0.7553,0.0071,0.0720
2.6607,0.5957,-1.0971,0.3452,-1.0605,0.0071,0.0720
2.6700,0.5957,-1.0971,0.3452,-1.0605,-0.0141,0.0287
2.6800,0.5738,-0.5478,0.3288,-0.6332,-0.0141,0.0287
2.6900,0.5683,-0.4868,0.3288,-0.6332,-0.0141,0.0287
2.7000,0.5628,-0.4868,0.3178,-0.6943,-0.0141,0.0104
2.7100,0.5628,-0.4868,0.3123,-0.5722,-0.0094,0.0580
2.7200,0.5573,-0.0595,0.3068,-0.6943,-0.0094,0.0580
