elapsed_s,left_angle_x_deg,left_angular_velocity_x_dps,right_angle_x_deg,right_angular_velocity_x_dps,left_actual_torque_nm,right_actual_torque_nm
0.0014,-0.1885,-0.6412,-0.2051,0.3427,-0.0033,0.0134
0.0100,-0.1885,-0.3970,-0.1996,0.3427,0.0127,-0.0336
0.0200,-0.1885,-0.2139,-0.1941,0.4037,0.0127,-0.0336
0.0300,-0.1885,0.2744,-0.1941,0.4037,0.0000,0.0214
0.0400,-0.1775,0.8237,-0.1941,0.3427,0.0000,0.0214
0.0500,-0.1665,0.7626,-0.1886,0.4648,-0.0080,0.0134
0.0600,-0.1555,0.8847,-0.1831,0.4648,-0.0080,0.0134
0.0700,-0.1445,0.8847,-0.1776,0.4648,0.0165,0.0134
0.0802,-0.1390,0.2744,-0.1721,0.4037,0.0165,0.0134
0.0905,-0.1390,-0.0919,-0.1666,0.2206,-0.0244,0.0134
0.1000,-0.1445,-0.0308,-0.1666,0.2206,-0.0244,0.0134
0.1100,-0.1390,0.2744,-0.1666,0.2206,0.0000,-0.0000
0.1200,-0.1390,0.1523,-0.1611,0.2817,0.0000,-0.0000
0.1300,-0.1390,-0.0308,-0.1611,0.4037,-0.0080,-0.0061
0.1402,-0.1445,-0.0308,-0.1556,0.4037,-0.0080,-0.0061
0.1501,-0.1390,0.5185,-0.1501,0.5258,-0.0080,0.0134
0.1602,-0.1280,0.4575,-0.1446,0.6479,-0.0080,0.0134
0.1700,-0.1280,0.4575,-0.1336,0.6479,-0.0033,-0.0134
0.1800,-0.1226,0.4575,-0.1282,0.7089,-0.0033,-0.0134
0.1900,-0.1171,0.8237,-0.1227,0.6479,-0.0080,-0.0134
0.2000,-0.1061,0.6406,-0.1172,0.5258,-0.0080,-0.0134
0.2101,-0.0951,0.6406,-0.1117,0.3427,0.0118,-0.0256
0.2201,-0.0841,1.1899,-0.1007,0.4648,0.0118,-0.0256
0.2304,-0.0621,1.3120,-0.1007,0.5258,0.0118,-0.0256
0.2400,-0.0456,0.8847,-0.1007,0.5258,0.0118,-0.0256
0.2501,-0.0292,1.4951,-0.0952,0.7089,0.0118,-0.0256
0.2600,-0.0292,1.4951,-0.0842,0.7089,-0.0282,-0.0336
0.2700,0.0093,1.5561,-0.0787,0.7089,-0.0282,-0.0336
0.2800,0.0203,1.1899,-0.0677,0.5258,-0.0080,0.0214
0.2902,0.0313,1.1899,-0.0622,0.4037,-0.0080,0.0214
0.3001,0.0367,0.5185,-0.0567,0.2206,-0.0080,0.0214
0.3105,0.0313,0.0912,-0.0567,0.2206,0.0212,-0.0336
0.3204,0.0313,0.2744,-0.0567,0.1596,0.0212,-0.0336
0.3304,0.0313,0.0912,-0.0513,0.2817,0.0212,-0.0336
0.3405,0.0313,-0.3360,-0.0513,0.2817,-0.0033,-0.0000
0.3500,0.0313,0.2133,-0.0458,0.2206,-0.0080,0.0122
0.3600,0.0422,0.5795,-0.0403,0.3427,-0.0080,0.0122
0.3700,0.0422,-0.2750,-0.0348,0.2206,-0.0080,0.0122
0.3802,0.0422,-0.1529,-0.0348,0.2206,-0.0033,0.0134
0.3901,0.0477,0.0302,-0.0348,0.2817,-0.0033,0.0134
0.4004,0.0477,-0.2139,-0.0293,0.2817,0.0127,-0.0061
