elapsed_s,left_angle_x_deg,left_angular_velocity_x_dps,right_angle_x_deg,right_angular_velocity_x_dps,left_actual_torque_nm,right_actual_torque_nm
0.0012,0.0834,-0.4330,0.1287,-0.0647,-0.0197,-0.0104
0.0100,0.0834,-0.4330,0.1287,-0.0647,-0.0197,-0.0104
0.0201,0.0834,-0.4330,0.1287,-0.1868,-0.0047,-0.0287
0.0300,0.0779,-0.4330,0.1342,-0.3088,-0.0127,-0.0567
0.0400,0.0779,-0.4941,0.1342,-0.3088,-0.0127,-0.0567
0.0506,0.0724,-0.7382,0.1287,-0.5530,-0.0127,-0.0567
0.0600,0.0724,-0.7382,0.1287,-0.1257,-0.0400,-0.0287
0.0700,0.0669,-0.5551,0.1287,-0.0647,-0.0400,-0.0287
0.0800,0.0669,-0.5551,0.1287,-0.0647,-0.0461,-0.0000
0.0900,0.0559,-0.3720,0.1287,-0.0647,-0.0461,-0.0000
0.1001,0.0559,-0.3720,0.1287,-0.1257,-0.0461,-0.0000
0.1100,0.0504,-0.3720,0.1342,-0.0647,-0.0461,-0.0000
0.1200,0.0449,-0.3720,0.1232,-0.4309,0.0127,0.0348
0.1300,0.0449,-0.4330,0.1232,-0.3088,0.0127,0.0348
0.1400,0.0394,-0.4941,0.1232,-0.3088,0.0165,0.0092
0.1500,0.0394,-0.4330,0.1177,-0.3088,0.0165,0.0092
0.1601,0.0394,-0.4330,0.1177,-0.4919,-0.0400,-0.0000
0.1700,0.0394,-0.4330,0.1122,-0.3088,-0.0400,-0.0000
0.1800,0.0394,-0.3110,0.1122,-0.3088,-0.0047,-0.0287
0.1900,0.0394,-0.1279,0.1177,-0.1868,-0.0047,-0.0287
0.2001,0.0394,-0.1279,0.1177,-0.1868,0.0165,0.0165
0.2100,0.0449,-0.1279,0.1122,-0.3088,0.0165,0.0165
0.2200,0.0504,-0.1279,0.1122,-0.3088,-0.0197,0.0073
0.2300,0.0504,-0.1279,0.1122,-0.3088,-0.0197,0.0073
0.2400,0.0504,-0.1279,0.1122,-0.0647,0.0127,-0.0000
0.2500,0.0504,-0.1279,0.1122,-0.0647,0.0127,-0.0000
0.2601,0.0504,-0.1279,0.1177,-0.0037,-0.0047,-0.0000
0.2701,0.0504,-0.1279,0.1177,-0.0037,-0.0047,-0.0000
0.2800,0.0559,-0.1279,0.1177,-0.0037,0.0127,-0.0104
0.2900,0.0614,-0.1279,0.1122,-0.1868,0.0127,-0.0104
0.3000,0.0669,-0.1279,0.1122,0.1184,0.0127,-0.0000
0.3100,0.0724,-0.1279,0.1122,-0.1257,0.0127,-0.0000
0.3200,0.0724,-0.1279,0.1122,0.1184,0.0282,0.0165
0.3300,0.0779,-0.1279,0.1232,0.4236,0.0282,0.0165
0.3400,0.0779,-0.1279,0.1287,0.0574,0.0282,0.0165
0.3500,0.0834,0.4825,0.1287,0.1794,0.0376,0.0165
0.3600,0.0889,0.4825,0.1287,0.1794,0.0376,0.0165
0.3700,0.0889,0.4825,0.1397,0.4846,0.0127,-0.0000
0.3800,0.0889,0.4825,0.1452,0.1794,0.0165,0.0165
0.3900,0.0889,0.4825,0.1506,0.1184,0.0165,0.0165
0.4000,0.1163,0.6046,0.1561,0.1184,0.0165,0.0165
0.4100,0.1273,0.3604,0.1616,-0.2478,-0.0197,0.0165
0.4200,0.1328,0.2994,0.1726,-0.3088,-0.0197,0.0165
0.4300,0.1383,0.2994,0.1726,-0.3088,-0.0367,-0.0000
0.4400,0.1383,0.2994,0.1726,-0.2478,-0.0367,-0.0000
0.4500,0.1438,0.2994,0.1726,-0.2478,-0.0197,-0.0104
0.4601,0.1438,0.2994,0.1891,0.2405,-0.0047,-0.0104
0.4700,0.1493,0.3604,0.1891,0.1184,-0.0047,-0.0104
0.4800,0.1603,0.4214,0.1946,-0.1868,-0.0047,-0.0104
0.4900,0.1658,0.5435,0.1946,-0.3088,-0.0047,-0.0104
0.5000,0.1768,0.4214,0.1946,-0.3088,-0.0047,-0.0104
0.5100,0.1768,0.4214,0.2001,-0.3088,-0.0080,-0.0000
0.5200,0.1823,0.3604,0.2001,-0.3088,-0.0080,-0.0000
0.5301,0.1878,0.2994,0.2056,-0.0647,-0.0080,-0.0000
0.5400,0.1878,0.2994,0.2111,0.0574,-0.0080,-0.0000
0.5501,0.1987,0.2994,0.2221,0.1794,-0.0047,0.0165
0.5600,0.1987,0.1163,0.2221,0.1794,-0.0047,0.0165
0.5700,0.2042,0.2994,0.2221,0.1794,-0.0197,-0.0000
0.5800,0.2042,0.2994,0.2166,-0.2478,-0.0197,-0.0000
0.5900,0.2042,0.2994,0.2166,-0.1257,-0.0197,-0.0000
0.6000,0.2042,0.2994,0.2111,-0.3088,-0.0197,-0.0000
0.6100,0.2207,0.4214,0.2111,0.1184,0.0127,-0.0104
0.6200,0.2262,0.3604,0.2111,0.1184,0.0127,-0.0104
0.6300,0.2317,0.1163,0.2056,-0.2478,-0.0197,0.0165
0.6400,0.2372,0.0552,0.2056,-0.2478,-0.0047,-0.0195
0.6501,0.2372,0.0552,0.2056,-0.2478,-0.0047,-0.0195
0.6600,0.2372,0.1163,0.2056,-0.2478,0.0329,-0.0104
0.6701,0.2427,0.1163,0.1946,-0.2478,0.0329,-0.0104
0.6802,0.2482,0.1163,0.1891,-0.3088,-0.0047,-0.0104
0.6901,0.2647,0.1163,0.1781,0.1184,-0.0047,-0.0104
0.7000,0.2702,-0.1279,0.1781,0.1184,-0.0047,-0.0000
0.7100,0.2702,-0.1279,0.1781,0.1184,-0.0047,-0.0000
0.7200,0.2702,-0.1279,0.1726,-0.0647,-0.0047,-0.0000
0.7300,0.2702,-0.1279,0.1726,-0.0647,0.0174,0.0445
0.7400,0.2866,0.0552,0.1726,0.3625,-0.0400,0.0165
0.7505,0.3031,1.5811,0.1671,-0.0647,-0.0400,0.0165
0.7602,0.3306,3.0460,0.1671,0.6067,-0.0400,0.0165
0.7700,0.3635,3.3511,0.1726,1.0950,0.0127,-0.0287
0.7801,0.3965,2.8629,0.1726,1.0950,0.0127,-0.0287
0.7900,0.3965,2.8629,0.1726,1.0950,-0.0047,0.0165
0.8001,0.4185,2.3135,0.1726,1.0950,-0.0047,0.0165
0.8100,0.4404,2.4356,0.2056,1.0339,0.0127,0.0348
0.8200,0.5338,7.3184,0.2111,-0.3088,0.0127,0.0348
0.8300,0.5888,5.9146,0.2111,-0.3088,0.0127,0.0348
0.8400,0.6327,5.6094,0.2221,0.3625,0.0127,0.0348
0.8500,0.6876,6.0977,0.2221,0.3625,0.0127,0.0720
0.8606,0.6876,6.0977,0.2221,0.3625,0.0127,0.0720
0.8702,0.7371,4.8160,0.2221,0.3625,-0.0244,-0.0000
0.8800,0.7755,4.1446,0.2935,2.3157,-0.0244,-0.0000
0.8900,0.8140,5.1212,0.3264,2.6819,0.0071,-0.0000
0.9000,0.8140,5.1212,0.3704,4.1467,0.0071,-0.0000
0.9100,0.8140,5.1212,0.4198,3.7805,0.0071,-0.0000
0.9200,0.8140,5.1212,0.4198,3.7805,0.0071,-0.0000
0.9302,0.9568,7.3184,0.4198,3.7805,-0.0047,0.0165
0.9400,1.1381,5.1212,0.6176,6.7102,-0.0047,0.0165
0.9500,1.1875,4.9991,0.6945,6.7712,-0.0047,0.0165
