time,fp_l_force_x,fp_l_force_y,fp_l_force_z,fp_l_cop_x,fp_l_cop_y,fp_l_cop_z,fp_r_force_x,fp_r_force_y,fp_r_force_z,fp_r_cop_x,fp_r_cop_y,fp_r_cop_z
15,0,0,0,0,0,0,-52.43619,762.7436,52.57004,0.6744056,0,-1.142881
15.005,0,0,0,0,0,0,-52.67033,772.7977,52.23314,0.6744451,0,-1.14057
15.01,0,0,0,0,0,0,-52.64474,781.583,51.60098,0.6745138,0,-1.138354
15.015,0,0,0,0,0,0,-52.43459,788.7732,50.69231,0.6746079,0,-1.136244
15.02,0,0,0,0,0,0,-52.10607,794.0774,49.52521,0.6747304,0,-1.134242
15.025,0,0,0,0,0,0,-51.71756,797.3153,48.10038,0.6748902,0,-1.132361
15.03,0,0,0,0,0,0,-51.32215,798.4553,46.40656,0.6750966,0,-1.130613
15.035,0,0,0,0,0,0,-50.95988,797.6052,44.44739,0.6753536,0,-1.12902
15.04,0,0,0,0,0,0,-50.64246,794.9712,42.27013,0.6756565,0,-1.127595
15.045,0,0,0,0,0,0,-50.34507,790.8071,39.97287,0.6759949,0,-1.126347
15.05,0,0,0,0,0,0,-50.01817,785.3748,37.6823,0.6763575,0,-1.125275
15.055,0,0,0,0,0,0,-49.61676,778.9207,35.51421,0.6767386,0,-1.124381
15.06,0,0,0,0,0,0,-49.12964,771.6651,33.53733,0.67714,0,-1.123664
15.065,0,0,0,0,0,0,-48.58903,763.8022,31.7559,0.6775682,0,-1.123111
15.07,0,0,0,0,0,0,-48.05566,755.5079,30.11817,0.6780313,0,-1.122682
15.075,0,0,0,0,0,0,-47.59063,746.9519,28.54812,0.678534,0,-1.122303
15.08,0,0,0,0,0,0,-47.232,738.3041,26.98629,0.6790736,0,-1.121872
15.085,0,0,0,0,0,0,-46.98705,729.7312,25.42014,0.6796371,0,-1.121289
15.09,0,0,0,0,0,0,-46.84103,721.3846,23.88852,0.6801996,0,-1.120485
15.095,0,0,0,0,0,0,-46.77502,713.3918,22.45819,0.6807288,0,-1.119436
15.1,0,0,0,0,0,0,-46.78061,705.858,21.18539,0.6811952,0,-1.118168
15.105,0,0,0,0,0,0,-46.86154,698.876,20.08458,0.6815835,0,-1.11673
15.11,0,0,0,0,0,0,-47.02109,692.5316,19.12247,0.6818993,0,-1.115175
15.115,0,0,0,0,0,0,-47.24548,686.8957,18.24114,0.6821645,0,-1.113544
15.12,0,0,0,0,0,0,-47.4964,682.0115,17.39393,0.6824042,0,-1.111851
15.125,0,0,0,0,0,0,-47.71945,677.8922,16.56806,0.6826342,0,-1.110083
15.13,0,0,0,0,0,0,-47.86389,674.537,15.78008,0.682855,0,-1.1082
15.135,0,0,0,0,0,0,-47.90139,671.9548,15.05256,0.6830553,0,-1.106148
15.14,0,0,0,0,0,0,-47.83285,670.1798,14.39397,0.6832209,0,-1.103875
15.145,0,0,0,0,0,0,-47.6804,669.2666,13.79624,0.6833444,0,-1.101361
15.15,0,0,0,0,0,0,-47.4711,669.2669,13.24609,0.6834273,0,-1.098624
15.155,0,0,0,0,0,0,-47.22334,670.201,12.73582,0.6834779,0,-1.095719
15.16,0,0,0,0,0,0,-46.94337,672.0409,12.26528,0.6835047,0,-1.092711
15.165,0,0,0,0,0,0,-46.63157,674.7093,11.83731,0.6835123,0,-1.089656
15.17,0,0,0,0,0,0,-46.29148,678.089,11.45369,0.6834988,0,-1.086589
15.175,0,0,0,0,0,0,-45.93308,682.0346,11.11478,0.683458,0,-1.083523
15.18,0,0,0,0,0,0,-45.56812,686.3832,10.8206,0.6833829,0,-1.08046
15.185,0,0,0,0,0,0,-45.20233,690.9647,10.56821,0.6832697,0,-1.077393
15.19,0,0,0,0,0,0,-44.83176,695.6161,10.34255,0.6831196,0,-1.074305
15.195,0,0,0,0,0,0,-44.44761,700.2043,10.10487,0.6829395,0,-1.071167
15.2,0,0,0,0,0,0,-44.04728,704.6493,9.789128,0.6827411,0,-1.06795
15.205,0,0,0,0,0,0,-43.64352,708.9365,9.313925,0.6825394,0,-1.064631
15.21,0,0,0,0,0,0,-43.26428,713.1085,8.60547,0.6823494,0,-1.061206
15.215,0,0,0,0,0,0,-42.94351,717.2407,7.618449,0.6821852,0,-1.057691
15.22,0,0,0,0,0,0,-42.71167,721.4112,6.345763,0.6820575,0,-1.054113
15.225,0,0,0,0,0,0,-42.595,725.6726,4.817118,0.6819726,0,-1.050513
15.23,0,0,0,0,0,0,-42.62288,730.0299,3.091735,0.6819308,0,-1.046939
15.235,0,0,0,0,0,0,-42.83183,734.4238,1.250014,0.6819239,0,-1.043448
15.24,0,0,0,0,0,0,-43.25507,738.7275,-0.6153796,0.6819362,0,-1.040098
15.245,0,0,0,0,0,0,-43.89815,742.7638,-2.410769,0.6819468,0,-1.036938
15.25,0,0,0,0,0,0,-44.71542,746.346,-4.055437,0.6819348,0,-1.033994
15.255,0,0,0,0,0,0,-45.6043,749.3332,-5.49625,0.6818857,0,-1.031265
15.26,0,0,0,0,0,0,-46.42384,751.6801,-6.718902,0.6817955,0,-1.028721
15.265,0,0,0,0,0,0,-47.03009,753.4583,-7.753345,0.6816711,0,-1.026304
15.27,0,0,0,0,0,0,-47.31429,754.8404,-8.673019,0.6815267,0,-1.023943
15.275,0,0,0,0,0,0,-47.2317,756.056,-9.586416,0.6813795,0,-1.021557
15.28,0,0,0,0,0,0,-46.81318,757.3347,-10.62013,0.681245,0,-1.019074
15.285,0,0,0,0,0,0,-46.15525,758.8518,-11.89647,0.6811341,0,-1.016448
15.29,0,0,0,0,0,0,-45.38896,760.6833,-13.51105,0.6810515,0,-1.013663
15.295,0,0,0,0,0,0,-44.63889,762.7846,-15.51369,0.6809946,0,-1.010742
15.3,0,0,0,0,0,0,-43.99043,764.9975,-17.89376,0.6809528,0,-1.007732
15.305,0,0,0,0,0,0,-43.4783,767.0927,-20.57555,0.6809104,0,-1.004698
15.31,0,0,0,0,0,0,-43.09462,768.838,-23.43277,0.6808517,0,-1.001703
15.315,0,0,0,0,0,0,-42.80603,770.0703,-26.32459,0.6807694,0,-0.9987925
15.32,0,0,0,0,0,0,-42.57031,770.7431,-29.14058,0.68067,0,-0.9959808
15.325,0,0,0,0,0,0,-42.34841,770.9305,-31.83291,0.6805749,0,-0.9932523
15.33,0,0,0,0,0,0,-42.11075,770.7859,-34.42027,0.6805155,0,-0.9905709
15.335,0,0,0,0,0,0,-41.83961,770.4732,-36.96233,0.6805236,0,-0.9878987
15.34,0,0,0,0,0,0,-41.53188,770.0974,-39.51798,0.6806215,0,-0.9852155
15.345,0,0,0,0,0,0,-41.20543,769.6645,-42.10795,0.6808147,0,-0.9825302
15.35,0,0,0,0,0,0,-40.90721,769.0846,-44.69855,0.6810923,0,-0.9798811
15.355,0,0,0,0,0,0,-40.71411,768.2143,-47.21015,0.6814328,0,-0.9773231
15.36,0,0,0,0,0,0,-40.71779,766.9138,-49.54216,0.6818142,0,-0.9749063
15.365,0,0,0,0,0,0,-40.99338,765.0948,-51.60547,0.6822229,0,-0.9726553
15.37,0,0,0,0,0,0,-41.5653,762.7494,-53.35664,0.6826589,0,-0.9705586
15.375,0,0,0,0,0,0,-42.38915,759.9517,-54.82548,0.6831354,0,-0.9685702
15.38,0,0,0,0,0,0,-43.36143,756.833,-56.12133,0.6836735,0,-0.9666268
15.385,0,0,0,0,0,0,-44.35253,753.5282,-57.40404,0.6842926,0,-0.9646739
15.39,0,0,0,0,0,0,-45.245,750.1073,-58.82302,0.6850015,0,-0.9626921
15.395,-12.34964,58.21787,-43.11534,0.4675274,0,-1.237467,-45.95875,746.5184,-60.45242,0.6857922,0,-0.960711
15.4,-17.02766,82.21916,-52.44296,0.4705538,0,-1.228964,-46.45515,742.5698,-62.25729,0.6866422,0,-0.9588025
15.405,-21.71076,106.3887,-57.15588,0.4734345,0,-1.223455,-46.72509,737.9632,-64.10753,0.6875213,0,-0.9570578
15.41,-25.84088,128.7469,-56.36485,0.4763388,0,-1.220157,-46.77291,732.366,-65.82673,0.6884022,0,-0.9555593
15.415,-28.94973,147.9861,-50.41326,0.4792816,0,-1.218794,-46.60372,725.4959,-67.24768,0.6892666,0,-0.9543582
15.42,-30.86885,163.7736,-40.70216,0.4821163,0,-1.21927,-46.21466,717.1897,-68.25749,0.6901091,0,-0.9534603
15.425,-31.82789,176.7567,-29.17685,0.4845403,0,-1.221457,-45.59043,707.4357,-68.82705,0.6909354,0,-0.952824
15.43,-32.31644,188.2956,-17.69369,0.4861735,0,-1.225017,-44.70861,696.355,-69.01468,0.6917581,0,-0.9523711
15.435,-32.74475,200.0503,-7.529047,0.486719,0,-1.229302,-43.55698,684.1391,-68.93392,0.692591,0,-0.9520137
15.44,-33.11307,213.5727,0.8100427,0.4861272,0,-1.233438,-42.15364,670.9707,-68.69712,0.6934454,0,-0.9516858
15.445,-32.9293,230.0087,7.485714,0.4846341,0,-1.236619,-40.55326,656.9632,-68.37086,0.6943291,0,-0.9513613
15.45,-31.45589,249.9411,13.06696,0.4826312,0,-1.238456,-38.83177,642.1376,-67.96993,0.6952484,0,-0.9510488
15.455,-28.13796,273.3537,18.23663,0.480474,0,-1.239124,-37.05847,626.4361,-67.47984,0.6962108,0,-0.9507706
