time,hip_flexion_l_power,hip_adduction_l_power,hip_rotation_l_power,knee_angle_l_power,ankle_angle_l_power,subtalar_angle_l_power,hip_flexion_r_power,hip_adduction_r_power,hip_rotation_r_power,knee_angle_r_power,ankle_angle_r_power,subtalar_angle_r_power
15,0.261340108990846,0.00525514705526497,-0.0124946390627373,-0.254023108686651,-0.0343289460530287,0.00206778198595097,0.351576046591018,-0.191475782223103,0.000528840611353674,-0.0826857437657395,-0.0826601557702079,-0.0404357154307549
15.005,0.253994326166367,0.00530509502917163,-0.0120417405477031,-0.246344138649078,-0.0274119865400677,0.00192355269547407,0.361325249272648,-0.18672158857587,0.000464392663940662,-0.0930997717816903,-0.0790854450761957,-0.0393282208570498
15.01,0.245201990069342,0.00500542136514451,-0.0113102373034224,-0.236599188848869,-0.0187802345342026,0.00157997169741175,0.370311535560745,-0.179336573990628,0.000338317414006365,-0.103752329992629,-0.0765681119260963,-0.0371826204752559
15.015,0.235412012604711,0.00446563869312564,-0.0103057738079839,-0.225837394354535,-0.00969485442123947,0.00114386076943855,0.378461488616111,-0.169427010874826,0.000157095545484272,-0.113901148312719,-0.0752678943234859,-0.0339940299270111
15.02,0.22470182362897,0.00379212570702127,-0.00904858716254621,-0.21274932747919,-0.00114396938486539,0.000698782768863356,0.385721697445069,-0.157192210044126,-6.96153403582399e-05,-0.123993469002744,-0.0753260031315164,-0.029780656985174
15.025,0.213377434453114,0.00307970029105735,-0.00757416893154407,-0.197492761983181,0.00617131530062205,0.000303698827837159,0.392016315761487,-0.142915605421961,-0.000329543343402503,-0.133823869402422,-0.0768634826867143,-0.0245842559493398
15.03,0.20122125151878,0.00240488306699515,-0.00593291032290119,-0.180070217799253,0.0118282008824363,-6.08432654818765e-06,0.396922908360122,-0.126951589742662,-0.000608544563251474,-0.143131276416382,-0.0799797853569994,-0.0184700624833613
15.035,0.18752587094053,0.00182147345468397,-0.00418863936124232,-0.160424794906731,0.015654706096114,-0.000216126980943849,0.399616065615246,-0.109709041894319,-0.000891490617619776,-0.151600686701904,-0.084751493550145,-0.0115261915445227
15.04,0.174263474789938,0.00135876386157843,-0.00241604462108466,-0.139675445709321,0.0176883189148608,-0.000328781342848271,0.401046107873158,-0.091632696618668,-0.00116325390803065,-0.158985084457558,-0.091231143360133,-0.00386248827037147
15.045,0.161652553035867,0.0010223972725046,-0.00069707267065916,-0.118192357355199,0.0181261684883135,-0.000358417934471246,0.401108353005146,-0.0731836126088449,-0.00140973235252223,-0.164968546670916,-0.0994461305229694,0.0043911693977134
