time,hip_flexion_l,hip_adduction_l,hip_rotation_l,knee_angle_l,ankle_angle_l,subtalar_angle_l,hip_flexion_r,hip_adduction_r,hip_rotation_r,knee_angle_r,ankle_angle_r,subtalar_angle_r
15,14.57333708,-7.00077169,-3.25601146,-57.63514138,-9.00187163,-6.12200933,8.30138885,3.32910164,-0.01413067,-6.28489713,-9.58747889,-13.61908338
15.005,15.20049355,-7.0170463,-3.19771064,-58.73437718,-9.07761537,-6.14040976,7.91007148,3.31924239,0.11559785,-6.13115177,-9.54419619,-13.59956444
15.01,15.84225768,-7.08746496,-3.09448597,-59.79702226,-9.17616048,-6.16590916,7.53608356,3.37419459,0.19745879,-5.99898294,-9.44911922,-13.62780588
15.015,16.5010329,-7.18868966,-2.97678073,-60.80596706,-9.24221793,-6.19926617,7.17215007,3.45978689,0.2564423,-5.85042868,-9.3514613,-13.66407288
15.02,17.1607476,-7.29114372,-2.84924166,-61.74997103,-9.26255716,-6.23291841,6.82104871,3.55834633,0.30072845,-5.69291386,-9.26085649,-13.70203177
15.025,18.02283458,-7.58426899,-2.5891099,-62.7111051,-9.14828399,-6.23789966,6.63219445,3.85923961,0.11802247,-5.56004895,-9.21722822,-13.84646999
15.03,18.56707574,-7.55992813,-2.58958335,-63.4247791,-9.11753021,-6.24101484,6.26626095,3.82037584,0.2302452,-5.4017445,-9.19015128,-13.81923961
15.035,19.13058851,-7.57487826,-2.53832986,-64.0927464,-9.02011764,-6.24415492,5.91583461,3.83709463,0.33065627,-5.24831074,-9.10541777,-13.82706217
15.04,19.57753351,-7.56774534,-2.62771088,-64.61765025,-8.97620819,-6.25075689,5.54546427,3.79776429,0.32228658,-5.13494948,-9.08165317,-13.81925944
15.045,20.24156127,-7.69650097,-2.46884569,-65.21355779,-8.6128751,-6.20543019,5.24672511,3.94892989,0.38205287,-4.91983027,-8.90452261,-13.85247682
15.05,20.67176356,-7.68717346,-2.55443885,-65.59627937,-8.56797056,-6.20120224,4.90395007,3.91281473,0.38029687,-4.82812738,-8.8996102,-13.83036159
15.055,21.13638841,-7.68297885,-2.60018861,-65.92001295,-8.47516648,-6.20461763,4.57375299,3.89527327,0.41890702,-4.68354533,-8.87083563,-13.80086981
15.06,21.55444176,-7.67274004,-2.68782585,-66.16943645,-8.40057016,-6.21144842,4.24401843,3.86542081,0.42140636,-4.58233744,-8.84755204,-13.78247226
15.065,22.1005595,-7.70606943,-2.60061279,-66.40066447,-7.69857212,-6.08631119,3.96674817,3.9318606,0.53758858,-4.38332277,-8.6113791,-13.6817584
15.07,22.49847124,-7.71305629,-2.72276968,-66.47888107,-7.66365195,-6.07317501,3.67702624,3.91168545,0.50728307,-4.27882338,-8.59721945,-13.65818438
15.075,22.88771184,-7.71705826,-2.8171486,-66.4930983,-7.59762225,-6.0725578,3.38797787,3.89540432,0.50442527,-4.18190465,-8.57340591,-13.63031664
15.08,23.27852862,-7.71196358,-2.90037008,-66.43639994,-7.48041212,-6.07962391,3.10631125,3.88171392,0.52407335,-4.04987397,-8.52948791,-13.58938809
15.085,23.61690017,-7.61265083,-3.04955602,-66.25512745,-6.94461703,-6.01331435,2.84817315,3.7652951,0.63841225,-3.93210597,-8.29323998,-13.37253942
15.09,23.95297897,-7.63527338,-3.14347561,-66.06146609,-6.92154507,-6.00956232,2.60278313,3.7766518,0.60886225,-3.90758562,-8.27286485,-13.35775922
15.095,24.29019228,-7.65586895,-3.24866733,-65.79434227,-6.8740825,-6.01344075,2.36570527,3.79168969,0.58399029,-3.83771392,-8.23720098,-13.33520628
15.1,24.56220845,-7.54278692,-3.44137529,-65.39859435,-6.54907672,-6.03584878,2.11204717,3.64943889,0.69969979,-3.70081832,-7.99091614,-13.09749198
