time,fp_l_force_x,fp_l_force_y,fp_l_force_z,fp_l_cop_x,fp_l_cop_y,fp_l_cop_z,fp_r_force_x,fp_r_force_y,fp_r_force_z,fp_r_cop_x,fp_r_cop_y,fp_r_cop_z
71.65,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.655,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.66,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.665,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.67,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.675,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.68,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.685,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.69,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.695,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.7,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.705,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.71,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.715,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.72,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.725,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.73,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.735,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.74,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.745,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.75,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.755,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.76,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.765,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.77,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.775,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.78,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.785,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.79,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.795,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.8,NaN,NaN,NaN,NaN,NaN,NaN,0,0,0,0,0,0
71.805,NaN,NaN,NaN,NaN,NaN,NaN,9.818595,27.3357,-18.38649,-5.039269,0.8073682,-1.079331
71.81,NaN,NaN,NaN,NaN,NaN,NaN,8.886636,56.4212,-16.14677,-5.082202,0.8086301,-1.025021
71.815,NaN,NaN,NaN,NaN,NaN,NaN,5.633567,97.53864,-9.355101,-5.103192,0.8092481,-0.9984219
71.82,NaN,NaN,NaN,NaN,NaN,NaN,0.2204223,150.5509,1.709575,-5.115302,0.8096103,-0.9828231
71.825,NaN,NaN,NaN,NaN,NaN,NaN,-6.736995,213.7712,15.95273,-5.122931,0.8098466,-0.9726303
71.83,NaN,NaN,NaN,NaN,NaN,NaN,-14.3267,284.3361,31.68412,-5.128045,0.8100154,-0.9653331
71.835,NaN,NaN,NaN,NaN,NaN,NaN,-21.577,358.9835,46.96473,-5.131698,0.8101482,-0.9595662
71.84,NaN,NaN,NaN,NaN,NaN,NaN,-27.69129,434.9233,60.04109,-5.134528,0.8102647,-0.9544878
71.845,NaN,NaN,NaN,NaN,NaN,NaN,-32.19745,510.4314,69.76409,-5.13695,0.8103773,-0.9495613
71.85,NaN,NaN,NaN,NaN,NaN,NaN,-34.96692,584.9309,75.85005,-5.139232,0.810493,-0.9444872
71.855,NaN,NaN,NaN,NaN,NaN,NaN,-36.12709,658.5691,78.8891,-5.141529,0.8106139,-0.9391809
71.86,NaN,NaN,NaN,NaN,NaN,NaN,-35.94061,731.5235,80.11077,-5.143896,0.810738,-0.9337358
71.865,NaN,NaN,NaN,NaN,NaN,NaN,-34.72341,803.3727,81.00042,-5.146314,0.8108608,-0.9283514
71.87,NaN,NaN,NaN,NaN,NaN,NaN,-32.83191,872.8105,82.887,-5.148714,0.8109774,-0.9232429
71.875,NaN,NaN,NaN,NaN,NaN,NaN,-30.69974,937.7956,86.61417,-5.151012,0.8110843,-0.9185683
71.88,NaN,NaN,NaN,NaN,NaN,NaN,-28.86895,996.0265,92.37984,-5.153128,0.8111798,-0.9143928
71.885,NaN,NaN,NaN,NaN,NaN,NaN,-27.9587,1045.51,99.76934,-5.155006,0.8112645,-0.9106933
71.89,NaN,NaN,NaN,NaN,NaN,NaN,-28.554,1085.014,107.937,-5.156609,0.81134,-0.9073864
71.895,NaN,NaN,NaN,NaN,NaN,NaN,-31.05311,1114.305,115.8584,-5.157924,0.8114089,-0.9043622
71.9,NaN,NaN,NaN,NaN,NaN,NaN,-35.53874,1134.156,122.5781,-5.158957,0.8114735,-0.9015164
71.905,NaN,NaN,NaN,NaN,NaN,NaN,-41.72687,1146.172,127.3955,-5.159734,0.8115355,-0.8987743
71.91,0,0,0,0,0,0,-49.01429,1152.461,129.9615,-5.160294,0.8115955,-0.8961084
71.915,0,0,0,0,0,0,-56.60816,1155.225,130.2897,-5.160688,0.811653,-0.8935448
71.92,0,0,0,0,0,0,-63.69386,1156.357,128.7,-5.160967,0.8117065,-0.891156
71.925,0,0,0,0,0,0,-69.59181,1157.133,125.7142,-5.161173,0.8117538,-0.8890394
71.93,0,0,0,0,0,0,-73.86449,1158.054,121.9248,-5.161338,0.8117929,-0.8872882
71.935,0,0,0,0,0,0,-76.35594,1158.905,117.8589,-5.161477,0.8118226,-0.8859623
71.94,0,0,0,0,0,0,-77.16765,1158.976,113.8653,-5.161594,0.8118426,-0.885071
71.945,0,0,0,0,0,0,-76.5891,1157.384,110.0562,-5.161686,0.8118538,-0.8845699
71.95,0,0,0,0,0,0,-75.0059,1153.37,106.3232,-5.161751,0.8118583,-0.8843745
71.955,0,0,0,0,0,0,-72.80934,1146.485,102.42,-5.161789,0.8118582,-0.8843802
71.96,0,0,0,0,0,0,-70.32812,1136.618,98.0743,-5.161806,0.8118559,-0.8844861
71.965,0,0,0,0,0,0,-67.79305,1123.916,93.08466,-5.161804,0.811853,-0.8846134
71.97,0,0,0,0,0,0,-65.33373,1108.648,87.37434,-5.161789,0.8118507,-0.8847156
71.975,0,0,0,0,0,0,-62.9976,1091.098,80.99733,-5.16176,0.8118493,-0.8847796
71.98,0,0,0,0,0,0,-60.77757,1071.504,74.11243,-5.161713,0.8118483,-0.8848184
71.985,0,0,0,0,0,0,-58.6352,1050.061,66.94475,-5.161642,0.8118473,-0.8848609
71.99,0,0,0,0,0,0,-56.51468,1026.963,59.747,-5.161542,0.8118454,-0.8849407
71.995,0,0,0,0,0,0,-54.35185,1002.457,52.76382,-5.161408,0.811842,-0.8850876
72,0,0,0,0,0,0,-52.0853,976.8764,46.19906,-5.16124,0.8118365,-0.8853225
72.005,0,0,0,0,0,0,-49.67131,950.6472,40.18884,-5.161038,0.8118289,-0.8856547
72.01,0,0,0,0,0,0,-47.098,924.2553,34.7868,-5.160804,0.8118191,-0.8860832
72.015,0,0,0,0,0,0,-44.3927,898.1849,29.96632,-5.16054,0.8118072,-0.8865998
72.02,0,0,0,0,0,0,-41.61944,872.8516,25.63969,-5.160247,0.8117937,-0.8871927
72.025,0,0,0,0,0,0,-38.86708,848.5471,21.68712,-5.159927,0.8117787,-0.8878508
72.03,0,0,0,0,0,0,-36.23115,825.4124,17.98539,-5.159578,0.8117623,-0.8885653
72.035,0,0,0,0,0,0,-33.79502,803.4418,14.42666,-5.1592,0.8117448,-0.8893303
72.04,0,0,0,0,0,0,-31.61613,782.518,10.92587,-5.158792,0.8117263,-0.8901408
72.045,0,0,0,0,0,0,-29.71988,762.4664,7.421636,-5.158356,0.8117068,-0.8909911
72.05,0,0,0,0,0,0,-28.10082,743.1119,3.877924,-5.157896,0.8116866,-0.891875
