time,hip_angle_l,hip_angle_l_velocity,hip_angle_l_velocity_filt,knee_angle_l,knee_angle_l_velocity,knee_angle_l_velocity_filt,hip_angle_r,hip_angle_r_velocity,hip_angle_r_velocity_filt,knee_angle_r,knee_angle_r_velocity,knee_angle_r_velocity_filt,thigh_imu_l_accel_x,thigh_imu_l_accel_y,thigh_imu_l_accel_z,thigh_imu_l_gyro_x,thigh_imu_l_gyro_y,thigh_imu_l_gyro_z,shank_imu_l_accel_x,shank_imu_l_accel_y,shank_imu_l_accel_z,shank_imu_l_gyro_x,shank_imu_l_gyro_y,shank_imu_l_gyro_z,foot_imu_l_accel_x,foot_imu_l_accel_y,foot_imu_l_accel_z,foot_imu_l_gyro_x,foot_imu_l_gyro_y,foot_imu_l_gyro_z,thigh_imu_r_accel_x,thigh_imu_r_accel_y,thigh_imu_r_accel_z,thigh_imu_r_gyro_x,thigh_imu_r_gyro_y,thigh_imu_r_gyro_z,shank_imu_r_accel_x,shank_imu_r_accel_y,shank_imu_r_accel_z,shank_imu_r_gyro_x,shank_imu_r_gyro_y,shank_imu_r_gyro_z,foot_imu_r_accel_x,foot_imu_r_accel_y,foot_imu_r_accel_z,foot_imu_r_gyro_x,foot_imu_r_gyro_y,foot_imu_r_gyro_z,insole_l_force_y,insole_l_cop_x,insole_l_cop_z,insole_r_force_y,insole_r_cop_x,insole_r_cop_z
40,-14.959212534375,145.601581929296,126.021989336725,-19.2880718357296,107.56574030604,73.7304967049145,-7.71770409511273,-178.081842843772,-191.330882401956,-63.9924236731705,-216.41202505629,-298.277271347679,1.06733963335543,10.2182721863941,1.31329371095898,12.4177901929925,54.1219034150212,-130.943136383043,-4.96829619603278,11.2449014324917,0.810145220440369,-6.15553346936897,55.1836486557889,-20.5175144856835,-0.644205310770405,10.0757940353776,-0.808982063186344,-47.7696182177357,24.191408835864,8.6761183549966,1.45935421784738,12.5356757137419,2.41260547206169,0.180722717287674,-53.491178680331,183.351807908354,-11.0890983746393,5.81208290397389,-0.490540509794655,48.1536363738866,-23.2956570066055,-23.25594596661,11.1351814498804,13.9764384303813,-5.27013901029105,34.8447042944362,-38.7776950169324,19.5073710508826,1060.37529115651,0.107235375940301,-0.00941798456161691,0,0,0
40.005,-14.2158491218588,148.672682503162,130.941379673978,-18.7215908385027,113.296199445329,82.5656588740911,-8.5878814073445,-174.035462446265,-189.674189878185,-64.9764687999476,-196.809025355326,-281.92015522,1.13537954639673,10.0113843438299,1.2286938930426,12.9736271321552,52.8267780955266,-133.067814384194,-4.40634949764073,11.3054492395602,0.934281859433618,-4.66766594809906,54.1938606732524,-17.2059986572026,-0.531469506740802,10.0833390342002,-0.65551353978074,-45.6974397567391,22.8791531527244,4.7046033706145,1.65849032348489,12.2354756878673,2.25210153728208,2.31925948203954,-54.9037112355826,179.841067093164,-10.7803865295253,5.29910207592072,-0.597278747008452,50.7326234850042,-21.1277730415164,-7.02139559516703,11.4904296275694,13.2080173319669,-5.53505468485762,49.4497931579818,-35.6832550640372,50.3454914312435,1049.29202695687,0.108724500858143,-0.00947554090197367,0,0,0
40.01,-13.4594647879896,151.276866773978,135.511477928871,-18.1294042169517,118.437324310304,90.6889586257219,-9.43656044340042,-169.735807211337,-187.350267848931,-65.8610672628012,-176.91969257087,-264.586471362716,1.16949968896399,9.80926153481952,1.13723628278092,13.3704601465731,51.1214272354447,-134.882791535935,-3.89439609492687,11.3362873450351,1.04980364769642,-3.19967917704633,52.7422412296497,-14.1606796468299,-0.442547697294779,10.0929544906721,-0.45047479345171,-43.4678608316306,21.357464750247,0.529384675659849,1.81810452362649,11.9101234890553,2.0838258160748,4.43537373874894,-56.3833300808538,176.146502569229,-10.4542472952685,4.82630765129691,-0.692525367012413,53.2699225522007,-19.0189097517527,9.25104283728922,11.6858680777836,12.4863966588256,-5.74983867783469,64.4212933369476,-31.9661156697863,79.7886827501588,1036.06994158215,0.11021880617062,-0.00948858536453667,0,0,0
40.015,-12.692459196634,153.401118271039,139.699367078132,-17.5143247264835,123.015898093564,98.1166737839218,-10.262901498155,-165.268210950826,-184.441413451328,-66.6454339232304,-156.873332085763,-246.423757050674,1.16993761153365,9.61361702089808,1.04067834055644,13.6162193930787,49.0979168134075,-136.411527616945,-3.43354723026661,11.3399161618662,1.15127984666472,-1.79013807379909,50.9180478558182,-11.3789544923473,-0.378229506680382,10.1048497163443,-0.210080436547984,-41.1880809728846,19.6686065328958,-3.74212872039052,1.93719354694113,11.5637055958813,1.91100181330551,6.51444771357279,-57.9236430051663,172.300045311604,-10.1202977511145,4.3882975102697,-0.771711793151137,55.765160177852,-16.9926209187486,25.4696574272127,11.7279599304157,11.8115655037497,-5.90077611704153,79.5187281840959,-27.6354208618815,107.623046914745,1020.84959443139,0.111683081121781,-0.00945648477026151,0,0,0
40.02,-11.9172763660705,155.036566112623,143.476168515031,-16.8790380841761,127.057328461418,104.869903573618,-11.0664672900537,-160.713158379657,-181.033809052965,-67.329373147639,-136.787844881645,-227.580390811141,1.13796847294398,9.4257739650105,0.940767806896472,13.7231133326091,46.8479120313776,-137.676049811952,-3.02244028625338,11.3194575499799,1.23398832729393,-0.470041770012163,48.8129671176762,-8.85863736321935,-0.337574437934093,10.1193707050893,0.0491906175469683,-38.950476787221,17.8566456119179,-8.00707284521832,2.01609208086598,11.2002794468709,1.73673792958017,8.54198592261178,-59.5140855718639,168.327956970728,-9.78578652841963,3.98020441614177,-0.831034498635598,58.2146382120067,-15.0706584428228,41.5494413207696,11.629582190104,11.184140121948,-5.97483958803285,94.4955850185297,-22.7226039076774,133.674683389405,1003.89100198267,0.113065296476822,-0.0093870169286262,0,0,0
40.025,-11.1363847461514,156.178323983971,146.817197733457,-16.2261146135618,130.584694122984,110.973166396477,-11.8471909666332,-156.144735316054,-177.215639982597,-67.913212077942,-116.767786060715,-208.202803351743,1.07584656964331,9.24666751851136,0.83924055967624,13.7069049734116,44.4601257696043,-138.696020323743,-2.65760301105033,11.2783159407884,1.29415391814944,0.737738457999285,46.5181870827141,-6.59789702991008,-0.318331801037181,10.1367712049842,0.311425689027005,-36.8315095277482,15.9660688227333,-12.1688863274055,2.05640449824012,10.8238161426783,1.56397840162873,10.504300056313,-61.1391113622366,164.251432997489,-9.45577984210032,3.59804611489869,-0.867540105824732,60.6103623776848,-13.2720608879272,57.4144792083195,11.4089975913184,10.6054785145008,-5.9601306492264,109.104966790874,-17.2830386347926,157.812003375868,985.503503259657,0.114305120357409,-0.00929867994644695,0,0,0
40.03,-10.3522583178248,156.825285665244,149.702046470952,-15.5580248427033,133.617954171628,116.453042013851,-12.6053372536916,-151.62925741159,-173.075215968992,-68.3977258137871,-96.902747168973,-188.432779642218,0.986716035999185,9.07686925250575,0.737821698491987,13.5860883512457,42.0179095272581,-139.488018700415,-2.33377774676341,11.2199270067369,1.32911974935337,1.81860681010121,44.1215166648411,-4.59523979010735,-0.317274075904068,10.1570796751695,0.56199589043275,-34.8912189770143,14.0404732417015,-16.1389242173475,2.06088799027464,10.4381617490707,1.39546435489756,12.3891433846279,-62.7775926054735,160.08726535919,-9.13345516945216,3.23890311678283,-0.879160139126216,62.939264216624,-11.6123340286134,73.0000503197291,11.0886278450378,10.0776346964663,-5.84631649743408,123.105020572173,-11.3961186154105,179.947104775608,965.976357743204,0.11536053891044,-0.00921555062212409,0,0,0
40.035,-9.56735888298141,156.979886968815,152.114594859314,-14.8771581712393,136.173334292922,121.336888055111,-13.3414577815463,-147.224105571083,-168.699136275996,-68.7840563136497,-77.2660999725893,-168.404906993532,0.874494363352128,8.9166305682188,0.638226799055863,13.3810147712744,39.5970569496461,-140.065051025853,-2.04430772160506,11.1475406671241,1.33744952994848,2.76600682333687,41.70466411364,-2.84953820634142,-0.330545848732537,10.1800059844576,0.788145491613789,-33.1732003906599,12.1213678841225,-19.8378757926,2.0332951620656,10.0470133006428,1.23370289443363,14.1862527350631,-64.4024756895729,155.848483997013,-8.82046213251258,2.90093854226392,-0.864701625212301,65.1826840425283,-10.1027482474483,88.2543318019903,10.6937007405319,9.6032002505576,-5.62504175717874,136.263982511934,-5.16368328868318,200.036158746676,945.53178300897,0.116236389165314,-0.00915483439588405,0,0,0
40.04,-8.78411966170077,156.647844256047,154.042958789196,-14.1858436737242,138.262899502959,125.651658188032,-14.0563417417853,-142.976792047731,-164.170537190256,-69.0736269834571,-57.9141339614397,-148.244221508638,0.743733441103839,8.76594052066817,0.542160343446947,13.1130135084927,37.2638826988011,-140.436285735557,-1.78156252832475,11.0640488224664,1.31896379058924,3.58084375033749,39.3407763183491,-1.36009806869733,-0.354006873438638,10.204889445234,0.979446898467328,-31.7049700660678,10.247112805166,-23.1969439380065,1.97818545318976,9.65390524535887,1.08094212917434,15.8877640165366,-65.980724049062,151.544913399144,-8.51731420984701,2.58328914300239,-0.823800676018723,67.316167257313,-8.74977382837803,103.139609475332,10.2508426604897,9.18508440671271,-5.29029576917512,148.364713412165,1.29314976093193,218.078759716235,924.323120236333,0.11698231235807,-0.00912012334274115,0,0,0
40.045,-8.00493026313442,155.837879713191,155.47937915107,-13.4863720813866,139.89431846744,129.422846208799,-14.7509631238258,-138.924276408018,-159.567458472991,-69.2680550519151,-38.8856136915763,-128.064102065038,0.599463552713969,8.62459274690687,0.451308714594675,12.8035449079853,35.0736298976315,-140.607005342564,-1.53737965424091,10.9718640529738,1.27471577825354,4.27061632342594,37.092326151988,-0.126750160359499,-0.383550907298919,10.2306864919813,1.12812063033168,-30.49864087688,8.45201408990705,-26.1587561178946,1.90071545408081,9.26220212278661,0.939150315420868,17.4884763327962,-67.4735682559751,147.183602868181,-8.22378066779133,2.28586609925874,-0.75684677233921,69.3096082379471,-7.55467238552349,117.632931879017,9.7866858744814,8.82628097846684,-4.83871965361811,159.208640789296,7.83855262857797,234.116202109443,902.467849879417,0.117681395892706,-0.00910035182712965,0,0,0
