time,hip_flexion_l_moment,hip_adduction_l_moment,hip_rotation_l_moment,knee_angle_l_moment,ankle_angle_l_moment,subtalar_angle_l_moment,hip_flexion_r_moment,hip_adduction_r_moment,hip_rotation_r_moment,knee_angle_r_moment,ankle_angle_r_moment,subtalar_angle_r_moment
40,-0.30612370254992,-0.579543789183956,0.0755968610500211,0.383755689442154,-0.558103015628511,0.151221898278389,0.268842599123277,0.0162936334768091,-0.0610869507332478,0.119251896889244,0.088465557706039,-0.00820985572180957
40.005,-0.276470611180488,-0.571898284316705,0.0714390909777436,0.349241428846942,-0.564004068881616,0.1472280260165,0.256104721259116,0.0125717604138304,-0.0595203424556464,0.117201621873363,0.0789504631856736,-0.00752203651131418
40.01,-0.245553025284994,-0.563578957133297,0.0670553193136787,0.314629018539887,-0.568119117574844,0.142994925452567,0.242664050179352,0.00984813606840765,-0.0574643018437929,0.115468742222936,0.0686772817186826,-0.00657103784383303
40.015,-0.215948848280497,-0.554686911393766,0.0625112359785342,0.280566561622426,-0.570507135967417,0.138559677102987,0.229201017517839,0.00782700204890481,-0.0548820176311099,0.114522424680657,0.0580808125238313,-0.0054440272813157
40.02,-0.184874367672397,-0.545304114691287,0.0578679939341145,0.246761519153541,-0.57124025927644,0.133957604173947,0.215230449068927,0.00618673300421891,-0.0517432911853652,0.113751691966719,0.0475490681255744,-0.00422357261640326
40.025,-0.152704266761692,-0.535497953557383,0.0531814835989485,0.213401890781838,-0.570403514384691,0.129221930853864,0.200967411617007,0.00459463944383466,-0.0480267479046104,0.113160802360955,0.0374183875331049,-0.00298583136752786
40.03,-0.121512378810931,-0.52532629829294,0.0485017933820499,0.180459339252253,-0.568094656551238,0.124383524469744,0.187171545860428,0.00272165860285816,-0.0437218941408517,0.112207985319687,0.0279704447391356,-0.00179902669619182
40.035,-0.0943196601915009,-0.514842716935834,0.0438728444023276,0.147769361302409,-0.564424062364374,0.119470728748364,0.174903997617329,0.000256428396956187,-0.0388309229227767,0.110045972818626,0.0194310674927052,-0.000722238444799675
40.04,-0.0672775790230103,-0.504101496217244,0.0393321860198445,0.115841307862997,-0.559514622699385,0.114509293085623,0.163028717489703,-0.00308171931059841,-0.0333701789442859,0.108046039126126,0.011970729986395,0.000195473907760735
40.045,-0.0408106189485733,-0.493162161739505,0.0349109382012631,0.0847046386502418,-0.553501576380249,0.109522399827715,0.151766366669352,-0.00753125628964713,-0.0273712041104941,0.106192104396433,0.00570654126782418,0.000915611151437963
40.05,-0.0147333455203044,-0.482093237340629,0.0306338667479699,0.0559892697664078,-0.546532225424257,0.10453078819088,0.140584882167865,-0.0132787927204854,-0.0208812990212293,0.10530591543638,0.000705519403414469,0.00141044277425453
40.055,0.0113140400680382,-0.470975041478598,0.0265195777904112,0.0317173049237135,-0.538765475922926,0.0995529697521887,0.128740367422338,-0.0204515238557795,-0.0139635526424605,0.106420161006453,-0.00301108016640917,0.00166289946624982
40.06,0.0356015119647944,-0.4599013828433,0.0225808184634863,0.00813406601214871,-0.530371154503567,0.0946055266516422,0.118058716578639,-0.0291119861245023,-0.00669631148478815,0.107590744796459,-0.0054626252710789,0.00166617389878271
40.065,0.0577909653559355,-0.448980084502744,0.0188248711237623,-0.0148425871126877,-0.521529058647657,0.0897034800095124,0.108664244975892,-0.0392552400017502,0.000827919794257311,0.108771341467343,-0.00670340207560007,0.00142306121469389
40.07,0.0783968170114209,-0.438332332046109,0.0152540286985058,-0.0352656817311408,-0.51242770964898,0.0848607128417948,0.100259306441119,-0.050808515941268,0.0085041330557459,0.10997216628511,-0.00681658365973133,0.000945076370051029
40.075,0.0970345640698553,-0.428090903091077,0.0118661386815611,-0.0535698264708606,-0.50326278940637,0.0800904291885438,0.0929470932279661,-0.0636332800632115,0.0162169918960049,0.111116163192373,-0.00590809735516331,0.000251389588357616
40.08,0.1128136952992,-0.418397390420126,0.00865520289370908,-0.0715857208728721,-0.494235256259168,0.0754056294483615,0.0870446168280448,-0.0775296002001635,0.0238434720668028,0.112070355295219,-0.00410059592472462,-0.000632376277771657
40.085,0.125581388893817,-0.409398576823781,0.00561201945358147,-0.08942451146703,-0.485549150315923,0.0708195811692992,0.0824975552147016,-0.092242622271353,0.0312558926818173,0.112746792054185,-0.00152771249377218,-0.00167544168656138
40.09,0.137587758182488,-0.401242155127979,0.00272485256381978,-0.104910767827008,-0.477409114726397,0.0663462648397258,0.0791421855709473,-0.107470903546657,0.0383252470292107,0.113313216151386,0.00167124969965547,-0.00284321530981658
40.095,0.147160790236138,-0.394072011283802,-1.98851498640644e-05,-0.11972010087955,-0.470017675514401,0.0620007755284755,0.0768649620986716,-0.122876294751836,0.0449247280330164,0.113477484376551,0.00535607284481877,-0.00409864533378107
40.1,0.153599030924976,-0.388023301897854,-0.00263695373750362,-0.134625494369223,-0.463572338220262,0.0577996634353489,0.0754815104584006,-0.138095018512804,0.0509333332006495,0.113043168456802,0.00938973771652448,-0.0054035375350942
40.105,0.157133835464714,-0.383217560825775,-0.00514162687836435,-0.149590846477061,-0.458262573904819,0.053761199349796,0.0746415380589982,-0.152749558461447,0.0562394277280392,0.111856205004067,0.0136418388418115,-0.00671980444156267
